timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529385239000,,,,,
1529459855000,,,771.64,,
1529534480000,,,772.42,,
1529607759000,,,191.55,,
1529682434000,,,1699.79,,
1529756296000,,,151.67,,
1529828276000,,,1372.98,,
1529902416000,,,1354.95,,
1529979078000,,,2678.25,,
1530054421000,,,573.68,,
1530128282000,,,1086.44,,
1530203197000,,,1004.47,,
1530278431000,,,1340.07,,
1530351013000,,,1978.66,,
1530426268000,,,188.03,,
1530499615000,,,209.79,,
1530572217000,,,1125.59,,
1530646642000,,,757.52,,
1530720604000,,,14487.58,,
1530794550000,,,10098.22,,
1530868977000,,,6486.76,,
1530942968000,,,2002.04,,
1531017892000,,,2000.76,,
1531093254000,,,744.03,,
1531167486000,,,,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,210.23,,
1531459813000,,,1791.97,,
1531532086000,,,8901.12,,
1531603912000,,,2546.56,,
1531675397000,,,420.05,,
1531748307000,,,419.10,,
1531822417000,,,3527.20,,
1531896343000,,,1104.34,,
1531971151000,,,3234.12,,
1532045631000,,,1622.59,,
1532118564000,,,1344.51,,
1532191928000,,,816.09,,
1532264894000,,,3815.02,,
1532336677000,,,5386.09,,
1532411124000,,,3598.64,,
1532485297000,,,2901.59,,
1532558514000,,,4069.85,,
1532632522000,,,2123.04,,
1532706031000,,,3000.07,,
1532778335000,,,1801.85,,
1532849626000,,,1393.07,,
1532921962000,,,14892.74,,
1532994160000,,,1752.21,,
1533067467000,,,2611.08,,
1533141286000,,,1029.11,,
1533214941000,,,5693.40,,
1533288091000,,,5137.10,,
1533360489000,,,441.26,,
1533432998000,,,3433.29,,
1533505953000,,,618.90,,
1533578575000,,,2198.63,,
1533651925000,,,1810.56,,
1533724916000,,,3183.52,,
1533797508000,,,886.37,,
1533870537000,,,2789.45,,
1533943288000,,,10726.20,,
1534016212000,,,6628.69,,
1534090711000,,,2028.40,,
1534163628000,,,791.51,,
1534236905000,,,4481.54,,
1534309134000,,,958.13,,
1534381971000,,,1206.09,,
1534454722000,,,731.12,,
1534527690000,,,2437.85,,
1534602524000,,,2427.99,,
1534675224000,,,706.07,,
1534747701000,,,340.90,,
1534820720000,,,1495.93,,
1534892931000,,,1551.76,,
1534965694000,,,,,
1535039951000,,,3939.85,,
1535112747000,,,1368.92,,
1535185292000,,,5731.93,,
1535257864000,,,1207.57,,
1535331135000,,,1368.89,,
1535403660000,,,5769.33,,
1535477339000,,,2287.47,,
1535550907000,,,3394.86,,
1535623054000,,,1978.49,,
1535695540000,,,411.16,,
1535768227000,,,,,
1535842094000,,,415.32,,
1535914482000,,,410.90,,
1535987210000,,,340.97,,
1536059758000,,,705.50,,
1536132247000,,,2379.65,,
1536204432000,,,2843.84,,
1536276091000,,,1423.71,,
1536348963000,,,3278.41,,
1536421628000,,,884.96,,
1536495403000,,,1704.61,,
1536568351000,,,705.01,,
1536639507000,,,,,
1536711510000,,,746.83,,
1536783125000,,,1288.03,,
1536854753000,,,2290.55,,
1536925887000,,,3649.17,,
1536997175000,,,729.86,,
1537069009000,,,7331.42,,
1537139381000,,,8068.55,,
1537210708000,,,20580.45,,
1537282705000,,,20928.92,,
1537353835000,,,1470.62,,
1537424834000,,,4032.19,,
1537497361000,,,7440.54,,
1537568218000,,,30755.32,,
1537639728000,,,52957.15,,
1537710354000,,,21475.44,,
1537781366000,,,22337.43,,
1537852317000,,,21578.96,,
1537922897000,,,124779.79,,
1537993834000,,,181014.00,,
1538065170000,,,23452.71,,
1538135659000,,,2724.96,,
1538207020000,,,6310.30,,
1538277094000,,,13967.99,,
1538348235000,,,12999.82,,
1538418856000,,,12075.36,,
1538489640000,,,22794.36,,
1538560179000,,,26093.86,,
1538631256000,,,12453.59,,
1538700722000,,,18446.89,,
1538771727000,,,22366.04,,
1538841320000,,,23990.18,,
1538911026000,,,37493.90,,
1538980216000,,,777.28,,
1539049430000,,,7569.85,,
1539120813000,,,17029.71,,
1539190730000,,,35188.86,,
1539260859000,,,49027.31,,
1539330275000,,,31708.09,,
1539400992000,,,22849.90,,
1539470509000,,,29776.34,,
1539541019000,,,31261.96,,
1539611779000,,,26460.66,,
1539682267000,,,19122.68,,
1539752649000,,,18212.62,,
1539822973000,,,26256.08,,
1539893301000,,,23533.94,,
1539964665000,,,17933.85,,
1540035461000,,,15285.51,,
1540105380000,,,11849.32,,
1540175783000,,,6454.26,,
1540247628000,,,4871.08,,
1540317582000,,,44686.13,,
1540388140000,,,48138.65,,
1540458691000,,,2765.28,,
1540528530000,,,2128.12,,
1540599331000,,,5424.36,,
1540669979000,,,11590.47,,
1540740577000,,,10234.93,,
1540812281000,,,15199.12,,
1540882459000,,,15201.12,,
1540953530000,,,134925.02,,
1541023512000,,,83884.31,,
1541094934000,,,9860.24,,
1541166376000,,,3976.48,,
1541237446000,,,6081.13,,
1541307140000,,,1431.68,,
1541378245000,,,3332.23,,
1541449770000,,,4320.00,,
1541521033000,,,29742.69,,
1541592294000,,,6667.55,,
1541662439000,,,7176.05,,
1541733218000,,,8322.02,,
1541804044000,,,6500.50,,
1541874538000,,,333.46,,
1541945087000,,,4530.82,,
1542016384000,,,19166.46,,
1542085646000,,,39354.23,,
1542156560000,,,39251.69,,
1542228035000,,,16043.10,,
1542298725000,,,19465.74,,
1542368660000,,,12474.83,,
1542440006000,,,28865.12,,
1542510859000,,,17223.63,,
1542580287000,,,21177.92,,
1542652239000,,,11902.14,,
1542723747000,,,59876.11,,
1542795271000,,,69124.91,,
1542866477000,,,40469.30,,
1542936877000,,,27857.29,,
1543007269000,,,44844.04,,
1543077801000,,,2955.40,,
1543148698000,,,22388.29,,
1543218413000,,,26175.06,,
1543289948000,,,23578.93,,
1543362296000,,,68025.49,,
1543434172000,,,8462.65,,
1543504581000,,,326118.79,,
1543575859000,,,41412.69,,
1543646812000,,,30110.68,,
1543718667000,,,23400.95,,
1543789997000,,,7556.50,,
1543862329000,,,26910.58,,
1543932926000,,,5741.43,,
1544005220000,,,900.30,,
1544076879000,,,21702.95,,
1544148198000,,,31478.09,,
1544220287000,,,29767.23,,
1544291964000,,,35866.93,,
1544363331000,,,58817.10,,
1544433268000,,,35594.41,,
1544503865000,,,1396.06,,
1544576147000,,,10039.71,,
1544647316000,,,4420.23,,
1544718309000,,,5774.09,,
1544789693000,,,2748.23,,
1544860802000,,,4953.66,,
1544931651000,,,22001.48,,
1545003100000,,,730.71,,
1545076575000,,,12505.57,,
1545151038000,,,9291.79,,
1545224266000,,,586.69,,
1545298309000,,,10716.56,,
1545371765000,,,6418.40,,
1545444975000,,,16157.80,,
1545518580000,,,9980.08,,
1545592165000,,,35208.85,,
1545664945000,,,16336.38,,
1545737520000,,,32676.53,,
1545810031000,,,7388.04,,
1545883479000,,,18945.22,,
1545956158000,,,31755.35,,
1546029906000,,,33213.98,,
1546103201000,,,4266.81,,
1546175667000,,,13853.75,,
1546247915000,,,431.41,,
1546320878000,,,740.08,,
1546394518000,,,13815.49,,
1546466952000,,,15952.34,,
1546544000000,,,14444.18,,
1546622719000,,,13906.64,,
1546699391000,,,13824.84,,
1546776424000,,,13738.90,,
1546854270000,,,23730.47,,
1546931422000,,,49357.88,,
1547008514000,,,2946.72,,
1547086233000,,,18275.59,,
1547163262000,,,10143.42,,
1547240860000,,,13136.97,,
1547318473000,,,2378.48,,
1547396030000,,,5826.85,,
1547472692000,,,9558.04,,
1547549533000,,,32842.09,,
1547626847000,,,11729.83,,
1547704633000,,,20097.80,,
1547781728000,,,52013.11,,
1547859045000,,,29128.95,,
1547934719000,,,9460.09,,
1548012002000,,,4589.18,,
1548095978000,,,1302.17,,
1548180548000,,,36194.72,,
1548266597000,,,12838.79,,
1548351788000,,,7305.40,,
1548436981000,,,18373.06,,
1548521909000,,,9516.19,,
1548607305000,,,14944.50,,
1548695090000,,,,31199.49,
1548784331000,,,,22766.13,
1548872168000,,5871.58,,,
1548959406000,,2294.32,,,
1549048111000,,2858.81,,,
1549136870000,,1.07,,,
1549225465000,,7545.00,,,
1549312025000,,5079.68,,,
1549400397000,,1884.43,,,
1549488758000,,14807.99,,,
1549576572000,,227.36,,,
1549664587000,,19148.16,,,
1549752194000,,6541.97,,,
1549853106000,,1998.59,,,
1549954624000,,16505.01,,,
1550057114000,,6652.42,,,
1550160727000,,971.42,,,
1550264379000,,7349.20,,,
1550367666000,,6194.76,,,
1550471025000,,22028.99,,,
1550573262000,,21979.42,,,
1550675116000,,4003.96,,,
1550776436000,,1965.02,,,
1550878296000,,1191.49,,,
1550978228000,,5102.95,,,
1551078586000,,3616.54,,,
1551181750000,,1052.87,,,
1551281880000,,928.71,,,
1551383524000,,2904.42,,,
1551459490000,,,,,
1551527005000,,,,,
1551595407000,,256.43,,,
1551662535000,,1070.36,,,
1551730739000,,1675.50,,,
1551798808000,,1114.09,,,
1551865512000,,,,,
1551932302000,,1455.98,,,
1551999434000,,516.38,,,
1552066766000,,3898.40,,,
1552134613000,,8584.82,,,
1552201544000,,7969.91,,,
1552268725000,,8989.10,,,
1552336045000,,6760.82,,,
1552403003000,,3353.85,,,
1552470545000,,2815.03,,,
1552537130000,,2002.65,,,
1552605435000,,926.37,,,
1552671597000,,450.56,,,
1552738081000,,7142.85,,,
1552805598000,,3849.27,,,
1552872817000,,3677.79,,,
1552940619000,,897.34,,,
1553008742000,,1243.38,,,
1553075047000,,803.63,,,
1553142018000,,,,,
1553209653000,,2341.34,,,
1553277395000,,1242.29,,,
1553344849000,,564.61,,,
1553411888000,,,,,
1553478679000,,683.99,,,
1553546051000,,1146.95,,,
1553614241000,,1595.46,,,
1553681868000,,77181.18,,,
1553749152000,,109810.78,,,
1553816450000,,43559.36,,,
1553884334000,,13265.72,,,
1553953102000,,2709.36,,,
1554019932000,,1123.80,,,
1554086578000,,5334.17,,,
1554153946000,,7876.91,,,
1554222678000,,7640.33,,,
1554290288000,,5932.71,,,
1554358137000,,5108.76,,,
1554425436000,,2720.75,,,
1554493384000,,5420.77,,,
1554559454000,,7747.49,,,
1554626505000,,3187.25,,,
1554693632000,,11012.50,,,
1554760411000,,51157.42,,,
1554827345000,,23359.14,,,
1554894627000,,2179.23,,,
1554961787000,,6657.76,,,
1555029655000,,3567.13,,,
1555096914000,,4524.90,,,
1555163830000,,3189.68,,,
1555230712000,,1493.47,,,
1555297496000,,1231.76,,,
1555364629000,,3958.30,,,
1555431616000,,5431.95,,,
1555500111000,,3063.64,,,
1555566912000,,43908.43,,,
1555634415000,,10252.06,,,
1555701653000,,10032.79,,,
1555769476000,,7806.46,,,
1555837014000,,2180.45,,,
1555904097000,,5260.47,,,
1555970540000,,9170.70,,,
1556038531000,,15420.75,,,
1556107407000,,10546.49,,,
1556173928000,,4901.70,,,
1556241200000,,18835.30,,,
1556308450000,,10768.79,,,
1556374991000,,4621.49,,,
1556442410000,,1201.95,,,
1556509346000,,1696.81,,,
1556576806000,,6496.07,,,
1556643967000,,3976.37,,,
1556711534000,,2110.87,,,
1556778136000,,5430.27,,,
1556845234000,,3163.40,,,
1556913235000,,2939.63,,,
1556979262000,,4676.60,,,
1557047080000,,2164.04,,,
1557114439000,,5536.91,,,
1557182260000,,10222.93,,,
1557249608000,,5216.28,,,
1557318081000,,3760.59,,,
1557385675000,,1465.68,,,
1557453624000,,2043.12,,,
1557521031000,,3617.53,,,
1557588222000,,1215.00,,,
1557655069000,,314.07,,,
1557722567000,,631.57,,,
1557790675000,,4516.15,,,
1557857642000,,3228.05,,,
1557924398000,,8732.39,,,
1557992058000,,13703.40,,,
1558059268000,,18040.03,,,
1558126732000,,12557.93,,,
1558194179000,,4979.40,,,
1558262228000,,5555.38,,,
1558329711000,,3807.57,,,
1558397321000,,7914.20,,,
1558466162000,,10020.47,,,
1558533192000,,11704.47,,,
1558601405000,,15539.08,,,
1558669169000,,8718.56,,,
1558736680000,,7863.84,,,
1558803191000,,6173.67,,,
1558871016000,,3956.15,,,
1558937464000,,11164.96,,,
1559004601000,,6997.17,,,
1559072957000,,2147.81,,,
1559139434000,,2623.82,,,
1559206701000,,9079.54,,,
1559274975000,,4000.77,,,
1559341699000,,1436.81,,,
1559409902000,,3371.12,,,
1559477256000,,356.19,,,
1559545066000,,1087.50,,,
1559613008000,,2346.40,,,
1559680478000,,2572.72,,,
1559748180000,,722.07,,,
1559815480000,,1521.04,,,
1559882780000,,2617.49,,,
1559950737000,,717.42,,,
1560018665000,,3019.32,,,
1560086804000,,1076.96,,,
1560153643000,,1412.98,,,
1560221421000,,3308.54,,,
1560289199000,,4106.48,,,
1560356878000,,4794.69,,,
1560423930000,,8462.76,,,
1560491307000,,4715.66,,,
1560558991000,,8694.39,,,
1560626789000,,3368.69,,,
1560694377000,,2187.29,,,
1560761916000,,2555.17,,,
1560829590000,,5063.25,,,
1560897457000,,5003.71,,,
1560964413000,,355.83,,,
1561032579000,,6027.03,,,
1561100149000,,27560.02,,,
1561168282000,,30104.92,,,
1561234762000,,16050.44,,,
1561302398000,,6583.28,,,
1561369418000,,4524.50,,,
1561436953000,,12.64,,,
1561504004000,,8684.03,,,
1561570799000,,13639.43,,,
1561638755000,,35991.14,,,
1561706755000,,28378.43,,,
1561774045000,,1968.76,,,
1561840989000,,62742.06,,,
1561907952000,,10321.55,,,
1561975491000,,1487.63,,,
1562042620000,,6122.29,,,
1562110262000,,21237.16,,,
1562178137000,,6493.06,,,
1562245083000,,51014.94,,,
1562312263000,,17802.38,,,
1562380043000,,10562.47,,,
1562446275000,,11533.40,,,
1562513829000,,2242.99,,,
1562580710000,,3871.19,,,
1562647935000,,18365.58,,,
1562714668000,,29818.86,,,
1562782053000,,26003.65,,,
1562848961000,,7193.48,,,
1562916876000,,5920.99,,,
1562984792000,,6074.14,,,
1563051887000,,10146.32,,,
1563118325000,,2654.76,,,
1563185341000,,3678.84,,,
1563253666000,,3925.91,,,
1563322130000,,6580.43,,,
1563390506000,,5024.16,,,
1563456683000,,4255.72,,,
1563524083000,,2480.06,,,
1563591824000,,6862.00,,,
1563657984000,,1663.08,,,
1563725454000,,7202.22,,,
1563792449000,,1352.68,,,
1563858874000,,2188.91,,,
1563925785000,2528.06,4480.84,,,
1563992752000,3493.19,,,,
1564060720000,2309.09,,,,
1564128623000,402.77,,,,
1564194770000,143.50,,,,
1564261351000,,,,,
1564329190000,,,,,
1564395991000,3642.03,,,,
1564463477000,,,,,
1564530020000,3603.24,,,,
1564597821000,1594.91,,,,
1564665039000,1120.82,,,,
1564732022000,3468.41,,,,
1564799107000,,,,,
1564865751000,,,,,
1564932781000,1830.70,,,,
1564999286000,8106.97,,,,
1565066439000,2276.07,,,,
1565133760000,5190.44,,,,
1565200774000,4750.67,,,,
1565267861000,3317.96,,,,
1565334762000,471.91,,,,
1565401917000,6213.50,,,,
1565468754000,3120.18,,,,
1565536629000,1578.42,,,,
1565603145000,6132.80,,,,
1565669720000,8485.96,,,,
1565737101000,4357.92,,,,
1565803734000,3691.68,,,,
1565871010000,3092.17,,,,
1565938594000,1942.44,,,,
1566005643000,1502.91,,,,
1566071734000,2565.20,,,,
1566139968000,2525.50,,,,
1566206924000,5336.13,,,,
1566273958000,2582.77,,,,
1566340899000,2020.67,,,,
1566408719000,2524.98,,,,
1566474986000,35539.73,,,,
1566542876000,7620.02,,,,
1566609532000,752.83,,,,
1566677699000,8014.97,,,,
1566744845000,30081.68,,,,
1566811311000,41506.27,,,,
1566879172000,5443.07,,,,
1566946162000,5143.52,,,,
1567013670000,4053.89,,,,
1567080503000,15477.15,,,,
1567147214000,6054.95,,,,
1567214663000,2176.41,,,,
1567281961000,1567.68,,,,
1567349460000,1743.95,,,,
1567416716000,1598.25,,,,
1567484031000,1975.72,,,,
1567551463000,1389.06,,,,
1567619231000,2819.85,,,,
1567685589000,1567.08,,,,
1567753902000,2680.64,,,,
1567820847000,1362.55,,,,
1567887785000,1420.04,,,,
1567955110000,2155.09,,,,
1568023141000,1476.64,,,,
1568089878000,3972.85,,,,
1568157833000,11347.43,,,,
1568225074000,3657.05,,,,
1568292523000,1519.79,,,,
1568360055000,1345.84,,,,
1568427970000,3728.10,,,,
1568495114000,6244.22,,,,
1568562808000,13295.48,,,,
1568630407000,11264.38,,,,
1568696458000,3533.19,,,,
1568764187000,5853.88,,,,
1568830698000,18878.41,,,,
1568898597000,8294.37,,,,
1568967137000,9164.59,,,,
1569034094000,5731.83,,,,
