timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,3913.35,
1529534480000,,,,,563.08,
1529607759000,,,,,800.00,
1529682434000,,,,,1482.61,
1529756296000,,,,,240.59,
1529828276000,,,,,5899.51,
1529902416000,,,,,3662.83,
1529979078000,,,,,999.51,
1530054421000,,,,,1494.29,
1530128282000,,,,,596.10,
1530203197000,,,,,223.70,
1530278431000,,,,,,
1530351013000,,,,,,
1530426268000,,,,,12023.51,
1530499615000,,,,,5020.03,
1530572217000,,,,,2501.69,
1530646642000,,,,,,
1530720604000,,,,,459.40,
1530794550000,,,,,598.82,
1530868977000,,,,,2790.83,
1530942968000,,,,,,
1531017892000,,,,,473.62,
1531093254000,,,,,376.41,
1531167486000,,,,,2510.73,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,799.53,
1531459813000,,,,,1268.88,
1531532086000,,,,,805.49,
1531603912000,,,,,1201.35,
1531675397000,,,,,,
1531748307000,,,,,1249.93,
1531822417000,,,,,678.75,
1531896343000,,,,,695.45,
1531971151000,,,,,1452.45,
1532045631000,,,,,3177.31,
1532118564000,,,,,836.79,
1532191928000,,,,,494.33,
1532264894000,,,,,1178.27,
1532336677000,,,,,1573.64,
1532411124000,,,,,548.21,
1532485297000,,,,,1120.63,
1532558514000,,,,,3516.43,
1532632522000,,,,,1007.71,
1532706031000,,,,,4017.55,
1532778335000,,,,,6941.57,
1532849626000,,,,,799.80,
1532921962000,,,,,547.35,
1532994160000,,,,,1772.60,
1533067467000,,,,,689.28,
1533141286000,,,,,1782.76,
1533214941000,,,,,374.80,
1533288091000,,,,,2714.75,
1533360489000,,,,,266.94,
1533432998000,,,,,276.28,
1533505953000,,,,,116.96,
1533578575000,,,,,153.18,
1533651925000,,,,,511.50,
1533724916000,,,,,623.36,
1533797508000,,,,,800.83,
1533870537000,,,,,846.03,
1533943288000,,,,,2137.53,
1534016212000,,,,,1703.93,
1534090711000,,,,,1231.88,
1534163628000,,,,,580.72,
1534236905000,,,,,72.21,
1534309134000,,,,,220.12,
1534381971000,,,,,141.71,
1534454722000,,,,,86.47,
1534527690000,,,,,91.18,
1534602524000,,,,,1001.39,
1534675224000,,,,,229.55,
1534747701000,,,,,241.82,
1534820720000,,,,,44.86,
1534892931000,,,,,207.97,
1534965694000,,,,,3.50,
1535039951000,,,,,523.44,
1535112747000,,,,,1151.29,
1535185292000,,,,,138.59,
1535257864000,,,,,27.10,
1535331135000,,,,,325.78,
1535403660000,,,,,306.00,
1535477339000,,,,,343.30,
1535550907000,,,,,1885.48,
1535623054000,,,,,16781.35,
1535695540000,,,,,3481.47,
1535768227000,,,,,737.20,
1535842094000,,,,,1584.60,
1535914482000,,,,,738.46,
1535987210000,,,,,658.95,
1536059758000,,,,,577.53,
1536132247000,,,,,,
1536204432000,,,,,2820.39,
1536276091000,,,,,478.73,
1536348963000,,,,,164.73,
1536421628000,,,,,,
1536495403000,,,,,,
1536568351000,,,,,144.47,
1536639507000,,,,,2075.50,
1536711510000,,,,,298.66,
1536783125000,,,,,3256.10,
1536854753000,,,,,5148.90,
1536925887000,,,,,1215.00,
1536997175000,,,,,,
1537069009000,,,,,4188.13,
1537139381000,,,,,,
1537210708000,,,,,504.73,
1537282705000,,,,,153.80,
1537353835000,,,,,135.82,
1537424834000,,,,,173.62,
1537497361000,,,,,330.23,
1537568218000,,,,,1201.35,
1537639728000,,,,,,
1537710354000,,,,,10.99,
1537781366000,,,,,375.47,
1537852317000,,,,,277.54,
1537922897000,,,,,302.61,
