timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1536711510000,,,,,677.41,
1536783125000,,,,,328.04,
1536854753000,,,,,1765.62,
1536925887000,,,,,1405.85,
1536997175000,,,,,308.00,
1537069009000,,,,,825.19,
1537139381000,,,,,1125.90,
1537210708000,,,,,1700.42,
1537282705000,,,,,1283.08,
1537353835000,,,,,937.39,
1537424834000,,,,,1355.88,
1537497361000,,,,,2783.41,
1537568218000,,,,,152.88,
1537639728000,,,,,796.20,
1537710354000,,,,,,
1537781366000,,,,,1438.39,
1537852317000,,,,,2731.95,
1537922897000,,,,,1331.33,
1537993834000,,,,,286.79,
1538065170000,,,,,191.57,
1538135659000,,,,,1569.18,
1538207020000,,,,,133.59,
1538277094000,,,,,1090.99,
1538348235000,,,,,231.41,
1538418856000,,,,,478.07,
1538489640000,,,,,268.52,
1538560179000,,,,,195.75,
1538631256000,,,,,925.31,
1538700722000,,,,,811.71,
1538771727000,,,,,41.60,
1538841320000,,,,,402.03,
1538911026000,,,,,327.68,
1538980216000,,,,,163.90,
1539049430000,,,,,273.64,
1539120813000,,,,,2074.71,
1539190730000,,,,,316.95,
1539260859000,,,,,1185.79,
1539330275000,,,,,4262.86,
1539400992000,,,,,2737.13,
1539470509000,,,,,313.89,
1539541019000,,,,,2294.68,
1539611779000,,,,,470.53,
1539682267000,,,,,382.95,
1539752649000,,,,,733.81,
1539822973000,,,,,337.26,
1539893301000,,,,,411.45,
1539964665000,,,,,349.20,
1540035461000,,,,,727.85,
1540105380000,,,,,493.99,
1540175783000,,,,,81.83,
1540247628000,,,,,,
1540317582000,,,,,342.11,
1540388140000,,,,,312.29,
1540458691000,,,,,39.60,
1540528530000,,,,,,
1540599331000,,,,,2096.44,
1540669979000,,,,,3966.76,
1540740577000,,,,,3365.82,
1540812281000,,,,,1019.98,
1540882459000,,,,,237.67,
1540953530000,,,,,387.26,
1541023512000,,,,,22.45,
1541094934000,,,,,170.59,
1541166376000,,,,,4921.62,
1541237446000,,,,,6950.71,
1541307140000,,,,,4066.45,
1541378245000,,,,,1475.21,
1541449770000,,,,,4486.94,
1541521033000,,,,,985.97,
1541592294000,,,,,881.21,
1541662439000,,,,,1329.82,
1541733218000,,,,,490.29,
1541804044000,,,,,1626.56,
1541874538000,,,,,159.86,
1541945087000,,,,,2241.59,
1542016384000,,,,,957.58,
1542085646000,,,,,5652.37,
1542156560000,,,,,14873.91,
1542228035000,,,,,8990.32,
1542298725000,,,,,7767.68,
1542368660000,,,,,8868.87,
1542440006000,,,,,20583.93,
1542510859000,,,,,11327.94,
1542580287000,,,,,2846.91,
1542652239000,,,,,4226.51,
1542723747000,,,,,1240.50,
1542795271000,,,,,8006.60,
1542866477000,,,,,32061.45,
1542936877000,,,,,7427.33,
1543007269000,,,,,1761.62,
1543077801000,,,,,174.53,
1543148698000,,,,,2854.53,
1543218413000,,,,,34531.24,
1543289948000,,,,,13537.18,
1543362296000,,,,,11440.00,
1543434172000,,,,,2448.88,
1543504581000,,,,,2002.64,
1543575859000,,,,,6000.25,
1543646812000,,,,,405.79,
1543718667000,,,,,4460.67,
1543789997000,,,,,2351.48,
1543862329000,,,,,671.03,
1543932926000,,,,,,
1544005220000,,,,,307.01,
1544076879000,,,,,205.87,
1544148198000,,,,,62.82,
1544220287000,,,,,9461.99,
1544291964000,,,,,1204.69,
1544363331000,,,,,1239.29,
1544433268000,,,,,63.07,
1544503865000,,,,,1649.58,
1544576147000,,,,,1632.24,
1544647316000,,,,,1217.45,
1544718309000,,,,,306.63,
1544789693000,,,,,44.81,
1544860802000,,,,,296.67,
1544931651000,,,,,2552.56,
1545003100000,,,,,759.29,
1545076575000,,,,,672.55,
1545151038000,,,,,,
1545224266000,,,,,1088.52,
1545298309000,,,,,338.42,
1545371765000,,,,,1840.82,
1545444975000,,,,,1413.65,
1545518580000,,,,,590.59,
1545592165000,,,,,836.03,
1545664945000,,,,,2911.48,
1545737520000,,,,,71.94,
1545810031000,,,,,1055.97,
1545883479000,,,,,423.41,
1545956158000,,,,,1128.70,
1546029906000,,,,,1553.16,
1546103201000,,,,,9948.13,
1546175667000,,,,,2632.18,
1546247915000,,,,,3266.71,
1546320878000,,,,,1729.41,
1546394518000,,,,,133.13,
1546466952000,,,,,1655.00,
1546544000000,,,,,444.38,
1546622719000,,,,,677.77,
1546699391000,,,,,157.37,
1546776424000,,,,,18.04,
1546854270000,,,,,1120.69,
1546931422000,,,,,317.98,
1547008514000,,,,,18293.92,
1547086233000,,,,,11500.12,
1547163262000,,,,,1110.76,
1547240860000,,,,,777.18,
1547318473000,,,,,,
1547396030000,,,,,220.29,
1547472692000,,,,,21248.70,
1547549533000,,,,,10043.27,
1547626847000,,,,,45640.40,
1547704633000,,,,,4592.90,
1547781728000,,,,,2097.27,
1547859045000,,,,,812.56,
1547934719000,,,,,9377.10,
1548012002000,,,,,1408.61,
1548095978000,,,,,866.05,
1548180548000,,,,,,
1548266597000,,,,,437.10,
1548351788000,,,,,327.62,
1548436981000,,,,,546.39,
1548521909000,,,,,4682.20,
1548607305000,,,,,3823.88,
1548695090000,,4019.58,,,,
1548784331000,,1804.99,,,,
1548872168000,774.64,,,,,
1548959406000,2498.22,,,,,
1549048111000,1307.96,,,,,
1549136870000,558.21,,,,,
1549225465000,128.55,,,,,
1549312025000,225.07,,,,,
1549400397000,1420.09,,,,,
1549488758000,1127.68,,,,,
1549576572000,1335.76,,,,,
1549664587000,699.77,,,,,
1549752194000,44.49,,,,,
1549853106000,2.31,,,,,
1549954624000,465.60,,,,,
1550057114000,882.77,,,,,
1550160727000,3025.70,,,,,
1550264379000,1520.52,,,,,
1550367666000,1495.72,,,,,
1550471025000,3938.05,,,,,
1550573262000,1350.08,,,,,
1550675116000,274.42,,,,,
1550776436000,664.46,,,,,
1550878296000,452.97,,,,,
1550978228000,539.08,,,,,
1551078586000,983.68,,,,,
1551181750000,805.93,,,,,
1551281880000,12483.12,,,,,
1551383524000,2155.98,,,,,
1551459490000,5942.24,,,,,
1551527005000,8191.46,,,,,
1551595407000,6263.95,,,,,
1551662535000,3087.60,,,,,
1551730739000,3101.80,,,,,
1551798808000,4161.22,,,,,
1551865512000,3758.27,,,,,
1551932302000,3254.46,,,,,
1551999434000,544.84,,,,,
1552066766000,3137.94,,,,,
1552134613000,2425.08,,,,,
1552201544000,1029.06,,,,,
1552268725000,546.59,,,,,
1552336045000,2789.42,,,,,
1552403003000,558.60,,,,,
1552470545000,881.22,,,,,
1552537130000,,,,,,
1552605435000,291.38,,,,,
1552671597000,225.71,,,,,
1552738081000,58.62,,,,,
1552805598000,448.18,,,,,
1552872817000,,,,,,
1552940619000,244.95,,,,,
1553008742000,160.66,,,,,
1553075047000,,,,,,
1553142018000,343.55,,,,,
1553209653000,486.30,,,,,
1553277395000,354.48,,,,,
1553344849000,236.26,,,,,
1553411888000,112.86,,,,,
1553478679000,179.06,,,,,
1553546051000,57.13,,,,,
1553614241000,,,,,,
1553681868000,,,,,,
1553749152000,320.10,,,,,
1553816450000,,,,,,
1553884334000,327.72,,,,,
1553953102000,452.90,,,,,
1554019932000,3172.86,,,,,
1554086578000,4672.01,,,,,
1554153946000,15743.46,,,,,
1554222678000,12171.80,,,,,
1554290288000,9417.14,,,,,
1554358137000,532.88,,,,,
1554425436000,1866.81,,,,,
1554493384000,126.55,,,,,
1554559454000,1278.91,,,,,
1554626505000,,,,,,
1554693632000,412.30,,,,,
1554760411000,2324.03,,,,,
1554827345000,1240.44,,,,,
1554894627000,850.98,,,,,
1554961787000,,,,,,
1555029655000,2511.28,,,,,
1555096914000,1874.54,,,,,
1555163830000,1812.25,,,,,
1555230712000,95.73,,,,,
1555297496000,156.01,,,,,
1555364629000,100.31,,,,,
1555431616000,489.90,,,,,
1555500111000,,,,,,
1555566912000,,,,,,
1555634415000,72.84,,,,,
1555701653000,126.80,,,,,
1555769476000,43.25,,,,,
1555837014000,318.77,,,,,
1555904097000,505.10,,,,,
1555970540000,557.11,,,,,
1556038531000,2488.29,,,,,
1556107407000,11992.16,,,,,
1556173928000,3001.66,,,,,
1556241200000,1534.35,,,,,
1556308450000,1691.00,,,,,
1556374991000,,,,,,
1556442410000,,,,,,
1556509346000,542.90,,,,,
1556576806000,11.22,,,,,
1556643967000,212.86,,,,,
1556711534000,,,,,,
1556778136000,459.67,,,,,
1556845234000,657.13,,,,,
1556913235000,334.52,,,,,
1556979262000,1148.34,,,,,
1557047080000,,,,,,
1557114439000,2824.17,,,,,
1557182260000,1424.76,,,,,
1557249608000,683.27,,,,,
1557318081000,106.97,,,,,
1557385675000,952.97,,,,,
1557453624000,210.52,,,,,
1557521031000,149.90,,,,,
1557588222000,2462.03,,,,,
1557655069000,6373.46,,,,,
1557722567000,206.45,,,,,
1557790675000,1820.98,,,,,
1557857642000,1804.28,,,,,
1557924398000,2386.36,,,,,
1557992058000,1969.32,,,,,
1558059268000,3035.93,,,,,
1558126732000,60.83,,,,,
1558194179000,4.12,,,,,
1558262228000,5380.15,,,,,
1558329711000,201.25,,,,,
1558397321000,347.94,,,,,
1558466162000,1903.26,,,,,
1558533192000,786.87,,,,,
1558601405000,175.27,,,,,
1558669169000,1.94,,,,,
1558736680000,300.55,,,,,
1558803191000,53.57,,,,,
1558871016000,364.95,,,,,
1558937464000,125.61,,,,,
1559004601000,46.11,,,,,
1559072957000,84.01,,,,,
1559139434000,607.43,,,,,
1559206701000,27.59,,,,,
1559274975000,,,,,,
1559341699000,1267.09,,,,,
1559409902000,1071.74,,,,,
1559477256000,4560.06,,,,,
1559545066000,38423.09,,,,,
1559613008000,40695.22,,,,,
1559680478000,10041.97,,,,,
1559748180000,13858.22,,,,,
1559815480000,1196.79,,,,,
1559882780000,4454.22,,,,,
1559950737000,4809.33,,,,,
1560018665000,4929.67,,,,,
1560086804000,4954.76,,,,,
1560153643000,1708.28,,,,,
1560221421000,1576.89,,,,,
1560289199000,1707.86,,,,,
1560356878000,1777.75,,,,,
1560423930000,370.21,,,,,
1560491307000,392.44,,,,,
1560558991000,176.42,,,,,
1560626789000,1948.85,,,,,
1560694377000,5789.68,,,,,
1560761916000,17.32,,,,,
1560829590000,2710.80,,,,,
1560897457000,4325.55,,,,,
1560964413000,862.08,,,,,
1561032579000,1102.99,,,,,
1561100149000,3443.73,,,,,
1561168282000,888.10,,,,,
1561234762000,4269.64,,,,,
1561302398000,2404.06,,,,,
1561369418000,,,,,,
1561436953000,1156.30,,,,,
1561504004000,2774.03,,,,,
1561570799000,2375.91,,,,,
1561638755000,2945.59,,,,,
1561706755000,2050.03,,,,,
1561774045000,1932.90,,,,,
1561840989000,,,,,,
1561907952000,,,,,,
1561975491000,1551.63,,,,,
1562042620000,3350.53,,,,,
1562110262000,1428.54,,,,,
1562178137000,1514.80,,,,,
1562245083000,984.23,,,,,
1562312263000,3244.56,,,,,
1562380043000,3277.56,,,,,
1562446275000,2487.17,,,,,
1562513829000,2495.39,,,,,
1562580710000,2449.37,,,,,
1562647935000,748.70,,,,,
1562714668000,6072.46,,,,,
1562782053000,7117.68,,,,,
1562848961000,5969.40,,,,,
1562916876000,3558.86,,,,,
1562984792000,1325.30,,,,,
1563051887000,1391.21,,,,,
1563118325000,3864.16,,,,,
1563185341000,940.96,,,,,
1563253666000,1520.99,,,,,
1563322130000,2817.50,,,,,
1563390506000,864.24,,,,,
1563456683000,672.98,,,,,
1563524083000,548.38,,,,,
1563591824000,353.43,,,,,
1563657984000,3448.47,,,,,
1563725454000,686.56,,,,,
1563792449000,223.70,,,,,
1563858874000,3546.13,,,,,
1563925785000,2676.57,,,,,
1563992752000,,,,2962.37,,
1564060720000,,,,5359.32,,
1564128623000,,,,134.08,,
1564194770000,,,,185.89,,
1564261351000,,,,241.54,,
1564329190000,,,,1318.86,,
1564395991000,,,,436.94,,
1564463477000,,,,477.00,,
1564530020000,,,,1026.01,,
1564597821000,,,,2933.73,,
1564665039000,,,,2838.86,,
1564732022000,,,,864.74,,
1564799107000,,,,852.22,,
1564865751000,,,,739.86,,
1564932781000,,,,760.16,,
1564999286000,,,,2608.64,,
1565066439000,,,,4016.78,,
1565133760000,,,,4177.34,,
1565200774000,,,,8976.97,,
1565267861000,,,,5881.53,,
1565334762000,,,,8849.63,,
1565401917000,,,,6764.35,,
1565468754000,,,,1235.71,,
1565536629000,,,,474.34,,
1565603145000,,,,604.80,,
1565669720000,,,,1432.30,,
1565737101000,,,,967.08,,
1565803734000,,,,1266.14,,
1565871010000,,,,2110.37,,
1565938594000,,,,387.53,,
1566005643000,,,,,,
1566071734000,,,,340.75,,
1566139968000,,,,2965.38,,
1566206924000,,,,1124.33,,
1566273958000,,,,3419.14,,
1566340899000,,,,1771.30,,
1566408719000,,,,1423.52,,
1566474986000,,,,491.42,,
1566542876000,,,,6226.51,,
1566609532000,,,,3260.42,,
1566677699000,,,,1484.25,,
1566744845000,,,,1676.53,,
1566811311000,,,,2453.32,,
1566879172000,,,,1382.54,,
1566946162000,,,,1450.41,,
1567013670000,,,,322.49,,
1567080503000,,,,383.67,,
1567147214000,,,,1142.49,,
1567214663000,,,,969.31,,
1567281961000,,,,1013.43,,
1567349460000,,,,753.92,,
1567416716000,,,,516.95,,
1567484031000,,,,2204.07,,
1567551463000,,,,1994.85,,
1567619231000,,,,496.76,,
1567685589000,,,,46.96,,
1567753902000,,,,1473.78,,
1567820847000,,,,,,
1567887785000,,,,1024.21,,
1567955110000,,,,501.79,,
1568023141000,,,,470.11,,
1568089878000,,,,,,
1568157833000,,,,981.53,,
1568225074000,,,,79.06,,
1568292523000,,,,2018.06,,
1568360055000,,,,911.38,,
1568427970000,,,,,,
1568495114000,,,,500.61,,
1568562808000,,,,,,
1568630407000,,,,358.68,,
1568696458000,,,,,,
1568764187000,,,,341.00,,
1568830698000,,,,1041.39,,
1568898597000,,,,775.06,,
1568967137000,,,,543.44,,
1569034094000,,,,,,
1569100750000,,,,1604.46,,
1569168482000,,,,,,
1569236030000,,,,,,
1569303544000,,,,2656.62,,
1569371996000,,,,1927.60,,
1569439704000,,,,1174.81,,
1569507924000,,,,9.04,,
1569575662000,,,,,,
1569642495000,,,1642.24,,,
1569709939000,,,622.56,,,
1569777994000,,,,,,
1569845721000,,,1620.97,,,
1569912741000,,,669.33,,,
1569979950000,,,528.59,,,
1570047984000,,,,,,
