timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,2344.01,
1529534480000,,,,,1690.33,
1529607759000,,,,,1214.98,
1529682434000,,,,,912.18,
1529756296000,,,,,350.81,
1529828276000,,,,,406.12,
1529902416000,,,,,2342.08,
1529979078000,,,,,649.22,
1530054421000,,,,,375.24,
1530128282000,,,,,1120.79,
1530203197000,,,,,3369.63,
1530278431000,,,,,2066.10,
1530351013000,,,,,3037.30,
1530426268000,,,,,416.22,
1530499615000,,,,,6338.28,
1530572217000,,,,,1393.04,
1530646642000,,,,,1773.86,
1530720604000,,,,,1073.57,
1530794550000,,,,,843.38,
1530868977000,,,,,1366.73,
1530942968000,,,,,440.04,
1531017892000,,,,,857.97,
1531093254000,,,,,1047.09,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,3.25,
1531459813000,,,,,863.16,
1531532086000,,,,,625.10,
1531603912000,,,,,445.49,
1531675397000,,,,,864.20,
1531748307000,,,,,471.53,
1531822417000,,,,,2802.59,
1531896343000,,,,,733.45,
1531971151000,,,,,17833.72,
1532045631000,,,,,8814.68,
1532118564000,,,,,4098.75,
1532191928000,,,,,1924.20,
1532264894000,,,,,9191.00,
1532336677000,,,,,1627.36,
1532411124000,,,,,40449.10,
1532485297000,,,,,24602.87,
1532558514000,,,,,23621.47,
1532632522000,,,,,25015.91,
1532706031000,,,,,9303.56,
1532778335000,,,,,715.15,
1532849626000,,,,,,
1532921962000,,,,,18139.72,
1532994160000,,,,,9827.51,
1533067467000,,,,,16657.77,
1533141286000,,,,,4145.41,
1533214941000,,,,,9609.67,
1533288091000,,,,,2436.07,
1533360489000,,,,,39035.10,
1533432998000,,,,,922.36,
1533505953000,,,,,11501.40,
1533578575000,,,,,28231.95,
1533651925000,,,,,126608.39,
1533724916000,,,,,6530.79,
1533797508000,,,,,13065.92,
1533870537000,,,,,9872.76,
1533943288000,,,,,9136.09,
1534016212000,,,,,28291.66,
1534090711000,,,,,26166.04,
1534163628000,,,,,9467.95,
1534236905000,,,,,41695.23,
1534309134000,,,,,22153.68,
1534381971000,,,,,68629.07,
1534454722000,,,,,91558.70,
1534527690000,,,,,54461.71,
1534602524000,,,,,35321.90,
1534675224000,,,,,25950.59,
1534747701000,,,,,73550.57,
1534820720000,,,,,85220.81,
1534892931000,,,,,33119.22,
1534965694000,,,,,23860.71,
1535039951000,,,,,38006.52,
1535112747000,,,,,1721.35,
1535185292000,,,,,14762.34,
1535257864000,,,,,2042.51,
1535331135000,,,,,28005.53,
1535403660000,,,,,35108.32,
1535477339000,,,,,19358.51,
1535550907000,,,,,14703.87,
1535623054000,,,,,29227.24,
1535695540000,,,,,17962.23,
1535768227000,,,,,21287.55,
1535842094000,,,,,982.76,
1535914482000,,,,,7617.79,
1535987210000,,,,,14854.14,
1536059758000,,,,,20426.32,
1536132247000,,,,,1386.40,
1536204432000,,,,,33406.17,
1536276091000,,,,,4385.80,
1536348963000,,,,,2467.07,
1536421628000,,,,,1166.54,
1536495403000,,,,,11620.20,
1536568351000,,,,,708.24,
1536639507000,,,,,12217.90,
1536711510000,,,,,8447.90,
1536783125000,,,,,26605.80,
1536854753000,,,,,24338.58,
1536925887000,,,,,59004.47,
1536997175000,,,,,6648.01,
1537069009000,,,,,35340.03,
1537139381000,,,,,20121.40,
1537210708000,,,,,81048.27,
1537282705000,,,,,46162.13,
1537353835000,,,,,41318.24,
1537424834000,,,,,71236.34,
1537497361000,,,,,1333.99,
