timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529385239000,,,,,
1529459855000,,,2615.03,,
1529534480000,,,1925.90,,
1529607759000,,,625.73,,
1529682434000,,,8941.01,,
1529756296000,,,5014.53,,
1529828276000,,,8863.27,,
1529902416000,,,7863.79,,
1529979078000,,,1082.69,,
1530054421000,,,2208.01,,
1530128282000,,,2455.56,,
1530203197000,,,11774.34,,
1530278431000,,,2672.13,,
1530351013000,,,619.35,,
1530426268000,,,841.32,,
1530499615000,,,903.11,,
1530572217000,,,3154.67,,
1530646642000,,,1118.32,,
1530720604000,,,452.83,,
1530794550000,,,939.63,,
1530868977000,,,2014.82,,
1530942968000,,,160.37,,
1531017892000,,,,,
1531093254000,,,852.91,,
1531167486000,,,772.74,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,64.45,,
1531459813000,,,5435.08,,
1531532086000,,,4981.28,,
1531603912000,,,4028.79,,
1531675397000,,,,,
1531748307000,,,2124.33,,
1531822417000,,,435.75,,
1531896343000,,,3580.65,,
1531971151000,,,2845.17,,
1532045631000,,,,,
1532118564000,,,,,
1532191928000,,,1294.61,,
1532264894000,,,292.14,,
1532336677000,,,800.90,,
1532411124000,,,148.84,,
1532485297000,,,2847.44,,
1532558514000,,,2440.93,,
1532632522000,,,1636.94,,
1532706031000,,,1297.98,,
1532778335000,,,812.72,,
1532849626000,,,4406.20,,
1532921962000,,,131.77,,
1532994160000,,,3086.64,,
1533067467000,,,3377.98,,
1533141286000,,,5720.60,,
1533214941000,,,2645.13,,
1533288091000,,,3668.61,,
1533360489000,,,1485.79,,
1533432998000,,,2169.44,,
1533505953000,,,1278.43,,
1533578575000,,,418.34,,
1533651925000,,,2035.58,,
1533724916000,,,200.00,,
1533797508000,,,2449.31,,
1533870537000,,,2686.92,,
1533943288000,,,481.17,,
1534016212000,,,235.33,,
1534090711000,,,714.31,,
1534163628000,,,133.72,,
1534236905000,,,7101.83,,
1534309134000,,,2261.26,,
1534381971000,,,169.93,,
1534454722000,,,652.01,,
1534527690000,,,1915.53,,
1534602524000,,,844.97,,
1534675224000,,,505.52,,
1534747701000,,,181.00,,
1534820720000,,,,,
1534892931000,,,877.01,,
1534965694000,,,1035.10,,
1535039951000,,,1408.09,,
1535112747000,,,522.09,,
1535185292000,,,16.73,,
1535257864000,,,149.42,,
1535331135000,,,455.12,,
1535403660000,,,175.52,,
1535477339000,,,171.93,,
1535550907000,,,379.19,,
1535623054000,,,296.17,,
1535695540000,,,9.65,,
1535768227000,,,111.68,,
1535842094000,,,936.94,,
1535914482000,,,713.70,,
1535987210000,,,2.92,,
1536059758000,,,168.98,,
1536132247000,,,0.29,,
1536204432000,,,193.79,,
1536276091000,,,2309.73,,
1536348963000,,,1634.53,,
1536421628000,,,454.50,,
1536495403000,,,186.98,,
1536568351000,,,71.25,,
1536639507000,,,,,
1536711510000,,,1508.37,,
1536783125000,,,163.62,,
1536854753000,,,825.97,,
1536925887000,,,748.45,,
1536997175000,,,272.96,,
1537069009000,,,361.76,,
1537139381000,,,18.79,,
1537210708000,,,1043.93,,
1537282705000,,,22.59,,
1537353835000,,,159.02,,
1537424834000,,,2754.25,,
1537497361000,,,1244.72,,
1537568218000,,,751.26,,
1537639728000,,,1503.22,,
1537710354000,,,748.44,,
1537781366000,,,,,
1537852317000,,,1906.26,,
1537922897000,,,470.25,,
1537993834000,,,88.49,,
1538065170000,,,,,
1538135659000,,,46.18,,
1538207020000,,,153.32,,
1538277094000,,,827.70,,
1538348235000,,,855.36,,
1538418856000,,,1312.86,,
1538489640000,,,1784.47,,
1538560179000,,,1627.36,,
1538631256000,,,277.48,,
1538700722000,,,579.14,,
1538771727000,,,67.17,,
1538841320000,,,72.26,,
1538911026000,,,0.38,,
1538980216000,,,223.78,,
1539049430000,,,2.83,,
1539120813000,,,66.56,,
1539190730000,,,1.68,,
1539260859000,,,670.00,,
1539330275000,,,0.39,,
1539400992000,,,655.10,,
1539470509000,,,2185.11,,
1539541019000,,,0.35,,
1539611779000,,,461.54,,
1539682267000,,,120.16,,
1539752649000,,,3704.71,,
1539822973000,,,3100.29,,
1539893301000,,,1952.59,,
1539964665000,,,2261.42,,
1540035461000,,,683.23,,
1540105380000,,,1630.96,,
1540175783000,,,,,
1540247628000,,,488.84,,
1540317582000,,,322.01,,
1540388140000,,,0.00,,
1540458691000,,,875.26,,
1540528530000,,,63.11,,
1540599331000,,,663.48,,
1540669979000,,,164.25,,
1540740577000,,,63.85,,
1540812281000,,,325.11,,
1540882459000,,,1039.24,,
1540953530000,,,96.79,,
1541023512000,,,34.75,,
1541094934000,,,171.67,,
1541166376000,,,38.54,,
1541237446000,,,36.99,,
1541307140000,,,831.90,,
1541378245000,,,,,
1541449770000,,,,,
1541521033000,,,,,
1541592294000,,,164.75,,
1541662439000,,,311.37,,
1541733218000,,,40.33,,
1541804044000,,,,,
1541874538000,,,,,
1541945087000,,,,,
1542016384000,,,,,
1542085646000,,,339.35,,
1542156560000,,,160.31,,
1542228035000,,,344.64,,
1542298725000,,,175.47,,
1542368660000,,,530.72,,
1542440006000,,,212.24,,
1542510859000,,,118.94,,
1542580287000,,,1539.20,,
1542652239000,,,486.57,,
1542723747000,,,433.85,,
1542795271000,,,344.38,,
1542866477000,,,331.37,,
1542936877000,,,874.89,,
1543007269000,,,167.96,,
1543077801000,,,,,
1543148698000,,,167.86,,
1543218413000,,,169.43,,
