timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1529385239000,,,,,,
1529459855000,,,359.08,,,
1529534480000,,,2110.72,,,
1529607759000,,,3412.24,,,
1529682434000,,,2613.21,,,
1529756296000,,,2196.57,,,
1529828276000,,,2769.49,,,
1529902416000,,,2187.05,,,
1529979078000,,,3565.18,,,
1530054421000,,,1516.44,,,
1530128282000,,,4475.57,,,
1530203197000,,,7764.33,,,
1530278431000,,,2925.39,,,
1530351013000,,,15231.44,,,
1530426268000,,,6550.20,,,
1530499615000,,,5562.83,,,
1530572217000,,,13955.04,,,
1530646642000,,,5098.07,,,
1530720604000,,,1022.33,,,
1530794550000,,,2034.65,,,
1530868977000,,,3394.30,,,
1530942968000,,,8606.49,,,
1531017892000,,,2615.10,,,
1531093254000,,,1619.96,,,
1531167486000,,,512.66,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,2080.94,,,
1531459813000,,,6035.17,,,
1531532086000,,,4891.14,,,
1531603912000,,,3880.99,,,
1531675397000,,,2763.00,,,
1531748307000,,,10394.73,,,
1531822417000,,,15597.85,,,
1531896343000,,,14677.83,,,
1531971151000,,,7109.56,,,
1532045631000,,,7499.35,,,
1532118564000,,,9004.19,,,
1532191928000,,,9613.67,,,
1532264894000,,,4313.58,,,
1532336677000,,,4916.10,,,
1532411124000,,,10231.15,,,
1532485297000,,,19078.82,,,
1532558514000,,,11043.58,,,
1532632522000,,,5181.76,,,
1532706031000,,,7798.99,,,
1532778335000,,,4797.02,,,
1532849626000,,,1402.75,,,
1532921962000,,,3905.46,,,
1532994160000,,,4755.91,,,
1533067467000,,,7655.10,,,
1533141286000,,,5350.29,,,
1533214941000,,,5057.02,,,
1533288091000,,,5825.08,,,
1533360489000,,,8305.62,,,
1533432998000,,,4561.41,,,
1533505953000,,,2421.15,,,
1533578575000,,,2759.15,,,
1533651925000,,,1531.62,,,
1533724916000,,,3070.89,,,
1533797508000,,,2195.10,,,
1533870537000,,,4902.70,,,
1533943288000,,,817.15,,,
1534016212000,,,6180.45,,,
1534090711000,,,1443.16,,,
1534163628000,,,1099.29,,,
1534236905000,,,6102.64,,,
1534309134000,,,4398.35,,,
1534381971000,,,3501.44,,,
1534454722000,,,834.32,,,
1534527690000,,,3685.78,,,
1534602524000,,,16862.02,,,
1534675224000,,,9932.42,,,
1534747701000,,,6610.64,,,
1534820720000,,,3922.44,,,
1534892931000,,,5093.84,,,
1534965694000,,,1682.05,,,
1535039951000,,,2643.58,,,
1535112747000,,,7075.05,,,
1535185292000,,,1037.65,,,
1535257864000,,,2907.56,,,
1535331135000,,,690.01,,,
1535403660000,,,2222.27,,,
1535477339000,,,1196.20,,,
1535550907000,,,9643.21,,,
1535623054000,,,2462.43,,,
1535695540000,,,2307.56,,,
1535768227000,,,1481.68,,,
1535842094000,,,1362.62,,,
1535914482000,,,5475.79,,,
1535987210000,,,1312.79,,,
1536059758000,,,1571.24,,,
1536132247000,,,838.78,,,
1536204432000,,,5391.12,,,
1536276091000,,,1126.98,,,
1536348963000,,,3367.76,,,
1536421628000,,,2621.33,,,
1536495403000,,,3118.92,,,
1536568351000,,,3363.04,,,
1536639507000,,,3556.16,,,
1536711510000,,,3451.52,,,
1536783125000,,,3384.66,,,
1536854753000,,,4331.16,,,
1536925887000,,,4808.29,,,
1536997175000,,,806.41,,,
1537069009000,,,876.75,,,
1537139381000,,,19890.21,,,
1537210708000,,,6569.52,,,
1537282705000,,,9181.43,,,
1537353835000,,,849.06,,,
1537424834000,,,1269.85,,,
1537497361000,,,5659.19,,,
1537568218000,,,3687.94,,,
1537639728000,,,3750.28,,,
1537710354000,,,1611.41,,,
1537781366000,,,3673.50,,,
1537852317000,,,2722.05,,,
1537922897000,,,6937.31,,,
1537993834000,,,4573.76,,,
1538065170000,,,2103.33,,,
1538135659000,,,3433.15,,,
1538207020000,,,6095.76,,,
1538277094000,,,2010.18,,,
1538348235000,,,696.60,,,
1538418856000,,,1424.43,,,
1538489640000,,,1523.06,,,
1538560179000,,,642.14,,,
1538631256000,,,228.51,,,
1538700722000,,,262.93,,,
1538771727000,,,1261.63,,,
1538841320000,,,1141.71,,,
1538911026000,,,2046.93,,,
1538980216000,,,,,,
1539049430000,,,1440.09,,,
1539120813000,,,14002.54,,,
1539190730000,,,5597.63,,,
1539260859000,,,8427.32,,,
1539330275000,,,3929.51,,,
1539400992000,,,608.58,,,
1539470509000,,,2019.48,,,
1539541019000,,,2362.10,,,
1539611779000,,,4184.91,,,
1539682267000,,,19639.58,,,
1539752649000,,,10281.30,,,
1539822973000,,,3792.26,,,
1539893301000,,,3766.79,,,
1539964665000,,,1104.24,,,
1540035461000,,,3280.72,,,
1540105380000,,,361.43,,,
1540175783000,,,6683.63,,,
1540247628000,,,5041.60,,,
1540317582000,,,1363.12,,,
1540388140000,,,522.28,,,
1540458691000,,,3826.63,,,
1540528530000,,,2224.27,,,
1540599331000,,,765.12,,,
1540669979000,,,1593.08,,,
1540740577000,,,178.25,,,
1540812281000,,,331.25,,,
1540882459000,,,3614.66,,,
1540953530000,,,1250.79,,,
1541023512000,,,1628.45,,,
1541094934000,,,1649.03,,,
1541166376000,,,1861.65,,,
1541237446000,,,192.67,,,
1541307140000,,,952.27,,,
1541378245000,,,2287.04,,,
1541449770000,,,1382.31,,,
1541521033000,,,1857.67,,,
1541592294000,,,600.60,,,
1541662439000,,,4831.47,,,
1541733218000,,,782.68,,,
1541804044000,,,865.17,,,
1541874538000,,,121.71,,,
1541945087000,,,590.49,,,
1542016384000,,,1649.27,,,
1542085646000,,,475.19,,,
1542156560000,,,1868.32,,,
1542228035000,,,4543.58,,,
1542298725000,,,5435.89,,,
1542368660000,,,3140.21,,,
1542440006000,,,1568.53,,,
1542510859000,,,956.10,,,
1542580287000,,,3609.92,,,
1542652239000,,,4959.18,,,
1542723747000,,,8087.01,,,
1542795271000,,,25202.52,,,
1542866477000,,,7776.76,,,
1542936877000,,,1142.30,,,
1543007269000,,,1840.21,,,
1543077801000,,,695.17,,,
1543148698000,,,3575.80,,,
1543218413000,,,3795.48,,,
1543289948000,,,7061.67,,,
1543362296000,,,3678.38,,,
1543434172000,,,7906.81,,,
1543504581000,,,15308.38,,,
1543575859000,,,5915.08,,,
1543646812000,,,7617.96,,,
1543718667000,,,9392.75,,,
1543789997000,,,999.10,,,
1543862329000,,,2558.24,,,
1543932926000,,,3479.36,,,
1544005220000,,,17464.50,,,
1544076879000,,,8738.98,,,
1544148198000,,,10037.19,,,
1544220287000,,,9543.16,,,
1544291964000,,,4506.19,,,
1544363331000,,,2262.31,,,
1544433268000,,,259.30,,,
1544503865000,,,0.23,,,
1544576147000,,,1199.99,,,
1544647316000,,,173.20,,,
1544718309000,,,763.16,,,
1544789693000,,,4476.14,,,
1544860802000,,,8657.84,,,
1544931651000,,,1953.89,,,
1545003100000,,,1054.98,,,
1545076575000,,,1105.51,,,
1545151038000,,,1389.92,,,
1545224266000,,,2524.23,,,
1545298309000,,,1171.50,,,
1545371765000,,,3330.21,,,
1545444975000,,,8028.05,,,
1545518580000,,,3983.63,,,
1545592165000,,,5519.46,,,
1545664945000,,,7096.50,,,
1545737520000,,,6562.14,,,
1545810031000,,,1500.34,,,
1545883479000,,,828.61,,,
1545956158000,,,7917.06,,,
1546029906000,,,2818.88,,,
1546103201000,,,4729.85,,,
1546175667000,,,7887.61,,,
1546247915000,,,607.32,,,
1546320878000,,,215.82,,,
1546394518000,,,1751.50,,,
1546466952000,,,2744.86,,,
1546544000000,,,8216.27,,,
1546622719000,,,9579.33,,,
1546699391000,,,2432.56,,,
1546776424000,,,893.07,,,
1546854270000,,,2175.48,,,
1546931422000,,,5645.71,,,
1547008514000,,,5534.13,,,
1547086233000,,,223.46,,,
1547163262000,,,9361.72,,,
1547240860000,,,2685.34,,,
1547318473000,,,1064.43,,,
1547396030000,,,1057.10,,,
1547472692000,,,1153.69,,,
1547549533000,,,17662.36,,,
1547626847000,,,75085.07,,,
1547704633000,,,53225.88,,,
1547781728000,,,6004.19,,,
1547859045000,,,8178.80,,,
1547934719000,,,5014.36,,,
1548012002000,,,3367.68,,,
1548095978000,,,7374.57,,,
1548180548000,,,14110.24,,,
1548266597000,,,440.96,,,
1548351788000,,,11136.62,,,
1548436981000,,,22712.41,,,
1548521909000,,,6932.82,,,
1548607305000,,,2789.58,,,
1548695090000,3951.22,,,,,
1548784331000,2066.82,,,,,
1548872168000,,5151.31,,,,
1548959406000,,2303.56,,,,
1549048111000,,4638.08,,,,
1549136870000,,2110.59,,,,
1549225465000,,352.48,,,,
1549312025000,,1898.25,,,,
1549400397000,,6498.08,,,,
1549488758000,,17107.94,,,,
1549576572000,,5292.79,,,,
1549664587000,,58148.92,,,,
1549752194000,,20300.62,,,,
1549853106000,,12136.20,,,,
1549954624000,,7436.22,,,,
1550057114000,,2922.20,,,,
1550160727000,,,,,,
1550264379000,,2527.25,,,,
1550367666000,,7613.25,,,,
1550471025000,,56821.16,,,,
1550573262000,,16622.58,,,,
1550675116000,,8708.22,,,,
1550776436000,,2584.86,,,,
1550878296000,,1938.04,,,,
1550978228000,,5610.78,,,,
1551078586000,,11972.53,,,,
1551181750000,,4589.92,,,,
1551281880000,,6557.01,,,,
1551383524000,,10190.03,,,,
1551459490000,,1874.11,,,,
1551527005000,,1958.00,,,,
1551595407000,,2163.40,,,,
1551662535000,,815.74,,,,
1551730739000,,2593.84,,,,
1551798808000,,2559.12,,,,
1551865512000,,1971.97,,,,
1551932302000,,761.11,,,,
1551999434000,,2877.30,,,,
1552066766000,,7888.65,,,,
1552134613000,,12935.69,,,,
1552201544000,,27813.66,,,,
1552268725000,,6471.80,,,,
1552336045000,,7963.60,,,,
1552403003000,,19087.54,,,,
1552470545000,,4302.04,,,,
1552537130000,,21594.23,,,,
1552605435000,,7237.72,,,,
1552671597000,,1566.02,,,,
1552738081000,,4290.03,,,,
1552805598000,,1418.60,,,,
1552872817000,,6819.61,,,,
1552940619000,,2747.00,,,,
1553008742000,,7793.67,,,,
1553075047000,,9338.11,,,,
1553142018000,,1067.48,,,,
1553209653000,,3846.28,,,,
1553277395000,,3442.41,,,,
1553344849000,,494.41,,,,
1553411888000,,415.67,,,,
1553478679000,,2925.73,,,,
1553546051000,,12547.00,,,,
1553614241000,,4354.99,,,,
1553681868000,,1890.89,,,,
1553749152000,,3723.16,,,,
1553816450000,,668.84,,,,
1553884334000,,5366.16,,,,
1553953102000,,856.94,,,,
1554019932000,,1398.86,,,,
1554086578000,,5367.69,,,,
1554153946000,,2057.02,,,,
1554222678000,,13193.39,,,,
1554290288000,,12765.39,,,,
1554358137000,,7268.10,,,,
1554425436000,,3730.97,,,,
1554493384000,,3203.66,,,,
1554559454000,,1780.14,,,,
1554626505000,,6954.37,,,,
1554693632000,,2552.43,,,,
1554760411000,,3471.63,,,,
1554827345000,,6131.19,,,,
1554894627000,,4801.97,,,,
1554961787000,,8341.01,,,,
1555029655000,,3507.72,,,,
1555096914000,,3151.73,,,,
1555163830000,,2291.39,,,,
1555230712000,,3422.43,,,,
1555297496000,,9754.42,,,,
1555364629000,,4314.01,,,,
1555431616000,,1296.04,,,,
1555500111000,,2549.96,,,,
1555566912000,,6374.48,,,,
1555634415000,,3457.35,,,,
1555701653000,,45431.06,,,,
1555769476000,,6251.62,,,,
1555837014000,,4108.59,,,,
1555904097000,,2199.75,,,,
1555970540000,,3426.71,,,,
1556038531000,,9359.18,,,,
1556107407000,,51308.02,,,,
1556173928000,,5814.20,,,,
1556241200000,,9331.36,,,,
1556308450000,,2520.10,,,,
1556374991000,,8012.83,,,,
1556442410000,,1647.61,,,,
1556509346000,,259.00,,,,
1556576806000,,1868.71,,,,
1556643967000,,5376.90,,,,
1556711534000,,2050.64,,,,
1556778136000,,2316.04,,,,
1556845234000,,3049.97,,,,
1556913235000,,3216.22,,,,
1556979262000,,2624.89,,,,
1557047080000,,4319.71,,,,
1557114439000,,5744.28,,,,
1557182260000,,4551.58,,,,
1557249608000,,9727.44,,,,
1557318081000,,6288.46,,,,
1557385675000,,3991.50,,,,
1557453624000,,4492.12,,,,
1557521031000,,9184.62,,,,
1557588222000,,8169.81,,,,
1557655069000,,8126.49,,,,
1557722567000,,4350.92,,,,
1557790675000,,8035.02,,,,
1557857642000,,2348.66,,,,
1557924398000,,10052.33,,,,
1557992058000,,10084.55,,,,
1558059268000,,3648.87,,,,
1558126732000,,8085.50,,,,
1558194179000,,10855.12,,,,
1558262228000,,4824.41,,,,
1558329711000,,2974.81,,,,
1558397321000,,7358.68,,,,
1558466162000,,136964.21,,,,
1558533192000,,28858.73,,,,
1558601405000,,12845.96,,,,
1558669169000,,15962.13,,,,
1558736680000,,9404.50,,,,
1558803191000,,12157.35,,,,
1558871016000,,26568.03,,,,
1558937464000,,23884.47,,,,
1559004601000,,8327.97,,,,
1559072957000,,20725.89,,,,
1559139434000,,17109.36,,,,
1559206701000,,4025.16,,,,
1559274975000,,55069.45,,,,
1559341699000,,11403.92,,,,
1559409902000,,2834.37,,,,
1559477256000,,1070.92,,,,
1559545066000,,1147.22,,,,
1559613008000,,1316.48,,,,
1559680478000,,210823.86,,,,
1559748180000,,28734.39,,,,
1559815480000,,748.69,,,,
1559882780000,,776.99,,,,
1559950737000,,5793.21,,,,
1560018665000,,9762.17,,,,
1560086804000,,694.38,,,,
1560153643000,,708.15,,,,
1560221421000,,4394.64,,,,
1560289199000,,287.71,,,,
1560356878000,,871.36,,,,
1560423930000,,1861.69,,,,
1560491307000,,706.92,,,,
1560558991000,,15422.95,,,,
1560626789000,,5435.80,,,,
1560694377000,,,,,,
1560761916000,,1832.53,,,,
1560829590000,,1842.84,,,,
1560897457000,,3893.64,,,,
1560964413000,,5368.97,,,,
1561032579000,,4546.09,,,,
1561100149000,,2789.58,,,,
1561168282000,,2130.88,,,,
1561234762000,,2889.92,,,,
1561302398000,,512.28,,,,
1561369418000,,1876.62,,,,
1561436953000,,1244.73,,,,
1561504004000,,473.08,,,,
1561570799000,,3777.14,,,,
1561638755000,,4429.23,,,,
1561706755000,,1608.11,,,,
1561774045000,,405.49,,,,
1561840989000,,403.55,,,,
1561907952000,,,,,,
1561975491000,,13473.30,,,,
1562042620000,,809.70,,,,
1562110262000,,604.93,,,,
1562178137000,,813.19,,,,
1562245083000,,,,,,
1562312263000,,823.75,,,,
1562380043000,,23.63,,,,
1562446275000,,2.34,,,,
1562513829000,,1017.19,,,,
1562580710000,,17.03,,,,
1562647935000,,4.03,,,,
1562714668000,,1539.48,,,,
1562782053000,,2601.54,,,,
1562848961000,,6698.71,,,,
1562916876000,,448.05,,,,
1562984792000,,1077.69,,,,
1563051887000,,481.26,,,,
1563118325000,,1507.35,,,,
1563185341000,,,,,,
1563253666000,,,,,,
1563322130000,,3849.91,,,,
1563390506000,,551.31,,,,
1563456683000,,1110.71,,,,
1563524083000,,8.92,,,,
1563591824000,,15062.66,,,,
1563657984000,,4311.71,,,,
1563725454000,,450.26,,,,
1563792449000,,448.20,,,,
1563858874000,,4769.53,,,,
1563925785000,,875.20,,1806.59,,
1563992752000,,,,3374.20,,
1564060720000,,,,1531.63,,
1564128623000,,,,5815.43,,
1564194770000,,,,3532.41,,
1564261351000,,,,1477.86,,
1564329190000,,,,2328.61,,
1564395991000,,,,498.94,,
1564463477000,,,,1559.54,,
1564530020000,,,,1239.56,,
1564597821000,,,,996.93,,
1564665039000,,,,490.63,,
1564732022000,,,,1364.01,,
1564799107000,,,,890.74,,
1564865751000,,,,179.49,,
1564932781000,,,,1130.60,,
1564999286000,,,,1175.38,,
1565066439000,,,,1086.64,,
1565133760000,,,,603.61,,
1565200774000,,,,1719.97,,
1565267861000,,,,1660.05,,
1565334762000,,,,2871.08,,
1565401917000,,,,1397.50,,
