timestamp,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,Other
1548607305000,,,,
1548695090000,,,,150.64
1548784331000,,,,506.16
1548872168000,,,2550.01,
1548959406000,,,1303.28,
1549048111000,,,2499.26,
1549136870000,,,487.01,
1549225465000,,,1583.95,
1549312025000,,,1095.11,
1549400397000,,,845.98,
1549488758000,,,1398.61,
1549576572000,,,740.58,
1549664587000,,,1338.26,
1549752194000,,,3082.98,
1549853106000,,,3418.74,
1549954624000,,,2216.23,
1550057114000,,,544.77,
1550160727000,,,249.17,
1550264379000,,,4487.37,
1550367666000,,,823.01,
1550471025000,,,2383.96,
1550573262000,,,1596.56,
1550675116000,,,1522.61,
1550776436000,,,10744.13,
1550878296000,,,1716.22,
1550978228000,,,9839.98,
1551078586000,,,2280.48,
1551181750000,,,1252.60,
1551281880000,,,1046.19,
1551383524000,,,2605.42,
1551459490000,,,10926.44,
1551527005000,,,10796.57,
1551595407000,,,452.03,
1551662535000,,,18099.06,
1551730739000,,,2099.97,
1551798808000,,,2249.39,
1551865512000,,,4562.67,
1551932302000,,,4224.86,
1551999434000,,,747.35,
1552066766000,,,4508.74,
1552134613000,,,7681.24,
1552201544000,,,10392.05,
1552268725000,,,3403.12,
1552336045000,,,3129.50,
1552403003000,,,3052.03,
1552470545000,,,3214.85,
1552537130000,,,823.86,
1552605435000,,,303.52,
1552671597000,,,377.62,
1552738081000,,,2050.20,
1552805598000,,,2238.43,
1552872817000,,,3280.22,
1552940619000,,,1777.13,
1553008742000,,,3741.89,
1553075047000,,,2418.16,
1553142018000,,,2360.01,
1553209653000,,,2114.42,
1553277395000,,,772.48,
1553344849000,,,230.99,
1553411888000,,,1286.87,
1553478679000,,,227.87,
1553546051000,,,1764.57,
1553614241000,,,2075.48,
1553681868000,,,2870.45,
1553749152000,,,3122.47,
1553816450000,,,1312.68,
1553884334000,,,1240.36,
1553953102000,,,376.25,
1554019932000,,,1015.36,
1554086578000,,,1477.79,
1554153946000,,,13689.99,
1554222678000,,,17189.59,
1554290288000,,,1466.72,
1554358137000,,,5015.91,
1554425436000,,,2207.22,
1554493384000,,,1290.65,
1554559454000,,,2015.61,
1554626505000,,,5650.21,
1554693632000,,,1123.48,
1554760411000,,,10036.38,
1554827345000,,,5668.30,
1554894627000,,,786.52,
1554961787000,,,2087.38,
1555029655000,,,4802.64,
1555096914000,,,26322.37,
1555163830000,,,8756.53,
1555230712000,,,356.53,
1555297496000,,,818.80,
1555364629000,,,1520.57,
1555431616000,,,177.42,
1555500111000,,,433.40,
1555566912000,,,,
1555634415000,,,699.29,
1555701653000,,,571.26,
1555769476000,,,4878.89,
1555837014000,,,245.04,
1555904097000,,,507.97,
1555970540000,,,3253.30,
1556038531000,,,1963.55,
1556107407000,,,2749.23,
1556173928000,,,2903.58,
1556241200000,,,2102.34,
1556308450000,,,1524.43,
1556374991000,,,437.67,
1556442410000,,,8303.19,
1556509346000,,,3457.09,
1556576806000,,,1909.32,
1556643967000,,,1912.64,
1556711534000,,,1556.62,
1556778136000,,,661.34,
1556845234000,,,4866.75,
1556913235000,,,1190.01,
1556979262000,,,674.39,
1557047080000,,,315.63,
1557114439000,,,84.78,
1557182260000,,,2093.13,
1557249608000,,,295.73,
1557318081000,,,2574.10,
1557385675000,,,3948.88,
1557453624000,,,6848.81,
1557521031000,,,45.32,
1557588222000,,,1028.48,
1557655069000,,,1209.96,
1557722567000,,,2452.10,
1557790675000,,,10957.33,
1557857642000,,,3762.47,
1557924398000,,,642.43,
1557992058000,,,16714.31,
1558059268000,,,2459.42,
1558126732000,,,2767.49,
1558194179000,,,6774.45,
1558262228000,,,2195.76,
1558329711000,,,2448.53,
1558397321000,,,1956.39,
1558466162000,,,44337.23,
1558533192000,,,4339.46,
1558601405000,,,2749.94,
1558669169000,,,4550.92,
1558736680000,,,3928.15,
1558803191000,,,14668.84,
1558871016000,,,1951.75,
1558937464000,,,8618.59,
1559004601000,,,4728.57,
1559072957000,,,578.50,
1559139434000,,,17176.62,
1559206701000,,,4101.09,
1559274975000,,,2047.07,
1559341699000,,,1906.49,
1559409902000,,,7530.17,
1559477256000,,,3834.18,
1559545066000,,,8834.43,
1559613008000,,,16268.68,
1559680478000,,,2873.21,
1559748180000,,,93.66,
1559815480000,,,2821.86,
1559882780000,,,19024.30,
1559950737000,,,1816.47,
1560018665000,,,401.18,
1560086804000,,,28.86,
1560153643000,,,1708.52,
1560221421000,,,5019.19,
1560289199000,,,1800.39,
1560356878000,,,595.56,
1560423930000,,,6722.02,
1560491307000,,,3642.62,
1560558991000,,,21659.24,
1560626789000,,,16685.38,
1560694377000,,,3251.60,
1560761916000,,,9095.36,
1560829590000,,,3138.19,
1560897457000,,,22463.19,
1560964413000,,,77040.50,
1561032579000,,,21167.83,
1561100149000,,,34557.17,
1561168282000,,,4679.81,
1561234762000,,,9926.66,
1561302398000,,,12877.50,
1561369418000,,,2826.56,
1561436953000,,,5158.91,
1561504004000,,,2552.57,
1561570799000,,,1620.42,
1561638755000,,,3050.32,
1561706755000,,,24642.30,
1561774045000,,,5661.18,
1561840989000,,,3364.91,
1561907952000,,,12846.14,
1561975491000,,,4527.84,
1562042620000,,,18088.33,
1562110262000,,,12277.69,
1562178137000,,,18325.85,
1562245083000,,,7734.67,
1562312263000,,,39926.33,
1562380043000,,,5623.03,
1562446275000,,,7074.67,
1562513829000,,,2104.06,
1562580710000,,,2692.08,
1562647935000,,,35354.00,
1562714668000,,,30400.74,
1562782053000,,,11890.16,
1562848961000,,,8077.24,
1562916876000,,,9020.83,
1562984792000,,,13393.45,
1563051887000,,,6779.04,
1563118325000,,,8370.04,
1563185341000,,,37655.32,
1563253666000,,,45913.01,
1563322130000,,,15991.84,
1563390506000,,,35307.72,
1563456683000,,,3695.48,
1563524083000,,,19683.68,
1563591824000,,,7295.84,
1563657984000,,,8665.67,
1563725454000,,,9707.97,
1563792449000,,,16186.48,
1563858874000,,,15182.47,
1563925785000,,15052.29,,
1563992752000,,13095.06,,
1564060720000,,9062.14,,
1564128623000,,,,
1564194770000,,3153.38,,
1564261351000,,2763.05,,
1564329190000,,1703.79,,
1564395991000,,1530.60,,
1564463477000,,8503.72,,
1564530020000,,7667.69,,
1564597821000,,12204.77,,
1564665039000,,868.00,,
1564732022000,,19703.49,,
1564799107000,,1405.95,,
1564865751000,,2494.66,,
1564932781000,,2333.39,,
1564999286000,,3386.79,,
1565066439000,,6561.98,,
1565133760000,,953.22,,
1565200774000,,3579.13,,
1565267861000,,2813.45,,
1565334762000,,9556.35,,
1565401917000,,7063.80,,
1565468754000,,1887.24,,
1565536629000,,2171.68,,
1565603145000,,,,
1565669720000,,237.70,,
1565737101000,,218.83,,
1565803734000,,3244.70,,
1565871010000,,3288.99,,
1565938594000,,198.55,,
1566005643000,,2695.98,,
1566071734000,,1666.63,,
1566139968000,,,,
1566206924000,,,,
1566273958000,,280.39,,
1566340899000,,4546.94,,
1566408719000,,4499.34,,
1566474986000,,5567.32,,
1566542876000,,516.19,,
1566609532000,,478.34,,
1566677699000,,7016.89,,
1566744845000,,1207.49,,
1566811311000,,5123.34,,
1566879172000,,1035.60,,
1566946162000,,2424.38,,
1567013670000,,2457.63,,
1567080503000,,901.74,,
1567147214000,,,,
1567214663000,,,,
1567281961000,,1874.15,,
1567349460000,,3764.54,,
1567416716000,,3835.20,,
1567484031000,,3734.61,,
1567551463000,,4541.11,,
1567619231000,,655.85,,
1567685589000,,179.34,,
1567753902000,,8257.62,,
1567820847000,,6057.26,,
1567887785000,,,,
1567955110000,,23.15,,
1568023141000,,15905.70,,
1568089878000,,7688.90,,
1568157833000,,,,
1568225074000,,5277.00,,
1568292523000,,1241.97,,
1568360055000,,15037.69,,
1568427970000,,93274.68,,
1568495114000,,8061.06,,
1568562808000,,8907.98,,
1568630407000,,977.99,,
1568696458000,,6045.35,,
1568764187000,,36413.46,,
1568830698000,,6755.36,,
1568898597000,,18811.79,,
1568967137000,,6823.29,,
1569034094000,,784.22,,
1569100750000,,2586.72,,
1569168482000,,,,
1569236030000,,4298.00,,
1569303544000,,,,
1569371996000,,3226.44,,
1569439704000,,1071.36,,
1569507924000,,1598.87,,
1569575662000,785.44,,,
1569642495000,2109.08,,,
1569709939000,10236.83,,,
1569777994000,184.42,,,
1569845721000,5743.59,,,
1569912741000,20797.86,,,
1569979950000,89.76,,,
1570047984000,25.95,,,
1570116154000,,,,
