timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1534309134000,,,,,,
1534381971000,,,,,41475.46,
1534454722000,,,,,4669.71,
1534527690000,,,,,4406.27,
1534602524000,,,,,1247.22,
1534675224000,,,,,1267.36,
1534747701000,,,,,2445.49,
1534820720000,,,,,1834.20,
1534892931000,,,,,2084.03,
1534965694000,,,,,5173.04,
1535039951000,,,,,4085.26,
1535112747000,,,,,1693.97,
1535185292000,,,,,159.16,
1535257864000,,,,,101.72,
1535331135000,,,,,1835.58,
1535403660000,,,,,422.54,
1535477339000,,,,,825.64,
1535550907000,,,,,222.68,
1535623054000,,,,,293.10,
1535695540000,,,,,3738.93,
1535768227000,,,,,71.85,
1535842094000,,,,,446.92,
1535914482000,,,,,1046.63,
1535987210000,,,,,71.09,
1536059758000,,,,,745.66,
1536132247000,,,,,1253.33,
1536204432000,,,,,1654.54,
1536276091000,,,,,1537.44,
1536348963000,,,,,1421.32,
1536421628000,,,,,1203.42,
1536495403000,,,,,326.48,
1536568351000,,,,,1220.70,
1536639507000,,,,,1562.93,
1536711510000,,,,,358.90,
1536783125000,,,,,1340.41,
1536854753000,,,,,252.92,
1536925887000,,,,,1348.43,
1536997175000,,,,,316.58,
1537069009000,,,,,1106.14,
1537139381000,,,,,9.30,
1537210708000,,,,,1696.63,
1537282705000,,,,,210.67,
1537353835000,,,,,1010.37,
1537424834000,,,,,1133.03,
1537497361000,,,,,243.62,
1537568218000,,,,,583.75,
1537639728000,,,,,37.82,
1537710354000,,,,,56.53,
1537781366000,,,,,156.34,
1537852317000,,,,,524.64,
1537922897000,,,,,300.08,
1537993834000,,,,,128.67,
1538065170000,,,,,62.12,
1538135659000,,,,,490.26,
1538207020000,,,,,834.82,
1538277094000,,,,,862.73,
1538348235000,,,,,567.05,
1538418856000,,,,,384.98,
1538489640000,,,,,329.51,
1538560179000,,,,,375.91,
1538631256000,,,,,431.64,
1538700722000,,,,,112.63,
1538771727000,,,,,62.95,
1538841320000,,,,,10.99,
1538911026000,,,,,4272.68,
1538980216000,,,,,604.82,
1539049430000,,,,,166.27,
1539120813000,,,,,45.05,
1539190730000,,,,,13.37,
1539260859000,,,,,,
1539330275000,,,,,,
1539400992000,,,,,424.60,
1539470509000,,,,,,
1539541019000,,,,,203.21,
1539611779000,,,,,1260.59,
1539682267000,,,,,,
1539752649000,,,,,,
1539822973000,,,,,291.02,
1539893301000,,,,,,
1539964665000,,,,,524.85,
1540035461000,,,,,683.44,
1540105380000,,,,,198.29,
1540175783000,,,,,117.87,
1540247628000,,,,,57.52,
1540317582000,,,,,16.07,
1540388140000,,,,,,
1540458691000,,,,,127.76,
1540528530000,,,,,83.59,
1540599331000,,,,,246.78,
1540669979000,,,,,773.29,
1540740577000,,,,,228.24,
1540812281000,,,,,833.42,
1540882459000,,,,,6.33,
1540953530000,,,,,,
1541023512000,,,,,47.91,
1541094934000,,,,,,
1541166376000,,,,,664.30,
1541237446000,,,,,,
1541307140000,,,,,284.96,
1541378245000,,,,,271.00,
1541449770000,,,,,1381.75,
1541521033000,,,,,237.88,
1541592294000,,,,,21.77,
1541662439000,,,,,295.58,
1541733218000,,,,,,
1541804044000,,,,,,
1541874538000,,,,,279.36,
1541945087000,,,,,,
1542016384000,,,,,673.81,
1542085646000,,,,,,
1542156560000,,,,,245.09,
1542228035000,,,,,639.00,
1542298725000,,,,,17.73,
1542368660000,,,,,25.37,
1542440006000,,,,,,
1542510859000,,,,,,
1542580287000,,,,,53.97,
1542652239000,,,,,,
1542723747000,,,,,552.86,
1542795271000,,,,,304.84,
1542866477000,,,,,,
1542936877000,,,,,,
1543007269000,,,,,,
1543077801000,,,,,,
1543148698000,,,,,1002.08,
1543218413000,,,,,,
1543289948000,,,,,1050.95,
1543362296000,,,,,508.65,
1543434172000,,,,,255.94,
1543504581000,,,,,206.83,
1543575859000,,,,,183.78,
1543646812000,,,,,233.99,
1543718667000,,,,,6.79,
1543789997000,,,,,74.72,
1543862329000,,,,,,
1543932926000,,,,,53.63,
1544005220000,,,,,,
1544076879000,,,,,605.40,
1544148198000,,,,,250.64,
1544220287000,,,,,,
1544291964000,,,,,48.01,
1544363331000,,,,,3324.45,
