timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1544220287000,,,5262.78,,
1544291964000,,,857.64,,
1544363331000,,,1028.10,,
1544433268000,,,11273.69,,
1544503865000,,,1943.58,,
1544576147000,,,1400.46,,
1544647316000,,,165.57,,
1544718309000,,,2508.66,,
1544789693000,,,1034.82,,
1544860802000,,,4757.53,,
1544931651000,,,4201.49,,
1545003100000,,,1022.84,,
1545076575000,,,2471.62,,
1545151038000,,,509.16,,
1545224266000,,,17616.96,,
1545298309000,,,7684.86,,
1545371765000,,,3908.55,,
1545444975000,,,45703.76,,
1545518580000,,,2272.99,,
1545592165000,,,1595.00,,
1545664945000,,,31978.70,,
1545737520000,,,370.41,,
1545810031000,,,2828.66,,
1545883479000,,,530.72,,
1545956158000,,,5424.68,,
1546029906000,,,1427.20,,
1546103201000,,,2055.39,,
1546175667000,,,616.99,,
1546247915000,,,777.41,,
1546320878000,,,1669.12,,
1546394518000,,,6.32,,
1546466952000,,,5581.57,,
1546544000000,,,5729.36,,
1546622719000,,,9753.98,,
1546699391000,,,2115.18,,
1546776424000,,,9691.72,,
1546854270000,,,360.28,,
1546931422000,,,142.97,,
1547008514000,,,1036.40,,
1547086233000,,,168.15,,
1547163262000,,,18540.87,,
1547240860000,,,8230.64,,
1547318473000,,,10745.71,,
1547396030000,,,,,
1547472692000,,,10933.29,,
1547549533000,,,1923.00,,
1547626847000,,,353.08,,
1547704633000,,,3826.99,,
1547781728000,,,10752.20,,
1547859045000,,,1686.71,,
1547934719000,,,623.14,,
1548012002000,,,,,
1548095978000,,,2260.88,,
1548180548000,,,4710.58,,
1548266597000,,,987.71,,
1548351788000,,,2719.28,,
1548436981000,,,2605.53,,
1548521909000,,,4973.89,,
1548607305000,,,1372.43,,
1548695090000,,,792.23,3205.09,
1548784331000,,4133.59,,14175.30,
1548872168000,,43743.84,,,
1548959406000,,20499.36,,,
1549048111000,,3356.22,,,
1549136870000,,4452.36,,,
1549225465000,,1620.71,,,
1549312025000,,10157.03,,,
1549400397000,,3633.40,,,
1549488758000,,6039.62,,,
1549576572000,,9670.46,,,
1549664587000,,16508.31,,,
1549752194000,,125561.17,,,
1549853106000,,40750.73,,,
1549954624000,,38986.08,,,
1550057114000,,140730.34,,,
1550160727000,,89717.65,,,
1550264379000,,336432.67,,,
1550367666000,,94240.11,,,
1550471025000,,199807.89,,,
1550573262000,,192900.50,,,
1550675116000,,58370.81,,,
1550776436000,,56806.41,,,
1550878296000,,72115.79,,,
1550978228000,,141157.98,,,
1551078586000,,103472.66,,,
1551181750000,,129621.48,,,
1551281880000,,189821.27,,,
1551383524000,,36347.34,,,
1551459490000,,140697.61,,,
1551527005000,,19422.44,,,
1551595407000,,34836.15,,,
1551662535000,,65311.31,,,
1551730739000,,129522.47,,,
1551798808000,,153783.79,,,
1551865512000,,59213.51,,,
1551932302000,,118962.25,,,
1551999434000,,87427.37,,,
1552066766000,,96683.18,,,
1552134613000,,75593.29,,,
1552201544000,,22241.89,,,
1552268725000,,18885.27,,,
1552336045000,,12083.28,,,
1552403003000,,4181.41,,,
1552470545000,,5190.12,,,
1552537130000,,8603.41,,,
1552605435000,,7178.90,,,
1552671597000,,18486.69,,,
1552738081000,,41207.07,,,
1552805598000,,52464.33,,,
1552872817000,,68610.98,,,
1552940619000,,129775.63,,,
1553008742000,,117897.63,,,
1553075047000,,23526.45,,,
1553142018000,,12046.88,,,
1553209653000,,62048.24,,,
1553277395000,,16012.64,,,
1553344849000,,7208.76,,,
1553411888000,,45130.46,,,
1553478679000,,53139.65,,,
1553546051000,,15540.29,,,
1553614241000,,7664.10,,,
1553681868000,,9446.54,,,
1553749152000,,7625.76,,,
1553816450000,,1802.07,,,
1553884334000,,11027.56,,,
1553953102000,,11548.24,,,
1554019932000,,39234.87,,,
1554086578000,,29200.58,,,
1554153946000,,39180.44,,,
1554222678000,,20357.69,,,
1554290288000,,5556.69,,,
1554358137000,,3240.31,,,
1554425436000,,3101.02,,,
1554493384000,,572.24,,,
1554559454000,,5418.75,,,
1554626505000,,3637.71,,,
1554693632000,,3725.71,,,
1554760411000,,4585.19,,,
1554827345000,,15424.88,,,
1554894627000,,19700.25,,,
1554961787000,,102265.11,,,
1555029655000,,15348.20,,,
1555096914000,,22359.47,,,
1555163830000,,3100.53,,,
1555230712000,,6431.20,,,
1555297496000,,7112.19,,,
1555364629000,,17572.79,,,
1555431616000,,973.62,,,
1555500111000,,1065.98,,,
1555566912000,,2394.56,,,
1555634415000,,18502.16,,,
1555701653000,,257971.02,,,
1555769476000,,90588.51,,,
1555837014000,,32211.15,,,
1555904097000,,7097.83,,,
1555970540000,,6328.08,,,
1556038531000,,23414.44,,,
1556107407000,,3729.12,,,
1556173928000,,3478.34,,,
1556241200000,,28928.34,,,
1556308450000,,6230.86,,,
1556374991000,,2377.37,,,
1556442410000,,26788.60,,,
1556509346000,,4177.37,,,
1556576806000,,5774.95,,,
1556643967000,,36909.39,,,
1556711534000,,32247.44,,,
1556778136000,,8974.24,,,
1556845234000,,23380.01,,,
1556913235000,,21000.15,,,
1556979262000,,12965.87,,,
1557047080000,,16403.90,,,
1557114439000,,5303.26,,,
1557182260000,,37699.63,,,
1557249608000,,13279.54,,,
1557318081000,,54361.71,,,
1557385675000,,18576.25,,,
1557453624000,,8734.00,,,
1557521031000,,5358.32,,,
1557588222000,,14374.89,,,
1557655069000,,46546.49,,,
1557722567000,,18614.77,,,
1557790675000,,1893.15,,,
1557857642000,,19696.94,,,
1557924398000,,12137.66,,,
1557992058000,,35429.49,,,
1558059268000,,16557.48,,,
1558126732000,,107603.64,,,
1558194179000,,17677.92,,,
1558262228000,,61707.27,,,
1558329711000,,32954.10,,,
1558397321000,,3611.66,,,
1558466162000,,6358.31,,,
1558533192000,,6309.41,,,
1558601405000,,1887.62,,,
1558669169000,,168.27,,,
1558736680000,,3050.82,,,
1558803191000,,2815.52,,,
1558871016000,,5749.40,,,
1558937464000,,4446.22,,,
1559004601000,,4494.07,,,
1559072957000,,2269.71,,,
1559139434000,,5013.27,,,
1559206701000,,1130.43,,,
1559274975000,,16888.86,,,
1559341699000,,10369.68,,,
1559409902000,,8624.05,,,
1559477256000,,1402.15,,,
1559545066000,,3978.92,,,
1559613008000,,4172.61,,,
1559680478000,,4345.18,,,
1559748180000,,7365.86,,,
1559815480000,,8612.17,,,
1559882780000,,2403.50,,,
1559950737000,,7342.87,,,
1560018665000,,131.01,,,
1560086804000,,1957.14,,,
1560153643000,,2633.19,,,
1560221421000,,1068.54,,,
1560289199000,,123.36,,,
1560356878000,,1421.49,,,
1560423930000,,6733.72,,,
1560491307000,,1200.51,,,
1560558991000,,7261.98,,,
1560626789000,,5543.52,,,
1560694377000,,729.73,,,
1560761916000,,24976.80,,,
1560829590000,,13649.20,,,
1560897457000,,5010.99,,,
1560964413000,,8846.05,,,
1561032579000,,1544.34,,,
1561100149000,,1082.04,,,
1561168282000,,4281.46,,,
1561234762000,,9370.90,,,
1561302398000,,2874.41,,,
1561369418000,,52496.60,,,
1561436953000,,15869.36,,,
1561504004000,,6671.95,,,
1561570799000,,22770.66,,,
1561638755000,,15852.85,,,
1561706755000,,4188.58,,,
1561774045000,,956.75,,,
1561840989000,,1053.85,,,
1561907952000,,3486.29,,,
1561975491000,,5775.28,,,
1562042620000,,14758.89,,,
1562110262000,,608.60,,,
1562178137000,,706.42,,,
1562245083000,,208.43,,,
1562312263000,,254.72,,,
1562380043000,,14708.66,,,
1562446275000,,417.43,,,
1562513829000,,,,,
1562580710000,,612.14,,,
1562647935000,,1095.30,,,
1562714668000,,735.98,,,
1562782053000,,234.75,,,
1562848961000,,16447.89,,,
1562916876000,,9274.19,,,
1562984792000,,431.51,,,
1563051887000,,1120.75,,,
1563118325000,,3045.02,,,
1563185341000,,1720.71,,,
1563253666000,,81.10,,,
1563322130000,,1970.80,,,
1563390506000,,7946.27,,,
1563456683000,,20743.35,,,
1563524083000,,2676.29,,,
1563591824000,,6803.49,,,
1563657984000,,16864.26,,,
1563725454000,,,,,
1563792449000,,1421.46,,,
1563858874000,,4848.39,,,
1563925785000,3926.63,386.92,,,
1563992752000,22632.28,,,,
1564060720000,5008.91,,,,
1564128623000,60535.45,,,,
1564194770000,4516.90,,,,
1564261351000,5917.72,,,,
1564329190000,193.64,,,,
1564395991000,10164.10,,,,
1564463477000,5290.60,,,,
1564530020000,7741.65,,,,
1564597821000,2937.35,,,,
1564665039000,11355.92,,,,
1564732022000,1756.83,,,,
1564799107000,2874.36,,,,
1564865751000,81.81,,,,
1564932781000,,,,,
1564999286000,1136.24,,,,
1565066439000,1795.61,,,,
1565133760000,1801.42,,,,
1565200774000,2080.27,,,,
1565267861000,710.76,,,,
1565334762000,740.38,,,,
1565401917000,1114.17,,,,
1565468754000,6477.00,,,,
1565536629000,1757.85,,,,
1565603145000,5553.24,,,,
1565669720000,985.19,,,,
1565737101000,2456.10,,,,
1565803734000,6757.27,,,,
1565871010000,18848.34,,,,
1565938594000,1261.08,,,,
1566005643000,3856.67,,,,
1566071734000,212.23,,,,
1566139968000,59040.03,,,,
1566206924000,2907.93,,,,
1566273958000,24844.74,,,,
1566340899000,7050.60,,,,
1566408719000,4920.37,,,,
1566474986000,29072.27,,,,
1566542876000,1196.05,,,,
1566609532000,1243.17,,,,
1566677699000,1746.00,,,,
1566744845000,535.60,,,,
1566811311000,2649.82,,,,
1566879172000,2065.33,,,,
1566946162000,12124.01,,,,
1567013670000,10179.76,,,,
1567080503000,10699.09,,,,
1567147214000,,,,,
1567214663000,879.19,,,,
1567281961000,130.97,,,,
1567349460000,116.13,,,,
1567416716000,,,,,
1567484031000,1518.81,,,,
1567551463000,992.97,,,,
1567619231000,786.17,,,,
1567685589000,2032.97,,,,
1567753902000,624.86,,,,
1567820847000,5.12,,,,
1567887785000,,,,,
1567955110000,,,,,
1568023141000,4102.65,,,,
1568089878000,729.18,,,,
1568157833000,1064.94,,,,
1568225074000,659.54,,,,
1568292523000,,,,,
1568360055000,13480.42,,,,
1568427970000,23738.51,,,,
1568495114000,884.94,,,,
1568562808000,292.06,,,,
1568630407000,629.86,,,,
1568696458000,5019.04,,,,
1568764187000,8442.69,,,,
1568830698000,15300.28,,,,
1568898597000,3023.89,,,,
1568967137000,1521.73,,,,
1569034094000,9256.83,,,,
