timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1553142018000,,,,5439.58,,
1553209653000,,,,2606.22,,
1553277395000,,,,1893.92,,
1553344849000,,,,440.57,,
1553411888000,,,,2034.37,,
1553478679000,,,,29846.92,,
1553546051000,,,,6407.89,,
1553614241000,,,,1780.69,,
1553681868000,,,,6441.71,,
1553749152000,,,,13575.76,,
1553816450000,,,,8471.60,,
1553884334000,,,,5764.56,,
1553953102000,,,,4616.12,,
1554019932000,,,,3446.96,,
1554086578000,,,,9161.79,,
1554153946000,,,,2922.87,,
1554222678000,,,,4525.09,,
1554290288000,,,,9801.10,,
1554358137000,,,,6683.77,,
1554425436000,,,,1320.55,,
1554493384000,,,,4600.60,,
1554559454000,,,,1263.77,,
1554626505000,,,,5262.19,,
1554693632000,,,,5565.14,,
1554760411000,,,,2439.32,,
1554827345000,,,,1624.44,,
1554894627000,,,,2382.60,,
1554961787000,,,,4188.28,,
1555029655000,,,,2127.87,,
1555096914000,,,,5168.32,,
1555163830000,,,,1352.56,,
1555230712000,,,,1987.41,,
1555297496000,,,,3334.68,,
1555364629000,,,,2702.81,,
1555431616000,,,,1357.64,,
1555500111000,,,,2341.04,,
1555566912000,,,,10588.19,,
1555634415000,,,,7939.93,,
1555701653000,,,,1136.86,,
1555769476000,,,,860.24,,
1555837014000,,,,3810.32,,
1555904097000,,,,5370.70,,
1555970540000,,,,1330.18,,
1556038531000,,,,4617.42,,
1556107407000,,,,5545.89,,
1556173928000,,,,1747.92,,
1556241200000,,,,4155.87,,
1556308450000,,,,2886.73,,
1556374991000,,,,1168.50,,
1556442410000,,,,5470.59,,
1556509346000,,,,1190.92,,
1556576806000,,,,725.42,,
1556643967000,,,,2611.36,,
1556711534000,,,,1301.89,,
1556778136000,,,,958.95,,
1556845234000,,,,1117.16,,
1556913235000,,,,2237.50,,
1556979262000,,,,2717.76,,
1557047080000,,,,385.07,,
1557114439000,,,,574.21,,
1557182260000,,,,1189.40,,
1557249608000,,,,1586.68,,
1557318081000,,,,1370.15,,
1557385675000,,,,289.14,,
1557453624000,,,,3484.35,,
1557521031000,,,,5379.56,,
1557588222000,,,,4470.07,,
1557655069000,,,,2252.79,,
1557722567000,,,,978.03,,
1557790675000,,,,4601.40,,
1557857642000,,,,7023.14,,
1557924398000,,,,4353.34,,
1557992058000,,,,9109.79,,
1558059268000,,,,11761.15,,
1558126732000,,,,3344.50,,
1558194179000,,,,3322.03,,
1558262228000,,,,3022.20,,
1558329711000,,,,1353.79,,
1558397321000,,,,2150.15,,
1558466162000,,,,7215.86,,
1558533192000,,,,6710.30,,
1558601405000,,,,4581.01,,
1558669169000,,,,5017.56,,
1558736680000,,,,17635.22,,
1558803191000,,,,3822.37,,
1558871016000,,,,2856.12,,
1558937464000,,,,4477.32,,
1559004601000,,,,1324.58,,
1559072957000,,,,708.51,,
1559139434000,,,,990.23,,
1559206701000,,,,6379.90,,
1559274975000,,,,2988.82,,
1559341699000,,,,900.07,,
1559409902000,,,,1522.07,,
1559477256000,,,,546.34,,
1559545066000,,,,2015.63,,
1559613008000,,,,2400.29,,
1559680478000,,,,340.45,,
1559748180000,,,,3569.76,,
1559815480000,,,,224.12,,
1559882780000,,,,3105.92,,
1559950737000,,,,10673.00,,
1560018665000,,,,9897.96,,
1560086804000,,,,14526.59,,
1560153643000,,,,4434.91,,
1560221421000,,,,1413.22,,
1560289199000,,,,1202.03,,
1560356878000,,,,2801.21,,
1560423930000,,,,2077.82,,
1560491307000,,,,2111.44,,
1560558991000,,,,2817.22,,
1560626789000,,,,2847.90,,
1560694377000,,,,2004.18,,
1560761916000,,,,1637.94,,
1560829590000,,,,2361.38,,
1560897457000,,,,10806.47,,
1560964413000,,,,10136.00,,
1561032579000,,,,2532.68,,
1561100149000,,,,3533.76,,
1561168282000,,,,2798.76,,
1561234762000,,,,3427.28,,
1561302398000,,,,2805.21,,
1561369418000,,,,2409.02,,
1561436953000,,,,,,
1561504004000,,,,935.42,,
1561570799000,,,,6655.52,,
1561638755000,,,,7088.63,,
1561706755000,,,,4267.12,,
1561774045000,,,,11183.56,,
1561840989000,,,,2231.74,,
1561907952000,,,,2134.35,,
1561975491000,,,,8395.28,,
1562042620000,,,,302.72,,
1562110262000,,,,9601.11,,
1562178137000,,,,2548.48,,
1562245083000,,,,28326.44,,
1562312263000,,,,5191.04,,
1562380043000,,,,2150.30,,
1562446275000,,,,3702.24,,
1562513829000,,,,1670.59,,
1562580710000,,,,2171.27,,
1562647935000,,,,3082.59,,
1562714668000,,,,2919.85,,
1562782053000,,,,4186.18,,
1562848961000,,,,4088.05,,
1562916876000,,,,2688.98,,
1562984792000,,,,1579.53,,
1563051887000,,,,1179.26,,
1563118325000,,,,4731.30,,
1563185341000,,,,5047.47,,
1563253666000,,,,3063.03,,
1563322130000,,,,7546.73,,
1563390506000,,,,4876.81,,
1563456683000,,,,10793.54,,
1563524083000,,,,8191.03,,
1563591824000,,,,7405.25,,
1563657984000,,,,5202.93,,
1563725454000,,,,5493.36,,
1563792449000,,,,8149.70,,
1563858874000,,,,5708.69,,
1563925785000,1386.89,,,761.25,,
1563992752000,3132.83,,,,,
1564060720000,2987.10,,,,,
1564128623000,5347.80,,,,,
1564194770000,7687.19,,,,,
1564261351000,3245.71,,,,,
1564329190000,653.32,,,,,
1564395991000,8741.86,,,,,
1564463477000,1145.63,,,,,
1564530020000,1112.68,,,,,
1564597821000,2059.81,,,,,
1564665039000,993.97,,,,,
1564732022000,2186.88,,,,,
1564799107000,959.32,,,,,
1564865751000,11967.34,,,,,
1564932781000,2552.20,,,,,
1564999286000,2922.84,,,,,
1565066439000,744.81,,,,,
1565133760000,2915.81,,,,,
1565200774000,9198.58,,,,,
1565267861000,1287.61,,,,,
1565334762000,376.04,,,,,
1565401917000,975.79,,,,,
1565468754000,254.07,,,,,
1565536629000,615.96,,,,,
1565603145000,620.71,,,,,
1565669720000,2145.72,,,,,
1565737101000,1712.72,,,,,
1565803734000,8329.21,,,,,
1565871010000,3196.21,,,,,
1565938594000,1176.85,,,,,
1566005643000,1699.73,,,,,
1566071734000,1344.50,,,,,
1566139968000,1077.04,,,,,
1566206924000,964.94,,,,,
1566273958000,987.59,,,,,
1566340899000,,,,,,
1566408719000,4648.32,,,,,
1566474986000,11386.31,,,,,
1566542876000,2173.87,,,,,
1566609532000,7144.54,,,,,
1566677699000,18710.15,,,,,
1566744845000,4893.52,,,,,
1566811311000,2664.33,,,,,
1566879172000,1064.34,,,,,
1566946162000,1565.68,,,,,
1567013670000,1400.02,,,,,
1567080503000,4530.96,,,,,
1567147214000,3526.31,,,,,
1567214663000,1222.74,,,,,
1567281961000,13611.87,,,,,
1567349460000,6199.09,,,,,
1567416716000,4659.26,,,,,
1567484031000,2254.34,,,,,
1567551463000,2877.64,,,,,
1567619231000,252.25,,,,,
1567685589000,5840.02,,,,,
1567753902000,985.44,,,,,
1567820847000,1132.71,,,,,
1567887785000,1985.05,,,,,
1567955110000,1775.28,,,,,
1568023141000,2444.34,,,,,
1568089878000,3829.24,,,,,
1568157833000,1154.62,,,,,
1568225074000,12310.66,,,,,
1568292523000,1685.19,,,,,
1568360055000,14167.63,,,,,
1568427970000,4134.77,,,,,
1568495114000,2545.07,,,,,
1568562808000,782.63,,,,,
1568630407000,8755.63,,,,,
1568696458000,1413.01,,,,,
1568764187000,3523.22,,,,,
1568830698000,1618.50,,,,,
1568898597000,3373.39,,,,,
1568967137000,1595.13,,,,,
1569034094000,1792.87,,,,,
1569100750000,,,,,,
1569168482000,1348.33,,,,,
1569236030000,469.86,,,,,
1569303544000,4846.88,,,,,
1569371996000,49776.76,,,,,
1569439704000,31886.26,,,,,
1569507924000,6188.74,,801.69,,,
1569575662000,,,1065.50,,,
1569642495000,,,2300.65,,,
1569709939000,,,3453.83,,,
1569777994000,,,1496.11,,,
1569845721000,,,3243.32,,,
1569912741000,,,1017.84,,,
1569979950000,,,4214.98,,,
1570047984000,,,3895.57,,,
