timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,346.65,
1529534480000,,,,,75.74,
1529607759000,,,,,155.86,
1529682434000,,,,,78.48,
1529756296000,,,,,151.66,
1529828276000,,,,,351.25,
1529902416000,,,,,152.31,
1529979078000,,,,,944.48,
1530054421000,,,,,458.09,
1530128282000,,,,,,
1530203197000,,,,,304.75,
1530278431000,,,,,153.13,
1530351013000,,,,,,
1530426268000,,,,,419.94,
1530499615000,,,,,,
1530572217000,,,,,,
1530646642000,,,,,619.01,
1530720604000,,,,,1073.75,
1530794550000,,,,,173.90,
1530868977000,,,,,56.17,
1530942968000,,,,,,
1531017892000,,,,,280.99,
1531093254000,,,,,393.96,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,591.03,
1531459813000,,,,,2064.19,
1531532086000,,,,,208.06,
1531603912000,,,,,273.54,
1531675397000,,,,,,
1531748307000,,,,,206.66,
1531822417000,,,,,632.51,
1531896343000,,,,,145.17,
1531971151000,,,,,2184.63,
1532045631000,,,,,814.51,
1532118564000,,,,,205.33,
1532191928000,,,,,118.02,
1532264894000,,,,,107.78,
1532336677000,,,,,410.31,
1532411124000,,,,,455.20,
1532485297000,,,,,410.25,
1532558514000,,,,,1357.31,
1532632522000,,,,,4.21,
1532706031000,,,,,,
1532778335000,,,,,16.28,
1532849626000,,,,,42.33,
1532921962000,,,,,,
1532994160000,,,,,259.26,
1533067467000,,,,,241.02,
1533141286000,,,,,15.06,
1533214941000,,,,,16.29,
1533288091000,,,,,997.00,
1533360489000,,,,,1376.06,
1533432998000,,,,,90.63,
1533505953000,,,,,496.63,
1533578575000,,,,,404.12,
1533651925000,,,,,1413.06,
1533724916000,,,,,674.32,
1533797508000,,,,,219.87,
1533870537000,,,,,221.68,
1533943288000,,,,,,
1534016212000,,,,,427.85,
1534090711000,,,,,191.49,
1534163628000,,,,,588.42,
1534236905000,,,,,1325.94,
1534309134000,,,,,1920.30,
1534381971000,,,,,744.83,
1534454722000,,,,,686.13,
1534527690000,,,,,551.46,
1534602524000,,,,,189.87,
1534675224000,,,,,363.45,
1534747701000,,,,,230.52,
1534820720000,,,,,585.59,
1534892931000,,,,,175.82,
1534965694000,,,,,191.41,
1535039951000,,,,,537.35,
1535112747000,,,,,,
1535185292000,,,,,177.01,
1535257864000,,,,,,
1535331135000,,,,,1449.01,
1535403660000,,,,,,
1535477339000,,,,,1.72,
1535550907000,,,,,174.51,
1535623054000,,,,,0.06,
1535695540000,,,,,1391.34,
1535768227000,,,,,175.06,
1535842094000,,,,,495.13,
1535914482000,,,,,2962.79,
1535987210000,,,,,5792.68,
1536059758000,,,,,3075.76,
1536132247000,,,,,778.90,
1536204432000,,,,,876.31,
1536276091000,,,,,3056.34,
1536348963000,,,,,494.58,
1536421628000,,,,,512.75,
1536495403000,,,,,1735.77,
1536568351000,,,,,494.33,
1536639507000,,,,,161.98,
1536711510000,,,,,0.74,
1536783125000,,,,,1814.70,
1536854753000,,,,,635.66,
1536925887000,,,,,340.99,
1536997175000,,,,,3.50,
1537069009000,,,,,,
1537139381000,,,,,5372.53,
1537210708000,,,,,1883.75,
1537282705000,,,,,1077.44,
1537353835000,,,,,1824.85,
1537424834000,,,,,3447.28,
1537497361000,,,,,1238.29,
1537568218000,,,,,785.30,
1537639728000,,,,,749.78,
1537710354000,,,,,348.69,
1537781366000,,,,,339.07,
1537852317000,,,,,155.99,
1537922897000,,,,,573.36,
1537993834000,,,,,1222.74,
1538065170000,,,,,305.19,
1538135659000,,,,,470.06,
1538207020000,,,,,,
1538277094000,,,,,618.77,
1538348235000,,,,,464.04,
1538418856000,,,,,569.75,
1538489640000,,,,,163.17,
1538560179000,,,,,3802.29,
1538631256000,,,,,,
1538700722000,,,,,,
1538771727000,,,,,281.82,
1538841320000,,,,,,
1538911026000,,,,,455.71,
1538980216000,,,,,152.50,
1539049430000,,,,,538.41,
1539120813000,,,,,982.87,
1539190730000,,,,,284.02,
1539260859000,,,,,151.41,
1539330275000,,,,,757.08,
1539400992000,,,,,909.40,
1539470509000,,,,,152.52,
1539541019000,,,,,154.66,
1539611779000,,,,,170.92,
1539682267000,,,,,631.10,
1539752649000,,,,,16.22,
1539822973000,,,,,5.76,
1539893301000,,,,,,
1539964665000,,,,,158.88,
1540035461000,,,,,477.80,
1540105380000,,,,,158.98,
1540175783000,,,,,,
1540247628000,,,,,5.02,
1540317582000,,,,,425.84,
1540388140000,,,,,316.53,
1540458691000,,,,,,
1540528530000,,,,,,
1540599331000,,,,,,
1540669979000,,,,,,
1540740577000,,,,,,
1540812281000,,,,,1.52,
1540882459000,,,,,1143.73,
1540953530000,,,,,164.56,
1541023512000,,,,,303.05,
1541094934000,,,,,329.20,
1541166376000,,,,,455.69,
1541237446000,,,,,573.46,
1541307140000,,,,,197.39,
1541378245000,,,,,233.14,
1541449770000,,,,,472.03,
1541521033000,,,,,4319.91,
1541592294000,,,,,1217.72,
1541662439000,,,,,1361.26,
1541733218000,,,,,249.59,
1541804044000,,,,,0.17,
