timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,0.56,
1529534480000,,,,,77.94,
1529607759000,,,,,310.18,
1529682434000,,,,,631.00,
1529756296000,,,,,15.14,
1529828276000,,,,,3995.04,
1529902416000,,,,,320.40,
1529979078000,,,,,1242.17,
1530054421000,,,,,156.70,
1530128282000,,,,,,
1530203197000,,,,,172.77,
1530278431000,,,,,,
1530351013000,,,,,1915.86,
1530426268000,,,,,0.74,
1530499615000,,,,,4317.04,
1530572217000,,,,,310.55,
1530646642000,,,,,334.86,
1530720604000,,,,,15.09,
1530794550000,,,,,,
1530868977000,,,,,,
1530942968000,,,,,6152.40,
1531017892000,,,,,688.06,
1531093254000,,,,,469.78,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,20.23,
1531459813000,,,,,621.97,
1531532086000,,,,,,
1531603912000,,,,,421.59,
1531675397000,,,,,13893.56,
1531748307000,,,,,1266.59,
1531822417000,,,,,2402.10,
1531896343000,,,,,3.52,
1531971151000,,,,,2116.45,
1532045631000,,,,,5152.91,
1532118564000,,,,,230.32,
1532191928000,,,,,5600.36,
1532264894000,,,,,225.17,
1532336677000,,,,,,
1532411124000,,,,,2220.40,
1532485297000,,,,,4072.79,
1532558514000,,,,,0.07,
1532632522000,,,,,1218.22,
1532706031000,,,,,460.33,
1532778335000,,,,,,
1532849626000,,,,,1141.47,
1532921962000,,,,,1466.35,
1532994160000,,,,,483.00,
1533067467000,,,,,967.62,
1533141286000,,,,,15987.66,
1533214941000,,,,,2631.53,
1533288091000,,,,,692.06,
1533360489000,,,,,722.04,
1533432998000,,,,,2221.41,
1533505953000,,,,,1133.33,
1533578575000,,,,,933.46,
1533651925000,,,,,219.53,
1533724916000,,,,,,
1533797508000,,,,,2162.21,
1533870537000,,,,,1498.90,
1533943288000,,,,,203.29,
1534016212000,,,,,2858.42,
1534090711000,,,,,481.18,
1534163628000,,,,,203.55,
1534236905000,,,,,2970.82,
1534309134000,,,,,4312.02,
1534381971000,,,,,2675.16,
1534454722000,,,,,707.31,
1534527690000,,,,,743.42,
1534602524000,,,,,2981.37,
1534675224000,,,,,6300.62,
1534747701000,,,,,382.43,
1534820720000,,,,,2364.51,
1534892931000,,,,,636.51,
1534965694000,,,,,1587.51,
1535039951000,,,,,811.19,
1535112747000,,,,,1432.31,
1535185292000,,,,,365.20,
1535257864000,,,,,1072.45,
1535331135000,,,,,19.90,
1535403660000,,,,,641.45,
1535477339000,,,,,37.75,
1535550907000,,,,,9240.44,
1535623054000,,,,,772.85,
1535695540000,,,,,182.65,
1535768227000,,,,,9.54,
1535842094000,,,,,1845.02,
1535914482000,,,,,198.21,
1535987210000,,,,,10.35,
1536059758000,,,,,0.99,
1536132247000,,,,,2971.66,
1536204432000,,,,,4588.71,
1536276091000,,,,,416.37,
1536348963000,,,,,332.19,
1536421628000,,,,,,
1536495403000,,,,,9686.99,
1536568351000,,,,,2387.55,
1536639507000,,,,,12147.34,
1536711510000,,,,,2969.59,
1536783125000,,,,,3743.58,
1536854753000,,,,,3619.86,
1536925887000,,,,,3224.10,
1536997175000,,,,,3458.41,
1537069009000,,,,,1561.17,
1537139381000,,,,,1430.82,
1537210708000,,,,,1005.07,
1537282705000,,,,,4407.54,
1537353835000,,,,,1346.04,
1537424834000,,,,,1126.41,
1537497361000,,,,,833.13,
1537568218000,,,,,2355.96,
1537639728000,,,,,166.24,
1537710354000,,,,,,
1537781366000,,,,,2.19,
1537852317000,,,,,1248.49,
1537922897000,,,,,3024.71,
1537993834000,,,,,2538.48,
1538065170000,,,,,1294.19,
1538135659000,,,,,1529.92,
1538207020000,,,,,1140.08,
1538277094000,,,,,900.06,
