timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1532632522000,,,,,,
1532706031000,,,,,1166.78,
1532778335000,,,,,87.00,
1532849626000,,,,,,
1532921962000,,,,,1180.67,
1532994160000,,,,,1975.41,
1533067467000,,,,,1417.19,
1533141286000,,,,,842.03,
1533214941000,,,,,2412.72,
1533288091000,,,,,849.00,
1533360489000,,,,,185.46,
1533432998000,,,,,69.41,
1533505953000,,,,,654.81,
1533578575000,,,,,509.05,
1533651925000,,,,,2030.48,
1533724916000,,,,,1003.00,
1533797508000,,,,,199.82,
1533870537000,,,,,915.96,
1533943288000,,,,,512.25,
1534016212000,,,,,962.05,
1534090711000,,,,,715.44,
1534163628000,,,,,568.73,
1534236905000,,,,,378.63,
1534309134000,,,,,405.99,
1534381971000,,,,,312.64,
1534454722000,,,,,260.32,
1534527690000,,,,,166.34,
1534602524000,,,,,320.81,
1534675224000,,,,,80.51,
1534747701000,,,,,129.28,
1534820720000,,,,,608.19,
1534892931000,,,,,157.40,
1534965694000,,,,,,
1535039951000,,,,,88.11,
1535112747000,,,,,94.13,
1535185292000,,,,,425.08,
1535257864000,,,,,199.23,
1535331135000,,,,,352.62,
1535403660000,,,,,327.33,
1535477339000,,,,,96.23,
1535550907000,,,,,187.61,
1535623054000,,,,,122.12,
1535695540000,,,,,37.55,
1535768227000,,,,,71.87,
1535842094000,,,,,96.87,
1535914482000,,,,,,
1535987210000,,,,,283.93,
1536059758000,,,,,0.39,
1536132247000,,,,,,
1536204432000,,,,,460.45,
1536276091000,,,,,,
1536348963000,,,,,33.64,
1536421628000,,,,,1305.70,
1536495403000,,,,,1956.56,
1536568351000,,,,,1074.63,
1536639507000,,,,,412.64,
1536711510000,,,,,4811.22,
1536783125000,,,,,838.40,
1536854753000,,,,,496.19,
