timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,Other
1535768227000,,289.00,,,
1535842094000,,1408.38,,,
1535914482000,,,,,
1535987210000,,328.14,,,
1536059758000,,381.44,,,
1536132247000,,1121.69,,,
1536204432000,,,,,
1536276091000,,2859.59,,,
1536348963000,,1407.88,,,
1536421628000,,248.12,,,
1536495403000,,574.28,,,
1536568351000,,377.23,,,
1536639507000,,6054.75,,,
1536711510000,,5546.49,,,
1536783125000,,1064.98,,,
1536854753000,,40401.47,,,
1536925887000,,20902.41,,,
1536997175000,,8657.54,,,
1537069009000,,15688.58,,,
1537139381000,,6946.88,,,
1537210708000,,14903.77,,,
1537282705000,,31814.82,,,
1537353835000,,18451.71,,,
1537424834000,,51198.94,,,
1537497361000,,7251.29,,,
1537568218000,,25209.63,,,
1537639728000,,9174.21,,,
1537710354000,,2072.12,,,
1537781366000,,3035.41,,,
1537852317000,,17078.39,,,
1537922897000,,10619.97,,,
1537993834000,,15542.69,,,
1538065170000,,7134.08,,,
1538135659000,,149126.12,,,
1538207020000,,12755.63,,,
1538277094000,,4443.96,,,
1538348235000,,475.16,,,
1538418856000,,300.10,,,
1538489640000,,9600.52,,,
1538560179000,,4821.41,,,
1538631256000,,3595.42,,,
1538700722000,,1938.35,,,
1538771727000,,,,,
1538841320000,,228.74,,,
1538911026000,,3558.55,,,
1538980216000,,4651.52,,,
1539049430000,,1423.86,,,
1539120813000,,5010.17,,,
1539190730000,,762.28,,,
1539260859000,,2793.07,,,
1539330275000,,11765.61,,,
1539400992000,,7230.35,,,
1539470509000,,18032.36,,,
1539541019000,,2083.65,,,
1539611779000,,8972.91,,,
1539682267000,,50901.18,,,
1539752649000,,10736.24,,,
1539822973000,,4972.76,,,
1539893301000,,1310.41,,,
1539964665000,,6168.73,,,
1540035461000,,5005.05,,,
1540105380000,,1498.63,,,
1540175783000,,47579.27,,,
1540247628000,,11881.83,,,
1540317582000,,22131.42,,,
1540388140000,,7870.23,,,
1540458691000,,2126.43,,,
1540528530000,,1931.51,,,
1540599331000,,16390.20,,,
1540669979000,,12240.94,,,
1540740577000,,4028.28,,,
1540812281000,,18749.36,,,
1540882459000,,7331.90,,,
1540953530000,,1346.55,,,
1541023512000,,1250.25,,,
1541094934000,,9459.85,,,
1541166376000,,2639.87,,,
1541237446000,,19.25,,,
1541307140000,,302.28,,,
1541378245000,,1184.88,,,
1541449770000,,434.50,,,
1541521033000,,682.22,,,
1541592294000,,776.20,,,
1541662439000,,311.61,,,
1541733218000,,1795.54,,,
1541804044000,,785.03,,,
1541874538000,,777.13,,,
1541945087000,,475.15,,,
1542016384000,,541.79,,,
1542085646000,,,,,
1542156560000,,,,,
1542228035000,,3024.25,,,
1542298725000,,2404.82,,,
1542368660000,,1651.57,,,
1542440006000,,2374.60,,,
1542510859000,,,,,
1542580287000,,,,,
1542652239000,,10508.12,,,
1542723747000,,6224.20,,,
1542795271000,,7732.49,,,
1542866477000,,647.17,,,
1542936877000,,500.58,,,
1543007269000,,2417.80,,,
1543077801000,,,,,
1543148698000,,3032.82,,,
1543218413000,,1292.42,,,
1543289948000,,2234.45,,,
1543362296000,,848.74,,,
1543434172000,,1300.95,,,
1543504581000,,,,,
1543575859000,,1349.18,,,
1543646812000,,1750.37,,,
1543718667000,,1031.54,,,
1543789997000,,673.60,,,
1543862329000,,3367.70,,,
1543932926000,,2642.23,,,
1544005220000,,167.75,,,
1544076879000,,4088.80,,,
1544148198000,,167.11,,,
1544220287000,,1879.67,,,
1544291964000,,1374.93,,,
1544363331000,,10799.79,,,
1544433268000,,9108.60,,,
1544503865000,,1119.15,,,
1544576147000,,3622.24,,,
1544647316000,,6281.56,,,
1544718309000,,441.13,,,
1544789693000,,,,,
1544860802000,,2870.94,,,
1544931651000,,2330.19,,,
1545003100000,,1457.92,,,
1545076575000,,828.34,,,
1545151038000,,3160.37,,,
1545224266000,,754.75,,,
1545298309000,,569.12,,,
1545371765000,,1959.00,,,
1545444975000,,395.52,,,
1545518580000,,,,,
1545592165000,,1825.00,,,
1545664945000,,1157.88,,,
1545737520000,,1047.77,,,
1545810031000,,210.08,,,
1545883479000,,,,,
1545956158000,,418.20,,,
1546029906000,,839.03,,,
1546103201000,,0.57,,,
1546175667000,,3105.45,,,
1546247915000,,4158.64,,,
1546320878000,,2287.35,,,
1546394518000,,1825.90,,,
1546466952000,,980.59,,,
1546544000000,,,,,
1546622719000,,,,,
1546699391000,,230.80,,,
1546776424000,,226.99,,,
1546854270000,,,,,
1546931422000,,223.21,,,
1547008514000,,,,,
1547086233000,,225.55,,,
1547163262000,,225.06,,,
1547240860000,,,,,
1547318473000,,,,,
1547396030000,,,,,
1547472692000,,,,,
1547549533000,,234.16,,,
1547626847000,,220.52,,,
1547704633000,,,,,
1547781728000,,,,,
1547859045000,,2005.71,,,
1547934719000,,441.48,,,
1548012002000,,223.50,,,
1548095978000,,9368.47,,,
1548180548000,,878.56,,,
1548266597000,,1292.34,,,
1548351788000,,1419.35,,,
1548436981000,,837.34,,,
1548521909000,,532.53,,,
1548607305000,,3130.06,,,
1548695090000,,,,,
1548784331000,,,,755.38,
1548872168000,,,,435.89,
1548959406000,,,,453.03,
1549048111000,,,,660.66,
1549136870000,,,,3249.48,
1549225465000,,,,2610.65,
1549312025000,,,,1482.66,
1549400397000,,,,1027.75,
1549488758000,,,,9948.43,
1549576572000,,,,3560.50,
1549664587000,,,,3518.08,
1549752194000,,,,1157.97,
1549853106000,,,,816.69,
1549954624000,,,,235.19,
1550057114000,,,,4.71,
1550160727000,,,,6439.21,
1550264379000,,,,8825.78,
1550367666000,,,,1437.85,
1550471025000,,,,6603.61,
1550573262000,,,,13204.20,
1550675116000,,,,3898.64,
1550776436000,,,,,
1550878296000,,,,,
1550978228000,,,,1061.88,
1551078586000,,,,1073.71,
1551181750000,,,,3637.46,
1551281880000,,,,6432.66,
1551383524000,,,,2375.12,
1551459490000,,,,928.43,
1551527005000,,,,,
1551595407000,,,,1175.19,
1551662535000,,,,1625.52,
1551730739000,,,,3853.66,
1551798808000,,,,5849.55,
1551865512000,,,,517.11,
1551932302000,,,,16305.32,
1551999434000,,,,3041.19,
1552066766000,,,,1505.26,
1552134613000,,,,3995.47,
1552201544000,,,,2738.86,
1552268725000,,,,826.98,
1552336045000,,,,998.16,
1552403003000,,,,439.40,
1552470545000,,,,925.55,
1552537130000,,,,3341.69,
1552605435000,,,,,
1552671597000,,,,222.01,
1552738081000,,,,,
1552805598000,,,,,
1552872817000,,,,8894.07,
1552940619000,,,,21265.54,
1553008742000,,,,3929.91,
1553075047000,,,,704.72,
1553142018000,,,,1.35,
1553209653000,,,,2815.24,
1553277395000,,,,1621.38,
1553344849000,,,,3077.66,
1553411888000,,,,470.19,
1553478679000,,,,,
1553546051000,,,,8497.83,
1553614241000,,,,,
1553681868000,,,,637.29,
1553749152000,,,,655.60,
1553816450000,,,,1551.42,
1553884334000,,,,135.54,
1553953102000,,,,343.49,
1554019932000,,,,,
1554086578000,,,,2170.51,
1554153946000,,,,450.11,
1554222678000,,,,1796.23,
1554290288000,,,,220.94,
1554358137000,,,,240.12,
1554425436000,,,,,
1554493384000,,,,4023.38,
1554559454000,,,,329.77,
1554626505000,,,,,
1554693632000,,,,506.37,
1554760411000,,,,249.82,
1554827345000,,,,124.85,
1554894627000,,,,,
1554961787000,,,,280.82,
1555029655000,,,,1972.31,
1555096914000,,,,1.03,
1555163830000,,,,,
1555230712000,,,,247.09,
1555297496000,,,,6890.34,
1555364629000,,,,5643.23,
1555431616000,,,,1309.24,
1555500111000,,,,737.59,
1555566912000,,,,,
1555634415000,,,,427.97,
1555701653000,,,,489.63,
1555769476000,,,,,
1555837014000,,,,475.85,
1555904097000,,,,,
1555970540000,,,,5896.70,
1556038531000,,,,372.05,
1556107407000,,,,1667.99,
1556173928000,,,,,
1556241200000,,,,,
1556308450000,,,,550.49,
1556374991000,,,,,
1556442410000,,,,267.14,
1556509346000,,,,1515.11,
1556576806000,,,,392.83,
1556643967000,,,,304.41,
1556711534000,,,,6007.18,
1556778136000,,,,395.90,
1556845234000,,,,1058.08,
1556913235000,,,,273.25,
1556979262000,,,,9691.81,
1557047080000,,,,,
1557114439000,,,,,
1557182260000,,,,840.39,
1557249608000,,,,1046.88,
1557318081000,,,,427.01,
1557385675000,,,,589.45,
1557453624000,,,,3586.88,
1557521031000,,,,309.57,
1557588222000,,,,1050.88,
1557655069000,,,,2023.87,
1557722567000,,,,5826.47,
1557790675000,,,,2026.71,
1557857642000,,,,7184.10,
1557924398000,,,,3654.56,
1557992058000,,,,4521.36,
1558059268000,,,,1353.32,
1558126732000,,,,,
1558194179000,,,,62.68,
1558262228000,,,,341.21,
1558329711000,,,,870.53,
1558397321000,,,,24.76,
1558466162000,,,,,
1558533192000,,,,,
1558601405000,,,,349.42,
1558669169000,,,,,
1558736680000,,,,3.48,
1558803191000,,,,3459.94,
1558871016000,,,,,
1558937464000,,,,1874.49,
1559004601000,,,,,
1559072957000,,,,,
1559139434000,,,,,
1559206701000,,,,746.62,
1559274975000,,,,10105.40,
1559341699000,,,,,
1559409902000,,,,683.67,
1559477256000,,,,13475.94,
1559545066000,,,,2460.24,
1559613008000,,,,2093.34,
1559680478000,,,,1384.62,
1559748180000,,,,,
1559815480000,,,,722.76,
1559882780000,,,,2112.24,
1559950737000,,,,535.95,
1560018665000,,,,692.98,
1560086804000,,,,,
1560153643000,,,,,
1560221421000,,,,496.61,
1560289199000,,,,535.20,
1560356878000,,,,1025.22,
1560423930000,,,,675.19,
1560491307000,,,,,
1560558991000,,,,360.91,
1560626789000,,,,,
1560694377000,,,,,
1560761916000,,,,570.89,
1560829590000,,,,,
1560897457000,,,,49.41,
1560964413000,,,,,
1561032579000,,,,,
1561100149000,,,,11954.97,
1561168282000,,,,3788.67,
1561234762000,,,,1142.53,
1561302398000,,,,,
1561369418000,,,,393.57,
1561436953000,,,,2774.44,
1561504004000,,,,1736.54,
1561570799000,,,,8143.77,
1561638755000,,,,69629.84,
1561706755000,,,,6264.71,
1561774045000,,,,411.36,
1561840989000,,,,816.11,
1561907952000,,,,1030.76,
1561975491000,,,,1620.22,
1562042620000,,,,696.33,
1562110262000,,,,1028.64,
1562178137000,,,,9658.49,
1562245083000,,,,3651.65,
1562312263000,,,,1947.20,
1562380043000,,,,2953.26,
1562446275000,,,,3102.68,
1562513829000,,,,,
1562580710000,,,,474.94,
1562647935000,,,,1297.21,
1562714668000,,,,2555.88,
1562782053000,,,,3142.43,
1562848961000,,,,45567.83,
1562916876000,,,,3324.63,
1562984792000,,,,2161.13,
1563051887000,,,,8205.80,
1563118325000,,,,3516.16,
1563185341000,,,,4966.27,
1563253666000,,,,727.38,
1563322130000,,,,3123.24,
1563390506000,,,,1791.23,
1563456683000,,,,5283.38,
1563524083000,,,,1145.66,
1563591824000,,,,984.48,
1563657984000,,,,856.14,
1563725454000,,,,789.68,
1563792449000,,,,346.94,
1563858874000,,,,339.68,
1563925785000,2437.96,,,473.88,
1563992752000,3590.95,,,,
1564060720000,236.28,,,,
1564128623000,932.03,,,,
1564194770000,2501.34,,,,
1564261351000,0.00,,,,
1564329190000,1478.53,,,,
1564395991000,39245.60,,,,
1564463477000,941.41,,,,
1564530020000,,,,,
1564597821000,438.64,,,,
1564665039000,208.86,,,,
1564732022000,499.05,,,,
1564799107000,195.47,,,,
1564865751000,24099.21,,,,
1564932781000,3743.00,,,,
1564999286000,6860.47,,,,
1565066439000,1872.31,,,,
1565133760000,2550.66,,,,
1565200774000,,,,,
1565267861000,1346.77,,,,
1565334762000,365.88,,,,
1565401917000,4333.39,,,,
1565468754000,1260.32,,,,
1565536629000,,,,,
1565603145000,2155.38,,,,
1565669720000,,,,,
1565737101000,364.70,,,,
1565803734000,3231.81,,,,
1565871010000,2120.65,,,,
1565938594000,1628.50,,,,
1566005643000,2267.07,,,,
1566071734000,914.21,,,,
1566139968000,1669.81,,,,
1566206924000,370.72,,,,
1566273958000,1113.11,,,,
1566340899000,728.91,,,,
1566408719000,746.08,,,,
1566474986000,791.41,,,,
1566542876000,381.13,,,,
1566609532000,469.24,,,,
1566677699000,519.89,,,,
1566744845000,535.21,,,,
1566811311000,285.89,,,,
1566879172000,196.52,,,,
1566946162000,,,,,
1567013670000,497.22,,,,
1567080503000,1529.21,,,,
1567147214000,970.90,,,,
1567214663000,,,,,
1567281961000,,,,,
1567349460000,,,,,
1567416716000,236.41,,,,
1567484031000,893.83,,,,
1567551463000,,,,,
1567619231000,112.57,,,,
1567685589000,,,,,
1567753902000,,,,,
1567820847000,2815.70,,,,
1567887785000,770.70,,,,
1567955110000,389.23,,,,
1568023141000,1092.20,,,,
1568089878000,,,,,
1568157833000,,,,,
1568225074000,1120.05,,,,
1568292523000,20584.87,,,,
1568360055000,10579.15,,,,
1568427970000,5492.89,,,,
1568495114000,4555.91,,,,
1568562808000,383.62,,,,
1568630407000,515.42,,,,
1568696458000,1158.56,,,,
1568764187000,1040.98,,,,
1568830698000,1804.33,,,,
1568898597000,523.44,,,,
1568967137000,486.00,,,,
1569034094000,546.60,,,,
1569100750000,,,,,
1569168482000,,,,,
1569236030000,522.59,,,,
1569303544000,11609.23,,,,
1569371996000,2186.31,,,,
1569439704000,1074.76,,,,
1569507924000,,,,,
1569575662000,,,224.88,,
1569642495000,,,112.75,,
1569709939000,,,,,
1569777994000,,,40.91,,
1569845721000,,,309.79,,
1569912741000,,,1449.05,,
1569979950000,,,618.05,,
1570047984000,,,295.77,,
