timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,3796.11,
1529534480000,,,,,6362.97,
1529607759000,,,,,6214.93,
1529682434000,,,,,3666.51,
1529756296000,,,,,498.94,
1529828276000,,,,,2147.63,
1529902416000,,,,,1125.37,
1529979078000,,,,,555.38,
1530054421000,,,,,1637.43,
1530128282000,,,,,3184.96,
1530203197000,,,,,1670.74,
1530278431000,,,,,4345.36,
1530351013000,,,,,14640.98,
1530426268000,,,,,6290.95,
1530499615000,,,,,8310.87,
1530572217000,,,,,7848.26,
1530646642000,,,,,3406.78,
1530720604000,,,,,1718.75,
1530794550000,,,,,2221.78,
1530868977000,,,,,1282.78,
1530942968000,,,,,1911.77,
1531017892000,,,,,1810.51,
1531093254000,,,,,2140.60,
1531167486000,,,,,422.94,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,1159.38,
1531459813000,,,,,4234.55,
1531532086000,,,,,10702.32,
1531603912000,,,,,575.63,
1531675397000,,,,,915.60,
1531748307000,,,,,833.75,
1531822417000,,,,,10870.57,
1531896343000,,,,,24808.42,
1531971151000,,,,,16094.84,
1532045631000,,,,,15691.07,
1532118564000,,,,,7967.08,
1532191928000,,,,,2073.48,
1532264894000,,,,,17.77,
1532336677000,,,,,6323.91,
1532411124000,,,,,3838.13,
1532485297000,,,,,19977.71,
1532558514000,,,,,2349.79,
1532632522000,,,,,3407.12,
1532706031000,,,,,8328.01,
1532778335000,,,,,1665.23,
1532849626000,,,,,7443.44,
1532921962000,,,,,240.51,
1532994160000,,,,,2765.80,
1533067467000,,,,,2032.67,
1533141286000,,,,,16779.37,
1533214941000,,,,,35624.01,
1533288091000,,,,,9228.53,
1533360489000,,,,,6745.25,
1533432998000,,,,,4575.95,
1533505953000,,,,,4130.90,
1533578575000,,,,,712.57,
1533651925000,,,,,8356.96,
1533724916000,,,,,586.23,
1533797508000,,,,,1534.17,
1533870537000,,,,,8817.34,
1533943288000,,,,,535.97,
1534016212000,,,,,580.60,
1534090711000,,,,,427.76,
1534163628000,,,,,3266.91,
1534236905000,,,,,7482.21,
1534309134000,,,,,26768.01,
1534381971000,,,,,30432.26,
1534454722000,,,,,26266.03,
1534527690000,,,,,712.87,
1534602524000,,,,,11260.05,
1534675224000,,,,,7569.39,
1534747701000,,,,,3855.68,
1534820720000,,,,,3958.34,
1534892931000,,,,,4328.38,
1534965694000,,,,,6582.25,
1535039951000,,,,,17077.45,
1535112747000,,,,,7405.04,
1535185292000,,,,,18099.78,
1535257864000,,,,,5713.38,
1535331135000,,,,,7536.42,
1535403660000,,,,,9907.48,
1535477339000,,,,,9178.40,
1535550907000,,,,,4600.53,
1535623054000,,,,,8614.96,
1535695540000,,,,,2186.56,
1535768227000,,,,,3684.13,
1535842094000,,,,,4937.70,
1535914482000,,,,,7226.32,
1535987210000,,,,,6177.67,
1536059758000,,,,,6413.35,
1536132247000,,,,,2206.52,
1536204432000,,,,,7628.77,
1536276091000,,,,,2146.40,
1536348963000,,,,,11410.51,
1536421628000,,,,,4517.05,
1536495403000,,,,,5812.28,
1536568351000,,,,,3097.89,
1536639507000,,,,,6198.58,
