timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1545444975000,,,,,,
1545518580000,,,63.87,,,
1545592165000,,,44093.01,,,
1545664945000,,,57461.31,,,
1545737520000,,,127243.24,,,
1545810031000,,,72334.12,,,
1545883479000,,,237187.58,,,
1545956158000,,,75837.94,,,
1546029906000,,,38084.97,,,
1546103201000,,,40658.94,,,
1546175667000,,,30567.46,,,
1546247915000,,,34600.65,,,
1546320878000,,,43482.09,,,
1546394518000,,,45335.02,,,
1546466952000,,,53061.11,,,
1546544000000,,,31914.75,,,
1546622719000,,,31433.36,,,
1546699391000,,,13888.49,,,
1546776424000,,,19302.81,,,
1546854270000,,,27600.91,,,
1546931422000,,,42228.31,,,
1547008514000,,,106557.21,,,
1547086233000,,,17753.36,,,
1547163262000,,,38986.36,,,
1547240860000,,,23893.82,,,
1547318473000,,,218028.11,,,
1547396030000,,,18555.45,,,
1547472692000,,,8229.69,,,
1547549533000,,,19760.94,,,
1547626847000,,,38262.49,,,
1547704633000,,,22757.74,,,
1547781728000,,,117.29,,,
1547859045000,,,4316.91,,,
1547934719000,,,21801.50,,,
1548012002000,,,18620.06,,,
1548095978000,,,27624.91,,,
1548180548000,,,9296.19,,,
1548266597000,,,5687.87,,,
1548351788000,,,41597.25,,,
1548436981000,,,2095.61,,,
1548521909000,,,5238.39,,,
1548607305000,,,24269.32,,,
1548695090000,93804.94,,,,,
1548784331000,110202.31,869.91,,,,
1548872168000,,83819.54,,,,
1548959406000,,49143.91,,,,
1549048111000,,18087.22,,,,
1549136870000,,19252.66,,,,
1549225465000,,23992.77,,,,
1549312025000,,25388.21,,,,
1549400397000,,24790.59,,,,
1549488758000,,39910.82,,,,
1549576572000,,62441.89,,,,
1549664587000,,143377.26,,,,
1549752194000,,18889.54,,,,
1549853106000,,69298.87,,,,
1549954624000,,104505.37,,,,
1550057114000,,3636.77,,,,
1550160727000,,55067.47,,,,
1550264379000,,8978.96,,,,
1550367666000,,31987.45,,,,
1550471025000,,80998.67,,,,
1550573262000,,61002.97,,,,
1550675116000,,27566.62,,,,
