timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,309.53,
1529534480000,,,,,2752.85,
1529607759000,,,,,1368.63,
1529682434000,,,,,,
1529756296000,,,,,635.23,
1529828276000,,,,,4427.68,
1529902416000,,,,,2363.24,
1529979078000,,,,,926.67,
1530054421000,,,,,461.64,
1530128282000,,,,,83.88,
1530203197000,,,,,126.89,
1530278431000,,,,,330.60,
1530351013000,,,,,147.90,
1530426268000,,,,,,
1530499615000,,,,,,
1530572217000,,,,,365.16,
1530646642000,,,,,,
1530720604000,,,,,2509.74,
1530794550000,,,,,1794.22,
1530868977000,,,,,467.72,
1530942968000,,,,,4352.62,
1531017892000,,,,,290.68,
1531093254000,,,,,486.71,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,529.38,
1531459813000,,,,,494.53,
1531532086000,,,,,698.29,
1531603912000,,,,,920.02,
1531675397000,,,,,514.40,
1531748307000,,,,,854.50,
1531822417000,,,,,73.91,
1531896343000,,,,,4.90,
1531971151000,,,,,,
1532045631000,,,,,,
1532118564000,,,,,265.19,
1532191928000,,,,,717.19,
1532264894000,,,,,423.73,
1532336677000,,,,,112867.24,
1532411124000,,,,,68689.84,
1532485297000,,,,,581.82,
1532558514000,,,,,133.03,
1532632522000,,,,,16295.18,
1532706031000,,,,,,
1532778335000,,,,,9.26,
1532849626000,,,,,314.51,
1532921962000,,,,,,
1532994160000,,,,,440.70,
1533067467000,,,,,562.26,
1533141286000,,,,,2295.95,
1533214941000,,,,,103217.19,
1533288091000,,,,,617.99,
1533360489000,,,,,25422.96,
1533432998000,,,,,95599.85,
1533505953000,,,,,22824.42,
1533578575000,,,,,18932.72,
1533651925000,,,,,23640.37,
1533724916000,,,,,1067.87,
1533797508000,,,,,20579.11,
1533870537000,,,,,1.98,
1533943288000,,,,,478.45,
1534016212000,,,,,2372.60,
1534090711000,,,,,360.51,
1534163628000,,,,,63175.75,
1534236905000,,,,,23412.87,
1534309134000,,,,,24034.38,
1534381971000,,,,,23123.57,
1534454722000,,,,,72317.12,
1534527690000,,,,,1381.46,
1534602524000,,,,,51253.88,
1534675224000,,,,,25563.76,
1534747701000,,,,,584.15,
1534820720000,,,,,975.96,
1534892931000,,,,,24745.74,
1534965694000,,,,,,
1535039951000,,,,,73.74,
1535112747000,,,,,,
1535185292000,,,,,,
1535257864000,,,,,220.86,
1535331135000,,,,,151.73,
1535403660000,,,,,,
1535477339000,,,,,,
1535550907000,,,,,110.17,
1535623054000,,,,,,
1535695540000,,,,,,
1535768227000,,,,,169.97,
1535842094000,,,,,169.03,
1535914482000,,,,,,
1535987210000,,,,,,
1536059758000,,,,,319.43,
1536132247000,,,,,107.62,
1536204432000,,,,,497.88,
1536276091000,,,,,,
1536348963000,,,,,753.05,
1536421628000,,,,,346.71,
1536495403000,,,,,315.36,
1536568351000,,,,,216.20,
1536639507000,,,,,138.19,
1536711510000,,,,,94.95,
1536783125000,,,,,,
1536854753000,,,,,336.23,
1536925887000,,,,,1270.64,
1536997175000,,,,,312.95,
1537069009000,,,,,376.26,
1537139381000,,,,,,
1537210708000,,,,,141.37,
1537282705000,,,,,575.86,
1537353835000,,,,,309.39,
1537424834000,,,,,1624.72,
1537497361000,,,,,308.13,
1537568218000,,,,,475.66,
1537639728000,,,,,183.11,
1537710354000,,,,,143.27,
1537781366000,,,,,,
1537852317000,,,,,,
1537922897000,,,,,138.17,
1537993834000,,,,,,
1538065170000,,,,,157.43,
1538135659000,,,,,,
1538207020000,,,,,165.70,
1538277094000,,,,,,
1538348235000,,,,,4.90,
1538418856000,,,,,,
1538489640000,,,,,,
1538560179000,,,,,,
1538631256000,,,,,19.61,
1538700722000,,,,,44.73,
1538771727000,,,,,,
1538841320000,,,,,65.57,
1538911026000,,,,,65.44,
1538980216000,,,,,121.77,
1539049430000,,,,,,
1539120813000,,,,,221.25,
1539190730000,,,,,5477.23,
1539260859000,,,,,90.86,
1539330275000,,,,,22.13,
1539400992000,,,,,595.87,
1539470509000,,,,,,
1539541019000,,,,,,
1539611779000,,,,,961.15,
1539682267000,,,,,74.49,
1539752649000,,,,,5.57,
1539822973000,,,,,,
1539893301000,,,,,2426.05,
1539964665000,,,,,12626.12,
1540035461000,,,,,1085.64,
1540105380000,,,,,,
1540175783000,,,,,335.90,
1540247628000,,,,,64.56,
1540317582000,,,,,25.62,
1540388140000,,,,,,
1540458691000,,,,,806.53,
1540528530000,,,,,247.83,
1540599331000,,,,,552.54,
1540669979000,,,,,,
1540740577000,,,,,75.00,
1540812281000,,,,,15.43,
1540882459000,,,,,287.63,
1540953530000,,,,,,
1541023512000,,,,,218.90,
1541094934000,,,,,276.41,
1541166376000,,,,,278.48,
1541237446000,,,,,,
1541307140000,,,,,,
1541378245000,,,,,,
1541449770000,,,,,29.03,
1541521033000,,,,,841.41,
1541592294000,,,,,,
1541662439000,,,,,,
1541733218000,,,,,,
1541804044000,,,,,,
1541874538000,,,,,1454.71,
1541945087000,,,,,,
1542016384000,,,,,,
1542085646000,,,,,322.52,
1542156560000,,,,,,
1542228035000,,,,,490.88,
1542298725000,,,,,6.94,
1542368660000,,,,,128.06,
1542440006000,,,,,,
1542510859000,,,,,,
1542580287000,,,,,,
1542652239000,,,,,786.81,
1542723747000,,,,,860.26,
1542795271000,,,,,11.32,
1542866477000,,,,,992.57,
1542936877000,,,,,,
1543007269000,,,,,254.06,
1543077801000,,,,,23.05,
1543148698000,,,,,1162.53,
1543218413000,,,,,1174.53,
1543289948000,,,,,688.73,
1543362296000,,,,,472.16,
1543434172000,,,,,,
1543504581000,,,,,290.41,
1543575859000,,,,,2.53,
1543646812000,,,,,586.83,
1543718667000,,,,,353.56,
1543789997000,,,,,,
1543862329000,,,,,861.98,
1543932926000,,,,,496.34,
1544005220000,,,,,,
1544076879000,,,,,514.29,
1544148198000,,,,,282.38,
1544220287000,,,,,231.78,
1544291964000,,,,,,
1544363331000,,,,,,
1544433268000,,,,,,
1544503865000,,,,,,
1544576147000,,,,,173.89,
1544647316000,,,,,,
1544718309000,,,,,0.94,
1544789693000,,,,,689.65,
1544860802000,,,,,455.80,
1544931651000,,,,,258.53,
1545003100000,,,,,303.09,
1545076575000,,,,,561.24,
1545151038000,,,,,200.97,
1545224266000,,,,,,
1545298309000,,,,,,
1545371765000,,,,,,
1545444975000,,,,,540.20,
1545518580000,,,,,1189.00,
1545592165000,,,,,1705.73,
1545664945000,,,,,1079.59,
1545737520000,,,,,1176.23,
1545810031000,,,,,2641.66,
