timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,473.05,
1529534480000,,,,,992.85,
1529607759000,,,,,2532.08,
1529682434000,,,,,2921.57,
1529756296000,,,,,5799.22,
1529828276000,,,,,6719.25,
1529902416000,,,,,7662.03,
1529979078000,,,,,7947.52,
1530054421000,,,,,1948.92,
1530128282000,,,,,9894.59,
1530203197000,,,,,6069.39,
1530278431000,,,,,4157.04,
1530351013000,,,,,5018.00,
1530426268000,,,,,4595.03,
1530499615000,,,,,3425.52,
1530572217000,,,,,1657.99,
1530646642000,,,,,1658.99,
1530720604000,,,,,1380.26,
1530794550000,,,,,5930.79,
1530868977000,,,,,1644.55,
1530942968000,,,,,2013.20,
1531017892000,,,,,1489.21,
1531093254000,,,,,2669.28,
1531167486000,,,,,512.75,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,4087.66,
1531459813000,,,,,26646.09,
1531532086000,,,,,11385.25,
1531603912000,,,,,441.54,
1531675397000,,,,,1591.94,
1531748307000,,,,,3003.03,
1531822417000,,,,,5404.45,
1531896343000,,,,,8928.91,
1531971151000,,,,,4424.81,
1532045631000,,,,,3825.55,
1532118564000,,,,,7905.18,
1532191928000,,,,,2522.87,
1532264894000,,,,,1071.88,
1532336677000,,,,,1980.41,
1532411124000,,,,,6693.87,
1532485297000,,,,,12299.79,
1532558514000,,,,,11612.34,
1532632522000,,,,,10553.29,
1532706031000,,,,,8927.37,
1532778335000,,,,,7767.97,
1532849626000,,,,,6192.67,
1532921962000,,,,,2454.58,
1532994160000,,,,,37796.12,
1533067467000,,,,,21607.28,
1533141286000,,,,,21678.27,
1533214941000,,,,,15413.25,
