timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,138.48,
1529534480000,,,,,83.68,
1529607759000,,,,,426.54,
1529682434000,,,,,437.12,
1529756296000,,,,,595.15,
1529828276000,,,,,13.65,
1529902416000,,,,,47.19,
1529979078000,,,,,134.74,
1530054421000,,,,,1307.29,
1530128282000,,,,,,
1530203197000,,,,,923.10,
1530278431000,,,,,803.14,
1530351013000,,,,,38.38,
1530426268000,,,,,309.37,
1530499615000,,,,,,
1530572217000,,,,,,
1530646642000,,,,,,
1530720604000,,,,,,
1530794550000,,,,,,
1530868977000,,,,,522.94,
1530942968000,,,,,675.22,
1531017892000,,,,,,
1531093254000,,,,,313.84,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,2952.59,
1531459813000,,,,,49.61,
1531532086000,,,,,8.34,
1531603912000,,,,,,
1531675397000,,,,,,
1531748307000,,,,,50.82,
1531822417000,,,,,2062.41,
1531896343000,,,,,1022.85,
1531971151000,,,,,,
1532045631000,,,,,842.15,
1532118564000,,,,,598.74,
1532191928000,,,,,9285.12,
1532264894000,,,,,834.23,
1532336677000,,,,,1077.36,
1532411124000,,,,,338.21,
1532485297000,,,,,98.68,
1532558514000,,,,,75.09,
1532632522000,,,,,1208.69,
1532706031000,,,,,759.15,
1532778335000,,,,,174.97,
1532849626000,,,,,94.02,
1532921962000,,,,,104.71,
1532994160000,,,,,306.06,
1533067467000,,,,,106.25,
1533141286000,,,,,952.86,
1533214941000,,,,,2650.96,
1533288091000,,,,,259.89,
1533360489000,,,,,,
1533432998000,,,,,23432.66,
1533505953000,,,,,768.70,
1533578575000,,,,,2032.93,
1533651925000,,,,,733.25,
1533724916000,,,,,112.43,
1533797508000,,,,,1716.57,
1533870537000,,,,,92.37,
1533943288000,,,,,5621.88,
1534016212000,,,,,65394.50,
1534090711000,,,,,28087.19,
1534163628000,,,,,17059.94,
1534236905000,,,,,4390.53,
1534309134000,,,,,2479.44,
1534381971000,,,,,569.60,
1534454722000,,,,,3866.41,
1534527690000,,,,,59948.59,
1534602524000,,,,,346.58,
1534675224000,,,,,38.30,
1534747701000,,,,,6207.89,
1534820720000,,,,,1565.58,
1534892931000,,,,,575.04,
1534965694000,,,,,33.28,
1535039951000,,,,,314.33,
1535112747000,,,,,642.36,
1535185292000,,,,,288.42,
1535257864000,,,,,,
1535331135000,,,,,,
1535403660000,,,,,1182.26,
1535477339000,,,,,12022.22,
1535550907000,,,,,3412.40,
1535623054000,,,,,4252.36,
1535695540000,,,,,1211.93,
1535768227000,,,,,4348.40,
1535842094000,,,,,941.83,
1535914482000,,,,,603.74,
1535987210000,,,,,87.83,
1536059758000,,,,,661.76,
1536132247000,,,,,934.06,
1536204432000,,,,,1159.20,
1536276091000,,,,,257.88,
1536348963000,,,,,1804.16,
1536421628000,,,,,2959.16,
1536495403000,,,,,3553.78,
1536568351000,,,,,2122.36,
1536639507000,,,,,7060.09,
1536711510000,,,,,5922.57,
1536783125000,,,,,2997.87,
1536854753000,,,,,2271.03,
1536925887000,,,,,4584.52,
1536997175000,,,,,2117.77,
1537069009000,,,,,111.81,
1537139381000,,,,,39588.20,
1537210708000,,,,,5254.78,
1537282705000,,,,,774.19,
1537353835000,,,,,881.66,
1537424834000,,,,,408.73,
1537497361000,,,,,648.68,
1537568218000,,,,,1422.77,
1537639728000,,,,,1627.58,
1537710354000,,,,,147.08,
1537781366000,,,,,3694.15,
1537852317000,,,,,1924.68,
1537922897000,,,,,713.32,
1537993834000,,,,,80.48,
1538065170000,,,,,734.95,
1538135659000,,,,,12953.67,
1538207020000,,,,,1789.83,
1538277094000,,,,,1159.22,
1538348235000,,,,,1856.16,
1538418856000,,,,,1714.34,
1538489640000,,,,,1174.74,
1538560179000,,,,,1923.11,
1538631256000,,,,,3988.81,
1538700722000,,,,,5146.68,
1538771727000,,,,,1939.38,
1538841320000,,,,,455.97,
1538911026000,,,,,6501.82,
1538980216000,,,,,304.29,
1539049430000,,,,,2690.22,
1539120813000,,,,,671.18,
1539190730000,,,,,1209.02,
1539260859000,,,,,764.58,
1539330275000,,,,,39.36,
1539400992000,,,,,2439.75,
1539470509000,,,,,152.76,
1539541019000,,,,,175.92,
1539611779000,,,,,350.59,
1539682267000,,,,,,
1539752649000,,,,,795.87,
1539822973000,,,,,187.56,
1539893301000,,,,,3513.49,
1539964665000,,,,,360.39,
1540035461000,,,,,341.49,
1540105380000,,,,,,
1540175783000,,,,,,
1540247628000,,,,,1496.44,
1540317582000,,,,,842.93,
1540388140000,,,,,233.36,
1540458691000,,,,,3919.65,
1540528530000,,,,,1256.83,
1540599331000,,,,,220.24,
1540669979000,,,,,500.19,
1540740577000,,,,,673.97,
1540812281000,,,,,200.46,
1540882459000,,,,,344.36,
1540953530000,,,,,1809.66,
1541023512000,,,,,566.02,
1541094934000,,,,,174.77,
1541166376000,,,,,2850.52,
1541237446000,,,,,2749.15,
1541307140000,,,,,458.61,
1541378245000,,,,,,
1541449770000,,,,,2122.89,
1541521033000,,,,,1451.84,
1541592294000,,,,,164.64,
1541662439000,,,,,,
1541733218000,,,,,53.38,
1541804044000,,,,,2142.56,
1541874538000,,,,,853.20,
1541945087000,,,,,,
1542016384000,,,,,4981.30,
1542085646000,,,,,2634.06,
1542156560000,,,,,1236.60,
1542228035000,,,,,4670.41,
1542298725000,,,,,1755.96,
1542368660000,,,,,197.76,
1542440006000,,,,,208.76,
1542510859000,,,,,88.73,
1542580287000,,,,,108.80,
1542652239000,,,,,322.20,
1542723747000,,,,,239.63,
1542795271000,,,,,653.20,
1542866477000,,,,,,
1542936877000,,,,,1193.31,
1543007269000,,,,,269.35,
1543077801000,,,,,164.30,
1543148698000,,,,,2998.75,
1543218413000,,,,,1552.42,
1543289948000,,,,,885.49,
1543362296000,,,,,17.64,
1543434172000,,,,,,
1543504581000,,,,,2709.46,
1543575859000,,,,,4507.81,
1543646812000,,,,,1246.63,
1543718667000,,,,,4674.09,
1543789997000,,,,,645.27,
1543862329000,,,,,3225.25,
1543932926000,,,,,95.35,
1544005220000,,,,,1901.22,
1544076879000,,,,,419.19,
1544148198000,,,,,2656.68,
1544220287000,,,,,714.88,
1544291964000,,,,,236.16,
1544363331000,,,,,685.62,
1544433268000,,,,,2143.41,
1544503865000,,,,,2564.69,
1544576147000,,,,,965.02,
1544647316000,,,,,7128.42,
1544718309000,,,,,2419.46,
1544789693000,,,,,2791.96,
1544860802000,,,,,95.79,
1544931651000,,,,,,
1545003100000,,,,,26410.14,
1545076575000,,,,,10344.94,
1545151038000,,,,,20668.01,
1545224266000,,,,,17.66,
1545298309000,,,,,11108.85,
1545371765000,,,,,11425.72,
1545444975000,,,,,7471.76,
1545518580000,,,,,121.99,
1545592165000,,,,,3064.43,
1545664945000,,,,,3848.21,
1545737520000,,,,,50.62,
1545810031000,,,,,,
1545883479000,,,,,296.65,
1545956158000,,,,,31.49,
1546029906000,,,,,4161.65,
1546103201000,,,,,758.63,
1546175667000,,,,,,
1546247915000,,,,,,
1546320878000,,,,,626.55,
1546394518000,,,,,557.14,
1546466952000,,,,,1479.46,
1546544000000,,,,,2462.88,
1546622719000,,,,,1448.53,
1546699391000,,,,,3423.52,
1546776424000,,,,,971.03,
1546854270000,,,,,960.74,
1546931422000,,,,,5764.95,
1547008514000,,,,,6087.36,
1547086233000,,,,,694.43,
1547163262000,,,,,2450.75,
1547240860000,,,,,3920.35,
1547318473000,,,,,1495.36,
1547396030000,,,,,21535.68,
1547472692000,,,,,6152.22,
1547549533000,,,,,1705.26,
1547626847000,,,,,3595.33,
1547704633000,,,,,3255.20,
1547781728000,,,,,3884.31,
1547859045000,,,,,1695.56,
1547934719000,,,,,2933.47,
1548012002000,,,,,678.07,
1548095978000,,,,,5947.18,
1548180548000,,,,,9541.59,
1548266597000,,,,,8291.00,
1548351788000,,,,,,
