timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1534090711000,,,,905.34,
1534163628000,,,,2749.95,
1534236905000,,,,1103.53,
1534309134000,,,,965.67,
1534381971000,,,,16.84,
1534454722000,,,,505.08,
1534527690000,,,,224.14,
1534602524000,,,,127.45,
1534675224000,,,,261.64,
1534747701000,,,,758.34,
1534820720000,,,,365.00,
1534892931000,,,,2833.57,
1534965694000,,,,455.37,
1535039951000,,,,332.31,
1535112747000,,,,1487.34,
1535185292000,,,,1327.21,
1535257864000,,,,57.98,
1535331135000,,,,322.89,
1535403660000,,,,138.36,
1535477339000,,,,2.21,
1535550907000,,,,35.53,
1535623054000,,,,10903.14,
1535695540000,,,,3116.12,
1535768227000,,,,3027.02,
1535842094000,,,,416.64,
1535914482000,,,,255.70,
1535987210000,,,,534.46,
1536059758000,,,,535.49,
1536132247000,,,,668.13,
1536204432000,,,,314.89,
1536276091000,,,,329.16,
1536348963000,,,,39.38,
1536421628000,,,,212.92,
1536495403000,,,,488.13,
1536568351000,,,,62.41,
1536639507000,,,,80.73,
1536711510000,,,,2236.80,
1536783125000,,,,628.44,
1536854753000,,,,165.22,
1536925887000,,,,,
1536997175000,,,,253.68,
1537069009000,,,,221.97,
1537139381000,,,,57.20,
1537210708000,,,,,
1537282705000,,,,330.95,
1537353835000,,,,9.17,
1537424834000,,,,432.10,
1537497361000,,,,204.89,
1537568218000,,,,920.88,
1537639728000,,,,78.66,
1537710354000,,,,2476.15,
1537781366000,,,,1039.53,
1537852317000,,,,637.48,
1537922897000,,,,3667.67,
1537993834000,,,,458.23,
1538065170000,,,,5080.64,
1538135659000,,,,,
1538207020000,,,,5.88,
1538277094000,,,,352.00,
1538348235000,,,,191.04,
1538418856000,,,,181.59,
1538489640000,,,,370.94,
1538560179000,,,,32.15,
1538631256000,,,,205.09,
1538700722000,,,,75.65,
1538771727000,,,,191.61,
1538841320000,,,,64.03,
1538911026000,,,,75.81,
1538980216000,,,,302.50,
1539049430000,,,,65.45,
1539120813000,,,,160.02,
1539190730000,,,,156.91,
1539260859000,,,,291.71,
1539330275000,,,,149.68,
1539400992000,,,,6569.46,
1539470509000,,,,1106.47,
1539541019000,,,,664.80,
1539611779000,,,,132.48,
1539682267000,,,,70.84,
1539752649000,,,,314.13,
1539822973000,,,,1208.54,
1539893301000,,,,2804.29,
1539964665000,,,,2651.10,
1540035461000,,,,1025.10,
1540105380000,,,,638.03,
1540175783000,,,,1424.88,
1540247628000,,,,985.56,
1540317582000,,,,1802.88,
1540388140000,,,,3829.61,
1540458691000,,,,7489.09,
1540528530000,,,,740.18,
1540599331000,,,,5849.79,
1540669979000,,,,727.37,
1540740577000,,,,10821.41,
1540812281000,,,,6076.58,
1540882459000,,,,1716.50,
1540953530000,,,,3567.11,
1541023512000,,,,24530.02,
1541094934000,,,,529.70,
1541166376000,,,,60.64,
1541237446000,,,,2763.85,
1541307140000,,,,,
1541378245000,,,,899.49,
1541449770000,,,,80.48,
1541521033000,,,,267.23,
1541592294000,,,,57.86,
1541662439000,,,,124.10,
1541733218000,,,,0.00,
1541804044000,,,,521.01,
1541874538000,,,,165.91,
1541945087000,,,,860.89,
1542016384000,,,,503.03,
1542085646000,,,,266.65,
1542156560000,,,,1153.32,
1542228035000,,,,500.35,
1542298725000,,,,879.68,
1542368660000,,,,240.65,
1542440006000,,,,166.61,
1542510859000,,,,794.74,
1542580287000,,,,510.19,
1542652239000,,,,3410.61,
1542723747000,,,,2091.63,
1542795271000,,,,4515.87,
1542866477000,,,,2352.50,
1542936877000,,,,424.24,
1543007269000,,,,1703.30,
1543077801000,,,,45.33,
1543148698000,,,,1230.36,
1543218413000,,,,824.13,
1543289948000,,,,121.25,
1543362296000,,,,471.00,
1543434172000,,,,841.08,
1543504581000,,,,895.14,
1543575859000,,,,1165.23,
1543646812000,,,,974.08,
1543718667000,,,,732.08,
1543789997000,,,,487.45,
1543862329000,,,,31.71,
1543932926000,,,,1069.48,
1544005220000,,,,2151.51,
1544076879000,,,,1312.13,
1544148198000,,,,462.59,
1544220287000,,,,575.14,
1544291964000,,,,813.95,
1544363331000,,,,874.20,
1544433268000,,,,2060.37,
1544503865000,,,,,
1544576147000,,,,158.95,
1544647316000,,,,,
1544718309000,,,,487.19,
1544789693000,,,,1238.30,
1544860802000,,,,210.81,
1544931651000,,,,107.60,
1545003100000,,,,2932.32,
1545076575000,,,,3002.95,
1545151038000,,,,12664.13,
1545224266000,,,,1024.38,
1545298309000,,,,3156.33,
1545371765000,,,,645.37,
1545444975000,,,,794.57,
1545518580000,,,,,
1545592165000,,,,,
1545664945000,,,,29.72,
1545737520000,,,,221.61,
1545810031000,,,,20.86,
1545883479000,,,,6453.75,
1545956158000,,,,626.75,
1546029906000,,,,110.70,
1546103201000,,,,542.58,
1546175667000,,,,15.59,
1546247915000,,,,,
1546320878000,,,,,
1546394518000,,,,,
1546466952000,,,,155.33,
1546544000000,,,,2272.90,
1546622719000,,,,1599.65,
1546699391000,,,,,
1546776424000,,,,1579.38,
1546854270000,,,,331.71,
1546931422000,,,,34.28,
1547008514000,,,,63.11,
1547086233000,,,,1204.36,
1547163262000,,,,220.53,
1547240860000,,,,168.23,
1547318473000,,,,,
1547396030000,,,,,
1547472692000,,,,39.05,
1547549533000,,,,109.46,
1547626847000,,,,,
1547704633000,,,,142.35,
1547781728000,,,,573.88,
1547859045000,,,,94.77,
1547934719000,,,,,
1548012002000,,,,,
1548095978000,,,,,
1548180548000,,,,86.90,
1548266597000,,,,19.02,
1548351788000,,,,,
1548436981000,,,,1312.37,
1548521909000,,,,263.15,
1548607305000,,,,4607.55,
1548695090000,,,,,210.28
1548784331000,,,,,381.62
1548872168000,152.51,,,,
1548959406000,0.88,,,,
1549048111000,73.39,,,,
1549136870000,16.95,,,,
1549225465000,,,,,
1549312025000,,,,,
1549400397000,40.93,,,,
1549488758000,,,,,
1549576572000,,,,,
1549664587000,,,,,
1549752194000,,,,,
1549853106000,594.68,,,,
1549954624000,651.98,,,,
1550057114000,182.96,,,,
1550160727000,2.38,,,,
1550264379000,21.37,,,,
1550367666000,,,,,
1550471025000,125.79,,,,
1550573262000,106.47,,,,
1550675116000,129.28,,,,
1550776436000,262.18,,,,
1550878296000,287.29,,,,
1550978228000,0.00,,,,
1551078586000,81.99,,,,
1551181750000,1309.27,,,,
1551281880000,125.46,,,,
1551383524000,23.85,,,,
1551459490000,,,,,
1551527005000,,,,,
1551595407000,209.93,,,,
1551662535000,,,,,
1551730739000,,,,,
1551798808000,0.03,,,,
1551865512000,0.00,,,,
1551932302000,155.85,,,,
1551999434000,623.33,,,,
1552066766000,1414.04,,,,
1552134613000,334.53,,,,
1552201544000,232.52,,,,
1552268725000,112.89,,,,
1552336045000,2951.13,,,,
1552403003000,137.77,,,,
1552470545000,,,,,
1552537130000,17.93,,,,
1552605435000,,,,,
1552671597000,12.41,,,,
1552738081000,316.46,,,,
1552805598000,11.36,,,,
1552872817000,11.55,,,,
1552940619000,0.02,,,,
1553008742000,,,,,
1553075047000,,,,,
1553142018000,1326.43,,,,
1553209653000,16.13,,,,
1553277395000,1464.08,,,,
1553344849000,251.14,,,,
1553411888000,869.86,,,,
1553478679000,337.87,,,,
1553546051000,,,,,
1553614241000,1599.45,,,,
1553681868000,908.85,,,,
1553749152000,445.60,,,,
1553816450000,787.08,,,,
1553884334000,9732.59,,,,
1553953102000,1041.72,,,,
1554019932000,235.15,,,,
1554086578000,218.46,,,,
1554153946000,6549.36,,,,
1554222678000,4464.87,,,,
1554290288000,23.10,,,,
1554358137000,76.98,,,,
1554425436000,254.00,,,,
1554493384000,4434.78,,,,
1554559454000,1042.63,,,,
1554626505000,1262.94,,,,
1554693632000,250.37,,,,
1554760411000,2626.54,,,,
1554827345000,439.06,,,,
1554894627000,2307.43,,,,
1554961787000,694.85,,,,
1555029655000,135.01,,,,
1555096914000,1724.03,,,,
1555163830000,945.69,,,,
1555230712000,150.65,,,,
1555297496000,136.58,,,,
1555364629000,197.14,,,,
1555431616000,115.67,,,,
1555500111000,71.73,,,,
1555566912000,20.36,,,,
1555634415000,,,,,
1555701653000,244.87,,,,
1555769476000,2437.66,,,,
1555837014000,1030.27,,,,
1555904097000,984.23,,,,
1555970540000,38.34,,,,
1556038531000,154.91,,,,
1556107407000,209.08,,,,
1556173928000,314.35,,,,
1556241200000,191.20,,,,
1556308450000,2410.16,,,,
1556374991000,2564.59,,,,
1556442410000,,,,,
1556509346000,,,,,
1556576806000,9186.26,,,,
1556643967000,4592.83,,,,
1556711534000,2148.22,,,,
1556778136000,1394.30,,,,
1556845234000,39.59,,,,
1556913235000,835.30,,,,
1556979262000,703.12,,,,
1557047080000,5749.99,,,,
1557114439000,,,,,
1557182260000,,,,,
1557249608000,,,,,
1557318081000,,,,,
1557385675000,,,,,
1557453624000,,,,,
1557521031000,,,,,
1557588222000,4.77,,,,
1557655069000,372.86,,,,
1557722567000,,,,,
1557790675000,46.85,,,,
1557857642000,9085.15,,,,
1557924398000,2512.10,,,,
1557992058000,1229.41,,,,
1558059268000,725.59,,,,
1558126732000,389.64,,,,
1558194179000,679.10,,,,
1558262228000,3999.09,,,,
1558329711000,3046.36,,,,
1558397321000,1648.03,,,,
1558466162000,850.41,,,,
1558533192000,696.80,,,,
1558601405000,1707.28,,,,
1558669169000,1387.85,,,,
1558736680000,263.23,,,,
1558803191000,1131.18,,,,
1558871016000,1188.46,,,,
1558937464000,351.85,,,,
1559004601000,,,,,
1559072957000,,,,,
1559139434000,1967.86,,,,
1559206701000,,,,,
1559274975000,1018.01,,,,
1559341699000,5265.25,,,,
1559409902000,398.40,,,,
1559477256000,981.44,,,,
1559545066000,2673.06,,,,
1559613008000,,,,,
1559680478000,242.53,,,,
1559748180000,1279.80,,,,
1559815480000,433.87,,,,
1559882780000,50.88,,,,
1559950737000,,,,,
1560018665000,68.53,,,,
1560086804000,159.60,,,,
1560153643000,,,,,
1560221421000,23350.95,,,,
1560289199000,4017.38,,,,
1560356878000,5847.40,,,,
1560423930000,28.66,,,,
1560491307000,2025.23,,,,
1560558991000,696.58,,,,
1560626789000,1274.62,,,,
1560694377000,,,,,
1560761916000,57.99,,,,
1560829590000,135.04,,,,
1560897457000,763.04,,,,
1560964413000,515.88,,,,
1561032579000,698.04,,,,
1561100149000,82.95,,,,
1561168282000,,,,,
1561234762000,1559.23,,,,
1561302398000,0.00,,,,
1561369418000,256.07,,,,
1561436953000,1793.37,,,,
1561504004000,938.06,,,,
1561570799000,6194.53,,,,
1561638755000,3652.28,,,,
1561706755000,,,,,
1561774045000,,,,,
1561840989000,405.30,,,,
1561907952000,,,,,
1561975491000,,,,,
1562042620000,,,,,
1562110262000,1847.16,,,,
1562178137000,523.04,,,,
1562245083000,,,,,
1562312263000,,,,,
1562380043000,,,,,
1562446275000,,,,,
1562513829000,,,,,
1562580710000,8.53,,,,
1562647935000,5656.97,,,,
1562714668000,4463.40,,,,
1562782053000,1285.49,,,,
1562848961000,1118.53,,,,
1562916876000,2439.50,,,,
1562984792000,549.59,,,,
1563051887000,562.27,,,,
1563118325000,,,,,
1563185341000,180.95,,,,
1563253666000,,,,,
1563322130000,,,,,
1563390506000,,,,,
1563456683000,,,,,
1563524083000,,,,,
1563591824000,,,,,
1563657984000,2721.33,,,,
1563725454000,609.18,,,,
1563792449000,444.77,,,,
1563858874000,,,,,
1563925785000,,0.00,,,
1563992752000,,355.98,,,
1564060720000,,493.25,,,
1564128623000,,263.72,,,
1564194770000,,3.91,,,
1564261351000,,,,,
1564329190000,,438.29,,,
1564395991000,,,,,
1564463477000,,,,,
1564530020000,,378.63,,,
1564597821000,,,,,
1564665039000,,,,,
1564732022000,,,,,
1564799107000,,78.34,,,
1564865751000,,,,,
1564932781000,,2606.76,,,
1564999286000,,1314.13,,,
1565066439000,,276.37,,,
1565133760000,,,,,
1565200774000,,,,,
1565267861000,,164.63,,,
1565334762000,,471.96,,,
1565401917000,,1023.29,,,
1565468754000,,1409.05,,,
1565536629000,,100.09,,,
1565603145000,,52.23,,,
1565669720000,,,,,
1565737101000,,1196.41,,,
1565803734000,,2244.69,,,
1565871010000,,2429.26,,,
1565938594000,,468.71,,,
1566005643000,,356.97,,,
1566071734000,,1003.13,,,
1566139968000,,129.62,,,
1566206924000,,183.95,,,
1566273958000,,487.06,,,
1566340899000,,35.13,,,
1566408719000,,685.85,,,
1566474986000,,490.76,,,
1566542876000,,236.09,,,
1566609532000,,1241.73,,,
1566677699000,,,,,
1566744845000,,487.38,,,
1566811311000,,,,,
1566879172000,,545.68,,,
1566946162000,,1520.63,,,
1567013670000,,1132.91,,,
1567080503000,,,,,
1567147214000,,,,,
1567214663000,,,,,
1567281961000,,3644.25,,,
1567349460000,,884.52,,,
1567416716000,,65.36,,,
1567484031000,,,,,
1567551463000,,486.30,,,
1567619231000,,,,,
1567685589000,,816.46,,,
1567753902000,,110.00,,,
1567820847000,,321.58,,,
1567887785000,,6114.12,,,
1567955110000,,959.57,,,
1568023141000,,,,,
1568089878000,,501.53,,,
1568157833000,,,,,
1568225074000,,,,,
1568292523000,,,,,
1568360055000,,,,,
1568427970000,,,,,
1568495114000,,,,,
1568562808000,,,,,
1568630407000,,,,,
1568696458000,,3815.70,,,
1568764187000,,1032.79,,,
1568830698000,,423.25,,,
1568898597000,,510.09,,,
1568967137000,,,,,
1569034094000,,,,,
1569100750000,,,,,
1569168482000,,,,,
1569236030000,,,,,
1569303544000,,,,,
1569371996000,,,,,
1569439704000,,,,,
1569507924000,,,,,
1569575662000,,,,,
1569642495000,,,,,
1569709939000,,,,,
1569777994000,,,,,
1569845721000,,,915.24,,
1569912741000,,,53.09,,
1569979950000,,,,,
1570047984000,,,36.98,,
