timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1531896343000,,,,,,
1531971151000,,,,,617.58,
1532045631000,,,,,183.65,
1532118564000,,,,,376.75,
1532191928000,,,,,675.14,
1532264894000,,,,,1380.49,
1532336677000,,,,,161.98,
1532411124000,,,,,3469.81,
1532485297000,,,,,119.28,
1532558514000,,,,,4299.48,
1532632522000,,,,,710.86,
1532706031000,,,,,18.81,
1532778335000,,,,,99.93,
1532849626000,,,,,652.83,
1532921962000,,,,,8048.80,
1532994160000,,,,,2084.64,
1533067467000,,,,,1980.71,
1533141286000,,,,,3044.21,
1533214941000,,,,,833.42,
1533288091000,,,,,217.99,
1533360489000,,,,,281.54,
1533432998000,,,,,771.13,
1533505953000,,,,,323.16,
1533578575000,,,,,198.42,
1533651925000,,,,,646.14,
1533724916000,,,,,10.00,
1533797508000,,,,,70.51,
1533870537000,,,,,147.13,
1533943288000,,,,,480.34,
1534016212000,,,,,2553.51,
1534090711000,,,,,1443.91,
1534163628000,,,,,693.42,
1534236905000,,,,,1471.51,
1534309134000,,,,,2249.32,
1534381971000,,,,,1897.10,
1534454722000,,,,,958.21,
1534527690000,,,,,394.22,
1534602524000,,,,,920.69,
1534675224000,,,,,1057.07,
1534747701000,,,,,,
1534820720000,,,,,1274.48,
1534892931000,,,,,2984.27,
1534965694000,,,,,7369.30,
1535039951000,,,,,1127.75,
1535112747000,,,,,536.40,
1535185292000,,,,,51.37,
1535257864000,,,,,909.74,
1535331135000,,,,,485.05,
1535403660000,,,,,878.63,
1535477339000,,,,,214.45,
1535550907000,,,,,767.64,
1535623054000,,,,,392.26,
1535695540000,,,,,2636.25,
1535768227000,,,,,587.69,
1535842094000,,,,,180.87,
1535914482000,,,,,325.06,
1535987210000,,,,,,
1536059758000,,,,,186.90,
1536132247000,,,,,2255.45,
1536204432000,,,,,865.67,
1536276091000,,,,,306.80,
1536348963000,,,,,1173.00,
1536421628000,,,,,441.89,
1536495403000,,,,,1846.45,
1536568351000,,,,,525.03,
1536639507000,,,,,,
1536711510000,,,,,1858.00,
1536783125000,,,,,1934.23,
1536854753000,,,,,1505.92,
1536925887000,,,,,,
1536997175000,,,,,517.13,
1537069009000,,,,,2078.66,
1537139381000,,,,,916.91,
1537210708000,,,,,0.36,
1537282705000,,,,,200.89,
1537353835000,,,,,413.90,
1537424834000,,,,,317.18,
1537497361000,,,,,561.64,
1537568218000,,,,,1292.21,
1537639728000,,,,,,
1537710354000,,,,,,
1537781366000,,,,,70.02,
1537852317000,,,,,79.69,
1537922897000,,,,,2310.16,
1537993834000,,,,,,
1538065170000,,,,,1185.02,
1538135659000,,,,,391.98,
1538207020000,,,,,378.08,
1538277094000,,,,,259.68,
1538348235000,,,,,1698.47,
1538418856000,,,,,4763.10,
1538489640000,,,,,5520.49,
1538560179000,,,,,4632.99,
1538631256000,,,,,2402.05,
1538700722000,,,,,2809.93,
1538771727000,,,,,1361.37,
1538841320000,,,,,503.60,
1538911026000,,,,,2843.57,
1538980216000,,,,,1905.79,
1539049430000,,,,,2257.87,
1539120813000,,,,,6703.85,
1539190730000,,,,,4586.33,
1539260859000,,,,,1803.45,
1539330275000,,,,,367.02,
1539400992000,,,,,7456.01,
1539470509000,,,,,5888.89,
1539541019000,,,,,8110.39,
1539611779000,,,,,2803.42,
1539682267000,,,,,2187.33,
1539752649000,,,,,1733.86,
1539822973000,,,,,117.85,
1539893301000,,,,,2355.15,
1539964665000,,,,,466.79,
1540035461000,,,,,478.17,
1540105380000,,,,,1329.09,
1540175783000,,,,,,
1540247628000,,,,,3024.14,
1540317582000,,,,,773.68,
1540388140000,,,,,,
1540458691000,,,,,1185.81,
1540528530000,,,,,6232.49,
1540599331000,,,,,4850.37,
1540669979000,,,,,23740.03,
1540740577000,,,,,21021.85,
1540812281000,,,,,87137.87,
1540882459000,,,,,7842.03,
1540953530000,,,,,14006.40,
1541023512000,,,,,15922.91,
1541094934000,,,,,3739.84,
1541166376000,,,,,4683.75,
1541237446000,,,,,91805.74,
1541307140000,,,,,154389.47,
1541378245000,,,,,55342.55,
1541449770000,,,,,60554.33,
1541521033000,,,,,15271.12,
1541592294000,,,,,396055.78,
1541662439000,,,,,54809.94,
1541733218000,,,,,17211.46,
1541804044000,,,,,33831.39,
1541874538000,,,,,55693.45,
1541945087000,,,,,41924.63,
