timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1544433268000,,,,,,
1544503865000,,,,,4177.97,
1544576147000,,,,,2401.44,
1544647316000,,,,,367.37,
1544718309000,,,,,447.45,
1544789693000,,,,,1236.08,
1544860802000,,,,,1821.30,
1544931651000,,,,,1764.39,
1545003100000,,,,,346.01,
1545076575000,,,,,3531.99,
1545151038000,,,,,2990.39,
1545224266000,,,,,5592.46,
1545298309000,,,,,3539.18,
1545371765000,,,,,860.22,
1545444975000,,,,,1399.38,
1545518580000,,,,,348.84,
1545592165000,,,,,789.62,
1545664945000,,,,,5749.89,
1545737520000,,,,,3463.78,
1545810031000,,,,,3015.18,
1545883479000,,,,,5483.46,
1545956158000,,,,,2686.37,
1546029906000,,,,,422.01,
1546103201000,,,,,6555.48,
1546175667000,,,,,3021.55,
1546247915000,,,,,1228.52,
1546320878000,,,,,31507.37,
1546394518000,,,,,3433.85,
1546466952000,,,,,8591.56,
1546544000000,,,,,561.10,
1546622719000,,,,,5993.84,
1546699391000,,,,,12722.73,
1546776424000,,,,,6678.94,
1546854270000,,,,,1006.96,
1546931422000,,,,,1077.23,
1547008514000,,,,,3854.80,
1547086233000,,,,,1896.08,
1547163262000,,,,,4350.63,
1547240860000,,,,,3362.87,
1547318473000,,,,,7216.38,
1547396030000,,,,,3144.32,
1547472692000,,,,,1933.24,
1547549533000,,,,,6969.35,
1547626847000,,,,,791.66,
1547704633000,,,,,218.18,
1547781728000,,,,,1961.11,
1547859045000,,,,,1310.33,
1547934719000,,,,,1015.35,
1548012002000,,,,,970.15,
1548095978000,,,,,321.32,
1548180548000,,,,,958.54,
1548266597000,,,,,524.18,
1548351788000,,,,,717.81,
1548436981000,,,,,11427.57,
1548521909000,,,,,13325.42,
1548607305000,,,,,3081.99,
1548695090000,,11646.21,,,206.35,
1548784331000,,8184.66,,,,
