timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1529385239000,,,,,,
1529459855000,,,470.71,,,
1529534480000,,,521.97,,,
1529607759000,,,439.57,,,
1529682434000,,,1116.90,,,
1529756296000,,,1548.91,,,
1529828276000,,,1418.39,,,
1529902416000,,,1253.78,,,
1529979078000,,,368.17,,,
1530054421000,,,178.90,,,
1530128282000,,,,,,
1530203197000,,,219.15,,,
1530278431000,,,343.30,,,
1530351013000,,,963.40,,,
1530426268000,,,171.71,,,
1530499615000,,,691.97,,,
1530572217000,,,655.72,,,
1530646642000,,,,,,
1530720604000,,,,,,
1530794550000,,,649.64,,,
1530868977000,,,1028.96,,,
1530942968000,,,,,,
1531017892000,,,1337.15,,,
1531093254000,,,456.73,,,
1531167486000,,,250.00,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,423.16,,,
1531459813000,,,734.14,,,
1531532086000,,,,,,
1531603912000,,,208.80,,,
1531675397000,,,166.07,,,
1531748307000,,,433.36,,,
1531822417000,,,208.57,,,
1531896343000,,,441.11,,,
1531971151000,,,666.23,,,
1532045631000,,,834.18,,,
1532118564000,,,869.68,,,
1532191928000,,,730.83,,,
1532264894000,,,,,,
1532336677000,,,1182.42,,,
1532411124000,,,1047.86,,,
1532485297000,,,558.69,,,
1532558514000,,,611.91,,,
1532632522000,,,830.78,,,
1532706031000,,,474.40,,,
1532778335000,,,,,,
1532849626000,,,,,,
1532921962000,,,401.67,,,
1532994160000,,,2644.91,,,
1533067467000,,,2541.74,,,
1533141286000,,,372.70,,,
1533214941000,,,1448.40,,,
1533288091000,,,865.13,,,
1533360489000,,,1389.52,,,
1533432998000,,,1191.49,,,
1533505953000,,,1394.32,,,
1533578575000,,,313.67,,,
1533651925000,,,705.73,,,
1533724916000,,,312.00,,,
1533797508000,,,477.35,,,
1533870537000,,,,,,
1533943288000,,,,,,
1534016212000,,,1415.67,,,
1534090711000,,,,,,
1534163628000,,,1304.26,,,
1534236905000,,,2499.48,,,
1534309134000,,,1356.93,,,
1534381971000,,,1387.29,,,
1534454722000,,,285.59,,,
1534527690000,,,1674.81,,,
1534602524000,,,1167.88,,,
1534675224000,,,579.13,,,
1534747701000,,,543.92,,,
1534820720000,,,180.94,,,
1534892931000,,,534.50,,,
1534965694000,,,4622.23,,,
1535039951000,,,2384.72,,,
1535112747000,,,1713.35,,,
1535185292000,,,2682.02,,,
1535257864000,,,1654.11,,,
1535331135000,,,1713.52,,,
1535403660000,,,632.88,,,
1535477339000,,,1104.92,,,
1535550907000,,,1092.09,,,
1535623054000,,,472.45,,,
1535695540000,,,243.56,,,
1535768227000,,,780.66,,,
1535842094000,,,558.56,,,
1535914482000,,,169.08,,,
1535987210000,,,310.89,,,
1536059758000,,,168.72,,,
1536132247000,,,274.10,,,
1536204432000,,,810.70,,,
1536276091000,,,1251.00,,,
1536348963000,,,1787.70,,,
1536421628000,,,,,,
1536495403000,,,,,,
1536568351000,,,,,,
1536639507000,,,,,,
1536711510000,,,740.17,,,
1536783125000,,,520.23,,,
1536854753000,,,772.33,,,
1536925887000,,,1595.76,,,
1536997175000,,,467.64,,,
1537069009000,,,272.84,,,
1537139381000,,,738.53,,,
1537210708000,,,2203.44,,,
1537282705000,,,1312.12,,,
1537353835000,,,239.39,,,
1537424834000,,,713.08,,,
1537497361000,,,1549.22,,,
1537568218000,,,998.93,,,
1537639728000,,,,,,
1537710354000,,,1051.80,,,
1537781366000,,,332.28,,,
1537852317000,,,639.27,,,
1537922897000,,,1785.85,,,
1537993834000,,,685.55,,,
1538065170000,,,305.01,,,
1538135659000,,,179.71,,,
1538207020000,,,2177.84,,,
1538277094000,,,329.65,,,
1538348235000,,,477.71,,,
1538418856000,,,,,,
1538489640000,,,190.02,,,
1538560179000,,,,,,
1538631256000,,,,,,
1538700722000,,,3.03,,,
1538771727000,,,339.67,,,
1538841320000,,,196.59,,,
1538911026000,,,3425.82,,,
1538980216000,,,,,,
1539049430000,,,1472.96,,,
1539120813000,,,608.21,,,
1539190730000,,,410.17,,,
1539260859000,,,2182.54,,,
1539330275000,,,1256.10,,,
1539400992000,,,1783.81,,,
1539470509000,,,783.55,,,
1539541019000,,,1619.32,,,
1539611779000,,,3075.83,,,
1539682267000,,,1484.19,,,
1539752649000,,,2175.53,,,
1539822973000,,,1018.71,,,
1539893301000,,,4524.06,,,
1539964665000,,,481.53,,,
1540035461000,,,11.23,,,
1540105380000,,,1666.01,,,
1540175783000,,,1730.90,,,
1540247628000,,,721.86,,,
1540317582000,,,1264.70,,,
1540388140000,,,1218.67,,,
1540458691000,,,,,,
1540528530000,,,939.88,,,
1540599331000,,,349.44,,,
1540669979000,,,2527.03,,,
1540740577000,,,312.15,,,
1540812281000,,,349.09,,,
1540882459000,,,1794.74,,,
1540953530000,,,304.09,,,
1541023512000,,,,,,
1541094934000,,,5340.14,,,
1541166376000,,,4207.32,,,
1541237446000,,,1729.54,,,
1541307140000,,,466.69,,,
1541378245000,,,1332.65,,,
1541449770000,,,78.28,,,
1541521033000,,,1312.15,,,
1541592294000,,,560.07,,,
1541662439000,,,3594.61,,,
1541733218000,,,497.11,,,
1541804044000,,,,,,
1541874538000,,,685.71,,,
1541945087000,,,387.51,,,
1542016384000,,,638.33,,,
1542085646000,,,,,,
1542156560000,,,,,,
1542228035000,,,2071.91,,,
1542298725000,,,2376.94,,,
1542368660000,,,6017.49,,,
1542440006000,,,370.36,,,
1542510859000,,,695.34,,,
1542580287000,,,210.49,,,
1542652239000,,,1644.69,,,
1542723747000,,,1226.62,,,
1542795271000,,,5971.24,,,
1542866477000,,,2267.42,,,
1542936877000,,,526.89,,,
1543007269000,,,336.20,,,
1543077801000,,,524.62,,,
1543148698000,,,1414.66,,,
1543218413000,,,1035.88,,,
1543289948000,,,318.31,,,
1543362296000,,,22371.29,,,
1543434172000,,,33296.79,,,
1543504581000,,,1935.39,,,
1543575859000,,,3335.50,,,
1543646812000,,,80.38,,,
1543718667000,,,337.13,,,
1543789997000,,,620.65,,,
1543862329000,,,669.59,,,
1543932926000,,,635.24,,,
1544005220000,,,568.91,,,
1544076879000,,,169.65,,,
1544148198000,,,335.33,,,
1544220287000,,,980.54,,,
1544291964000,,,344.80,,,
1544363331000,,,175.17,,,
1544433268000,,,455.52,,,
1544503865000,,,490.85,,,
1544576147000,,,347.98,,,
1544647316000,,,,,,
1544718309000,,,702.65,,,
1544789693000,,,1882.27,,,
1544860802000,,,557.04,,,
1544931651000,,,2545.90,,,
1545003100000,,,1470.37,,,
1545076575000,,,366.06,,,
1545151038000,,,6.96,,,
1545224266000,,,378.38,,,
1545298309000,,,1186.98,,,
1545371765000,,,1062.65,,,
1545444975000,,,1149.40,,,
1545518580000,,,396.50,,,
1545592165000,,,1195.46,,,
1545664945000,,,2581.87,,,
1545737520000,,,1842.77,,,
1545810031000,,,,,,
1545883479000,,,1346.84,,,
1545956158000,,,,,,
1546029906000,,,2236.68,,,
1546103201000,,,980.79,,,
1546175667000,,,828.91,,,
1546247915000,,,98.20,,,
1546320878000,,,,,,
1546394518000,,,328.44,,,
1546466952000,,,,,,
1546544000000,,,270.16,,,
1546622719000,,,766.24,,,
1546699391000,,,,,,
1546776424000,,,446.76,,,
1546854270000,,,1153.19,,,
1546931422000,,,941.04,,,
1547008514000,,,222.68,,,
1547086233000,,,223.58,,,
1547163262000,,,27.09,,,
1547240860000,,,222.16,,,
1547318473000,,,221.25,,,
1547396030000,,,,,,
1547472692000,,,855.32,,,
1547549533000,,,827.66,,,
1547626847000,,,16434.61,,,
1547704633000,,,5970.24,,,
1547781728000,,,2585.95,,,
1547859045000,,,224.38,,,
1547934719000,,,1377.11,,,
1548012002000,,,219.69,,,
1548095978000,,,435.82,,,
1548180548000,,,8644.33,,,
1548266597000,,,444.68,,,
1548351788000,,,2951.08,,,
1548436981000,,,17276.87,,,
1548521909000,,,10775.59,,,
1548607305000,,,15219.35,,,
1548695090000,14394.83,,503.55,,,
1548784331000,2422.15,,,,,
1548872168000,,15666.93,,,,
1548959406000,,9273.35,,,,
1549048111000,,1677.53,,,,
1549136870000,,892.42,,,,
1549225465000,,5356.94,,,,
1549312025000,,893.69,,,,
1549400397000,,1307.46,,,,
1549488758000,,940.70,,,,
1549576572000,,,,,,
1549664587000,,587.43,,,,
1549752194000,,5568.12,,,,
1549853106000,,2926.42,,,,
1549954624000,,842.81,,,,
1550057114000,,469.42,,,,
1550160727000,,,,,,
1550264379000,,22.62,,,,
1550367666000,,,,,,
1550471025000,,2976.02,,,,
1550573262000,,1400.27,,,,
1550675116000,,1774.58,,,,
1550776436000,,4595.82,,,,
1550878296000,,1971.17,,,,
1550978228000,,15888.47,,,,
1551078586000,,4774.79,,,,
1551181750000,,27599.77,,,,
1551281880000,,8227.27,,,,
1551383524000,,13090.74,,,,
1551459490000,,3275.03,,,,
1551527005000,,71.80,,,,
1551595407000,,508.33,,,,
1551662535000,,3694.94,,,,
1551730739000,,4172.57,,,,
1551798808000,,5883.56,,,,
1551865512000,,2808.36,,,,
1551932302000,,1378.83,,,,
1551999434000,,1758.70,,,,
1552066766000,,1516.71,,,,
1552134613000,,7612.73,,,,
1552201544000,,2901.46,,,,
1552268725000,,3241.96,,,,
1552336045000,,384.39,,,,
1552403003000,,4458.40,,,,
1552470545000,,119876.37,,,,
1552537130000,,16707.12,,,,
1552605435000,,1689.94,,,,
1552671597000,,5693.30,,,,
1552738081000,,4643.22,,,,
1552805598000,,389.83,,,,
1552872817000,,1268.71,,,,
1552940619000,,1509.49,,,,
1553008742000,,1891.88,,,,
1553075047000,,571.10,,,,
1553142018000,,32.76,,,,
1553209653000,,289.46,,,,
1553277395000,,8437.87,,,,
1553344849000,,1840.46,,,,
1553411888000,,468.08,,,,
1553478679000,,814.95,,,,
1553546051000,,2289.67,,,,
1553614241000,,27611.64,,,,
1553681868000,,3718.46,,,,
1553749152000,,2483.41,,,,
1553816450000,,7706.12,,,,
1553884334000,,758.53,,,,
1553953102000,,2744.01,,,,
