timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1530720604000,,,,,,
1530794550000,,,,,7.54,
1530868977000,,,,,6.07,
1530942968000,,,,,1529.42,
1531017892000,,,,,1500.21,
1531093254000,,,,,8660.67,
1531167486000,,,,,1661.81,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,3207.69,
1531459813000,,,,,2238.33,
1531532086000,,,,,6057.28,
1531603912000,,,,,733.69,
1531675397000,,,,,323.99,
1531748307000,,,,,2236.18,
1531822417000,,,,,1836.60,
1531896343000,,,,,3600.13,
1531971151000,,,,,1924.03,
1532045631000,,,,,3091.99,
1532118564000,,,,,2618.86,
1532191928000,,,,,1694.13,
1532264894000,,,,,,
1532336677000,,,,,863.74,
1532411124000,,,,,,
1532485297000,,,,,865.34,
1532558514000,,,,,3005.90,
1532632522000,,,,,514.03,
1532706031000,,,,,804.89,
1532778335000,,,,,213.40,
1532849626000,,,,,128.92,
1532921962000,,,,,,
1532994160000,,,,,6303.11,
1533067467000,,,,,4512.16,
1533141286000,,,,,1371.13,
1533214941000,,,,,1979.15,
1533288091000,,,,,710.95,
1533360489000,,,,,1954.26,
1533432998000,,,,,1429.35,
1533505953000,,,,,300.85,
1533578575000,,,,,9074.54,
1533651925000,,,,,5371.69,
1533724916000,,,,,2464.86,
1533797508000,,,,,6855.57,
1533870537000,,,,,13085.82,
1533943288000,,,,,8445.82,
1534016212000,,,,,3624.55,
1534090711000,,,,,6505.18,
1534163628000,,,,,1568.25,
1534236905000,,,,,1523.76,
1534309134000,,,,,724.18,
1534381971000,,,,,3561.32,
1534454722000,,,,,243.74,
1534527690000,,,,,499.51,
1534602524000,,,,,5869.54,
1534675224000,,,,,1510.40,
1534747701000,,,,,2203.74,
1534820720000,,,,,4820.55,
1534892931000,,,,,1615.49,
1534965694000,,,,,180.72,
1535039951000,,,,,453.37,
1535112747000,,,,,3638.23,
1535185292000,,,,,338.49,
1535257864000,,,,,177.73,
1535331135000,,,,,1260.03,
1535403660000,,,,,1720.70,
1535477339000,,,,,1532.14,
1535550907000,,,,,1120.28,
1535623054000,,,,,675.32,
1535695540000,,,,,648.88,
1535768227000,,,,,2491.89,
1535842094000,,,,,407.15,
1535914482000,,,,,632.27,
1535987210000,,,,,2878.70,
1536059758000,,,,,2865.08,
1536132247000,,,,,966.26,
1536204432000,,,,,3740.85,
1536276091000,,,,,18902.99,
1536348963000,,,,,566.21,
1536421628000,,,,,241.86,
1536495403000,,,,,3432.00,
1536568351000,,,,,642.50,
1536639507000,,,,,3369.00,
1536711510000,,,,,981.39,
1536783125000,,,,,4152.00,
1536854753000,,,,,280.66,
1536925887000,,,,,4860.73,
1536997175000,,,,,993.61,
1537069009000,,,,,364.13,
1537139381000,,,,,,
1537210708000,,,,,663.31,
1537282705000,,,,,2233.95,
1537353835000,,,,,417.20,
1537424834000,,,,,,
1537497361000,,,,,202.64,
1537568218000,,,,,228.39,
1537639728000,,,,,553.96,
1537710354000,,,,,398.72,
1537781366000,,,,,157.60,
1537852317000,,,,,209.88,
1537922897000,,,,,2160.13,
1537993834000,,,,,699.58,
1538065170000,,,,,288.92,
1538135659000,,,,,540.37,
1538207020000,,,,,,
1538277094000,,,,,,
1538348235000,,,,,358.41,
1538418856000,,,,,624.41,
1538489640000,,,,,297.05,
1538560179000,,,,,153.39,
1538631256000,,,,,,
1538700722000,,,,,168.73,
1538771727000,,,,,550.05,
1538841320000,,,,,343.34,
1538911026000,,,,,1.51,
1538980216000,,,,,253.15,
1539049430000,,,,,203.22,
1539120813000,,,,,,
1539190730000,,,,,584.91,
1539260859000,,,,,726.18,
1539330275000,,,,,2009.91,
1539400992000,,,,,2171.90,
1539470509000,,,,,2262.15,
1539541019000,,,,,8394.23,
1539611779000,,,,,4882.79,
1539682267000,,,,,5532.90,
1539752649000,,,,,5721.04,
1539822973000,,,,,5889.34,
1539893301000,,,,,8114.67,
1539964665000,,,,,4470.64,
1540035461000,,,,,5246.80,
1540105380000,,,,,2013.85,
1540175783000,,,,,5150.00,
1540247628000,,,,,3826.37,
1540317582000,,,,,5022.61,
1540388140000,,,,,5465.53,
1540458691000,,,,,13556.02,
1540528530000,,,,,19287.01,
1540599331000,,,,,7962.42,
1540669979000,,,,,14778.01,
1540740577000,,,,,6024.80,
1540812281000,,,,,10658.24,
1540882459000,,,,,258.97,
1540953530000,,,,,301.69,
1541023512000,,,,,151.58,
1541094934000,,,,,8290.71,
1541166376000,,,,,11052.60,
1541237446000,,,,,12148.57,
1541307140000,,,,,6032.02,
1541378245000,,,,,17543.40,
1541449770000,,,,,8600.01,
1541521033000,,,,,7201.69,
1541592294000,,,,,10420.00,
1541662439000,,,,,9106.28,
1541733218000,,,,,15688.48,
1541804044000,,,,,7206.19,
1541874538000,,,,,2861.11,
1541945087000,,,,,5739.76,
1542016384000,,,,,4624.40,
1542085646000,,,,,3052.22,
1542156560000,,,,,6203.98,
1542228035000,,,,,9943.90,
1542298725000,,,,,1885.44,
1542368660000,,,,,6164.97,
1542440006000,,,,,,
1542510859000,,,,,3964.59,
1542580287000,,,,,3479.88,
1542652239000,,,,,4722.02,
1542723747000,,,,,5075.38,
1542795271000,,,,,3516.72,
1542866477000,,,,,12152.11,
1542936877000,,,,,6837.47,
1543007269000,,,,,1413.57,
1543077801000,,,,,782.56,
1543148698000,,,,,1963.74,
1543218413000,,,,,18728.08,
1543289948000,,,,,14953.36,
1543362296000,,,,,4740.13,
1543434172000,,,,,3290.03,
1543504581000,,,,,4475.39,
1543575859000,,,,,4009.82,
1543646812000,,,,,5017.21,
1543718667000,,,,,6335.90,
1543789997000,,,,,3286.66,
1543862329000,,,,,2799.28,
1543932926000,,,,,2897.38,
1544005220000,,,,,2930.60,
1544076879000,,,,,2994.52,
1544148198000,,,,,2722.16,
1544220287000,,,,,3787.25,
1544291964000,,,,,3024.72,
1544363331000,,,,,2811.56,
1544433268000,,,,,4471.04,
1544503865000,,,,,3826.62,
1544576147000,,,,,3139.64,
1544647316000,,,,,3066.66,
1544718309000,,,,,2903.69,
1544789693000,,,,,2697.45,
1544860802000,,,,,3416.63,
1544931651000,,,,,2976.87,
1545003100000,,,,,2840.44,
1545076575000,,,,,7105.56,
1545151038000,,,,,8480.23,
1545224266000,,,,,12278.73,
1545298309000,,,,,21563.52,
1545371765000,,,,,16781.95,
1545444975000,,,,,5201.80,
1545518580000,,,,,3154.91,
1545592165000,,,,,3052.08,
1545664945000,,,,,6312.55,
1545737520000,,,,,3022.06,
1545810031000,,,,,2965.81,
1545883479000,,,,,18857.87,
1545956158000,,,,,5612.53,
1546029906000,,,,,4667.41,
1546103201000,,,,,3394.66,
1546175667000,,,,,3020.57,
1546247915000,,,,,8288.04,
1546320878000,,,,,2585.69,
1546394518000,,,,,41397.46,
1546466952000,,,,,12693.99,
1546544000000,,,,,6343.71,
1546622719000,,,,,5094.44,
1546699391000,,,,,7394.37,
1546776424000,,,,,3151.33,
1546854270000,,,,,3734.14,
1546931422000,,,,,5869.11,
1547008514000,,,,,125259.76,
1547086233000,,,,,17471.86,
1547163262000,,,,,12465.82,
1547240860000,,,,,10339.05,
1547318473000,,,,,2997.20,
1547396030000,,,,,3277.22,
1547472692000,,,,,449.55,
1547549533000,,,,,2777.61,
1547626847000,,,,,251.49,
1547704633000,,,,,,
1547781728000,,,,,5275.98,
1547859045000,,,,,3491.60,
