timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,310.46,
1529534480000,,,,,70.00,
1529607759000,,,,,286.20,
1529682434000,,,,,48.34,
1529756296000,,,,,,
1529828276000,,,,,,
1529902416000,,,,,344.60,
1529979078000,,,,,,
1530054421000,,,,,,
1530128282000,,,,,,
1530203197000,,,,,306.47,
1530278431000,,,,,195.03,
1530351013000,,,,,,
1530426268000,,,,,,
1530499615000,,,,,,
1530572217000,,,,,151.89,
1530646642000,,,,,,
1530720604000,,,,,,
1530794550000,,,,,,
1530868977000,,,,,,
1530942968000,,,,,,
1531017892000,,,,,,
1531093254000,,,,,,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,2.92,
1531459813000,,,,,2.19,
1531532086000,,,,,,
1531603912000,,,,,,
1531675397000,,,,,,
1531748307000,,,,,,
1531822417000,,,,,,
1531896343000,,,,,,
1531971151000,,,,,193.01,
1532045631000,,,,,,
1532118564000,,,,,212.05,
1532191928000,,,,,,
1532264894000,,,,,,
1532336677000,,,,,207.99,
1532411124000,,,,,221.24,
1532485297000,,,,,903.73,
1532558514000,,,,,,
1532632522000,,,,,20.49,
1532706031000,,,,,,
1532778335000,,,,,,
1532849626000,,,,,1088.41,
1532921962000,,,,,339.47,
1532994160000,,,,,,
1533067467000,,,,,,
1533141286000,,,,,200.30,
1533214941000,,,,,1205.13,
1533288091000,,,,,,
1533360489000,,,,,31.24,
1533432998000,,,,,,
1533505953000,,,,,,
1533578575000,,,,,,
1533651925000,,,,,,
1533724916000,,,,,,
1533797508000,,,,,,
1533870537000,,,,,,
1533943288000,,,,,,
1534016212000,,,,,193.36,
1534090711000,,,,,,
1534163628000,,,,,,
1534236905000,,,,,616.17,
1534309134000,,,,,329.38,
1534381971000,,,,,,
1534454722000,,,,,1782.28,
1534527690000,,,,,93.82,
1534602524000,,,,,182.39,
1534675224000,,,,,179.00,
1534747701000,,,,,278.36,
1534820720000,,,,,,
1534892931000,,,,,,
1534965694000,,,,,,
1535039951000,,,,,,
1535112747000,,,,,0.54,
1535185292000,,,,,,
1535257864000,,,,,0.89,
1535331135000,,,,,,
1535403660000,,,,,402.23,
1535477339000,,,,,,
1535550907000,,,,,174.62,
1535623054000,,,,,3.98,
1535695540000,,,,,,
1535768227000,,,,,138.28,
1535842094000,,,,,,
1535914482000,,,,,42.42,
1535987210000,,,,,3.95,
1536059758000,,,,,,
1536132247000,,,,,186.82,
1536204432000,,,,,42.27,
1536276091000,,,,,453.39,
1536348963000,,,,,,
1536421628000,,,,,708.97,
1536495403000,,,,,163.00,
1536568351000,,,,,,
1536639507000,,,,,310.28,
1536711510000,,,,,317.22,
1536783125000,,,,,75.37,
1536854753000,,,,,7.39,
1536925887000,,,,,,
1536997175000,,,,,,
1537069009000,,,,,,
1537139381000,,,,,,
1537210708000,,,,,399.06,
1537282705000,,,,,688.67,
1537353835000,,,,,,
1537424834000,,,,,,
1537497361000,,,,,,
1537568218000,,,,,312.92,
1537639728000,,,,,162.03,
1537710354000,,,,,,
1537781366000,,,,,,
1537852317000,,,,,1096.05,
1537922897000,,,,,,
1537993834000,,,,,,
1538065170000,,,,,,
1538135659000,,,,,159.55,
1538207020000,,,,,313.35,
1538277094000,,,,,,
1538348235000,,,,,827.54,
1538418856000,,,,,,
1538489640000,,,,,199.44,
1538560179000,,,,,,
1538631256000,,,,,301.63,
1538700722000,,,,,155.82,
1538771727000,,,,,,
1538841320000,,,,,331.51,
1538911026000,,,,,,
1538980216000,,,,,,
1539049430000,,,,,275.02,
1539120813000,,,,,304.47,
1539190730000,,,,,,
1539260859000,,,,,2.96,
1539330275000,,,,,401.58,
1539400992000,,,,,,
1539470509000,,,,,,
1539541019000,,,,,,
1539611779000,,,,,,
1539682267000,,,,,9.69,
1539752649000,,,,,1.62,
1539822973000,,,,,7.99,
1539893301000,,,,,,
1539964665000,,,,,,
1540035461000,,,,,,
1540105380000,,,,,,
1540175783000,,,,,,
1540247628000,,,,,,
1540317582000,,,,,238.53,
1540388140000,,,,,,
1540458691000,,,,,255.31,
1540528530000,,,,,,
1540599331000,,,,,,
1540669979000,,,,,,
1540740577000,,,,,,
1540812281000,,,,,,
1540882459000,,,,,140.33,
1540953530000,,,,,149.94,
1541023512000,,,,,,
1541094934000,,,,,,
1541166376000,,,,,,
1541237446000,,,,,,
1541307140000,,,,,,
1541378245000,,,,,,
1541449770000,,,,,,
1541521033000,,,,,311.19,
1541592294000,,,,,157.94,
1541662439000,,,,,,
1541733218000,,,,,,
1541804044000,,,,,,
1541874538000,,,,,,
1541945087000,,,,,161.92,
1542016384000,,,,,,
1542085646000,,,,,162.94,
1542156560000,,,,,2211.59,
1542228035000,,,,,166.62,
1542298725000,,,,,459.95,
1542368660000,,,,,166.77,
1542440006000,,,,,41.65,
1542510859000,,,,,895.36,
1542580287000,,,,,530.16,
1542652239000,,,,,515.85,
1542723747000,,,,,182.19,
1542795271000,,,,,351.12,
1542866477000,,,,,327.89,
1542936877000,,,,,341.38,
1543007269000,,,,,506.13,
1543077801000,,,,,559.89,
1543148698000,,,,,335.95,
1543218413000,,,,,1180.03,
1543289948000,,,,,,
1543362296000,,,,,169.71,
1543434172000,,,,,,
1543504581000,,,,,,
1543575859000,,,,,337.03,
1543646812000,,,,,179.30,
1543718667000,,,,,,
1543789997000,,,,,638.75,
1543862329000,,,,,67.91,
1543932926000,,,,,167.91,
1544005220000,,,,,265.47,
1544076879000,,,,,,
1544148198000,,,,,178.11,
1544220287000,,,,,173.35,
1544291964000,,,,,343.97,
1544363331000,,,,,170.79,
1544433268000,,,,,171.79,
1544503865000,,,,,171.46,
1544576147000,,,,,312.58,
1544647316000,,,,,,
1544718309000,,,,,126.84,
1544789693000,,,,,,
1544860802000,,,,,143.21,
1544931651000,,,,,2641.03,
1545003100000,,,,,363.89,
1545076575000,,,,,2080.41,
1545151038000,,,,,2544.99,
1545224266000,,,,,379.39,
1545298309000,,,,,446.06,
1545371765000,,,,,1008.21,
1545444975000,,,,,1156.67,
1545518580000,,,,,607.33,
1545592165000,,,,,1922.43,
1545664945000,,,,,212.85,
1545737520000,,,,,209.51,
1545810031000,,,,,1157.81,
1545883479000,,,,,489.76,
1545956158000,,,,,457.15,
1546029906000,,,,,1706.13,
1546103201000,,,,,212.01,
1546175667000,,,,,250.18,
1546247915000,,,,,241.98,
1546320878000,,,,,221.47,
1546394518000,,,,,215.96,
1546466952000,,,,,221.07,
1546544000000,,,,,222.49,
1546622719000,,,,,447.74,
1546699391000,,,,,225.52,
1546776424000,,,,,,
1546854270000,,,,,330.63,
1546931422000,,,,,649.67,
1547008514000,,,,,1122.08,
1547086233000,,,,,2432.69,
1547163262000,,,,,1100.37,
1547240860000,,,,,1328.01,
1547318473000,,,,,225.01,
1547396030000,,,,,246.16,
1547472692000,,,,,238.78,
1547549533000,,,,,170.22,
1547626847000,,,,,376.75,
1547704633000,,,,,,
1547781728000,,,,,45.53,
1547859045000,,,,,325.83,
1547934719000,,,,,,
1548012002000,,,,,,
1548095978000,,,,,2994.93,
1548180548000,,,,,275.65,
1548266597000,,,,,5859.48,
1548351788000,,,,,3589.77,
1548436981000,,,,,2959.12,
1548521909000,,,,,2096.63,
1548607305000,,,,,9969.69,
1548695090000,,1289.74,,,,
1548784331000,3.34,1452.26,,,,
1548872168000,326.36,,,,,
1548959406000,438.70,,,,,
1549048111000,1337.01,,,,,
1549136870000,783.08,,,,,
1549225465000,,,,,,
1549312025000,,,,,,
1549400397000,872.72,,,,,
1549488758000,,,,,,
1549576572000,227.84,,,,,
1549664587000,229.81,,,,,
1549752194000,168.42,,,,,
1549853106000,1164.51,,,,,
1549954624000,1056.13,,,,,
1550057114000,353.79,,,,,
1550160727000,,,,,,
1550264379000,570.10,,,,,
1550367666000,,,,,,
1550471025000,361.40,,,,,
1550573262000,248.24,,,,,
1550675116000,379.00,,,,,
1550776436000,24.99,,,,,
1550878296000,,,,,,
1550978228000,,,,,,
1551078586000,919.00,,,,,
1551181750000,266.97,,,,,
1551281880000,148.73,,,,,
1551383524000,522.16,,,,,
1551459490000,517.91,,,,,
1551527005000,,,,,,
1551595407000,,,,,,
1551662535000,384.40,,,,,
1551730739000,,,,,,
1551798808000,152.51,,,,,
1551865512000,390.53,,,,,
1551932302000,924.32,,,,,
1551999434000,1153.99,,,,,
1552066766000,882.65,,,,,
1552134613000,1395.37,,,,,
1552201544000,756.70,,,,,
1552268725000,202.57,,,,,
1552336045000,444.10,,,,,
1552403003000,1087.30,,,,,
1552470545000,423.32,,,,,
1552537130000,11.60,,,,,
1552605435000,12.19,,,,,
1552671597000,23.38,,,,,
1552738081000,652.03,,,,,
1552805598000,207.42,,,,,
1552872817000,251.94,,,,,
1552940619000,161.14,,,,,
1553008742000,,,,,,
1553075047000,,,,,,
1553142018000,457.37,,,,,
1553209653000,,,,,,
1553277395000,,,,,,
1553344849000,622.72,,,,,
1553411888000,,,,,,
1553478679000,601.44,,,,,
1553546051000,,,,,,
1553614241000,,,,,,
1553681868000,,,,,,
1553749152000,2.26,,,,,
1553816450000,299.32,,,,,
1553884334000,1022.47,,,,,
1553953102000,33.98,,,,,
1554019932000,15.37,,,,,
1554086578000,422.45,,,,,
1554153946000,280.25,,,,,
1554222678000,103.04,,,,,
1554290288000,246.58,,,,,
1554358137000,1013.87,,,,,
1554425436000,1127.87,,,,,
1554493384000,1681.81,,,,,
1554559454000,408.36,,,,,
1554626505000,802.92,,,,,
1554693632000,395.07,,,,,
1554760411000,20.08,,,,,
1554827345000,15.36,,,,,
1554894627000,53.74,,,,,
1554961787000,2193.37,,,,,
1555029655000,421.89,,,,,
1555096914000,377.08,,,,,
1555163830000,310.14,,,,,
1555230712000,541.17,,,,,
1555297496000,,,,,,
1555364629000,241.81,,,,,
1555431616000,496.53,,,,,
1555500111000,740.74,,,,,
1555566912000,246.01,,,,,
1555634415000,251.35,,,,,
1555701653000,307.78,,,,,
1555769476000,10.27,,,,,
1555837014000,188.48,,,,,
1555904097000,,,,,,
1555970540000,216.01,,,,,
1556038531000,465.39,,,,,
1556107407000,1045.75,,,,,
1556173928000,,,,,,
1556241200000,,,,,,
1556308450000,650.52,,,,,
1556374991000,31.64,,,,,
1556442410000,,,,,,
1556509346000,,,,,,
1556576806000,23.79,,,,,
1556643967000,331.63,,,,,
1556711534000,224.04,,,,,
1556778136000,284.39,,,,,
1556845234000,167.20,,,,,
1556913235000,,,,,,
1556979262000,,,,,,
1557047080000,640.18,,,,,
1557114439000,252.59,,,,,
