timestamp,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1532921962000,,
1532994160000,1400.80,
1533067467000,1416.32,
1533141286000,838.66,
1533214941000,2143.36,
1533288091000,2800.74,
1533360489000,1214.39,
1533432998000,2138.01,
1533505953000,109.99,
1533578575000,683.87,
1533651925000,718.70,
1533724916000,131.55,
1533797508000,,
1533870537000,,
1533943288000,468.62,
1534016212000,2386.10,
1534090711000,1722.33,
1534163628000,224.15,
1534236905000,1207.26,
1534309134000,1155.67,
1534381971000,866.41,
1534454722000,352.09,
1534527690000,2106.82,
1534602524000,1293.09,
1534675224000,386.88,
1534747701000,352.08,
1534820720000,154.74,
1534892931000,,
1534965694000,928.34,
1535039951000,477.87,
1535112747000,188.20,
1535185292000,192.04,
1535257864000,68.93,
1535331135000,166.97,
1535403660000,59.58,
1535477339000,155.19,
1535550907000,194.02,
1535623054000,276.34,
1535695540000,150.20,
1535768227000,102.42,
1535842094000,181.74,
1535914482000,147.14,
1535987210000,125.10,
1536059758000,148.53,
1536132247000,99.01,
1536204432000,2933.07,
1536276091000,125.24,
1536348963000,41.76,
1536421628000,,
1536495403000,,
1536568351000,1021.44,
1536639507000,1420.40,
1536711510000,542.16,
1536783125000,1787.37,
1536854753000,590.05,
1536925887000,780.43,
1536997175000,571.27,
1537069009000,405.00,
1537139381000,1174.38,
1537210708000,652.29,
1537282705000,670.07,
1537353835000,433.56,
1537424834000,472.12,
1537497361000,340.54,
1537568218000,617.80,
1537639728000,459.80,
1537710354000,208.54,
1537781366000,131.23,
1537852317000,626.88,
1537922897000,1214.97,
1537993834000,313.88,
1538065170000,6075.03,
1538135659000,4326.20,
1538207020000,650.20,
1538277094000,5937.03,
1538348235000,3836.21,
1538418856000,212.91,
1538489640000,56.15,
1538560179000,125.74,
1538631256000,504.76,
1538700722000,41.90,
1538771727000,144.12,
1538841320000,118.95,
1538911026000,,
1538980216000,,
1539049430000,841.33,
1539120813000,43.69,
1539190730000,1592.80,
1539260859000,4949.28,
1539330275000,464.83,
1539400992000,155.25,
1539470509000,88.68,
1539541019000,52.85,
1539611779000,923.16,
1539682267000,3956.46,
1539752649000,43.81,
1539822973000,,
1539893301000,959.47,
1539964665000,249.18,
1540035461000,,
1540105380000,,
1540175783000,813.13,
1540247628000,102.24,
1540317582000,143.44,
1540388140000,46.58,
1540458691000,4778.24,
1540528530000,52.03,
1540599331000,,
1540669979000,59.61,
1540740577000,9519.79,
1540812281000,43.35,
1540882459000,4718.80,
1540953530000,48.05,
1541023512000,,
1541094934000,993.22,
1541166376000,,
1541237446000,53.82,
1541307140000,838.21,
1541378245000,163.47,
1541449770000,3230.29,
1541521033000,1345.39,
1541592294000,3278.82,
1541662439000,,
1541733218000,,
1541804044000,,
1541874538000,888.58,
1541945087000,4119.97,
1542016384000,990.06,
1542085646000,101.00,
1542156560000,1762.58,
1542228035000,1065.15,
1542298725000,1052.24,
1542368660000,1182.82,
1542440006000,1005.74,
1542510859000,118.67,
1542580287000,1022.92,
1542652239000,3659.75,
1542723747000,1752.30,
1542795271000,,
1542866477000,,
1542936877000,,
1543007269000,,
1543077801000,5.05,
1543148698000,1697.89,
1543218413000,1158.39,
1543289948000,4630.23,
1543362296000,4919.89,
1543434172000,688.60,
1543504581000,6931.30,
1543575859000,2861.78,
1543646812000,2597.86,
1543718667000,453.60,
1543789997000,360.96,
1543862329000,679.99,
1543932926000,349.67,
1544005220000,362.64,
1544076879000,,
1544148198000,1749.31,
1544220287000,596.97,
1544291964000,,
1544363331000,,
1544433268000,,
1544503865000,334.32,
1544576147000,,
1544647316000,446.19,
1544718309000,,
1544789693000,,
1544860802000,1915.76,
1544931651000,1606.40,
1545003100000,,
1545076575000,293.13,
1545151038000,4643.80,
1545224266000,4844.81,
1545298309000,40473.34,
1545371765000,2844.15,
1545444975000,2315.02,
1545518580000,,
1545592165000,,
1545664945000,,
1545737520000,,
1545810031000,,
1545883479000,,
1545956158000,,
1546029906000,,
1546103201000,,
1546175667000,,
1546247915000,,
1546320878000,,
1546394518000,,
1546466952000,,
1546544000000,,
1546622719000,,
1546699391000,,
1546776424000,,
1546854270000,,
1546931422000,,
1547008514000,,
1547086233000,,
1547163262000,,
1547240860000,,
1547318473000,,
1547396030000,,
1547472692000,,
1547549533000,,
