timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1547626847000,,,,,,
1547704633000,,,854.48,,,
1547781728000,,,2746.08,,,
1547859045000,,,3180.38,,,
1547934719000,,,1073.12,,,
1548012002000,,,508.78,,,
1548095978000,,,390.37,,,
1548180548000,,,233.55,,,
1548266597000,,,1274.62,,,
1548351788000,,,45242.56,,,
1548436981000,,,11068.69,,,
1548521909000,,,9556.59,,,
1548607305000,,,5240.04,,,
1548695090000,1188.67,,,,,
1548784331000,3353.77,,,,,
1548872168000,,3876.63,,,,
1548959406000,,967.57,,,,
1549048111000,,224.27,,,,
1549136870000,,327.83,,,,
1549225465000,,3294.99,,,,
1549312025000,,1835.42,,,,
1549400397000,,182.59,,,,
1549488758000,,591.21,,,,
1549576572000,,5227.29,,,,
1549664587000,,1741.43,,,,
1549752194000,,3113.56,,,,
1549853106000,,520.90,,,,
1549954624000,,6735.10,,,,
1550057114000,,7492.37,,,,
1550160727000,,890.23,,,,
1550264379000,,1655.03,,,,
1550367666000,,165.28,,,,
1550471025000,,1218.29,,,,
1550573262000,,436.52,,,,
1550675116000,,10402.77,,,,
1550776436000,,1006.52,,,,
1550878296000,,5225.19,,,,
1550978228000,,16865.57,,,,
1551078586000,,5695.87,,,,
1551181750000,,24862.36,,,,
1551281880000,,2221.53,,,,
1551383524000,,3894.36,,,,
1551459490000,,885.81,,,,
1551527005000,,6104.74,,,,
1551595407000,,255.14,,,,
1551662535000,,2236.07,,,,
1551730739000,,1467.60,,,,
1551798808000,,1335.55,,,,
1551865512000,,1053.30,,,,
1551932302000,,769.74,,,,
1551999434000,,1758.93,,,,
1552066766000,,947.16,,,,
1552134613000,,1769.73,,,,
1552201544000,,801.02,,,,
1552268725000,,696.41,,,,
1552336045000,,766.64,,,,
1552403003000,,3134.02,,,,
1552470545000,,1967.25,,,,
1552537130000,,424.27,,,,
1552605435000,,618.88,,,,
1552671597000,,223.77,,,,
1552738081000,,879.65,,,,
1552805598000,,647.45,,,,
1552872817000,,16019.51,,,,
1552940619000,,1027.47,,,,
1553008742000,,4692.62,,,,
1553075047000,,8802.87,,,,
1553142018000,,1642.71,,,,
1553209653000,,458.77,,,,
1553277395000,,561.55,,,,
1553344849000,,173.01,,,,
1553411888000,,1117.33,,,,
1553478679000,,2139.81,,,,
1553546051000,,1676.55,,,,
1553614241000,,2563.72,,,,
1553681868000,,,,,,
1553749152000,,,,,,
1553816450000,,1466.73,,,,
1553884334000,,437.42,,,,
1553953102000,,758.75,,,,
1554019932000,,,,,,
1554086578000,,832.91,,,,
1554153946000,,8980.17,,,,
1554222678000,,3591.18,,,,
1554290288000,,1524.35,,,,
1554358137000,,3598.09,,,,
1554425436000,,3634.65,,,,
1554493384000,,233.38,,,,
1554559454000,,226.47,,,,
1554626505000,,,,,,
1554693632000,,3804.77,,,,
1554760411000,,205.82,,,,
1554827345000,,911.03,,,,
1554894627000,,,,,,
1554961787000,,277.61,,,,
1555029655000,,2638.09,,,,
1555096914000,,8610.04,,,,
