timestamp,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1560897457000,3224.51,,,,
1560964413000,3596.49,,,,
1561032579000,367.75,,,,
1561100149000,1705.30,,,,
1561168282000,2082.89,,,,
1561234762000,1450.53,,,,
1561302398000,983.80,,,,
1561369418000,3393.55,,,,
1561436953000,2994.26,,,,
1561504004000,2414.55,,,,
1561570799000,4036.31,,,,
1561638755000,4715.65,,,,
1561706755000,4023.88,,,,
1561774045000,,,,,
1561840989000,1214.27,,,,
1561907952000,1184.13,,,,
1561975491000,1453.52,,,,
1562042620000,2977.89,,,,
1562110262000,3062.21,,,,
1562178137000,582.75,,,,
1562245083000,2198.38,,,,
1562312263000,1771.65,,,,
1562380043000,3816.07,,,,
1562446275000,2974.68,,,,
1562513829000,2095.57,,,,
1562580710000,3490.12,,,,
1562647935000,4631.02,,,,
1562714668000,2326.71,,,,
1562782053000,5691.09,,,,
1562848961000,4838.84,,,,
1562916876000,3402.69,,,,
1562984792000,3325.03,,,,
1563051887000,780.54,,,,
1563118325000,2841.93,,,,
1563185341000,2971.67,,,,
1563253666000,3660.25,,,,
1563322130000,3452.88,,,,
1563390506000,359.64,,,,
1563456683000,2193.65,,,,
1563524083000,3502.73,,,,
1563591824000,4400.57,,,,
1563657984000,2858.81,,,,
1563725454000,2699.71,,,,
1563792449000,1352.55,,,,
1563858874000,8266.87,,,,
1563925785000,939.67,502.10,,,
1563992752000,,412.88,,,
1564060720000,,713.61,,,
1564128623000,,2142.99,,,
1564194770000,,850.46,,,
1564261351000,,1539.62,,,
1564329190000,,380.86,,,
1564395991000,,874.11,,,
1564463477000,,1045.20,,,
1564530020000,,1284.22,,,
1564597821000,,438.72,,,
1564665039000,,716.73,,,
1564732022000,,2909.44,,,
1564799107000,,315.49,,,
1564865751000,,420.63,,,
1564932781000,,1792.19,,,
1564999286000,,1669.78,,,
1565066439000,,664.50,,,
1565133760000,,1224.40,,,
1565200774000,,1817.15,,,
1565267861000,,1456.37,,,
1565334762000,,472.91,,,
1565401917000,,1560.97,,,
1565468754000,,2814.77,,,
1565536629000,,237.18,,,
1565603145000,,2720.57,,,
1565669720000,,1244.22,,,
1565737101000,,7905.79,,,
1565803734000,,7888.82,,,
1565871010000,,4767.80,,,
1565938594000,,4630.67,,,
1566005643000,,5185.24,,,
1566071734000,,4737.85,,,
1566139968000,,9419.78,,,
1566206924000,,7394.59,,,
1566273958000,,7512.43,,,
1566340899000,,19753.18,,,
1566408719000,,11525.42,,,
1566474986000,,15827.65,,,
1566542876000,,8698.66,,,
1566609532000,,5422.61,,,
1566677699000,,6176.04,,,
1566744845000,,3912.15,,,
1566811311000,,73195.87,,,
1566879172000,,16529.80,,,
1566946162000,,8410.06,,,
1567013670000,,5245.12,,,
1567080503000,,5487.50,,,
1567147214000,,12134.49,,,
1567214663000,,5546.92,,,
1567281961000,,9976.30,,,
1567349460000,,4790.36,,,
1567416716000,,3158.23,,,
1567484031000,,8747.54,,,
1567551463000,,15499.17,,,
1567619231000,,5742.26,,,
1567685589000,,3840.36,,,
1567753902000,,2522.68,,,
1567820847000,,1835.53,,,
1567887785000,,8382.44,,,
1567955110000,,3648.74,,,
1568023141000,,1170.14,,,
1568089878000,,,,,
1568157833000,,91.71,,,
1568225074000,,5249.87,,,
1568292523000,,2277.28,,,
1568360055000,,2154.33,,,
1568427970000,,278.90,,,
1568495114000,,8593.56,,,
1568562808000,,,,,
1568630407000,,4080.30,,,
1568696458000,,1704.27,,,
1568764187000,,2076.37,,,
1568830698000,,3143.00,,,
1568898597000,,1496.96,,,
1568967137000,,1286.05,,,
1569034094000,,1011.11,,,
1569100750000,,783.95,,,
1569168482000,,,,,
1569236030000,,532.67,,,
1569303544000,,,,,
1569371996000,,4385.23,,,
1569439704000,,5356.85,,,
1569507924000,,6005.34,,,
1569575662000,,,3099.64,,
1569642495000,,,8976.86,,
1569709939000,,,3865.72,,
1569777994000,,,3445.16,,
1569845721000,,,6379.92,,
1569912741000,,,6996.86,,
1569979950000,,,6157.38,,
1570047984000,,,17394.90,,
