timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529312622000,,,,,
1529385239000,,,30.47,,
1529459855000,,,663.93,,
1529534480000,,,441.97,,
1529607759000,,,434.93,,
1529682434000,,,703.16,,
1529756296000,,,,,
1529828276000,,,1080.05,,
1529902416000,,,319.71,,
1529979078000,,,7090.64,,
1530054421000,,,1970.63,,
1530128282000,,,270.79,,
1530203197000,,,1611.89,,
1530278431000,,,1678.11,,
1530351013000,,,153.19,,
1530426268000,,,1255.20,,
1530499615000,,,3813.56,,
1530572217000,,,1934.27,,
1530646642000,,,2347.46,,
1530720604000,,,380.39,,
1530794550000,,,314.31,,
1530868977000,,,326.31,,
1530942968000,,,335.76,,
1531017892000,,,253.83,,
1531093254000,,,1704.96,,
1531167486000,,,3.34,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,345.90,,
1531459813000,,,1383.31,,
1531532086000,,,,,
1531603912000,,,,,
1531675397000,,,,,
1531748307000,,,,,
1531822417000,,,12.77,,
1531896343000,,,4874.86,,
1531971151000,,,2367.57,,
1532045631000,,,1866.99,,
1532118564000,,,803.32,,
1532191928000,,,821.34,,
1532264894000,,,1418.46,,
1532336677000,,,659.40,,
1532411124000,,,13466.68,,
1532485297000,,,337.69,,
1532558514000,,,794.40,,
1532632522000,,,1203.66,,
1532706031000,,,778.93,,
1532778335000,,,1454.60,,
1532849626000,,,8460.42,,
1532921962000,,,5487.93,,
1532994160000,,,5929.87,,
1533067467000,,,3280.66,,
1533141286000,,,559.81,,
1533214941000,,,2009.84,,
1533288091000,,,7165.79,,
1533360489000,,,1786.46,,
1533432998000,,,1456.22,,
1533505953000,,,1030.23,,
1533578575000,,,1763.13,,
1533651925000,,,1274.18,,
1533724916000,,,1825.48,,
1533797508000,,,982.18,,
1533870537000,,,,,
1533943288000,,,1971.10,,
1534016212000,,,647.68,,
1534090711000,,,1883.81,,
1534163628000,,,502.59,,
1534236905000,,,4835.23,,
1534309134000,,,1395.50,,
1534381971000,,,8046.29,,
1534454722000,,,5882.47,,
1534527690000,,,635.72,,
1534602524000,,,2806.34,,
1534675224000,,,687.90,,
1534747701000,,,584.99,,
1534820720000,,,5347.34,,
1534892931000,,,730.84,,
1534965694000,,,211.81,,
1535039951000,,,640.45,,
1535112747000,,,349.61,,
1535185292000,,,1003.04,,
1535257864000,,,409.15,,
1535331135000,,,6372.80,,
1535403660000,,,3016.64,,
1535477339000,,,299.33,,
1535550907000,,,840.01,,
1535623054000,,,1283.78,,
1535695540000,,,0.03,,
1535768227000,,,1263.47,,
1535842094000,,,402.95,,
1535914482000,,,,,
1535987210000,,,333.75,,
1536059758000,,,443.85,,
1536132247000,,,1399.96,,
1536204432000,,,2913.88,,
1536276091000,,,868.34,,
1536348963000,,,3113.16,,
1536421628000,,,329.56,,
1536495403000,,,1876.61,,
1536568351000,,,4661.41,,
1536639507000,,,4441.55,,
1536711510000,,,1152.98,,
1536783125000,,,2739.88,,
1536854753000,,,4269.38,,
1536925887000,,,2645.46,,
1536997175000,,,2094.54,,
1537069009000,,,4228.66,,
1537139381000,,,10648.85,,
1537210708000,,,3720.14,,
1537282705000,,,21615.85,,
1537353835000,,,28584.86,,
1537424834000,,,3984.61,,
1537497361000,,,11742.50,,
1537568218000,,,20876.82,,
1537639728000,,,55481.01,,
1537710354000,,,76659.24,,
1537781366000,,,39646.43,,
1537852317000,,,12038.05,,
1537922897000,,,22314.90,,
1537993834000,,,49898.82,,
1538065170000,,,20061.72,,
1538135659000,,,18255.24,,
1538207020000,,,53292.25,,
1538277094000,,,73944.75,,
1538348235000,,,26748.68,,
1538418856000,,,918.12,,
1538489640000,,,,,
1538560179000,,,915.32,,
1538631256000,,,28126.72,,
1538700722000,,,21109.23,,
1538771727000,,,36651.50,,
1538841320000,,,17139.32,,
1538911026000,,,,,
1538980216000,,,307.63,,
1539049430000,,,326.36,,
1539120813000,,,24901.12,,
1539190730000,,,48278.39,,
1539260859000,,,26149.44,,
1539330275000,,,25200.59,,
1539400992000,,,18103.71,,
1539470509000,,,15656.58,,
1539541019000,,,15900.37,,
1539611779000,,,46795.33,,
1539682267000,,,17570.35,,
1539752649000,,,1328.91,,
1539822973000,,,64111.31,,
1539893301000,,,11421.19,,
1539964665000,,,24263.22,,
1540035461000,,,7740.92,,
1540105380000,,,22100.87,,
1540175783000,,,34870.03,,
1540247628000,,,28626.27,,
1540317582000,,,7176.28,,
1540388140000,,,14640.20,,
1540458691000,,,8691.03,,
1540528530000,,,7496.32,,
1540599331000,,,1080.95,,
1540669979000,,,33129.22,,
1540740577000,,,319546.07,,
1540812281000,,,46119.05,,
1540882459000,,,27528.05,,
1540953530000,,,30194.33,,
1541023512000,,,62071.28,,
1541094934000,,,37581.34,,
