timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1538771727000,,,,,137.74,
1538841320000,,,,,408.21,
1538911026000,,,,,0.46,
1538980216000,,,,,36.52,
1539049430000,,,,,554.83,
1539120813000,,,,,1957.62,
1539190730000,,,,,885.24,
1539260859000,,,,,9431.75,
1539330275000,,,,,507.10,
1539400992000,,,,,132.10,
1539470509000,,,,,511.01,
1539541019000,,,,,1511.61,
1539611779000,,,,,10302.02,
1539682267000,,,,,5609.58,
1539752649000,,,,,,
1539822973000,,,,,1466.61,
1539893301000,,,,,493.03,
1539964665000,,,,,14819.03,
1540035461000,,,,,6235.35,
1540105380000,,,,,578.03,
1540175783000,,,,,1641.93,
1540247628000,,,,,6489.24,
1540317582000,,,,,816.94,
1540388140000,,,,,1292.48,
1540458691000,,,,,3328.75,
1540528530000,,,,,231.77,
1540599331000,,,,,1108.87,
1540669979000,,,,,1.25,
1540740577000,,,,,526.35,
1540812281000,,,,,1326.96,
1540882459000,,,,,11632.03,
1540953530000,,,,,719.59,
1541023512000,,,,,3702.43,
1541094934000,,,,,34.97,
1541166376000,,,,,16188.59,
1541237446000,,,,,2151.08,
1541307140000,,,,,460.91,
1541378245000,,,,,1303.39,
1541449770000,,,,,482.76,
1541521033000,,,,,2006.29,
1541592294000,,,,,5267.64,
1541662439000,,,,,6396.22,
1541733218000,,,,,3634.81,
1541804044000,,,,,828.55,
1541874538000,,,,,4236.23,
1541945087000,,,,,6544.31,
1542016384000,,,,,2879.93,
1542085646000,,,,,1319.49,
1542156560000,,,,,4670.02,
1542228035000,,,,,1225.60,
1542298725000,,,,,2661.50,
1542368660000,,,,,1974.43,
1542440006000,,,,,881.21,
1542510859000,,,,,1926.74,
1542580287000,,,,,1785.65,
1542652239000,,,,,695.49,
1542723747000,,,,,2815.81,
1542795271000,,,,,5292.22,
1542866477000,,,,,9429.52,
1542936877000,,,,,165.22,
1543007269000,,,,,90.59,
1543077801000,,,,,1402.84,
1543148698000,,,,,7208.10,
1543218413000,,,,,269.36,
1543289948000,,,,,8941.24,
1543362296000,,,,,513.11,
1543434172000,,,,,219.93,
1543504581000,,,,,4485.00,
1543575859000,,,,,2500.60,
1543646812000,,,,,318.12,
1543718667000,,,,,3329.66,
1543789997000,,,,,22.69,
1543862329000,,,,,1045.81,
1543932926000,,,,,35.96,
1544005220000,,,,,,
1544076879000,,,,,3886.48,
1544148198000,,,,,2583.21,
1544220287000,,,,,4517.23,
1544291964000,,,,,728.99,
1544363331000,,,,,2543.99,
1544433268000,,,,,1164.07,
1544503865000,,,,,350.84,
1544576147000,,,,,129.71,
1544647316000,,,,,894.40,
1544718309000,,,,,1429.04,
1544789693000,,,,,361.72,
1544860802000,,,,,782.86,
1544931651000,,,,,181.14,
1545003100000,,,,,1409.61,
1545076575000,,,,,3187.04,
1545151038000,,,,,1944.42,
1545224266000,,,,,,
1545298309000,,,,,47.47,
1545371765000,,,,,191.56,
1545444975000,,,,,161.85,
1545518580000,,,,,1224.06,
1545592165000,,,,,,
1545664945000,,,,,3700.03,
1545737520000,,,,,1.00,
1545810031000,,,,,2564.96,
1545883479000,,,,,210.75,
1545956158000,,,,,,
1546029906000,,,,,,
1546103201000,,,,,,
1546175667000,,,,,176.34,
1546247915000,,,,,1258.80,
1546320878000,,,,,889.05,
1546394518000,,,,,2058.88,
1546466952000,,,,,891.20,
1546544000000,,,,,1988.39,
1546622719000,,,,,7446.07,
1546699391000,,,,,5321.49,
1546776424000,,,,,855.23,
1546854270000,,,,,,
1546931422000,,,,,679.46,
1547008514000,,,,,463.84,
1547086233000,,,,,1020.40,
1547163262000,,,,,,
1547240860000,,,,,,
1547318473000,,,,,629.25,
1547396030000,,,,,615.22,
1547472692000,,,,,350.28,
1547549533000,,,,,154.42,
1547626847000,,,,,5.62,
1547704633000,,,,,2291.36,
1547781728000,,,,,,
1547859045000,,,,,340.17,
1547934719000,,,,,,
1548012002000,,,,,7248.64,
1548095978000,,,,,590.88,
1548180548000,,,,,760.26,
1548266597000,,,,,1350.15,
1548351788000,,,,,1696.02,
1548436981000,,,,,2565.89,
1548521909000,,,,,927.57,
1548607305000,,,,,569.59,
1548695090000,,1821.21,,,,
1548784331000,,1334.24,,769.53,,
1548872168000,,,,5019.84,,
1548959406000,,,,1275.46,,
1549048111000,,,,672.53,,
1549136870000,,,,,,
1549225465000,,,,2502.76,,
1549312025000,,,,1093.34,,
1549400397000,,,,472.01,,
1549488758000,,,,294.73,,
1549576572000,,,,1612.62,,
1549664587000,,,,113.54,,
1549752194000,,,,49.52,,
1549853106000,,,,2293.55,,
1549954624000,,,,468.11,,
1550057114000,,,,635.34,,
1550160727000,,,,1268.07,,
1550264379000,,,,369.92,,
1550367666000,,,,453.18,,
1550471025000,,,,246.65,,
1550573262000,,,,623.33,,
1550675116000,,,,379.33,,
1550776436000,,,,1622.67,,
1550878296000,,,,328.53,,
1550978228000,,,,328.95,,
1551078586000,,,,179.98,,
1551181750000,,,,5588.73,,
1551281880000,,,,577.02,,
1551383524000,,,,,,
1551459490000,,,,,,
1551527005000,,,,28.29,,
1551595407000,,,,141.05,,
1551662535000,,,,1090.45,,
1551730739000,,,,14724.20,,
1551798808000,,,,2051.53,,
1551865512000,,,,3012.06,,
1551932302000,,,,2490.56,,
1551999434000,,,,2957.45,,
1552066766000,,,,443.24,,
1552134613000,,,,945.55,,
1552201544000,,,,2890.30,,
1552268725000,,,,473.87,,
1552336045000,,,,1560.70,,
1552403003000,,,,479.19,,
1552470545000,,,,976.98,,
1552537130000,,,,358.61,,
1552605435000,,,,238.15,,
1552671597000,,,,223.31,,
1552738081000,,,,621.40,,
1552805598000,,,,1908.57,,
1552872817000,,,,1139.22,,
1552940619000,,,,476.58,,
1553008742000,,,,,,
1553075047000,,,,,,
1553142018000,,,,,,
1553209653000,,,,3763.64,,
1553277395000,,,,843.41,,
1553344849000,,,,154.88,,
1553411888000,,,,,,
1553478679000,,,,,,
1553546051000,,,,,,
1553614241000,,,,,,
1553681868000,,,,320.30,,
1553749152000,,,,485.14,,
1553816450000,,,,2085.34,,
1553884334000,,,,110.84,,
1553953102000,,,,233.42,,
1554019932000,,,,,,
1554086578000,,,,228.11,,
1554153946000,,,,1869.69,,
1554222678000,,,,1237.90,,
1554290288000,,,,2406.91,,
1554358137000,,,,4194.01,,
1554425436000,,,,494.55,,
1554493384000,,,,517.43,,
1554559454000,,,,4734.11,,
1554626505000,,,,696.83,,
1554693632000,,,,1123.67,,
1554760411000,,,,3515.24,,
1554827345000,,,,1521.61,,
1554894627000,,,,780.15,,
1554961787000,,,,695.84,,
1555029655000,,,,577.30,,
1555096914000,,,,125.98,,
1555163830000,,,,1466.63,,
1555230712000,,,,4619.16,,
1555297496000,,,,171.09,,
1555364629000,,,,2933.39,,
1555431616000,,,,481.71,,
1555500111000,,,,6662.30,,
1555566912000,,,,180612.83,,
1555634415000,,,,24293.36,,
1555701653000,,,,16612.50,,
1555769476000,,,,14685.20,,
1555837014000,,,,14675.46,,
1555904097000,,,,15245.77,,
1555970540000,,,,19375.25,,
1556038531000,,,,21026.93,,
1556107407000,,,,18508.44,,
1556173928000,,,,3096.38,,
1556241200000,,,,6150.40,,
1556308450000,,,,10260.72,,
1556374991000,,,,7675.66,,
1556442410000,,,,2542.07,,
1556509346000,,,,14779.43,,
1556576806000,,,,4098.79,,
1556643967000,,,,17201.08,,
1556711534000,,,,8455.61,,
1556778136000,,,,3776.40,,
1556845234000,,,,14069.75,,
1556913235000,,,,4538.72,,
1556979262000,,,,25347.11,,
1557047080000,,,,8146.00,,
1557114439000,,,,3426.17,,
1557182260000,,,,11605.27,,
1557249608000,,,,7406.39,,
1557318081000,,,,6355.31,,
1557385675000,,,,10046.48,,
1557453624000,,,,5811.34,,
1557521031000,,,,15172.38,,
1557588222000,,,,1281.86,,
1557655069000,,,,2795.17,,
1557722567000,,,,9027.75,,
1557790675000,,,,12647.16,,
1557857642000,,,,5031.10,,
1557924398000,,,,4523.36,,
1557992058000,,,,3060.68,,
1558059268000,,,,22401.33,,
1558126732000,,,,,,
1558194179000,,,,1372.32,,
1558262228000,,,,8583.79,,
1558329711000,,,,15155.76,,
1558397321000,,,,913.03,,
1558466162000,,,,2723.50,,
1558533192000,,,,437.30,,
1558601405000,,,,355.48,,
1558669169000,,,,354.91,,
1558736680000,,,,175.55,,
1558803191000,,,,9342.33,,
1558871016000,,,,,,
1558937464000,,,,354.44,,
1559004601000,,,,,,
1559072957000,,,,393.28,,
1559139434000,,,,177.95,,
1559206701000,,,,3430.63,,
1559274975000,,,,4420.47,,
1559341699000,,,,542.41,,
1559409902000,,,,3399.54,,
1559477256000,,,,179.14,,
1559545066000,,,,11544.79,,
1559613008000,,,,9956.31,,
1559680478000,,,,2781.86,,
1559748180000,,,,1261.77,,
1559815480000,,,,5278.57,,
1559882780000,,,,1337.76,,
1559950737000,,,,394.64,,
1560018665000,,,,,,
1560086804000,,,,,,
1560153643000,,,,427.34,,
1560221421000,,,,7218.85,,
1560289199000,,,,924.17,,
1560356878000,,,,1675.80,,
1560423930000,,,,2052.19,,
1560491307000,,,,352.80,,
1560558991000,,,,3936.93,,
1560626789000,,,,3745.29,,
1560694377000,,,,,,
1560761916000,,,,514.09,,
1560829590000,,,,368.85,,
1560897457000,,,,7635.05,,
1560964413000,,,,382.93,,
1561032579000,,,,,,
1561100149000,,,,1340.44,,
1561168282000,,,,265.74,,
1561234762000,,,,2438.34,,
1561302398000,,,,1856.19,,
1561369418000,,,,3404.11,,
1561436953000,,,,8935.89,,
1561504004000,,,,40919.50,,
1561570799000,,,,3905.82,,
1561638755000,,,,3160.55,,
1561706755000,,,,,,
1561774045000,,,,,,
1561840989000,,,,3107.96,,
1561907952000,,,,6432.18,,
1561975491000,,,,4837.37,,
1562042620000,,,,3140.78,,
1562110262000,,,,4825.59,,
1562178137000,,,,1845.50,,
1562245083000,,,,1229.90,,
1562312263000,,,,5645.61,,
1562380043000,,,,825.69,,
1562446275000,,,,2464.71,,
1562513829000,,,,3777.64,,
1562580710000,,,,939.65,,
1562647935000,,,,,,
1562714668000,,,,1295.70,,
1562782053000,,,,2852.44,,
1562848961000,,,,430.66,,
1562916876000,,,,1282.29,,
1562984792000,,,,862.88,,
1563051887000,,,,730.15,,
1563118325000,,,,2889.86,,
1563185341000,,,,,,
1563253666000,,,,,,
1563322130000,,,,,,
1563390506000,,,,436.31,,
1563456683000,,,,,,
1563524083000,,,,,,
1563591824000,,,,,,
1563657984000,,,,,,
1563725454000,,,,448.85,,
1563792449000,,,,1568.45,,
1563858874000,,,,1577.63,,
1563925785000,,,,,,
1563992752000,,,,,,
1564060720000,,,,,,
1564128623000,,,,,,
1564194770000,,,,,,
1564261351000,,,,,,
1564329190000,,,,,,
1564395991000,,,,,,
1564463477000,,,,,,
1564530020000,,,,,,
1564597821000,,,,,,
1564665039000,,,,,,
1564732022000,,,,,,
1564799107000,20.35,,,,,
1564865751000,,,,,,
1564932781000,,,,,,
1564999286000,229.96,,,,,
1565066439000,233.11,,,,,
1565133760000,236.36,,,,,
1565200774000,,,,,,
1565267861000,,,,,,
1565334762000,,,,,,
1565401917000,,,,,,
1565468754000,,,,,,
1565536629000,48.00,,,,,
1565603145000,237.47,,,,,
1565669720000,2500.63,,,,,
1565737101000,480.29,,,,,
1565803734000,,,,,,
1565871010000,,,,,,
1565938594000,972.25,,,,,
1566005643000,328.68,,,,,
1566071734000,241.14,,,,,
1566139968000,,,,,,
1566206924000,243.87,,,,,
1566273958000,,,,,,
1566340899000,45217.15,,,,,
1566408719000,1254.52,,,,,
1566474986000,983.62,,,,,
1566542876000,,,,,,
1566609532000,2505.84,,,,,
1566677699000,,,,,,
1566744845000,,,,,,
1566811311000,,,,,,
1566879172000,110.79,,,,,
1566946162000,12272.72,,,,,
1567013670000,,,,,,
1567080503000,,,,,,
1567147214000,,,,,,
1567214663000,,,,,,
1567281961000,,,,,,
1567349460000,,,,,,
1567416716000,,,,,,
1567484031000,244.67,,,,,
1567551463000,249.13,,,,,
1567619231000,,,,,,
1567685589000,,,,,,
1567753902000,251.73,,,,,
1567820847000,,,,,,
1567887785000,,,,,,
1567955110000,,,,,,
1568023141000,1164.86,,,,,
1568089878000,,,,,,
1568157833000,,,,,,
1568225074000,,,,,,
1568292523000,779.68,,,,,
1568360055000,,,,,,
1568427970000,,,,,,
1568495114000,1699.02,,,,,
1568562808000,1423.12,,,,,
1568630407000,,,,,,
1568696458000,,,,,,
1568764187000,1365.91,,,,,
1568830698000,3501.41,,,,,
1568898597000,6158.78,,,,,
1568967137000,18456.93,,,,,
1569034094000,1278.70,,,,,
1569100750000,,,,,,
1569168482000,499.61,,,,,
1569236030000,,,,,,
1569303544000,721.00,,,,,
1569371996000,1159.68,,,,,
1569439704000,,,,,,
1569507924000,2761.49,,,,,
1569575662000,,,152.93,,,
1569642495000,,,263.86,,,
1569709939000,,,,,,
1569777994000,,,,,,
1569845721000,,,,,,
1569912741000,,,687.57,,,
1569979950000,,,854.01,,,
1570047984000,,,763.28,,,
