timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1529385239000,,,,,,
1529459855000,,,0.08,,,
1529534480000,,,86.17,,,
1529607759000,,,250.19,,,
1529682434000,,,170.55,,,
1529756296000,,,94.90,,,
1529828276000,,,,,,
1529902416000,,,,,,
1529979078000,,,,,,
1530054421000,,,457.24,,,
1530128282000,,,340.88,,,
1530203197000,,,196.92,,,
1530278431000,,,,,,
1530351013000,,,,,,
1530426268000,,,,,,
1530499615000,,,,,,
1530572217000,,,,,,
1530646642000,,,,,,
1530720604000,,,,,,
1530794550000,,,,,,
1530868977000,,,,,,
1530942968000,,,1.53,,,
1531017892000,,,,,,
1531093254000,,,,,,
1531167486000,,,,,,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,8.83,,,
1531459813000,,,,,,
1531532086000,,,,,,
1531603912000,,,,,,
1531675397000,,,,,,
1531748307000,,,2011.26,,,
1531822417000,,,820.17,,,
1531896343000,,,,,,
1531971151000,,,,,,
1532045631000,,,1153.61,,,
1532118564000,,,258.86,,,
1532191928000,,,,,,
1532264894000,,,12.04,,,
1532336677000,,,289.78,,,
1532411124000,,,225.48,,,
1532485297000,,,,,,
1532558514000,,,641.27,,,
1532632522000,,,31.06,,,
1532706031000,,,,,,
1532778335000,,,407.82,,,
1532849626000,,,15856.43,,,
1532921962000,,,1815.65,,,
1532994160000,,,4565.13,,,
1533067467000,,,1163.31,,,
1533141286000,,,29.81,,,
1533214941000,,,,,,
1533288091000,,,,,,
1533360489000,,,,,,
1533432998000,,,,,,
1533505953000,,,1878.48,,,
1533578575000,,,99.55,,,
1533651925000,,,306.10,,,
1533724916000,,,256.32,,,
1533797508000,,,250.19,,,
1533870537000,,,288.95,,,
1533943288000,,,506.80,,,
1534016212000,,,339.30,,,
1534090711000,,,138.17,,,
1534163628000,,,569.24,,,
1534236905000,,,377.97,,,
1534309134000,,,,,,
1534381971000,,,,,,
1534454722000,,,,,,
1534527690000,,,,,,
1534602524000,,,235.71,,,
1534675224000,,,,,,
1534747701000,,,,,,
1534820720000,,,106.81,,,
1534892931000,,,,,,
1534965694000,,,,,,
1535039951000,,,,,,
1535112747000,,,1.74,,,
1535185292000,,,,,,
1535257864000,,,,,,
1535331135000,,,,,,
1535403660000,,,16.09,,,
1535477339000,,,11.29,,,
1535550907000,,,1210.49,,,
1535623054000,,,162.21,,,
1535695540000,,,343.09,,,
1535768227000,,,,,,
1535842094000,,,509.08,,,
1535914482000,,,6.07,,,
1535987210000,,,,,,
1536059758000,,,,,,
1536132247000,,,255.60,,,
1536204432000,,,,,,
1536276091000,,,,,,
1536348963000,,,,,,
1536421628000,,,,,,
1536495403000,,,,,,
1536568351000,,,,,,
1536639507000,,,,,,
1536711510000,,,11.90,,,
1536783125000,,,,,,
1536854753000,,,,,,
1536925887000,,,,,,
1536997175000,,,,,,
1537069009000,,,,,,
1537139381000,,,,,,
1537210708000,,,1085.22,,,
1537282705000,,,88.40,,,
1537353835000,,,309.04,,,
1537424834000,,,73.93,,,
1537497361000,,,,,,
1537568218000,,,343.16,,,
1537639728000,,,,,,
1537710354000,,,,,,
1537781366000,,,,,,
1537852317000,,,232.89,,,
1537922897000,,,382.09,,,
1537993834000,,,139.08,,,
1538065170000,,,1438.87,,,
1538135659000,,,2457.19,,,
1538207020000,,,2019.81,,,
1538277094000,,,976.56,,,
1538348235000,,,685.43,,,
1538418856000,,,4216.69,,,
1538489640000,,,3719.54,,,
1538560179000,,,1424.00,,,
1538631256000,,,1.92,,,
1538700722000,,,78.16,,,
1538771727000,,,77727.16,,,
1538841320000,,,2307.01,,,
1538911026000,,,36584.37,,,
1538980216000,,,336.46,,,
1539049430000,,,228.66,,,
1539120813000,,,37150.00,,,
1539190730000,,,76.93,,,
1539260859000,,,10135.52,,,
1539330275000,,,13825.69,,,
1539400992000,,,224.93,,,
1539470509000,,,41.05,,,
1539541019000,,,51661.94,,,
1539611779000,,,8355.51,,,
1539682267000,,,5.38,,,
1539752649000,,,2802.60,,,
1539822973000,,,139.22,,,
1539893301000,,,1463.95,,,
1539964665000,,,108.51,,,
1540035461000,,,45.70,,,
1540105380000,,,211.79,,,
1540175783000,,,64.57,,,
1540247628000,,,885.53,,,
1540317582000,,,204.41,,,
1540388140000,,,4.53,,,
1540458691000,,,223.39,,,
1540528530000,,,160.71,,,
1540599331000,,,157.14,,,
1540669979000,,,256.09,,,
1540740577000,,,1461.06,,,
1540812281000,,,3552.68,,,
1540882459000,,,582.40,,,
1540953530000,,,16633.88,,,
1541023512000,,,304.81,,,
1541094934000,,,521.46,,,
1541166376000,,,,,,
1541237446000,,,56.57,,,
1541307140000,,,404.10,,,
1541378245000,,,1031.96,,,
1541449770000,,,1101.07,,,
1541521033000,,,37.61,,,
1541592294000,,,,,,
1541662439000,,,83.56,,,
1541733218000,,,,,,
1541804044000,,,39.15,,,
1541874538000,,,399.26,,,
1541945087000,,,188.04,,,
1542016384000,,,2387.30,,,
1542085646000,,,12.46,,,
1542156560000,,,691.30,,,
1542228035000,,,329.45,,,
1542298725000,,,,,,
1542368660000,,,559.32,,,
1542440006000,,,4609.11,,,
1542510859000,,,597.38,,,
1542580287000,,,,,,
1542652239000,,,283.91,,,
1542723747000,,,,,,
1542795271000,,,14917.35,,,
1542866477000,,,13819.20,,,
1542936877000,,,4415.24,,,
1543007269000,,,728.23,,,
1543077801000,,,6167.83,,,
1543148698000,,,1882.97,,,
1543218413000,,,3697.44,,,
1543289948000,,,3804.00,,,
1543362296000,,,2769.44,,,
1543434172000,,,2097.83,,,
1543504581000,,,2480.83,,,
1543575859000,,,3634.87,,,
1543646812000,,,2213.63,,,
1543718667000,,,1829.57,,,
1543789997000,,,3463.89,,,
1543862329000,,,2572.68,,,
1543932926000,,,2669.82,,,
1544005220000,,,17851.74,,,
1544076879000,,,1482.71,,,
1544148198000,,,47157.67,,,
1544220287000,,,2779.74,,,
1544291964000,,,3603.55,,,
1544363331000,,,4671.38,,,
1544433268000,,,4456.40,,,
1544503865000,,,4155.44,,,
1544576147000,,,1728.08,,,
1544647316000,,,3568.56,,,
1544718309000,,,6340.89,,,
1544789693000,,,4806.86,,,
1544860802000,,,4958.87,,,
1544931651000,,,5226.62,,,
1545003100000,,,3270.07,,,
1545076575000,,,1649.97,,,
1545151038000,,,4209.54,,,
1545224266000,,,5621.91,,,
1545298309000,,,6178.74,,,
1545371765000,,,11508.85,,,
1545444975000,,,13273.34,,,
1545518580000,,,196.58,,,
1545592165000,,,7828.41,,,
1545664945000,,,10223.33,,,
1545737520000,,,6008.66,,,
1545810031000,,,6712.40,,,
1545883479000,,,10383.98,,,
1545956158000,,,3176.19,,,
1546029906000,,,8358.22,,,
1546103201000,,,9500.16,,,
1546175667000,,,10132.34,,,
1546247915000,,,10571.51,,,
1546320878000,,,9.63,,,
1546394518000,,,11468.86,,,
1546466952000,,,10697.01,,,
1546544000000,,,10572.67,,,
1546622719000,,,132.87,,,
1546699391000,,,10172.08,,,
1546776424000,,,12973.20,,,
1546854270000,,,11151.72,,,
1546931422000,,,7248.23,,,
1547008514000,,,108.87,,,
1547086233000,,,5176.10,,,
1547163262000,,,4467.15,,,
