timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529385239000,,,,,
1529459855000,,,1324.31,,
1529534480000,,,1973.96,,
1529607759000,,,1992.08,,
1529682434000,,,1058.79,,
1529756296000,,,1923.25,,
1529828276000,,,989.36,,
1529902416000,,,1850.79,,
1529979078000,,,425.97,,
1530054421000,,,1058.68,,
1530128282000,,,79.83,,
1530203197000,,,625.78,,
1530278431000,,,390.80,,
1530351013000,,,851.53,,
1530426268000,,,0.63,,
1530499615000,,,410.99,,
1530572217000,,,2674.57,,
1530646642000,,,1254.96,,
1530720604000,,,684.38,,
1530794550000,,,1087.62,,
1530868977000,,,17.92,,
1530942968000,,,,,
1531017892000,,,2055.76,,
1531093254000,,,943.03,,
1531167486000,,,,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,341.39,,
1531459813000,,,253.65,,
1531532086000,,,1157.66,,
1531603912000,,,,,
1531675397000,,,,,
1531748307000,,,54.86,,
1531822417000,,,1361.15,,
1531896343000,,,1493.61,,
1531971151000,,,1204.41,,
1532045631000,,,15720.14,,
1532118564000,,,23.88,,
1532191928000,,,1161.01,,
1532264894000,,,10249.77,,
1532336677000,,,1682.96,,
1532411124000,,,38443.21,,
1532485297000,,,2301.18,,
1532558514000,,,1354.59,,
1532632522000,,,1524.18,,
1532706031000,,,218.68,,
1532778335000,,,,,
1532849626000,,,1015.81,,
1532921962000,,,290.95,,
1532994160000,,,422.10,,
1533067467000,,,971.87,,
1533141286000,,,2268.95,,
1533214941000,,,748.29,,
1533288091000,,,466.63,,
1533360489000,,,14705.26,,
1533432998000,,,716.17,,
1533505953000,,,132.90,,
1533578575000,,,256.90,,
1533651925000,,,14151.48,,
1533724916000,,,2252.42,,
1533797508000,,,,,
1533870537000,,,,,
1533943288000,,,15.19,,
1534016212000,,,403.07,,
1534090711000,,,,,
1534163628000,,,178.45,,
1534236905000,,,2158.40,,
1534309134000,,,8035.04,,
1534381971000,,,2775.81,,
1534454722000,,,1488.97,,
1534527690000,,,565.19,,
1534602524000,,,,,
1534675224000,,,364.91,,
1534747701000,,,982.47,,
1534820720000,,,1384.14,,
1534892931000,,,9.17,,
1534965694000,,,491.50,,
1535039951000,,,1692.44,,
1535112747000,,,341.52,,
1535185292000,,,647.19,,
1535257864000,,,1403.41,,
1535331135000,,,4.25,,
1535403660000,,,787.01,,
1535477339000,,,17.00,,
1535550907000,,,6746.31,,
1535623054000,,,,,
1535695540000,,,6.97,,
1535768227000,,,392.81,,
1535842094000,,,56.35,,
1535914482000,,,,,
1535987210000,,,768.36,,
1536059758000,,,,,
1536132247000,,,1188.15,,
1536204432000,,,2644.52,,
1536276091000,,,2718.85,,
1536348963000,,,0.20,,
1536421628000,,,,,
1536495403000,,,965.52,,
1536568351000,,,1566.51,,
1536639507000,,,293.51,,
1536711510000,,,,,
1536783125000,,,1871.79,,
1536854753000,,,6969.99,,
1536925887000,,,74.27,,
1536997175000,,,2463.04,,
1537069009000,,,3363.81,,
1537139381000,,,156.99,,
1537210708000,,,6.61,,
1537282705000,,,114.42,,
1537353835000,,,180.32,,
1537424834000,,,361.85,,
1537497361000,,,814.73,,
1537568218000,,,1468.40,,
1537639728000,,,270.49,,
1537710354000,,,,,
1537781366000,,,303.22,,
1537852317000,,,0.14,,
1537922897000,,,,,
1537993834000,,,5356.18,,
1538065170000,,,,,
1538135659000,,,3875.76,,
1538207020000,,,265.72,,
1538277094000,,,369.93,,
1538348235000,,,1427.64,,
1538418856000,,,10203.21,,
1538489640000,,,976.34,,
1538560179000,,,338.00,,
1538631256000,,,724.73,,
1538700722000,,,821.85,,
1538771727000,,,711.64,,
1538841320000,,,1252.35,,
1538911026000,,,626.12,,
1538980216000,,,0.26,,
1539049430000,,,212.69,,
1539120813000,,,210.03,,
1539190730000,,,2.22,,
1539260859000,,,1545.50,,
1539330275000,,,24.33,,
1539400992000,,,92.66,,
1539470509000,,,427.54,,
1539541019000,,,65.27,,
1539611779000,,,0.21,,
1539682267000,,,273.47,,
1539752649000,,,369.78,,
1539822973000,,,0.30,,
1539893301000,,,39.37,,
1539964665000,,,2795.60,,
1540035461000,,,16.99,,
1540105380000,,,41.05,,
1540175783000,,,0.21,,
1540247628000,,,,,
1540317582000,,,1250.39,,
1540388140000,,,1291.73,,
1540458691000,,,147.39,,
1540528530000,,,264.19,,
1540599331000,,,1402.20,,
1540669979000,,,349.00,,
1540740577000,,,468.30,,
1540812281000,,,6982.30,,
1540882459000,,,8044.99,,
1540953530000,,,2764.87,,
1541023512000,,,1159.44,,
1541094934000,,,4233.64,,
1541166376000,,,1039.78,,
1541237446000,,,825.31,,
1541307140000,,,333.16,,
1541378245000,,,1295.68,,
