timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529385239000,,,,,
1529459855000,,,7180.98,,
1529534480000,,,3040.41,,
1529607759000,,,1688.08,,
1529682434000,,,12114.69,,
1529756296000,,,5497.08,,
1529828276000,,,285.47,,
1529902416000,,,3228.26,,
1529979078000,,,1270.38,,
1530054421000,,,4737.23,,
1530128282000,,,10791.55,,
1530203197000,,,8451.16,,
1530278431000,,,2909.64,,
1530351013000,,,657.71,,
1530426268000,,,1005.77,,
1530499615000,,,6288.80,,
1530572217000,,,4027.52,,
1530646642000,,,2596.92,,
1530720604000,,,216.12,,
1530794550000,,,4943.81,,
1530868977000,,,8057.59,,
1530942968000,,,,,
1531017892000,,,1214.17,,
1531093254000,,,1358.62,,
1531167486000,,,629.55,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,7504.07,,
1531459813000,,,2766.76,,
1531532086000,,,306.02,,
1531603912000,,,1171.30,,
1531675397000,,,5045.90,,
1531748307000,,,329.40,,
1531822417000,,,1568.12,,
1531896343000,,,9338.89,,
1531971151000,,,7496.25,,
1532045631000,,,392.42,,
1532118564000,,,1218.69,,
1532191928000,,,2483.51,,
1532264894000,,,1876.56,,
1532336677000,,,8106.12,,
1532411124000,,,7613.47,,
1532485297000,,,2995.53,,
1532558514000,,,406.74,,
1532632522000,,,6228.18,,
1532706031000,,,986.56,,
1532778335000,,,1340.59,,
1532849626000,,,3514.16,,
1532921962000,,,1372.98,,
1532994160000,,,4595.82,,
1533067467000,,,5163.45,,
1533141286000,,,69.99,,
1533214941000,,,1698.46,,
1533288091000,,,3175.04,,
1533360489000,,,1181.25,,
1533432998000,,,4602.95,,
1533505953000,,,977.83,,
1533578575000,,,2515.56,,
1533651925000,,,15307.96,,
1533724916000,,,3046.25,,
1533797508000,,,769.51,,
1533870537000,,,393.98,,
1533943288000,,,686.35,,
1534016212000,,,2218.56,,
1534090711000,,,318.46,,
1534163628000,,,2460.76,,
1534236905000,,,2708.24,,
1534309134000,,,20430.81,,
1534381971000,,,5265.80,,
1534454722000,,,1026.84,,
1534527690000,,,785.46,,
1534602524000,,,13600.69,,
1534675224000,,,7763.08,,
1534747701000,,,14262.55,,
1534820720000,,,50339.00,,
1534892931000,,,8653.14,,
1534965694000,,,19772.95,,
1535039951000,,,9309.35,,
1535112747000,,,12612.10,,
1535185292000,,,15781.72,,
1535257864000,,,9738.48,,
1535331135000,,,15730.01,,
1535403660000,,,7660.58,,
1535477339000,,,3110.65,,
1535550907000,,,11258.14,,
1535623054000,,,16297.03,,
1535695540000,,,26749.16,,
1535768227000,,,11203.69,,
1535842094000,,,24640.30,,
1535914482000,,,10218.19,,
1535987210000,,,11803.88,,
1536059758000,,,3128.13,,
1536132247000,,,5003.41,,
1536204432000,,,9066.44,,
1536276091000,,,7413.48,,
1536348963000,,,8734.44,,
1536421628000,,,4904.59,,
1536495403000,,,4850.70,,
1536568351000,,,6670.55,,
1536639507000,,,19376.67,,
1536711510000,,,3302.86,,
1536783125000,,,1335.78,,
1536854753000,,,2595.24,,
1536925887000,,,6761.82,,
1536997175000,,,7036.67,,
1537069009000,,,1591.01,,
1537139381000,,,1445.39,,
1537210708000,,,2204.40,,
1537282705000,,,1863.96,,
1537353835000,,,998.39,,
1537424834000,,,1225.81,,
1537497361000,,,1933.87,,
1537568218000,,,1925.03,,
1537639728000,,,575.12,,
1537710354000,,,617.97,,
1537781366000,,,69.79,,
1537852317000,,,4273.37,,
1537922897000,,,998.28,,
1537993834000,,,6479.75,,
1538065170000,,,2582.83,,
1538135659000,,,2043.46,,
1538207020000,,,1866.11,,
1538277094000,,,2226.72,,
1538348235000,,,1068.63,,
1538418856000,,,794.78,,
1538489640000,,,49627.63,,
1538560179000,,,3839.91,,
1538631256000,,,5837.03,,
1538700722000,,,8138.18,,
1538771727000,,,1567.25,,
1538841320000,,,6805.58,,
1538911026000,,,1705.69,,
1538980216000,,,349.20,,
1539049430000,,,4416.51,,
1539120813000,,,861.73,,
1539190730000,,,579.07,,
1539260859000,,,7966.26,,
1539330275000,,,4147.15,,
1539400992000,,,28524.99,,
1539470509000,,,11131.47,,
1539541019000,,,7849.41,,
1539611779000,,,4715.62,,
1539682267000,,,1621.74,,
1539752649000,,,390.26,,
1539822973000,,,23031.42,,
1539893301000,,,21322.97,,
1539964665000,,,14217.92,,
1540035461000,,,4957.70,,
1540105380000,,,6278.77,,
1540175783000,,,2846.61,,
1540247628000,,,8424.61,,
1540317582000,,,3975.00,,
1540388140000,,,10010.01,,
1540458691000,,,3172.95,,
1540528530000,,,5047.26,,
1540599331000,,,4385.13,,
1540669979000,,,3708.41,,
1540740577000,,,1448.82,,
1540812281000,,,4398.96,,
1540882459000,,,206.42,,
1540953530000,,,1152.30,,
1541023512000,,,1414.23,,
1541094934000,,,13930.67,,
1541166376000,,,14090.37,,
1541237446000,,,7066.31,,
1541307140000,,,5937.37,,
1541378245000,,,2378.03,,
1541449770000,,,1569.01,,
1541521033000,,,640.40,,
1541592294000,,,5550.60,,
1541662439000,,,11961.73,,
1541733218000,,,516.67,,
1541804044000,,,2977.41,,
1541874538000,,,634.15,,
1541945087000,,,2229.01,,
1542016384000,,,6418.32,,
1542085646000,,,,,
1542156560000,,,7106.85,,
1542228035000,,,8159.99,,
1542298725000,,,936.21,,
1542368660000,,,4276.62,,
1542440006000,,,1191.03,,
1542510859000,,,937.88,,
1542580287000,,,,,
1542652239000,,,1466.56,,
1542723747000,,,12131.21,,
1542795271000,,,58919.79,,
1542866477000,,,6640.76,,
1542936877000,,,6235.56,,
1543007269000,,,6107.92,,
1543077801000,,,8733.09,,
1543148698000,,,10222.37,,
1543218413000,,,10002.60,,
1543289948000,,,21827.40,,
1543362296000,,,1948.61,,
1543434172000,,,1464.91,,
1543504581000,,,2497.57,,
1543575859000,,,9697.44,,
1543646812000,,,2787.68,,
1543718667000,,,2615.85,,
1543789997000,,,4229.12,,
1543862329000,,,5804.24,,
1543932926000,,,90.75,,
1544005220000,,,78.44,,
1544076879000,,,6635.25,,
1544148198000,,,5605.25,,
1544220287000,,,6014.43,,
1544291964000,,,853.03,,
1544363331000,,,4606.56,,
1544433268000,,,13278.41,,
1544503865000,,,16296.49,,
1544576147000,,,7319.31,,
1544647316000,,,3396.40,,
1544718309000,,,,,
1544789693000,,,3688.79,,
1544860802000,,,1253.17,,
1544931651000,,,729.38,,
1545003100000,,,1835.85,,
1545076575000,,,1933.24,,
1545151038000,,,7414.65,,
1545224266000,,,9816.34,,
1545298309000,,,7020.26,,
1545371765000,,,9677.41,,
1545444975000,,,3296.83,,
1545518580000,,,1182.06,,
1545592165000,,,3088.77,,
1545664945000,,,771.65,,
1545737520000,,,641.11,,
1545810031000,,,1830.43,,
1545883479000,,,5058.56,,
1545956158000,,,4494.09,,
1546029906000,,,3796.55,,
1546103201000,,,2195.82,,
1546175667000,,,3002.54,,
1546247915000,,,1302.02,,
1546320878000,,,7155.83,,
1546394518000,,,4474.19,,
1546466952000,,,766.32,,
1546544000000,,,645.10,,
1546622719000,,,5015.01,,
1546699391000,,,2341.13,,
1546776424000,,,846.29,,
1546854270000,,,2801.89,,
1546931422000,,,5800.65,,
1547008514000,,,5489.42,,
1547086233000,,,5319.28,,
1547163262000,,,1195.70,,
1547240860000,,,6226.22,,
1547318473000,,,2608.76,,
1547396030000,,,2910.00,,
1547472692000,,,2183.29,,
1547549533000,,,1450.86,,
1547626847000,,,6265.18,,
1547704633000,,,9719.05,,
