timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1529385239000,,,,,,
1529459855000,,,1500.33,,,
1529534480000,,,3007.11,,,
1529607759000,,,2426.75,,,
1529682434000,,,2036.33,,,
1529756296000,,,2305.78,,,
1529828276000,,,5814.31,,,
1529902416000,,,4839.86,,,
1529979078000,,,9419.17,,,
1530054421000,,,1144.73,,,
1530128282000,,,1944.06,,,
1530203197000,,,4378.21,,,
1530278431000,,,5439.56,,,
1530351013000,,,6617.69,,,
1530426268000,,,560.16,,,
1530499615000,,,204136.94,,,
1530572217000,,,80860.92,,,
1530646642000,,,55698.55,,,
1530720604000,,,29580.53,,,
1530794550000,,,12060.38,,,
1530868977000,,,13119.33,,,
1530942968000,,,13056.54,,,
1531017892000,,,1360.70,,,
1531093254000,,,11523.19,,,
1531167486000,,,253.05,,,
1531241905000,,,1606.05,,,
1531316279000,,,,,,
1531387780000,,,10145.59,,,
1531459813000,,,4079.12,,,
1531532086000,,,3310.14,,,
1531603912000,,,493.80,,,
1531675397000,,,,,,
1531748307000,,,9554.63,,,
1531822417000,,,2621.18,,,
1531896343000,,,11342.23,,,
1531971151000,,,25542.56,,,
1532045631000,,,10003.74,,,
1532118564000,,,13415.00,,,
1532191928000,,,12861.75,,,
1532264894000,,,5517.83,,,
1532336677000,,,3351.89,,,
1532411124000,,,7258.56,,,
1532485297000,,,38502.49,,,
1532558514000,,,16963.89,,,
1532632522000,,,13626.81,,,
1532706031000,,,11906.10,,,
1532778335000,,,5180.35,,,
1532849626000,,,7368.33,,,
1532921962000,,,3566.04,,,
1532994160000,,,6672.34,,,
1533067467000,,,6768.32,,,
1533141286000,,,4223.72,,,
1533214941000,,,2773.59,,,
1533288091000,,,12784.36,,,
1533360489000,,,6761.00,,,
1533432998000,,,6327.96,,,
1533505953000,,,4127.41,,,
1533578575000,,,3867.57,,,
1533651925000,,,26888.53,,,
1533724916000,,,9875.18,,,
1533797508000,,,2660.24,,,
1533870537000,,,816.71,,,
1533943288000,,,4469.10,,,
1534016212000,,,9545.17,,,
1534090711000,,,4268.43,,,
1534163628000,,,11344.15,,,
1534236905000,,,18413.77,,,
1534309134000,,,11439.02,,,
1534381971000,,,27332.77,,,
1534454722000,,,17139.22,,,
1534527690000,,,11182.49,,,
1534602524000,,,16057.99,,,
1534675224000,,,8485.70,,,
1534747701000,,,7268.00,,,
1534820720000,,,16275.06,,,
1534892931000,,,25755.72,,,
1534965694000,,,12996.75,,,
1535039951000,,,2792.12,,,
1535112747000,,,4662.84,,,
1535185292000,,,6736.04,,,
1535257864000,,,2506.45,,,
1535331135000,,,4934.53,,,
1535403660000,,,10763.44,,,
1535477339000,,,9799.38,,,
1535550907000,,,11659.13,,,
1535623054000,,,4331.00,,,
1535695540000,,,6011.87,,,
1535768227000,,,5534.37,,,
1535842094000,,,3766.28,,,
1535914482000,,,4254.94,,,
1535987210000,,,1869.32,,,
1536059758000,,,3448.31,,,
1536132247000,,,15917.68,,,
1536204432000,,,15581.31,,,
1536276091000,,,5381.14,,,
1536348963000,,,4940.06,,,
1536421628000,,,1229.65,,,
1536495403000,,,6595.76,,,
1536568351000,,,2937.72,,,
1536639507000,,,1615.45,,,
1536711510000,,,6781.61,,,
1536783125000,,,6600.72,,,
1536854753000,,,12144.71,,,
1536925887000,,,12034.14,,,
1536997175000,,,4956.82,,,
1537069009000,,,15419.83,,,
1537139381000,,,17777.66,,,
1537210708000,,,25101.66,,,
1537282705000,,,16408.14,,,
1537353835000,,,4535.94,,,
1537424834000,,,4713.62,,,
1537497361000,,,20823.54,,,
1537568218000,,,12511.00,,,
1537639728000,,,3404.14,,,
1537710354000,,,2837.16,,,
1537781366000,,,5488.90,,,
1537852317000,,,15049.48,,,
1537922897000,,,96759.50,,,
1537993834000,,,39249.25,,,
1538065170000,,,8574.44,,,
1538135659000,,,8810.60,,,
1538207020000,,,7814.93,,,
1538277094000,,,6335.74,,,
1538348235000,,,5219.39,,,
1538418856000,,,210.38,,,
1538489640000,,,1657.93,,,
1538560179000,,,3918.40,,,
1538631256000,,,461.57,,,
1538700722000,,,2149.96,,,
1538771727000,,,7099.00,,,
1538841320000,,,4981.41,,,
1538911026000,,,1776.16,,,
1538980216000,,,1992.48,,,
1539049430000,,,3180.19,,,
1539120813000,,,1301.89,,,
1539190730000,,,8383.53,,,
1539260859000,,,8868.46,,,
1539330275000,,,6627.45,,,
1539400992000,,,3689.64,,,
1539470509000,,,5307.40,,,
1539541019000,,,6090.15,,,
1539611779000,,,10439.02,,,
1539682267000,,,6738.82,,,
1539752649000,,,9794.11,,,
1539822973000,,,11345.31,,,
1539893301000,,,90178.19,,,
1539964665000,,,32687.50,,,
1540035461000,,,10188.34,,,
1540105380000,,,1858.93,,,
1540175783000,,,14524.67,,,
1540247628000,,,7198.61,,,
1540317582000,,,12501.68,,,
1540388140000,,,14998.84,,,
1540458691000,,,3547.98,,,
1540528530000,,,5620.51,,,
1540599331000,,,2306.21,,,
1540669979000,,,3068.65,,,
1540740577000,,,36252.93,,,
1540812281000,,,98513.71,,,
1540882459000,,,24292.71,,,
1540953530000,,,8844.87,,,
1541023512000,,,20999.03,,,
1541094934000,,,4727.67,,,
1541166376000,,,1260.15,,,
1541237446000,,,7240.82,,,
1541307140000,,,22241.20,,,
1541378245000,,,15280.85,,,
1541449770000,,,10669.08,,,
1541521033000,,,6759.96,,,
1541592294000,,,9537.79,,,
1541662439000,,,3008.87,,,
1541733218000,,,3335.28,,,
1541804044000,,,5358.53,,,
1541874538000,,,10785.44,,,
1541945087000,,,1586.56,,,
1542016384000,,,4767.40,,,
1542085646000,,,7302.09,,,
1542156560000,,,12042.17,,,
1542228035000,,,18277.39,,,
1542298725000,,,14132.62,,,
1542368660000,,,11668.91,,,
1542440006000,,,4026.25,,,
1542510859000,,,6971.32,,,
1542580287000,,,6672.89,,,
1542652239000,,,11066.41,,,
1542723747000,,,21409.97,,,
1542795271000,,,17633.79,,,
1542866477000,,,10776.99,,,
1542936877000,,,12088.13,,,
1543007269000,,,8083.66,,,
1543077801000,,,2111.70,,,
1543148698000,,,9317.64,,,
1543218413000,,,10188.53,,,
1543289948000,,,10185.23,,,
1543362296000,,,16154.82,,,
1543434172000,,,13613.84,,,
1543504581000,,,11540.97,,,
1543575859000,,,8150.53,,,
1543646812000,,,7071.58,,,
1543718667000,,,4175.34,,,
1543789997000,,,1834.91,,,
1543862329000,,,7930.14,,,
1543932926000,,,7788.46,,,
1544005220000,,,16382.75,,,
1544076879000,,,80503.93,,,
1544148198000,,,75262.51,,,
1544220287000,,,23230.85,,,
1544291964000,,,5396.83,,,
1544363331000,,,6769.18,,,
1544433268000,,,3262.98,,,
1544503865000,,,1461.78,,,
1544576147000,,,3194.78,,,
1544647316000,,,12702.20,,,
1544718309000,,,3424.35,,,
1544789693000,,,2516.36,,,
1544860802000,,,3006.42,,,
1544931651000,,,3017.58,,,
1545003100000,,,323.98,,,
1545076575000,,,3685.44,,,
1545151038000,,,6968.82,,,
1545224266000,,,4223.29,,,
1545298309000,,,2561.19,,,
1545371765000,,,7057.73,,,
1545444975000,,,17316.22,,,
1545518580000,,,9471.03,,,
1545592165000,,,11121.06,,,
1545664945000,,,18960.48,,,
1545737520000,,,10320.71,,,
1545810031000,,,3138.20,,,
1545883479000,,,17655.78,,,
1545956158000,,,14079.08,,,
1546029906000,,,5806.52,,,
1546103201000,,,5460.98,,,
1546175667000,,,5781.43,,,
1546247915000,,,1229.24,,,
1546320878000,,,2339.56,,,
1546394518000,,,6743.01,,,
1546466952000,,,6997.96,,,
1546544000000,,,5267.20,,,
1546622719000,,,2958.99,,,
1546699391000,,,1750.30,,,
1546776424000,,,4242.65,,,
1546854270000,,,8440.08,,,
1546931422000,,,48326.58,,,
1547008514000,,,2920.89,,,
1547086233000,,,7641.73,,,
1547163262000,,,29358.32,,,
1547240860000,,,1608.42,,,
1547318473000,,,2882.76,,,
1547396030000,,,11169.66,,,
1547472692000,,,2545.22,,,
1547549533000,,,7147.84,,,
1547626847000,,,15582.15,,,
1547704633000,,,11461.13,,,
1547781728000,,,10587.79,,,
1547859045000,,,18761.91,,,
1547934719000,,,17525.66,,,
1548012002000,,,3463.86,,,
1548095978000,,,5985.22,,,
