timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1548521909000,,,,
1548607305000,,,1411.01,
1548695090000,,,,29.40
1548784331000,,,,
1548872168000,,4422.18,,
1548959406000,,1031.35,,
1549048111000,,1511.16,,
1549136870000,,1484.72,,
1549225465000,,,,
1549312025000,,1582.03,,
1549400397000,,3016.99,,
1549488758000,,182.93,,
1549576572000,,2.28,,
1549664587000,,1031.16,,
1549752194000,,660.86,,
1549853106000,,,,
1549954624000,,2642.78,,
1550057114000,,2598.41,,
1550160727000,,,,
1550264379000,,,,
1550367666000,,14661.20,,
1550471025000,,,,
1550573262000,,169.42,,
1550675116000,,2294.83,,
1550776436000,,1948.73,,
1550878296000,,263.81,,
1550978228000,,,,
1551078586000,,2328.90,,
1551181750000,,2312.26,,
1551281880000,,3156.78,,
1551383524000,,2362.95,,
1551459490000,,912.81,,
1551527005000,,1994.04,,
1551595407000,,14.59,,
1551662535000,,2796.32,,
1551730739000,,539.98,,
1551798808000,,1890.02,,
1551865512000,,313.53,,
1551932302000,,262.57,,
1551999434000,,,,
1552066766000,,2539.53,,
1552134613000,,6034.64,,
1552201544000,,1994.94,,
1552268725000,,1645.11,,
1552336045000,,1135.60,,
1552403003000,,8.59,,
1552470545000,,327.74,,
1552537130000,,,,
1552605435000,,286.50,,
1552671597000,,308.79,,
1552738081000,,7.66,,
1552805598000,,456.11,,
1552872817000,,1162.45,,
1552940619000,,158.07,,
1553008742000,,,,
1553075047000,,13.67,,
1553142018000,,423.58,,
1553209653000,,1455.46,,
1553277395000,,1138.82,,
1553344849000,,158.51,,
1553411888000,,423.25,,
1553478679000,,39.79,,
1553546051000,,231.02,,
1553614241000,,737.00,,
1553681868000,,,,
1553749152000,,715.24,,
1553816450000,,534.11,,
1553884334000,,684.65,,
1553953102000,,446.71,,
1554019932000,,309.85,,
1554086578000,,2392.95,,
1554153946000,,2043.54,,
1554222678000,,452.84,,
1554290288000,,175.13,,
1554358137000,,6205.67,,
1554425436000,,960.48,,
1554493384000,,,,
1554559454000,,,,
1554626505000,,925.23,,
1554693632000,,,,
1554760411000,,256.98,,
1554827345000,,3493.48,,
1554894627000,,716.33,,
1554961787000,,2073.40,,
1555029655000,,511.01,,
1555096914000,,647.82,,
1555163830000,,404.65,,
1555230712000,,,,
1555297496000,,27.36,,
1555364629000,,2761.41,,
1555431616000,,141.93,,
1555500111000,,5.73,,
1555566912000,,2605.28,,
1555634415000,,,,
1555701653000,,0.04,,
1555769476000,,,,
1555837014000,,,,
1555904097000,,1072.46,,
1555970540000,,869.11,,
1556038531000,,324.91,,
1556107407000,,1959.06,,
1556173928000,,697.19,,
1556241200000,,814.54,,
1556308450000,,389.85,,
1556374991000,,1691.89,,
1556442410000,,594.22,,
1556509346000,,929.66,,
1556576806000,,1951.19,,
1556643967000,,5231.84,,
1556711534000,,621.57,,
1556778136000,,,,
1556845234000,,819.36,,
1556913235000,,6879.14,,
1556979262000,,3408.59,,
1557047080000,,3613.18,,
1557114439000,,49.28,,
1557182260000,,,,
1557249608000,,1269.65,,
1557318081000,,1853.87,,
1557385675000,,7381.04,,
1557453624000,,2335.90,,
1557521031000,,7043.97,,
1557588222000,,2480.40,,
1557655069000,,13859.06,,
1557722567000,,2187.28,,
1557790675000,,168.58,,
1557857642000,,13398.24,,
1557924398000,,6401.01,,
1557992058000,,13365.23,,
1558059268000,,11645.09,,
1558126732000,,4306.22,,
1558194179000,,1322.67,,
1558262228000,,727.09,,
1558329711000,,1951.92,,
1558397321000,,1608.47,,
1558466162000,,349.72,,
1558533192000,,735.41,,
1558601405000,,720.92,,
1558669169000,,3842.19,,
1558736680000,,1963.64,,
1558803191000,,1653.33,,
1558871016000,,651.20,,
1558937464000,,2814.07,,
1559004601000,,681.52,,
1559072957000,,,,
1559139434000,,,,
1559206701000,,,,
1559274975000,,135.72,,
1559341699000,,354.98,,
1559409902000,,,,
1559477256000,,1184.16,,
1559545066000,,,,
1559613008000,,,,
1559680478000,,3081.67,,
1559748180000,,391.37,,
1559815480000,,113.79,,
1559882780000,,1529.33,,
1559950737000,,519.81,,
1560018665000,,1734.61,,
1560086804000,,569.97,,
1560153643000,,1829.76,,
1560221421000,,1433.66,,
1560289199000,,1214.95,,
1560356878000,,710.96,,
1560423930000,,1371.25,,
1560491307000,,808.96,,
1560558991000,,3127.21,,
1560626789000,,3510.47,,
1560694377000,,32.14,,
1560761916000,,,,
1560829590000,,6957.27,,
1560897457000,,1868.02,,
1560964413000,,1778.49,,
1561032579000,,438.48,,
1561100149000,,443.04,,
1561168282000,,894.21,,
1561234762000,,4671.89,,
1561302398000,,,,
1561369418000,,1093.89,,
1561436953000,,2274.62,,
1561504004000,,438.75,,
1561570799000,,1091.80,,
1561638755000,,4387.14,,
1561706755000,,2474.13,,
1561774045000,,1385.82,,
1561840989000,,3821.84,,
1561907952000,,2865.27,,
1561975491000,,,,
1562042620000,,,,
1562110262000,,593.20,,
1562178137000,,638.24,,
1562245083000,,22.02,,
1562312263000,,4937.92,,
1562380043000,,,,
1562446275000,,399.51,,
1562513829000,,645.16,,
1562580710000,,1729.90,,
1562647935000,,,,
1562714668000,,4.32,,
1562782053000,,2011.44,,
1562848961000,,1896.61,,
1562916876000,,,,
1562984792000,,,,
