timestamp,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,
1529459855000,3227.24,
1529534480000,612.50,
1529607759000,130.59,
1529682434000,351.24,
1529756296000,137.13,
1529828276000,258.24,
1529902416000,1100.47,
1529979078000,44.91,
1530054421000,52.64,
1530128282000,149.98,
1530203197000,5943.37,
1530278431000,5394.47,
1530351013000,1360.97,
1530426268000,351.40,
1530499615000,183.07,
1530572217000,220.70,
1530646642000,658.99,
1530720604000,453.27,
1530794550000,1074.14,
1530868977000,436.33,
1530942968000,,
1531017892000,,
1531093254000,389.63,
1531167486000,83.49,
1531241905000,,
1531316279000,,
1531387780000,2382.86,
1531459813000,769.11,
1531532086000,210.78,
1531603912000,43.93,
1531675397000,41.97,
1531748307000,124.02,
1531822417000,901.46,
1531896343000,1079.46,
1531971151000,966.06,
1532045631000,905.79,
1532118564000,1192.97,
1532191928000,454.13,
1532264894000,17.72,
1532336677000,64.47,
1532411124000,7.62,
1532485297000,469.60,
1532558514000,584.18,
1532632522000,871.19,
1532706031000,1335944.96,
1532778335000,1284766.26,
1532849626000,309.08,
1532921962000,125.15,
1532994160000,1021.36,
1533067467000,190826.21,
1533141286000,163516.70,
1533214941000,1920.92,
1533288091000,540.20,
1533360489000,559.22,
1533432998000,388.62,
1533505953000,191.76,
1533578575000,2303386.27,
1533651925000,2861.08,
1533724916000,290.59,
1533797508000,773.60,
1533870537000,446.79,
1533943288000,,
1534016212000,,
1534090711000,,
1534163628000,39.15,
1534236905000,115.60,
1534309134000,81.99,
1534381971000,65.67,
1534454722000,18.15,
1534527690000,2.95,
1534602524000,,
1534675224000,17.78,
1534747701000,780.88,
1534820720000,46.37,
1534892931000,,
1534965694000,,
1535039951000,1.22,
1535112747000,,
1535185292000,11.65,
1535257864000,8.65,
1535331135000,,
1535403660000,13.89,
1535477339000,161.26,
1535550907000,2.79,
1535623054000,34.25,
1535695540000,3.58,
1535768227000,3.14,
1535842094000,53.61,
1535914482000,34.77,
1535987210000,56.99,
1536059758000,7.92,
1536132247000,,
1536204432000,,
1536276091000,,
1536348963000,10.49,
1536421628000,922.57,
1536495403000,0.43,
1536568351000,,
1536639507000,61.06,
1536711510000,,
1536783125000,0.24,
1536854753000,80.15,
1536925887000,,
1536997175000,27.46,
1537069009000,,
1537139381000,2.72,
1537210708000,1.22,
1537282705000,0.25,
1537353835000,4.87,
1537424834000,2.46,
1537497361000,43.04,
1537568218000,2.46,
1537639728000,,
1537710354000,,
1537781366000,12.58,
1537852317000,2.70,
1537922897000,,
1537993834000,,
1538065170000,,
1538135659000,,
1538207020000,,
1538277094000,9.98,
1538348235000,15.24,
1538418856000,9.25,
1538489640000,43.45,
1538560179000,49.48,
1538631256000,33.25,
1538700722000,26.60,
1538771727000,36.60,
1538841320000,,
1538911026000,,
1538980216000,0.06,
1539049430000,,
1539120813000,0.66,
1539190730000,4.79,
1539260859000,,
1539330275000,,
1539400992000,,
1539470509000,,
1539541019000,,
1539611779000,,
1539682267000,,
1539752649000,,
1539822973000,,
1539893301000,,
1539964665000,,
1540035461000,,
1540105380000,,
1540175783000,,
1540247628000,,
1540317582000,,
1540388140000,,
1540458691000,,
1540528530000,,
1540599331000,,
1540669979000,,
1540740577000,,
1540812281000,21.54,
1540882459000,,
1540953530000,4.71,
1541023512000,,
1541094934000,,
1541166376000,,
1541237446000,0.65,
1541307140000,,
1541378245000,7.56,
1541449770000,13.90,
1541521033000,,
1541592294000,10.70,
1541662439000,9.39,
1541733218000,6.80,
1541804044000,1.56,
1541874538000,,
1541945087000,6.85,
1542016384000,5.55,
1542085646000,,
1542156560000,,
1542228035000,,
1542298725000,,
1542368660000,6.82,
1542440006000,2.83,
1542510859000,39.77,
1542580287000,15.29,
1542652239000,,
1542723747000,11.58,
1542795271000,43.95,
1542866477000,3.02,
1542936877000,2.98,
1543007269000,8.30,
1543077801000,8.66,
1543148698000,2.68,
1543218413000,31.20,
1543289948000,,
1543362296000,,
1543434172000,,
1543504581000,15.08,
1543575859000,,
1543646812000,,
1543718667000,,
1543789997000,,
1543862329000,,
1543932926000,4.97,
1544005220000,,
1544076879000,,
1544148198000,,
1544220287000,,
1544291964000,14.43,
1544363331000,11.62,
