timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529534480000,,,,
1529607759000,,,241.24,
1529682434000,,,1177.53,
1529756296000,,,256.54,
1529828276000,,,303.20,
1529902416000,,,1279.90,
1529979078000,,,777.96,
1530054421000,,,1128.37,
1530128282000,,,569.49,
1530203197000,,,196.63,
1530278431000,,,978.21,
1530351013000,,,173.02,
1530426268000,,,3799.12,
1530499615000,,,760.80,
1530572217000,,,912.25,
1530646642000,,,304.20,
1530720604000,,,1058.64,
1530794550000,,,1284.35,
1530868977000,,,,
1530942968000,,,526.66,
1531017892000,,,996.47,
1531093254000,,,810.57,
1531167486000,,,477.32,
1531241905000,,,,
1531316279000,,,,
1531387780000,,,,
1531459813000,,,637.53,
1531532086000,,,,
1531603912000,,,,
1531675397000,,,,
1531748307000,,,1297.99,
1531822417000,,,1421.39,
1531896343000,,,2026.29,
1531971151000,,,102.78,
1532045631000,,,511.17,
1532118564000,,,2618.88,
1532191928000,,,479.57,
1532264894000,,,232.82,
1532336677000,,,,
1532411124000,,,1188.02,
1532485297000,,,4814.22,
1532558514000,,,2638.46,
1532632522000,,,,
1532706031000,,,,
1532778335000,,,,
1532849626000,,,807.51,
1532921962000,,,961.12,
1532994160000,,,154.89,
1533067467000,,,463.43,
1533141286000,,,497.71,
1533214941000,,,466.65,
1533288091000,,,3174.28,
1533360489000,,,3277.88,
1533432998000,,,6440.49,
1533505953000,,,3387.15,
1533578575000,,,195.45,
1533651925000,,,,
1533724916000,,,8178.95,
1533797508000,,,8628.47,
1533870537000,,,,
1533943288000,,,545.73,
1534016212000,,,,
1534090711000,,,3742.87,
1534163628000,,,6473.05,
1534236905000,,,8519.12,
1534309134000,,,3204.06,
1534381971000,,,35.09,
1534454722000,,,142.09,
1534527690000,,,1688.87,
1534602524000,,,7473.61,
1534675224000,,,1508.40,
1534747701000,,,318.98,
1534820720000,,,,
1534892931000,,,1246.70,
1534965694000,,,8.75,
1535039951000,,,87.25,
1535112747000,,,,
1535185292000,,,1665.62,
1535257864000,,,326.51,
1535331135000,,,742.39,
1535403660000,,,,
1535477339000,,,379.82,
1535550907000,,,119.38,
1535623054000,,,112.12,
1535695540000,,,,
1535768227000,,,,
1535842094000,,,21.41,
1535914482000,,,8123.30,
1535987210000,,,4723.60,
1536059758000,,,902.26,
1536132247000,,,890.56,
1536204432000,,,3503.34,
1536276091000,,,578.25,
1536348963000,,,2130.28,
1536421628000,,,3424.14,
1536495403000,,,2183.13,
1536568351000,,,163.13,
1536639507000,,,369.11,
1536711510000,,,,
1536783125000,,,2048.15,
1536854753000,,,1326.12,
1536925887000,,,176.94,
1536997175000,,,138.11,
1537069009000,,,155.94,
1537139381000,,,2352.17,
1537210708000,,,215.61,
1537282705000,,,998.69,
1537353835000,,,,
1537424834000,,,45.67,
1537497361000,,,949.66,
1537568218000,,,574.26,
1537639728000,,,636.00,
1537710354000,,,204.77,
1537781366000,,,,
1537852317000,,,,
1537922897000,,,,
1537993834000,,,152.98,
1538065170000,,,,
1538135659000,,,7010.09,
1538207020000,,,3300.00,
1538277094000,,,994.27,
1538348235000,,,7266.22,
1538418856000,,,643.79,
1538489640000,,,1145.96,
1538560179000,,,,
1538631256000,,,363.77,
1538700722000,,,756.66,
1538771727000,,,601.92,
1538841320000,,,8421.55,
1538911026000,,,1019.45,
1538980216000,,,666.54,
1539049430000,,,830.43,
1539120813000,,,216.70,
1539190730000,,,191.59,
1539260859000,,,818.15,
1539330275000,,,,
1539400992000,,,1348.14,
1539470509000,,,,
1539541019000,,,231.03,
1539611779000,,,154.01,
1539682267000,,,20769.11,
1539752649000,,,4081.38,
1539822973000,,,1603.84,
1539893301000,,,229.68,
1539964665000,,,2423.16,
1540035461000,,,239.35,
1540105380000,,,,
1540175783000,,,581.59,
1540247628000,,,,
1540317582000,,,159.86,
1540388140000,,,370.58,
1540458691000,,,887.56,
1540528530000,,,138.78,
1540599331000,,,464.71,
1540669979000,,,,
1540740577000,,,420.97,
1540812281000,,,7129.21,
1540882459000,,,2787.44,
1540953530000,,,970.45,
1541023512000,,,3422.56,
1541094934000,,,1235.56,
1541166376000,,,403.44,
1541237446000,,,2701.01,
1541307140000,,,1925.35,
1541378245000,,,1342.71,
1541449770000,,,2242.16,
1541521033000,,,,
1541592294000,,,2079.31,
1541662439000,,,3263.94,
1541733218000,,,1772.17,
1541804044000,,,742.39,
