timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1533943288000,,,,,
1534016212000,,,392.65,,
1534090711000,,,294.47,,
1534163628000,,,1131.44,,
1534236905000,,,376.49,,
1534309134000,,,618.30,,
1534381971000,,,262.61,,
1534454722000,,,655.49,,
1534527690000,,,1.82,,
1534602524000,,,,,
1534675224000,,,212.37,,
1534747701000,,,181.21,,
1534820720000,,,,,
1534892931000,,,,,
1534965694000,,,,,
1535039951000,,,,,
1535112747000,,,,,
1535185292000,,,3626.40,,
1535257864000,,,445.00,,
1535331135000,,,293.58,,
1535403660000,,,77.17,,
1535477339000,,,932.39,,
1535550907000,,,,,
1535623054000,,,170.40,,
1535695540000,,,474.54,,
1535768227000,,,,,
1535842094000,,,,,
1535914482000,,,169.68,,
1535987210000,,,247.86,,
1536059758000,,,1913.97,,
1536132247000,,,161.49,,
1536204432000,,,197.23,,
1536276091000,,,257.99,,
1536348963000,,,,,
1536421628000,,,173.84,,
1536495403000,,,1143.86,,
1536568351000,,,2334.48,,
1536639507000,,,639.32,,
1536711510000,,,1094.55,,
1536783125000,,,245.44,,
1536854753000,,,763.95,,
1536925887000,,,,,
1536997175000,,,290.00,,
1537069009000,,,,,
1537139381000,,,751.73,,
1537210708000,,,405.25,,
1537282705000,,,219.97,,
1537353835000,,,367.14,,
1537424834000,,,44.06,,
1537497361000,,,1346.58,,
1537568218000,,,1177.44,,
1537639728000,,,186.91,,
1537710354000,,,39.51,,
1537781366000,,,908.91,,
1537852317000,,,,,
1537922897000,,,315.73,,
1537993834000,,,102.54,,
1538065170000,,,255.66,,
1538135659000,,,276.61,,
1538207020000,,,438.49,,
1538277094000,,,131.99,,
1538348235000,,,,,
1538418856000,,,247.67,,
1538489640000,,,332.57,,
1538560179000,,,822.18,,
1538631256000,,,237.04,,
1538700722000,,,20.80,,
1538771727000,,,99.64,,
1538841320000,,,,,
1538911026000,,,146.20,,
1538980216000,,,,,
1539049430000,,,,,
1539120813000,,,93.92,,
1539190730000,,,,,
1539260859000,,,151.31,,
1539330275000,,,49.09,,
1539400992000,,,230.33,,
1539470509000,,,,,
1539541019000,,,,,
1539611779000,,,224.92,,
1539682267000,,,,,
1539752649000,,,,,
1539822973000,,,49.32,,
1539893301000,,,,,
1539964665000,,,,,
1540035461000,,,63.83,,
1540105380000,,,159.12,,
1540175783000,,,106.62,,
1540247628000,,,304.72,,
1540317582000,,,3559.77,,
1540388140000,,,603.34,,
1540458691000,,,1319.11,,
1540528530000,,,481.45,,
1540599331000,,,,,
1540669979000,,,181.16,,
1540740577000,,,430.69,,
1540812281000,,,542.85,,
1540882459000,,,702.77,,
1540953530000,,,247.97,,
1541023512000,,,215.70,,
1541094934000,,,294.14,,
1541166376000,,,149.40,,
1541237446000,,,139.41,,
1541307140000,,,1164.60,,
1541378245000,,,280.37,,
1541449770000,,,1696.95,,
1541521033000,,,40.65,,
1541592294000,,,926.13,,
1541662439000,,,2588.08,,
1541733218000,,,77.97,,
1541804044000,,,,,
1541874538000,,,13.67,,
1541945087000,,,,,
1542016384000,,,,,
1542085646000,,,301.36,,
1542156560000,,,221.17,,
1542228035000,,,,,
1542298725000,,,,,
1542368660000,,,95.88,,
1542440006000,,,306.29,,
1542510859000,,,83.74,,
1542580287000,,,53.16,,
1542652239000,,,167.50,,
1542723747000,,,179.79,,
1542795271000,,,,,
1542866477000,,,216.69,,
1542936877000,,,83.39,,
1543007269000,,,109.89,,
1543077801000,,,336.28,,
1543148698000,,,,,
1543218413000,,,,,
1543289948000,,,,,
1543362296000,,,,,
1543434172000,,,,,
1543504581000,,,574.24,,
1543575859000,,,,,
1543646812000,,,,,
1543718667000,,,678.33,,
1543789997000,,,168.19,,
1543862329000,,,434.72,,
1543932926000,,,,,
1544005220000,,,487.86,,
1544076879000,,,312.92,,
1544148198000,,,183.99,,
1544220287000,,,394.41,,
1544291964000,,,,,
1544363331000,,,50.09,,
1544433268000,,,,,
1544503865000,,,,,
1544576147000,,,229.23,,
1544647316000,,,114.19,,
1544718309000,,,100.61,,
1544789693000,,,266.90,,
1544860802000,,,556.68,,
1544931651000,,,180.04,,
1545003100000,,,136.65,,
1545076575000,,,,,
1545151038000,,,3191.83,,
