timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1539260859000,,,,,1322.58,
1539330275000,,,,,362.68,
1539400992000,,,,,4077.79,
1539470509000,,,,,620.48,
1539541019000,,,,,1722.86,
1539611779000,,,,,2355.78,
1539682267000,,,,,11043.36,
1539752649000,,,,,3611.11,
1539822973000,,,,,150.66,
1539893301000,,,,,2122.16,
1539964665000,,,,,168.57,
1540035461000,,,,,164.06,
1540105380000,,,,,933.53,
1540175783000,,,,,1695.55,
1540247628000,,,,,,
1540317582000,,,,,1366.56,
1540388140000,,,,,159.10,
1540458691000,,,,,,
1540528530000,,,,,924.90,
1540599331000,,,,,4.71,
1540669979000,,,,,899.94,
1540740577000,,,,,343.63,
1540812281000,,,,,1708.05,
1540882459000,,,,,904.56,
1540953530000,,,,,2434.05,
1541023512000,,,,,,
1541094934000,,,,,197.24,
1541166376000,,,,,425.52,
1541237446000,,,,,2710.69,
1541307140000,,,,,30.19,
1541378245000,,,,,396.59,
1541449770000,,,,,343.88,
1541521033000,,,,,262.77,
1541592294000,,,,,12.31,
1541662439000,,,,,,
1541733218000,,,,,183.32,
1541804044000,,,,,104.42,
1541874538000,,,,,,
1541945087000,,,,,,
1542016384000,,,,,516.54,
1542085646000,,,,,328.77,
1542156560000,,,,,135.15,
1542228035000,,,,,,
1542298725000,,,,,69.37,
1542368660000,,,,,770.58,
1542440006000,,,,,,
1542510859000,,,,,,
1542580287000,,,,,47.88,
1542652239000,,,,,764.40,
1542723747000,,,,,729.62,
1542795271000,,,,,1174.26,
1542866477000,,,,,1046.73,
1542936877000,,,,,,
1543007269000,,,,,,
1543077801000,,,,,168.34,
1543148698000,,,,,1309.44,
1543218413000,,,,,1229.64,
1543289948000,,,,,640.30,
1543362296000,,,,,,
1543434172000,,,,,2362.85,
1543504581000,,,,,746.76,
1543575859000,,,,,168.59,
1543646812000,,,,,3450.59,
1543718667000,,,,,1531.39,
1543789997000,,,,,2355.27,
1543862329000,,,,,599.38,
1543932926000,,,,,407.59,
1544005220000,,,,,213.05,
1544076879000,,,,,563.39,
1544148198000,,,,,651.95,
1544220287000,,,,,1299.16,
1544291964000,,,,,344.07,
1544363331000,,,,,,
1544433268000,,,,,,
1544503865000,,,,,223.02,
1544576147000,,,,,2704.86,
1544647316000,,,,,,
1544718309000,,,,,411.33,
1544789693000,,,,,145.90,
1544860802000,,,,,,
1544931651000,,,,,472.84,
1545003100000,,,,,,
1545076575000,,,,,,
1545151038000,,,,,395.13,
1545224266000,,,,,1815.06,
1545298309000,,,,,257.92,
1545371765000,,,,,351.08,
1545444975000,,,,,524.10,
1545518580000,,,,,938.81,
1545592165000,,,,,25461.25,
1545664945000,,,,,7354.24,
1545737520000,,,,,3893.30,
1545810031000,,,,,2538.14,
1545883479000,,,,,2937.35,
1545956158000,,,,,1134.76,
1546029906000,,,,,692.25,
1546103201000,,,,,11369.49,
1546175667000,,,,,7117.64,
1546247915000,,,,,2740.77,
1546320878000,,,,,993.56,
1546394518000,,,,,801.17,
1546466952000,,,,,8065.53,
1546544000000,,,,,5246.82,
1546622719000,,,,,518.32,
1546699391000,,,,,480.08,
1546776424000,,,,,6395.05,
1546854270000,,,,,91.08,
1546931422000,,,,,790.21,
1547008514000,,,,,978.43,
1547086233000,,,,,630.93,
1547163262000,,,,,1006.02,
1547240860000,,,,,253.14,
1547318473000,,,,,,
1547396030000,,,,,,
1547472692000,,,,,1561.53,
1547549533000,,,,,770.15,
1547626847000,,,,,221.17,
1547704633000,,,,,2957.88,
1547781728000,,,,,7874.74,
1547859045000,,,,,4448.22,
1547934719000,,,,,1208.91,
1548012002000,,,,,,
1548095978000,,,,,6594.20,
1548180548000,,,,,7907.65,
1548266597000,,,,,437.11,
1548351788000,,,,,16907.07,
1548436981000,,,,,5736.79,
1548521909000,,,,,4131.93,
1548607305000,,,,,4087.44,
1548695090000,,2309.03,,,,
1548784331000,,4876.91,,,,
1548872168000,,,,2994.58,,
1548959406000,,,,4641.38,,
1549048111000,,,,343.14,,
1549136870000,,,,2038.13,,
1549225465000,,,,,,
1549312025000,,,,,,
1549400397000,,,,,,
1549488758000,,,,163.31,,
1549576572000,,,,646.58,,
1549664587000,,,,11997.37,,
1549752194000,,,,385.85,,
1549853106000,,,,2376.02,,
1549954624000,,,,32.11,,
1550057114000,,,,32.24,,
1550160727000,,,,31.31,,
1550264379000,,,,1104.95,,
1550367666000,,,,382.00,,
1550471025000,,,,1778.98,,
1550573262000,,,,251.83,,
1550675116000,,,,,,
1550776436000,,,,632.43,,
1550878296000,,,,,,
1550978228000,,,,702.39,,
1551078586000,,,,1101.29,,
1551181750000,,,,2186.95,,
1551281880000,,,,785.66,,
1551383524000,,,,590.73,,
1551459490000,,,,,,
1551527005000,,,,6939.95,,
1551595407000,,,,1198.85,,
1551662535000,,,,493.60,,
1551730739000,,,,2934.18,,
1551798808000,,,,878.61,,
1551865512000,,,,454.63,,
1551932302000,,,,1384.30,,
1551999434000,,,,320.16,,
1552066766000,,,,2158.77,,
1552134613000,,,,6200.03,,
1552201544000,,,,2480.17,,
1552268725000,,,,1344.17,,
1552336045000,,,,4803.68,,
1552403003000,,,,638.26,,
1552470545000,,,,2057.41,,
1552537130000,,,,380.50,,
1552605435000,,,,2568.26,,
1552671597000,,,,147.63,,
1552738081000,,,,509.16,,
1552805598000,,,,,,
1552872817000,,,,885.94,,
1552940619000,,,,477.87,,
1553008742000,,,,496.18,,
1553075047000,,,,43.98,,
1553142018000,,,,755.09,,
1553209653000,,,,1714.54,,
1553277395000,,,,3713.84,,
1553344849000,,,,774.15,,
1553411888000,,,,143.50,,
1553478679000,,,,715.28,,
1553546051000,,,,4325.23,,
1553614241000,,,,1309.68,,
1553681868000,,,,1317.42,,
1553749152000,,,,1241.49,,
1553816450000,,,,77.94,,
1553884334000,,,,5247.82,,
1553953102000,,,,3888.11,,
1554019932000,,,,,,
1554086578000,,,,244.75,,
1554153946000,,,,208.68,,
1554222678000,,,,2683.85,,
1554290288000,,,,9008.10,,
1554358137000,,,,907.75,,
1554425436000,,,,7218.65,,
1554493384000,,,,788.27,,
1554559454000,,,,1519.63,,
1554626505000,,,,835.41,,
1554693632000,,,,7034.02,,
1554760411000,,,,1849.44,,
1554827345000,,,,168.66,,
1554894627000,,,,1416.12,,
1554961787000,,,,1707.52,,
1555029655000,,,,2520.61,,
1555096914000,,,,962.07,,
1555163830000,,,,1340.10,,
1555230712000,,,,793.45,,
1555297496000,,,,49.89,,
1555364629000,,,,441.12,,
1555431616000,,,,,,
1555500111000,,,,740.58,,
1555566912000,,,,696.29,,
1555634415000,,,,9064.34,,
1555701653000,,,,3633.37,,
1555769476000,,,,873.68,,
1555837014000,,,,5594.43,,
1555904097000,,,,2443.69,,
1555970540000,,,,66356.12,,
1556038531000,,,,52811.08,,
1556107407000,,,,22743.26,,
1556173928000,,,,2111.18,,
1556241200000,,,,4446.88,,
1556308450000,,,,38027.30,,
1556374991000,,,,7320.06,,
1556442410000,,,,7760.91,,
1556509346000,,,,2223.95,,
1556576806000,,,,4344.28,,
1556643967000,,,,793.63,,
1556711534000,,,,262.49,,
1556778136000,,,,1317.49,,
1556845234000,,,,2776.79,,
1556913235000,,,,12302.20,,
1556979262000,,,,13428.45,,
1557047080000,,,,3361.30,,
1557114439000,,,,6999.05,,
1557182260000,,,,4185.92,,
1557249608000,,,,176.93,,
1557318081000,,,,7682.68,,
1557385675000,,,,5350.95,,
1557453624000,,,,27540.43,,
1557521031000,,,,6532.11,,
1557588222000,,,,3270.94,,
1557655069000,,,,4367.59,,
1557722567000,,,,1458.98,,
1557790675000,,,,3781.31,,
1557857642000,,,,4213.66,,
1557924398000,,,,3244.04,,
1557992058000,,,,5215.84,,
1558059268000,,,,1956.94,,
1558126732000,,,,1247.44,,
1558194179000,,,,2819.27,,
1558262228000,,,,2777.93,,
1558329711000,,,,,,
1558397321000,,,,,,
1558466162000,,,,1837.80,,
1558533192000,,,,2364.80,,
1558601405000,,,,2353.16,,
1558669169000,,,,4077.13,,
1558736680000,,,,3531.84,,
1558803191000,,,,63.12,,
1558871016000,,,,3471.98,,
1558937464000,,,,3654.44,,
1559004601000,,,,492.61,,
1559072957000,,,,,,
1559139434000,,,,,,
1559206701000,,,,6005.75,,
1559274975000,,,,9716.80,,
1559341699000,,,,1777.60,,
1559409902000,,,,962.86,,
1559477256000,,,,656.48,,
1559545066000,,,,,,
1559613008000,,,,,,
1559680478000,,,,,,
1559748180000,,,,718.36,,
1559815480000,,,,406.28,,
1559882780000,,,,,,
1559950737000,,,,,,
1560018665000,,,,,,
1560086804000,,,,,,
1560153643000,,,,,,
1560221421000,,,,,,
1560289199000,,,,1034.44,,
1560356878000,,,,624.27,,
1560423930000,,,,977.98,,
1560491307000,,,,7025.91,,
1560558991000,,,,1718.28,,
1560626789000,,,,1232.07,,
1560694377000,,,,608.30,,
1560761916000,,,,928.10,,
1560829590000,,,,1276.39,,
1560897457000,,,,753.54,,
1560964413000,,,,411.07,,
1561032579000,,,,13755.86,,
1561100149000,,,,8423.65,,
1561168282000,,,,1814.22,,
1561234762000,,,,2401.20,,
1561302398000,,,,501.52,,
1561369418000,,,,2585.28,,
1561436953000,,,,2184.91,,
1561504004000,,,,2026.77,,
1561570799000,,,,2531.90,,
1561638755000,,,,10398.99,,
1561706755000,,,,18486.42,,
1561774045000,,,,3941.88,,
1561840989000,,,,11262.84,,
1561907952000,,,,715.70,,
1561975491000,,,,4978.16,,
1562042620000,,,,958.63,,
1562110262000,,,,1287.18,,
1562178137000,,,,1542.89,,
1562245083000,,,,2129.13,,
1562312263000,,,,903.22,,
1562380043000,,,,,,
1562446275000,,,,9582.40,,
1562513829000,,,,6287.72,,
1562580710000,,,,1109.78,,
1562647935000,,,,1394.97,,
1562714668000,,,,,,
1562782053000,,,,,,
1562848961000,,,,5134.82,,
1562916876000,,,,2139.72,,
1562984792000,,,,23090.82,,
1563051887000,,,,1226.92,,
1563118325000,,,,4751.61,,
1563185341000,,,,2339.96,,
1563253666000,,,,,,
1563322130000,,,,1556.14,,
1563390506000,,,,2917.43,,
1563456683000,,,,1813.36,,
1563524083000,,,,1152.36,,
1563591824000,,,,4538.45,,
1563657984000,,,,2502.58,,
1563725454000,,,,4745.78,,
1563792449000,,,,116.66,,
1563858874000,,,,,,
1563925785000,455.11,,,,,
1563992752000,1788.25,,,,,
1564060720000,9132.72,,,,,
1564128623000,1577.62,,,,,
1564194770000,4333.25,,,,,
1564261351000,5132.86,,,,,
1564329190000,2078.12,,,,,
1564395991000,1315.36,,,,,
1564463477000,1317.06,,,,,
1564530020000,,,,,,
1564597821000,5228.21,,,,,
1564665039000,176.53,,,,,
1564732022000,2964.25,,,,,
1564799107000,452.87,,,,,
1564865751000,3196.86,,,,,
1564932781000,,,,,,
1564999286000,3869.97,,,,,
1565066439000,1503.17,,,,,
1565133760000,2903.74,,,,,
1565200774000,10875.92,,,,,
1565267861000,5792.89,,,,,
1565334762000,6662.06,,,,,
1565401917000,1303.41,,,,,
1565468754000,1711.67,,,,,
1565536629000,432.20,,,,,
1565603145000,3500.10,,,,,
1565669720000,2098.61,,,,,
1565737101000,1297.17,,,,,
1565803734000,239.76,,,,,
1565871010000,144.46,,,,,
1565938594000,813.01,,,,,
1566005643000,1078.55,,,,,
1566071734000,763.98,,,,,
1566139968000,980.76,,,,,
1566206924000,1168.75,,,,,
1566273958000,,,,,,
1566340899000,684.40,,,,,
1566408719000,1279.45,,,,,
1566474986000,4862.34,,,,,
1566542876000,4080.60,,,,,
1566609532000,769.59,,,,,
1566677699000,204.72,,,,,
1566744845000,7178.75,,,,,
1566811311000,7748.32,,,,,
1566879172000,3387.85,,,,,
1566946162000,1504.39,,,,,
1567013670000,1564.26,,,,,
1567080503000,9263.76,,,,,
1567147214000,846.76,,,,,
1567214663000,396.34,,,,,
1567281961000,326.06,,,,,
1567349460000,921.86,,,,,
1567416716000,294.30,,,,,
1567484031000,,,,,,
1567551463000,3534.19,,,,,
1567619231000,297.23,,,,,
1567685589000,704.89,,,,,
1567753902000,2483.65,,,,,
1567820847000,1008.90,,,,,
1567887785000,605.23,,,,,
1567955110000,,,,,,
1568023141000,3796.24,,,,,
1568089878000,3093.41,,,,,
1568157833000,,,,,,
1568225074000,3851.38,,,,,
1568292523000,1287.54,,,,,
1568360055000,,,,,,
1568427970000,2868.33,,,,,
1568495114000,1340.71,,,,,
1568562808000,,,,,,
1568630407000,,,,,,
1568696458000,504.83,,,,,
1568764187000,32746.27,,,,,
1568830698000,3458.40,,,,,
1568898597000,2934.56,,,,,
1568967137000,180.11,,,,,
1569034094000,1028.66,,,,,
1569100750000,,,,,,
1569168482000,1167.16,,,,,
1569236030000,902.48,,,,,
1569303544000,1004.68,,,,,
1569371996000,2690.44,,,,,
1569439704000,1489.72,,,,,
1569507924000,2403.20,,,,,
1569575662000,,,1007.46,,,
1569642495000,,,364.49,,,
1569709939000,,,4673.58,,,
1569777994000,,,2201.04,,,
1569845721000,,,,,,
1569912741000,,,11175.92,,,
1569979950000,,,9165.73,,,
1570047984000,,,1861.32,,,
