timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,Other
1529385239000,,,,,,
1529459855000,,,,,1666.08,
1529534480000,,,,,949.17,
1529607759000,,,,,27806.47,
1529682434000,,,,,3968.75,
1529756296000,,,,,4302.49,
1529828276000,,,,,1284.99,
1529902416000,,,,,54.76,
1529979078000,,,,,2303.52,
1530054421000,,,,,425.14,
1530128282000,,,,,252.60,
1530203197000,,,,,1481.79,
1530278431000,,,,,3484.66,
1530351013000,,,,,14768.11,
1530426268000,,,,,7140.40,
1530499615000,,,,,,
1530572217000,,,,,332.51,
1530646642000,,,,,879.76,
1530720604000,,,,,15488.81,
1530794550000,,,,,2136.85,
1530868977000,,,,,429.78,
1530942968000,,,,,83.08,
1531017892000,,,,,,
1531093254000,,,,,14355.53,
1531167486000,,,,,274.69,
1531241905000,,,,,,
1531316279000,,,,,,
1531387780000,,,,,273.89,
1531459813000,,,,,13878.04,
1531532086000,,,,,117.74,
1531603912000,,,,,,
1531675397000,,,,,,
1531748307000,,,,,310.50,
1531822417000,,,,,14461.95,
1531896343000,,,,,13946.93,
1531971151000,,,,,35855.32,
1532045631000,,,,,14579.88,
1532118564000,,,,,15604.96,
1532191928000,,,,,20616.45,
1532264894000,,,,,15229.27,
1532336677000,,,,,29972.01,
1532411124000,,,,,94905.36,
1532485297000,,,,,23757.49,
1532558514000,,,,,23399.62,
1532632522000,,,,,15645.71,
1532706031000,,,,,39054.16,
1532778335000,,,,,32.34,
1532849626000,,,,,8894.90,
1532921962000,,,,,16598.29,
1532994160000,,,,,8596.64,
1533067467000,,,,,59911.55,
1533141286000,,,,,9711.85,
1533214941000,,,,,17825.71,
1533288091000,,,,,41113.87,
1533360489000,,,,,11609.57,
1533432998000,,,,,10750.67,
1533505953000,,,,,19079.00,
1533578575000,,,,,11141.72,
1533651925000,,,,,623.02,
1533724916000,,,,,2078.84,
1533797508000,,,,,10271.93,
1533870537000,,,,,3267.36,
1533943288000,,,,,10413.90,
1534016212000,,,,,801.29,
1534090711000,,,,,10282.59,
1534163628000,,,,,20982.22,
1534236905000,,,,,35897.13,
1534309134000,,,,,90871.44,
1534381971000,,,,,93647.49,
1534454722000,,,,,23805.31,
1534527690000,,,,,23537.61,
1534602524000,,,,,122447.51,
1534675224000,,,,,38249.46,
1534747701000,,,,,137736.46,
1534820720000,,,,,31307.80,
1534892931000,,,,,943.69,
1534965694000,,,,,71688.42,
1535039951000,,,,,37453.36,
1535112747000,,,,,16836.37,
1535185292000,,,,,8465.15,
1535257864000,,,,,7947.99,
1535331135000,,,,,9150.21,
1535403660000,,,,,58968.77,
1535477339000,,,,,17251.01,
1535550907000,,,,,51405.04,
1535623054000,,,,,261.22,
1535695540000,,,,,1440.33,
1535768227000,,,,,1089.16,
1535842094000,,,,,10635.31,
1535914482000,,,,,980.52,
1535987210000,,,,,17314.86,
1536059758000,,,,,8737.34,
1536132247000,,,,,7602.79,
1536204432000,,,,,40709.75,
1536276091000,,,,,36145.82,
1536348963000,,,,,34159.56,
1536421628000,,,,,40615.51,
1536495403000,,,,,7411.04,
1536568351000,,,,,7758.95,
1536639507000,,,,,7090.60,
1536711510000,,,,,6673.31,
1536783125000,,,,,6463.66,
1536854753000,,,,,1215.52,
1536925887000,,,,,22240.83,
1536997175000,,,,,14787.06,
1537069009000,,,,,421.15,
1537139381000,,,,,88600.15,
1537210708000,,,,,45897.47,
1537282705000,,,,,7529.99,
1537353835000,,,,,,
1537424834000,,,,,210.48,
1537497361000,,,,,107745.80,
1537568218000,,,,,23289.72,
1537639728000,,,,,15151.20,
1537710354000,,,,,8330.73,
1537781366000,,,,,7586.20,
1537852317000,,,,,,
1537922897000,,,,,43487.14,
1537993834000,,,,,29930.38,
1538065170000,,,,,41578.22,
1538135659000,,,,,55981.51,
1538207020000,,,,,5670.88,
1538277094000,,,,,108090.49,
1538348235000,,,,,19014.24,
1538418856000,,,,,7803.32,
1538489640000,,,,,586.08,
1538560179000,,,,,514.28,
1538631256000,,,,,,
1538700722000,,,,,229.35,
1538771727000,,,,,,
1538841320000,,,,,,
1538911026000,,,,,413.41,
1538980216000,,,,,13000.82,
1539049430000,,,,,22692.19,
1539120813000,,,,,13153.41,
1539190730000,,,,,6619.76,
1539260859000,,,,,12701.17,
1539330275000,,,,,13396.63,
1539400992000,,,,,25352.24,
1539470509000,,,,,45999.79,
1539541019000,,,,,47715.25,
1539611779000,,,,,18812.68,
1539682267000,,,,,67804.59,
1539752649000,,,,,18513.74,
1539822973000,,,,,11481.61,
1539893301000,,,,,18297.52,
1539964665000,,,,,11356.71,
1540035461000,,,,,5956.38,
1540105380000,,,,,5546.80,
1540175783000,,,,,329.84,
1540247628000,,,,,11474.66,
1540317582000,,,,,41508.63,
1540388140000,,,,,5820.72,
1540458691000,,,,,1212.63,
1540528530000,,,,,21401.48,
1540599331000,,,,,23469.13,
1540669979000,,,,,6033.56,
1540740577000,,,,,16410.13,
1540812281000,,,,,11090.90,
1540882459000,,,,,5750.02,
1540953530000,,,,,39582.67,
1541023512000,,,,,51545.35,
1541094934000,,,,,49776.23,
1541166376000,,,,,2774.06,
1541237446000,,,,,10132.31,
1541307140000,,,,,10488.34,
1541378245000,,,,,27712.51,
1541449770000,,,,,6322.08,
1541521033000,,,,,7245.94,
1541592294000,,,,,11302.10,
1541662439000,,,,,6040.32,
1541733218000,,,,,45453.61,
1541804044000,,,,,9356.59,
1541874538000,,,,,643.84,
1541945087000,,,,,75583.30,
1542016384000,,,,,2412.09,
1542085646000,,,,,500.47,
1542156560000,,,,,256.72,
1542228035000,,,,,6550.56,
1542298725000,,,,,6411.73,
1542368660000,,,,,4648.33,
1542440006000,,,,,18428.96,
1542510859000,,,,,329.83,
1542580287000,,,,,13193.17,
1542652239000,,,,,19039.13,
1542723747000,,,,,13375.79,
1542795271000,,,,,52479.25,
1542866477000,,,,,13035.59,
1542936877000,,,,,25419.74,
1543007269000,,,,,31675.90,
1543077801000,,,,,7140.92,
