timestamp,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x0e936B11c2e7b601055e58c7E32417187aF4de4a,Other
1533141286000,,,,,,
1533214941000,,,701.68,,,
1533288091000,,,39210.71,,,
1533360489000,,,11831.61,,,
1533432998000,,,2444.74,,,
1533505953000,,,3899.82,,,
1533578575000,,,1131.91,,,
1533651925000,,,663.66,,,
1533724916000,,,584.74,,,
1533797508000,,,95.61,,,
1533870537000,,,1552.72,,,
1533943288000,,,3080.65,,,
1534016212000,,,390.98,,,
1534090711000,,,18.50,,,
1534163628000,,,,,,
1534236905000,,,531.69,,,
1534309134000,,,1365.78,,,
1534381971000,,,52.54,,,
1534454722000,,,156.96,,,
1534527690000,,,200.49,,,
1534602524000,,,844.48,,,
1534675224000,,,253.34,,,
1534747701000,,,,,,
1534820720000,,,1595.06,,,
1534892931000,,,1054.20,,,
1534965694000,,,3772.04,,,
1535039951000,,,5818.26,,,
1535112747000,,,7610.47,,,
1535185292000,,,1003.98,,,
1535257864000,,,,,,
1535331135000,,,32.75,,,
1535403660000,,,2821.72,,,
1535477339000,,,565.99,,,
1535550907000,,,,,,
1535623054000,,,1695.05,,,
1535695540000,,,1929.76,,,
1535768227000,,,2425.58,,,
1535842094000,,,1509.38,,,
1535914482000,,,51.22,,,
1535987210000,,,,,,
1536059758000,,,213.53,,,
1536132247000,,,3921.34,,,
1536204432000,,,6058.01,,,
1536276091000,,,7611.63,,,
1536348963000,,,346.43,,,
1536421628000,,,3029.06,,,
1536495403000,,,231.97,,,
1536568351000,,,2608.75,,,
1536639507000,,,3127.63,,,
1536711510000,,,1103.88,,,
1536783125000,,,2823.32,,,
1536854753000,,,3006.00,,,
1536925887000,,,4707.76,,,
1536997175000,,,1585.56,,,
1537069009000,,,967.21,,,
1537139381000,,,,,,
1537210708000,,,1918.26,,,
1537282705000,,,,,,
1537353835000,,,357.47,,,
1537424834000,,,4921.51,,,
1537497361000,,,7903.64,,,
1537568218000,,,4142.35,,,
1537639728000,,,2951.29,,,
1537710354000,,,1586.56,,,
1537781366000,,,1576.97,,,
1537852317000,,,,,,
1537922897000,,,2990.37,,,
1537993834000,,,148.18,,,
1538065170000,,,190.86,,,
1538135659000,,,7160.60,,,
1538207020000,,,1686.94,,,
1538277094000,,,4623.12,,,
1538348235000,,,377.72,,,
1538418856000,,,116.84,,,
1538489640000,,,490.08,,,
1538560179000,,,106.33,,,
1538631256000,,,157.34,,,
1538700722000,,,14.24,,,
1538771727000,,,259.88,,,
1538841320000,,,358.68,,,
1538911026000,,,128.94,,,
1538980216000,,,0.29,,,
1539049430000,,,251.98,,,
1539120813000,,,8779.80,,,
1539190730000,,,72.54,,,
1539260859000,,,163.01,,,
1539330275000,,,1.09,,,
1539400992000,,,2055.90,,,
1539470509000,,,3120.05,,,
1539541019000,,,832.22,,,
1539611779000,,,342.58,,,
1539682267000,,,958.40,,,
1539752649000,,,54.66,,,
1539822973000,,,231.61,,,
1539893301000,,,3658.43,,,
1539964665000,,,0.02,,,
1540035461000,,,57.45,,,
1540105380000,,,,,,
1540175783000,,,3514.94,,,
1540247628000,,,345.22,,,
1540317582000,,,302.01,,,
1540388140000,,,590.84,,,
1540458691000,,,2437.80,,,
1540528530000,,,2752.40,,,
1540599331000,,,3712.45,,,
1540669979000,,,1.46,,,
1540740577000,,,2.90,,,
1540812281000,,,,,,
1540882459000,,,,,,
1540953530000,,,1.01,,,
1541023512000,,,30.38,,,
1541094934000,,,1062.61,,,
1541166376000,,,719.07,,,
1541237446000,,,83.92,,,
1541307140000,,,65.34,,,
1541378245000,,,2964.25,,,
1541449770000,,,252.67,,,
1541521033000,,,1070.59,,,
1541592294000,,,418.18,,,
1541662439000,,,1.63,,,
1541733218000,,,236.17,,,
1541804044000,,,133.02,,,
1541874538000,,,160.68,,,
1541945087000,,,315.65,,,
1542016384000,,,981.48,,,
1542085646000,,,608.44,,,
1542156560000,,,303.73,,,
1542228035000,,,5870.83,,,
1542298725000,,,5456.59,,,
1542368660000,,,,,,
1542440006000,,,8076.82,,,
1542510859000,,,3705.71,,,
1542580287000,,,2625.58,,,
1542652239000,,,275.70,,,
1542723747000,,,3961.03,,,
1542795271000,,,1475.27,,,
1542866477000,,,915.00,,,
1542936877000,,,479.38,,,
1543007269000,,,4581.17,,,
1543077801000,,,10667.92,,,
1543148698000,,,202.26,,,
1543218413000,,,282.25,,,
1543289948000,,,3228.68,,,
1543362296000,,,9191.09,,,
1543434172000,,,3708.75,,,
1543504581000,,,385.42,,,
1543575859000,,,7.12,,,
1543646812000,,,,,,
1543718667000,,,,,,
1543789997000,,,,,,
1543862329000,,,13780.11,,,
1543932926000,,,2441.51,,,
1544005220000,,,86.22,,,
1544076879000,,,,,,
1544148198000,,,370.17,,,
1544220287000,,,1794.57,,,
1544291964000,,,,,,
1544363331000,,,2.59,,,
1544433268000,,,992.09,,,
1544503865000,,,,,,
1544576147000,,,,,,
1544647316000,,,417.73,,,
1544718309000,,,,,,
1544789693000,,,1692.42,,,
1544860802000,,,1323.53,,,
1544931651000,,,180.20,,,
1545003100000,,,,,,
1545076575000,,,,,,
1545151038000,,,,,,
1545224266000,,,,,,
1545298309000,,,238.07,,,
1545371765000,,,7444.81,,,
1545444975000,,,3550.70,,,
1545518580000,,,7337.13,,,
1545592165000,,,3130.41,,,
1545664945000,,,111.30,,,
1545737520000,,,10745.72,,,
1545810031000,,,13.72,,,
1545883479000,,,2.07,,,
1545956158000,,,1594.93,,,
1546029906000,,,2250.00,,,
1546103201000,,,2563.25,,,
1546175667000,,,9479.82,,,
1546247915000,,,1322.16,,,
1546320878000,,,4464.18,,,
1546394518000,,,1658.46,,,
1546466952000,,,734.07,,,
1546544000000,,,12.16,,,
1546622719000,,,1129.61,,,
1546699391000,,,1080.52,,,
1546776424000,,,,,,
1546854270000,,,0.79,,,
1546931422000,,,3221.06,,,
1547008514000,,,111.59,,,
1547086233000,,,1892.47,,,
1547163262000,,,424.86,,,
1547240860000,,,553.94,,,
1547318473000,,,29.49,,,
1547396030000,,,411.66,,,
1547472692000,,,546.11,,,
1547549533000,,,,,,
1547626847000,,,,,,
1547704633000,,,,,,
1547781728000,,,2.26,,,
1547859045000,,,0.00,,,
1547934719000,,,,,,
1548012002000,,,869.10,,,
1548095978000,,,,,,
1548180548000,,,2022.56,,,
1548266597000,,,183.70,,,
1548351788000,,,164.70,,,
1548436981000,,,707.87,,,
