timestamp,​0xEee90e509a639E95E3BB502B17A0eEd6E014BFc0,​0x6690819Cb98c1211A8e38790d6cD48316Ed518Db,​0xF20b9e713A33F61fA38792d2aFaF1cD30339126A,​0x2c5E6F3A75b4d0fCdeeaD0fE3C3b32ae8E9B263f,Other
1529385239000,,,,,
1529459855000,,,2809.77,,
1529534480000,,,7910.10,,
1529607759000,,,15865.42,,
1529682434000,,,46674.00,,
1529756296000,,,31432.45,,
1529828276000,,,14090.78,,
1529902416000,,,30997.09,,
1529979078000,,,19606.81,,
1530054421000,,,7794.86,,
1530128282000,,,26087.11,,
1530203197000,,,35912.75,,
1530278431000,,,32068.84,,
1530351013000,,,39752.18,,
1530426268000,,,7573.74,,
1530499615000,,,16121.38,,
1530572217000,,,4942.95,,
1530646642000,,,24453.54,,
1530720604000,,,3095.04,,
1530794550000,,,9524.04,,
1530868977000,,,22222.61,,
1530942968000,,,5959.70,,
1531017892000,,,13759.96,,
1531093254000,,,6265.31,,
1531167486000,,,846.14,,
1531241905000,,,,,
1531316279000,,,,,
1531387780000,,,13952.19,,
1531459813000,,,2319.25,,
1531532086000,,,1833.61,,
1531603912000,,,2403.75,,
1531675397000,,,3239.55,,
1531748307000,,,4736.68,,
1531822417000,,,11857.64,,
1531896343000,,,26953.10,,
1531971151000,,,33325.05,,
1532045631000,,,25243.40,,
1532118564000,,,12525.23,,
1532191928000,,,16354.52,,
1532264894000,,,7059.82,,
1532336677000,,,8037.10,,
1532411124000,,,15996.99,,
1532485297000,,,12643.82,,
1532558514000,,,5295.88,,
1532632522000,,,4387.28,,
1532706031000,,,9041.85,,
1532778335000,,,2343.25,,
1532849626000,,,5935.25,,
1532921962000,,,2355.79,,
1532994160000,,,13460.64,,
1533067467000,,,22732.35,,
1533141286000,,,10911.96,,
1533214941000,,,7001.07,,
1533288091000,,,18656.65,,
1533360489000,,,3238.87,,
1533432998000,,,3732.11,,
1533505953000,,,12082.71,,
1533578575000,,,15183.60,,
1533651925000,,,7369.87,,
1533724916000,,,17133.90,,
1533797508000,,,53812.59,,
1533870537000,,,32741.43,,
1533943288000,,,46491.94,,
1534016212000,,,84706.81,,
1534090711000,,,41901.13,,
1534163628000,,,28331.93,,
1534236905000,,,120846.92,,
1534309134000,,,35170.94,,
1534381971000,,,35577.70,,
1534454722000,,,8748.51,,
1534527690000,,,13878.40,,
1534602524000,,,23248.58,,
1534675224000,,,36617.34,,
1534747701000,,,12261.80,,
1534820720000,,,14993.23,,
1534892931000,,,13608.41,,
1534965694000,,,20133.02,,
1535039951000,,,16539.82,,
1535112747000,,,8731.05,,
1535185292000,,,4892.64,,
1535257864000,,,1881.41,,
1535331135000,,,7173.87,,
1535403660000,,,10375.61,,
1535477339000,,,12615.82,,
1535550907000,,,14521.63,,
1535623054000,,,12680.10,,
1535695540000,,,11491.74,,
1535768227000,,,3424.16,,
1535842094000,,,6676.98,,
1535914482000,,,8751.97,,
1535987210000,,,18751.74,,
1536059758000,,,9787.46,,
1536132247000,,,3856.50,,
1536204432000,,,83075.22,,
1536276091000,,,59346.32,,
1536348963000,,,23703.93,,
1536421628000,,,19066.13,,
1536495403000,,,66486.15,,
1536568351000,,,62753.47,,
