timestamp,ROI,Token Price,Trade Volume
1593491533000,1.0,1.754003779166266e-09,24.97
1593558059000,1.0,1.754003779166266e-09,0.00
1593626076000,1.0000248319890501,1.9324579546683687e-09,112.85
1593693091000,1.0000655951898336,2.183401761046554e-09,282.85
1593759463000,1.0,2.183401761046554e-09,0.00
1593826263000,1.000080270582167,2.148021232115863e-09,330.71
1593893650000,1.0001089438411972,1.8477727416915266e-09,484.25
1593960035000,1.0000514646255436,2.0062804011436135e-09,231.76
1594026740000,1.0000318994514799,1.9598498013462666e-09,143.55
1594093901000,1.0000532200419199,1.954261201839495e-09,236.66
1594160347000,1.0000227918805575,1.869560769588258e-09,102.66
1594226396000,1.0000423125104085,1.912589855373508e-09,187.35
1594293864000,1.0001348971241002,1.6907263276924628e-09,651.64
1594360496000,1.0000557006138624,1.6077137672556317e-09,273.54
1594428258000,1.0001450671272423,1.7462751203620332e-09,688.64
1594494048000,1.000026321874584,1.7135614454105338e-09,123.64
1594560410000,1.000129866199571,1.4399267922621502e-09,648.60
1594627420000,1.0001624375920197,1.535743255969539e-09,840.65
1594693763000,1.0000482149825383,1.4966907433455908e-09,238.57
1594761446000,1.000286304196988,1.4795300769398037e-09,1513.19
1594828454000,1.0000320425790221,1.5090411700433294e-09,166.91
1594895340000,1.0011383615459304,1.315883458570995e-09,6266.06
1594962832000,1.000322919465114,1.2379320873087229e-09,1712.87
1595029497000,1.0002013055871823,8.198238326026542e-10,1250.90
1595096280000,1.0002310055733488,9.026828627837773e-10,1546.45
1595162441000,1.0001518346968117,1.0687735795317257e-09,971.82
1595229307000,1.0002796520928559,9.439791403847064e-10,1738.89
1595296768000,1.0001908441627998,1.1985949968840628e-09,1100.87
1595364599000,1.0001198316123712,1.1305333102324335e-09,705.59
1595431758000,1.0001633635986809,1.0850611841394238e-09,985.24
1595497857000,1.000153766695706,1.1967265543601869e-09,902.47
1595564037000,1.0000233866957773,1.11188837484444e-09,135.29
1595630632000,1.0000166241970563,1.1875356941368186e-09,97.47
1595699030000,1.0000341559625143,1.1843175700165554e-09,199.43
1595765196000,1.0000415367671118,1.1401506727359358e-09,236.00
1595831829000,1.0001717888263753,1.3526844022741855e-09,914.93
1595899333000,1.000067473643027,1.327850099191269e-09,372.48
1595965859000,1.0001758803207665,1.3606900736982307e-09,929.05
1596032209000,1.0000191549577713,1.2621807270178921e-09,104.26
1596098759000,1.00005121464221,1.252328466285968e-09,276.87
1596167425000,1.0001516796345704,1.4889885613152567e-09,808.50
1596233291000,1.0000678001157222,1.4448426247727662e-09,335.39
