timestamp,ROI,Token Price,Trade Volume
1602495424000,1.0000094339650563,5.239148881113685,4910.49
1602561978000,1.0000686988280316,6.110217848507169,25563.52
1602627937000,1.000017324198765,5.992294381282538,8149.52
1602694261000,1.0000044225758213,6.099022004104694,2161.31
1602760147000,1.0000102644514017,5.854656532423432,5035.41
1602825913000,1.0000164782578838,5.596078923542557,8229.20
1602892022000,1.0000103665286524,5.433528951834822,5308.28
1602958258000,1.0000169359791802,5.1249375613792,8868.37
1603025653000,1.0000092438578512,5.317572363333917,4861.56
1603091367000,1.0000039681247568,5.233984412146278,2448.08
1603157253000,1.0000175807613279,4.969555623404481,11975.74
1603223269000,1.0000611915734425,4.443110452904875,43891.20
1603289620000,1.000017138568985,4.431421574599045,12638.57
1603356256000,1.000007112302227,4.434613234360251,5183.36
1603422122000,1.0000223277805562,4.37777152392121,16384.76
1603488794000,1.0000137711490478,4.269851275249065,10177.31
1603554785000,1.0000056659700747,4.282304376490279,4222.20
1603621272000,1.0000052005283129,4.338646532668579,3869.47
1603687807000,1.000008124347117,4.28114180381288,6038.49
1603754471000,1.0000229687534858,4.075848476206216,17330.26
1603820015000,1.0000013266297694,4.095677677634466,1010.95
1603886641000,1.0000821264735826,3.569295919968617,64762.23
1603952469000,1.000021027880815,3.5773654344445234,17097.52
1604018693000,1.0000192624965027,3.3188025534764227,15945.99
1604085381000,1.0000576043912326,3.085540869093598,49324.14
1604151986000,1.00001039311338,3.1466957146256345,9025.55
1604218490000,1.000001323022181,3.1633687440865312,1147.52
1604284735000,1.000006866183335,3.251204793237336,5898.84
1604351268000,1.0000034512104827,3.2393460903598523,2944.12
1604417434000,1.0000106385426175,3.152311624906597,9180.70
1604483789000,1.000017143548204,2.9716811969482064,15060.07
1604549893000,1.0000132681098297,2.924687850863886,11874.06
