timestamp,ROI,Token Price,Trade Volume
1583462921000,1.0,3.184713375796178e-05,0.00
1583528507000,1.0000314661642806,3.085478379947138e-05,1511.15
1583594053000,1.0000122934388262,3.0477097300615335e-05,601.00
1583659784000,1.00003935747859,3.066709540941471e-05,1824.84
1583726492000,1.0006691589374346,3.402496878049112e-05,34501.91
1583793746000,1.0001398071366572,3.065902894246275e-05,3354.99
1583860490000,1.0000789805543495,3.118866125194313e-05,2902.95
1583926841000,1.0,3.118866125194313e-05,0.00
1583992327000,1.000028627600713,3.0315482495997014e-05,688.93
1584059716000,1.0000813093955796,2.7971318678389355e-05,2056.62
1584128101000,1.0,2.7971318678389355e-05,0.00
1584194907000,1.0000193065816978,2.851340582094068e-05,498.07
1584261335000,1.0000247779620923,2.8724516563347742e-05,781.87
1584326930000,1.0,2.8724516563347742e-05,0.00
1584393985000,1.0000163372780666,2.8261385471144803e-05,421.10
1584460520000,1.0000107191177658,2.7961165893231337e-05,278.55
1584526384000,1.000031755679488,2.826850989817789e-05,1355.27
1584592505000,1.0000170137769553,2.81190209807819e-05,579.31
1584659781000,1.0000000000000002,2.81190209807819e-05,0.00
1584726816000,1.0000166990507735,2.816835925259915e-05,431.84
1584793665000,1.000043868999952,2.707780095084718e-05,1194.46
1584861635000,1.000000741805421,2.7057718231263528e-05,39.04
1584929664000,1.0000102281588812,2.6783066813872446e-05,269.77
1584996865000,1.0000032892774169,2.6871151237067528e-05,101.53
1585064380000,1.0,2.6871151237067528e-05,0.00
1585132903000,1.0000000221295264,2.6870556594517304e-05,1.17
1585199953000,1.0000140250889473,2.6497993305376577e-05,372.56
1585266505000,1.0,2.6497993305376577e-05,0.00
1585332447000,1.0,2.6497993305376577e-05,0.00
1585399064000,1.0,2.6497993305376577e-05,0.00
1585464881000,1.0000170092625347,2.6950195552594094e-05,455.55
1585530943000,1.0000292350383069,2.6954252402690274e-05,775.37
1585597552000,1.0000001397453844,2.6958015503157323e-05,3.71
1585663995000,1.0000006074663816,2.6941663222703477e-05,16.11
1585730765000,1.0,2.6941663222703477e-05,0.00
1585796879000,1.0,2.6941663222703477e-05,0.00
1585863338000,1.0,2.6941663222703477e-05,0.00
1585929737000,1.0,2.6941663222703477e-05,0.00
1585996683000,1.0,2.6941663222703477e-05,0.00
1586062656000,1.0,2.6941663222703477e-05,0.00
1586128910000,1.0,2.6941663222703477e-05,0.00
1586196243000,1.0000290324267305,2.7728954590996116e-05,759.37
1586262341000,1.0000230124343,2.710225959441219e-05,606.08
1586328645000,1.000014294128901,2.6719351909418807e-05,378.09
1586395095000,1.0,2.6719351909418807e-05,0.00
1586461589000,1.0,2.6719351909418807e-05,0.00
1586527803000,1.000000324319871,2.6710697054161608e-05,8.64
1586595384000,1.0000005016138704,2.669731701531418e-05,13.37
1586661725000,1.0000138633719422,2.633095110970144e-05,369.91
1586727352000,1.0,2.633095110970144e-05,0.00
1586794113000,1.0000212072153989,2.6506278218062812e-05,567.83
1586860055000,1.0000087588288618,2.6275831974904932e-05,234.31
1586926685000,1.000019831683371,2.6626441639931418e-05,530.83
1586993289000,1.0,2.6626441639931418e-05,0.00
1587060295000,1.0000653179443182,2.6543594539244618e-05,1719.44
1587127928000,1.0,2.6543594539244618e-05,0.00
1587193459000,1.0,2.6543594539244618e-05,0.00
1587261633000,1.0,2.6543594539244618e-05,0.00
1587328233000,1.0,2.6543594539244618e-05,0.00
1587395247000,1.0,2.6543594539244618e-05,0.00
1587461100000,1.0000044606153882,2.6662008371141616e-05,119.17
1587528273000,1.0,2.6662008371141616e-05,0.00
1587595166000,1.0000238165128836,2.7300135745708226e-05,628.81
1587661694000,1.000000076635758,2.7298043619360008e-05,4.04
1587728239000,1.0000182003693405,2.7796633337975546e-05,476.25
1587795751000,1.000065626663009,2.8682504213892305e-05,1683.87
1587862819000,1.0,2.8682504213892305e-05,0.00
1587929252000,1.000437884882977,2.616738709337964e-05,11587.91
1587996928000,1.0,2.616738709337964e-05,0.00
1588064059000,1.0,2.616738709337964e-05,0.00
1588130892000,1.0,2.616738709337964e-05,0.00
1588196815000,1.0000309104930478,2.5377495961339713e-05,834.31
1588263775000,1.0000611047599148,2.3896546173117234e-05,1674.41
1588331537000,1.0000159246025382,2.3520874572664914e-05,449.71
1588398724000,1.0,2.3520874572664914e-05,0.00
1588465200000,1.0,2.3520874572664914e-05,0.00
1588533007000,1.0000422133207465,2.270993666878404e-05,1206.79
1588598533000,1.0000133374214866,2.2410346394777913e-05,386.38
1588665570000,1.0,2.2410346394777913e-05,0.00
1588732063000,1.0000127189822245,2.212828692022009e-05,370.92
