timestamp,METUSDB,PEGUSDB,JRTUSDB,GRIGUSDB,NEXOUSDB,ETHUSDB,ZRXUSDB,pBTCUSDB,MLNUSDB,LOOMUSDB,DAIUSDB,ENJUSDB,TBCUSDB,USDTUSDB,OMGUSDB,EMIT1USDB,FCOUSDB,BUSDUSDB,KNCUSDB,BATUSDB,sUSDUSDB,NMRUSDB,XIOUSDB,REPUSDB,MKRUSDB,TUSDUSDB,DZARUSDB,RLCUSDB,POWRUSDB,USDCUSDB,CEEKUSDB,Other
1583262508000,101.43,0.00,246.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,110.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.24,0.00,0.00
1583329065000,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,93.68,94.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583394859000,90.85,0.00,162.35,0.00,8.94,0.00,9.08,0.00,0.00,246.90,82.88,0.00,0.00,0.02,0.00,0.00,0.00,0.00,6.86,0.00,394.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583462921000,84.24,0.00,214.80,0.00,0.00,0.00,8.96,0.00,0.00,17.94,174.81,0.00,0.00,16.32,0.00,0.00,0.00,0.00,0.00,0.00,186.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00
1583528507000,569.45,0.00,246.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484.86,0.00,0.00,1.63,0.00,0.00,0.00,0.00,0.00,0.00,517.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583594053000,81.19,0.00,108.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.98,0.00,0.00,5.87,0.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583659784000,758.82,0.00,474.51,0.00,0.00,0.00,0.00,0.00,0.00,18.14,405.07,0.00,0.00,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583726492000,931.82,0.00,1824.78,0.00,0.00,0.00,13.34,0.00,0.00,24.03,1552.80,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,512.87,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00
1583793746000,460.52,0.00,661.38,0.00,0.00,0.00,10.92,0.00,0.00,0.00,863.37,0.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00,0.00,330.56,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,1.27,0.00,0.00
1583860490000,188.17,0.00,148.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,688.58,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,389.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583926841000,0.00,0.00,510.84,0.00,0.00,0.00,6.85,0.00,0.00,0.00,377.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1583992327000,476.23,0.00,354.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2914.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,565.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1584059716000,1700.90,0.00,1039.98,0.00,39.27,0.00,37.02,0.00,0.00,32.94,4431.66,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,19.87,1408.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.31,0.00,0.00
1584128101000,1018.17,0.00,703.64,0.00,25.04,0.00,0.00,0.00,0.00,0.00,982.84,2.73,14.57,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.97,0.00,0.00
1584194907000,212.83,0.00,348.26,0.00,9.38,0.00,0.00,0.00,10.92,13.41,673.17,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,6.28,0.00,0.00
1584261335000,136.17,0.00,100.85,0.00,0.00,0.00,0.00,0.00,0.00,13.15,211.63,0.00,0.00,311.88,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,0.00,0.00
1584326930000,220.01,0.00,201.22,0.00,8.74,0.00,0.00,0.00,0.00,4.65,85.87,0.00,0.00,87.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,0.00,0.00
1584393985000,561.00,0.00,2623.90,0.00,0.00,0.00,18.68,0.00,0.00,9.22,296.42,0.00,3.23,13.77,0.00,0.00,0.00,0.00,0.00,8.30,0.00,0.00,0.00,0.00,0.00,5.98,0.00,0.00,0.00,9.54,0.00,0.00
1584460520000,0.90,0.00,299.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.83,0.00,0.00,9.89,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52,0.00,0.00,0.00,9.33,0.00,0.00
1584526384000,0.00,0.00,1372.24,0.00,6.35,0.00,0.00,0.00,0.00,0.00,126.67,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00
1584592505000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.91,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00
1584659781000,349.18,0.00,94476.80,0.00,5.45,0.00,0.00,0.00,0.00,0.00,153.38,0.00,0.00,7.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.26,0.00,0.00,0.00,460.74,0.00,0.00
1584726816000,816.08,0.00,1139.23,0.00,21.74,0.00,13.03,0.00,0.00,32.06,413.37,1.50,4.40,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.43,0.00,0.00,0.00,9.99,0.00,0.00
1584793665000,212.94,0.00,0.00,0.00,8.23,0.00,0.00,0.00,0.00,0.00,88.24,0.00,0.00,8.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,0.00,0.00
1584861635000,0.00,0.00,5.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00
1584929664000,56.96,0.00,101.83,0.00,0.00,0.00,6.80,0.00,0.00,0.00,20.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00
1584996865000,27.92,0.00,21.95,0.00,0.00,0.00,0.00,0.00,0.00,4.94,27.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00
1585064380000,55.94,0.00,4.85,0.00,32.21,0.00,0.00,0.00,0.00,0.00,59.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00
1585132903000,39.49,0.00,996.55,0.00,10.17,0.00,0.00,0.00,0.00,0.00,153.60,0.00,0.00,5.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1585199953000,46.78,0.00,58.59,139.26,0.00,0.00,0.00,0.00,0.00,5.10,85.77,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1585266505000,157.45,0.00,118.50,300.52,0.00,0.00,0.00,0.00,0.00,0.00,243.86,0.00,0.00,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.84,0.00,0.00
1585332447000,0.00,0.00,17.16,36.00,0.00,0.00,0.00,0.00,0.00,0.00,24.89,0.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.18,0.00,0.00
1585399064000,0.00,0.00,0.00,26.30,15.53,0.00,0.00,0.00,0.00,0.00,127.83,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1585464881000,0.00,0.00,0.00,149.55,0.00,0.00,0.00,0.00,0.00,0.00,15.31,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00
1585530943000,0.00,0.00,0.00,90.33,0.00,0.00,0.00,0.00,0.00,0.00,79.27,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00
1585597552000,0.00,0.00,0.00,43.19,6.01,0.00,0.00,0.00,0.00,0.00,109.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,2.44,0.00,0.00
1585663995000,0.00,0.00,1.03,8.29,0.00,0.00,0.00,0.00,0.00,0.00,13.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,162.93,0.00,0.00
1585730765000,0.00,0.00,0.00,20.29,0.00,0.00,0.00,0.00,0.00,0.00,23.27,0.00,0.00,0.78,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.53,0.00,0.00,0.00,2.52,0.00,0.00
1585796879000,39.10,0.00,133.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.22,0.00,0.00,12.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,6.43,0.00,0.00
1585863338000,130.26,0.00,63.94,25.46,7.58,0.00,0.00,0.00,0.00,0.00,413.56,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00
1585929737000,34.15,0.00,137.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.00,2.28,0.00,0.00
1585996683000,151.21,0.00,49.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,2.87,0.00,0.00,0.00,13.56,0.00,0.00
1586062656000,28.16,0.00,21.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.02,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.50,0.00,0.00
1586128910000,0.00,0.00,5.46,26.53,0.00,0.00,0.00,0.00,0.00,0.00,22.95,0.00,0.00,24.87,0.00,0.00,0.00,1.14,0.00,0.00,11.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.24,0.00,0.00
1586196243000,359.65,0.00,238.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.77,0.00,0.00,7.09,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,1.07,0.00
1586262341000,380.84,0.00,352.51,0.00,0.00,0.00,4.85,0.00,0.00,3.36,48.41,0.00,0.00,6.55,0.00,0.00,0.00,0.07,0.00,0.24,0.97,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,2.38,0.00,0.00
1586328645000,0.00,0.00,0.00,7.89,7.82,0.00,7.74,0.00,0.00,17.61,347.67,0.00,3.06,17.15,0.00,0.00,0.00,0.00,0.00,0.00,5.68,0.00,0.00,0.00,0.00,29.56,0.00,0.00,0.00,10.80,0.00,0.00
1586395095000,0.00,0.00,0.00,10.41,0.00,0.00,8.08,0.00,0.00,0.00,29.44,0.00,0.00,3.91,0.00,0.00,0.00,1.45,0.00,0.00,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.38,0.00,0.00
1586461589000,96.75,0.00,51.20,12.08,0.00,0.00,10.92,0.00,0.00,0.00,85.30,0.00,0.00,80.83,0.00,0.00,0.00,0.91,0.00,0.00,57.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.66,0.00,0.00
1586527803000,0.00,0.00,147.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.02,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1586595384000,62.07,0.00,33.42,0.00,0.00,0.00,0.00,0.00,0.00,5.35,6.24,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00
1586661725000,61.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,3.11,0.00,0.00,0.00,0.17,0.00,0.00
1586727352000,63.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.43,0.00,0.00,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,16.48,0.00,0.00
1586794113000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,0.00,0.00
1586860055000,39.79,0.00,46.06,7.82,9.41,0.00,0.00,0.00,0.00,0.00,106.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
1586926685000,0.00,0.00,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,1.14,0.00,0.00
1586993289000,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.89,4.01,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00
1587060295000,115.83,0.00,187.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587127928000,0.00,0.00,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.90,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00
1587193459000,226.47,0.00,218.16,8.22,0.00,0.00,0.00,0.00,0.00,0.00,488.16,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587261633000,352.20,0.00,280.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.56,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,8.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
1587328233000,208.97,0.00,0.00,255.19,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587395247000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.28,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587461100000,238.58,0.00,60.91,0.00,0.00,0.00,0.89,0.00,0.00,0.00,19.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.00,0.00
1587528273000,0.00,0.00,7.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,4.63,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587595166000,85.30,0.00,316.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.85,0.00,4.82,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.88,0.00,0.00
1587661694000,250.82,0.00,453.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.36,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.00
1587728239000,154.26,0.00,419.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376.75,0.00,0.00,7.81,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,0.00,0.00
1587795751000,278.26,0.00,930.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00
1587862819000,0.00,0.00,55.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.52,6.18,0.00,3.81,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00,0.00,70.74,0.00,0.00
1587929252000,150.80,0.00,1.40,34.13,0.00,0.00,0.00,0.00,0.00,0.00,147.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.74,0.00,0.00
1587996928000,257.65,0.00,66.25,0.00,0.00,0.00,10.12,0.00,0.00,0.00,10.94,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1588064059000,0.00,0.00,163.30,0.00,0.00,0.00,10.90,0.00,0.00,0.00,9.81,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00
1588130892000,94.83,0.00,211.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0.00
1588196815000,173.01,0.00,280.44,0.00,0.00,0.00,5.01,0.00,0.00,0.00,93.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1588263775000,100.16,0.00,158.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00
1588331537000,66.74,0.00,57.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,0.00,0.00,12.02,0.00,0.00,0.00,6.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,0.00,0.00
1588398724000,0.00,0.00,50.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.06,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1588465200000,608.21,0.00,24.10,0.00,8.06,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00
1588533007000,0.00,0.00,26.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1588598533000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.13,0.00,0.00,4.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,0.00,0.00
1588665570000,0.00,0.00,7.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.22,0.00,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00
1588732063000,0.00,0.00,0.00,8.42,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21,0.00,0.00
1588799197000,304.24,0.00,198.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00
1588866419000,140.94,0.00,684.81,0.00,0.00,0.00,22.48,0.00,0.00,0.00,70.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.00
1588933460000,0.00,0.00,254.71,0.00,0.00,0.00,23.08,0.00,0.00,0.00,8.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1588999718000,0.00,0.00,296.82,0.00,0.00,0.00,75.70,0.00,0.00,0.00,1.90,0.00,0.00,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,0.00
1589067455000,217.24,0.00,242.01,0.00,0.00,0.00,17.92,0.00,0.00,0.00,10.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589134469000,363.10,0.00,352.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,0.00,0.00
1589201108000,617.79,0.00,420.61,0.00,0.00,0.00,64.19,0.00,0.00,0.00,0.85,0.00,0.00,9.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00
1589268104000,110.41,0.00,117.62,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00
1589335889000,0.00,0.00,339.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589401845000,0.00,0.00,242.32,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,0.00
1589468952000,0.00,0.00,0.01,0.00,0.00,0.00,12.27,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589535765000,251.98,0.00,256.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589603682000,0.00,0.00,78.26,0.00,0.00,0.00,28.26,0.00,0.00,0.00,0.18,0.00,0.00,8.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00
1589671059000,119.31,0.00,55.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.96,7.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589737053000,0.00,0.00,93.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589805022000,793.60,0.00,1911.31,8.34,0.00,0.00,0.00,0.00,0.00,0.00,28.28,0.00,0.00,5.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1589872818000,8140.86,0.00,24123.21,0.00,0.00,0.00,74.17,0.00,0.00,34.73,316.76,27.79,0.00,45.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.10,0.00,0.00
1589939554000,7062.26,0.00,15533.19,0.00,21.04,0.00,56.04,0.00,0.00,19.99,70.03,0.00,9.35,0.00,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1590006861000,2665.40,0.00,8501.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.81,0.00,0.00,0.26,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
