timestamp,METUSDB,PEGUSDB,JRTUSDB,GRIGUSDB,NEXOUSDB,ZRXUSDB,ETHUSDB,pBTCUSDB,MLNUSDB,LOOMUSDB,DAIUSDB,ENJUSDB,TBCUSDB,USDTUSDB,OMGUSDB,EMIT1USDB,FCOUSDB,BUSDUSDB,KNCUSDB,BATUSDB,sUSDUSDB,NMRUSDB,XIOUSDB,REPUSDB,MKRUSDB,TUSDUSDB,DZARUSDB,RLCUSDB,POWRUSDB,USDCUSDB,CEEKUSDB,Other
1583130367000,12339.27,0.00,12174.85,0.00,190.39,240.16,0.00,0.00,35.24,125.17,10619.60,11.62,56.67,137.80,163.92,0.00,0.00,0.50,232.54,149.04,7294.90,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.26,0.00,0.00
1583195979000,12716.99,0.00,12344.94,0.00,197.50,240.16,0.00,0.00,35.24,131.12,10567.73,11.62,56.67,137.25,163.92,0.00,0.00,0.50,222.69,149.04,7212.26,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,120.20,0.00,0.00
1583262508000,12615.87,0.00,12379.72,0.00,197.50,240.16,0.00,0.00,35.24,145.41,10675.80,11.62,56.67,137.25,163.92,0.00,0.00,0.50,215.65,149.04,7212.26,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.47,0.00,0.00
1583329065000,12615.87,0.00,12379.72,0.00,197.53,240.16,0.00,0.00,35.24,149.24,10624.07,11.62,56.67,137.25,163.92,0.00,0.00,0.50,215.65,149.04,7212.26,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.47,0.00,0.00
1583394859000,12706.71,0.00,12352.34,0.00,206.47,249.24,0.00,0.00,35.24,137.72,10541.44,11.62,56.67,137.28,163.92,0.00,0.00,0.50,222.51,149.04,7234.52,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.47,0.00,0.00
1583462921000,12790.95,0.00,12711.03,0.00,206.47,258.20,0.00,0.00,35.24,144.39,10568.45,11.62,56.67,137.42,11.08,0.00,0.00,0.50,1.17,149.04,7217.22,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.07,0.00,0.00
1583528507000,12646.91,0.00,13080.38,0.00,206.47,258.20,0.00,0.00,35.24,144.39,10649.58,11.62,56.67,137.44,11.08,0.00,0.00,0.50,1.17,149.04,7296.36,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.07,0.00,0.00
1583594053000,12565.97,0.00,13188.51,0.00,206.47,258.20,0.00,0.00,35.24,144.39,10548.89,11.62,56.67,131.59,11.08,0.00,0.00,0.50,1.17,149.04,7302.22,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.07,0.00,0.00
1583659784000,11920.32,0.00,13792.10,0.00,206.47,258.20,0.00,0.00,35.24,139.85,10677.09,11.62,56.67,138.17,11.08,0.00,0.00,0.50,1.17,149.04,7302.22,0.45,0.00,0.63,1.57,109.33,0.72,0.68,0.80,121.07,0.00,0.00
1583726492000,11395.30,0.00,9817.75,0.00,206.47,245.26,0.00,0.00,35.24,134.06,10767.05,11.62,56.67,137.23,11.08,0.00,0.00,0.50,1.17,149.04,7321.18,0.45,0.00,0.63,1.57,110.27,0.72,0.68,0.80,121.07,0.00,0.00
1583793746000,10936.16,0.00,9565.20,0.00,206.47,234.67,0.00,0.00,35.24,134.06,10459.96,11.62,56.67,138.69,11.08,0.00,0.00,0.50,1.17,149.04,7339.58,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,121.07,0.00,0.00
1583860490000,10983.85,0.00,9713.95,0.00,206.47,234.67,0.00,0.00,35.24,134.06,10467.25,11.62,56.67,136.42,11.08,0.00,0.00,0.50,1.17,149.04,7278.90,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,121.07,0.00,0.00
1583926841000,10983.85,0.00,9993.11,0.00,206.47,241.52,0.00,0.00,35.24,134.06,10404.98,11.62,56.67,136.42,11.08,0.00,0.00,0.50,1.17,149.04,7312.91,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,121.07,0.00,0.00
1583992327000,10509.05,0.00,9794.55,0.00,206.47,241.52,0.00,0.00,35.24,134.06,10524.61,11.62,56.67,136.42,11.08,0.00,0.00,0.50,1.17,123.00,7452.85,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,121.07,0.00,0.00
1584059716000,8813.24,0.00,8760.29,0.00,168.37,205.59,0.00,0.00,35.24,101.22,1139.92,11.62,56.67,135.66,11.08,0.00,0.00,0.50,1.17,103.25,12.55,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,117.21,0.00,0.00
1584128101000,8684.45,0.00,8978.79,0.00,144.08,205.59,0.00,0.00,35.24,101.22,1152.54,8.91,42.13,140.86,11.08,0.00,0.00,0.50,1.17,103.25,12.55,0.45,0.00,0.63,1.57,110.27,0.33,0.68,0.80,123.18,0.00,0.00
1584194907000,8897.28,0.00,9327.05,0.00,153.46,205.59,0.00,0.00,25.38,99.94,1136.46,7.00,42.13,140.86,11.08,0.00,0.00,0.50,1.17,103.25,12.55,0.45,0.00,0.63,1.57,110.76,0.33,0.68,0.80,125.43,0.00,0.00
1584261335000,8761.51,0.00,9264.99,0.00,153.46,205.59,0.00,0.00,25.38,113.10,1165.02,7.00,42.13,150.63,11.08,0.00,0.00,0.50,1.17,103.25,11.67,0.45,0.00,0.63,1.57,110.76,0.33,0.68,0.80,123.85,0.00,0.00
1584326930000,8725.79,0.00,9195.98,0.00,144.97,205.59,0.00,0.00,25.38,108.46,1156.77,7.00,42.13,154.12,11.08,0.00,0.00,0.50,1.17,103.25,11.67,0.45,0.00,0.63,1.57,110.76,0.33,0.68,0.80,122.17,0.00,0.00
1584393985000,8166.47,0.00,8860.09,0.00,144.97,187.46,0.00,0.00,25.38,99.27,1127.78,7.00,38.91,140.38,11.08,0.00,0.00,0.50,1.17,95.00,11.67,0.45,0.00,0.63,1.57,104.81,0.33,0.68,0.80,122.28,0.00,0.00
1584460520000,8167.37,0.00,8958.37,0.00,144.97,187.46,0.00,0.00,25.38,99.27,1103.30,7.00,38.91,143.02,7.88,0.00,0.00,0.50,1.17,0.41,11.67,0.45,0.00,0.63,1.57,109.33,0.33,0.68,0.80,116.71,0.00,0.00
1584526384000,8167.37,0.00,9587.29,0.00,138.81,187.46,0.00,0.00,25.38,99.27,1134.13,7.00,38.91,143.02,7.88,0.00,0.00,0.32,1.17,0.41,11.67,0.45,0.00,0.63,1.57,109.33,0.33,0.68,0.80,120.87,0.00,0.00
1584592505000,8167.37,0.00,9587.29,0.00,138.81,187.46,0.00,0.00,25.38,99.27,1107.88,7.00,38.91,145.24,7.88,0.00,0.00,0.32,1.17,0.41,11.67,0.45,0.00,0.63,1.57,109.33,0.33,0.68,0.80,118.59,0.00,0.00
1584659781000,8515.88,0.00,9549.58,0.00,144.26,187.46,0.00,0.00,25.38,99.27,1070.61,5.36,38.91,138.09,7.88,0.00,0.00,0.32,1.17,0.41,11.67,0.45,0.00,0.63,1.57,100.97,0.33,0.68,0.80,111.57,0.00,0.00
1584726816000,9114.66,0.00,10086.88,0.00,166.01,200.49,0.00,0.00,25.38,109.63,1130.68,6.87,43.30,138.60,7.88,0.00,0.00,0.32,1.17,0.41,11.67,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,121.57,0.00,0.00
1584793665000,8902.36,0.00,10086.88,0.00,158.02,200.49,0.00,0.00,25.38,109.63,1141.28,6.87,43.30,146.67,7.88,0.00,0.00,0.32,1.17,0.41,11.67,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,123.21,0.00,0.00
1584861635000,8902.36,0.00,10081.78,0.00,158.02,200.49,0.00,0.00,25.38,109.63,1125.09,6.87,43.30,146.67,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,121.86,0.00,0.00
1584929664000,8845.57,0.00,9986.59,0.00,158.02,193.89,0.00,0.00,25.38,109.63,1145.43,6.87,43.30,146.67,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,122.21,0.00,0.00
1584996865000,8817.73,0.00,10008.54,0.00,158.02,193.89,0.00,0.00,25.38,104.71,1121.16,6.87,43.30,146.67,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,120.16,0.00,0.00
1585064380000,8761.96,0.00,10044.44,0.00,169.21,193.89,0.00,0.00,25.38,104.71,1115.02,6.87,43.30,146.67,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.27,0.00,0.00
1585132903000,8801.45,0.00,10828.33,0.00,159.35,193.89,0.00,0.00,25.38,104.71,1106.94,6.87,43.30,141.07,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.27,0.00,0.00
1585199953000,8848.23,0.00,10769.85,116.89,159.35,193.89,0.00,0.00,25.38,109.81,1124.62,6.87,43.30,142.08,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.27,0.00,0.00
1585266505000,8794.27,0.00,10762.31,203.87,159.35,193.89,0.00,0.00,25.38,109.81,1123.37,6.87,43.30,146.69,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.90,0.00,0.00
1585332447000,8794.27,0.00,10785.14,192.17,159.35,193.89,0.00,0.00,25.38,109.81,1108.91,6.87,43.30,143.99,7.88,0.00,0.00,0.32,1.17,0.41,12.71,0.45,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.96,0.00,0.00
1585399064000,8794.27,0.00,10785.14,218.47,161.30,193.89,0.00,0.00,25.38,109.81,1128.50,6.87,43.30,143.99,7.88,0.00,0.00,0.82,1.17,0.41,12.71,0.58,0.00,0.63,1.57,108.40,0.33,0.68,0.80,119.96,0.00,0.00
1585464881000,8794.27,0.00,10810.57,254.07,161.30,193.89,0.00,0.00,25.38,109.81,1131.58,6.87,43.30,146.01,7.88,0.00,0.00,0.82,1.17,0.41,12.71,0.58,0.00,0.63,1.57,108.40,0.33,0.68,0.80,120.93,0.00,0.00
1585530943000,8794.27,0.00,10816.27,272.46,161.30,193.89,0.00,0.00,25.38,109.81,1133.76,6.87,43.30,146.01,7.88,0.00,0.00,0.56,1.17,0.41,12.71,0.58,0.00,0.63,1.57,108.40,0.33,0.68,0.80,121.16,0.00,0.00
1585597552000,8794.27,0.00,10816.27,300.16,155.47,193.89,0.00,0.00,25.38,109.81,1130.87,6.87,43.30,146.01,7.88,0.00,0.00,0.56,1.17,0.41,12.71,0.58,0.00,0.63,1.57,109.38,0.33,0.68,0.80,120.70,0.00,0.00
1585663995000,8794.27,0.00,10815.24,292.03,155.47,193.89,0.00,0.00,25.38,109.81,1119.22,6.87,43.30,146.01,7.88,0.00,0.00,0.56,1.17,0.41,12.71,0.58,0.00,0.63,1.57,108.97,0.33,0.68,0.80,120.72,0.00,0.00
1585730765000,8794.27,0.00,10830.54,296.77,155.47,193.89,0.00,0.00,25.38,109.81,1121.14,6.87,43.30,145.23,7.88,0.00,0.00,0.46,1.17,0.41,12.71,0.58,0.00,0.48,1.57,108.45,0.33,0.68,0.80,120.60,0.00,0.00
1585796879000,8833.37,0.00,10711.60,296.77,155.47,193.89,0.00,0.00,25.38,109.81,1118.08,6.87,43.30,147.37,7.88,0.00,0.00,0.46,1.17,0.41,12.71,0.58,0.00,0.48,1.57,109.05,0.33,0.68,0.80,120.04,0.00,0.00
1585863338000,8963.63,0.00,10654.64,305.95,163.05,193.89,0.00,0.00,25.38,109.81,1122.05,6.87,43.30,146.11,7.88,0.00,0.00,0.46,1.17,0.41,12.28,0.58,0.00,0.48,1.57,109.05,0.33,0.68,0.80,120.42,0.00,0.00
1585929737000,8997.79,0.00,10791.91,305.95,163.05,193.89,0.00,0.00,25.38,109.81,1112.39,6.87,43.30,145.71,7.88,0.00,0.00,0.46,1.17,0.41,12.28,0.58,0.00,0.48,1.57,107.48,0.33,0.68,0.80,118.94,0.00,0.00
1585996683000,9149.00,0.00,10854.38,305.95,163.05,193.89,0.00,0.00,25.38,109.81,719.20,6.87,43.30,145.71,7.88,0.00,0.00,0.46,1.17,0.41,12.63,0.58,0.00,0.48,1.57,110.34,0.33,0.68,0.80,121.50,0.00,0.00
1586062656000,9177.15,0.00,10875.47,305.95,163.05,193.89,0.00,0.00,25.38,109.81,713.11,6.87,43.30,145.71,9.28,0.00,0.00,0.46,1.17,0.41,12.70,0.58,0.00,0.48,1.57,109.61,0.33,0.68,0.80,121.50,0.00,0.00
1586128910000,9177.15,0.00,10870.02,317.03,163.05,193.89,0.00,0.00,25.38,109.81,713.24,6.87,43.30,146.72,9.28,0.00,0.00,0.57,1.17,0.41,12.69,0.58,0.00,0.48,1.57,109.61,0.33,0.68,0.80,121.21,0.00,0.00
1586196243000,9536.81,0.00,11108.91,317.03,163.05,193.89,0.00,0.00,25.38,109.81,711.68,6.87,43.30,146.14,9.28,0.00,0.00,0.57,1.17,0.41,11.66,0.58,0.00,0.48,1.57,109.61,0.33,0.68,0.80,121.36,0.07,0.00
1586262341000,9917.65,0.00,11333.73,317.03,163.05,198.74,0.00,0.00,25.38,113.17,711.05,6.87,43.30,139.60,9.28,0.00,0.00,0.50,1.17,1.25,12.63,0.58,0.00,0.48,1.57,109.44,0.33,0.68,0.80,120.17,0.07,0.00
1586328645000,9917.65,0.00,11339.90,309.30,170.88,206.48,0.00,0.00,25.38,118.16,717.83,6.87,46.36,147.53,9.28,0.00,0.00,0.50,1.17,1.25,12.68,0.58,0.00,0.48,1.57,109.18,0.33,0.68,0.80,122.07,0.07,0.00
1586395095000,9917.65,0.00,11391.04,299.09,170.88,198.64,0.00,0.00,25.38,118.16,712.17,6.87,46.36,143.63,9.28,0.00,0.00,0.44,1.17,1.25,12.60,0.58,0.00,0.48,1.57,109.18,0.33,0.68,0.80,119.31,0.07,0.00
1586461589000,9821.19,0.00,11444.20,311.17,170.88,209.56,0.00,0.00,25.38,118.16,717.45,6.87,46.36,144.52,9.28,0.00,0.00,0.48,1.17,1.25,13.95,0.58,0.00,0.48,1.57,109.18,0.33,0.68,0.80,121.52,0.07,0.00
1586527803000,9821.19,0.00,11296.85,311.17,170.88,209.56,0.00,0.00,25.38,118.16,723.37,6.87,46.36,147.64,9.28,0.00,0.00,0.48,1.17,1.25,13.95,0.58,0.00,0.48,1.57,109.18,0.33,0.68,0.80,121.52,0.07,0.00
1586595384000,9759.31,0.00,11268.19,311.17,170.88,209.56,0.00,0.00,25.38,112.83,754.34,6.87,46.36,148.66,9.28,0.00,0.00,0.48,1.17,1.25,13.95,0.58,0.00,0.48,1.57,109.18,0.33,0.68,0.80,122.86,0.07,0.00
1586661725000,9698.45,0.00,11274.25,311.17,170.88,209.56,0.00,0.00,25.38,112.83,763.50,6.87,46.36,148.66,9.28,0.00,0.00,0.48,1.17,1.25,13.42,0.58,0.00,0.48,1.57,109.30,0.33,0.68,0.80,123.03,0.07,0.00
1586727352000,9636.19,0.00,11406.41,311.17,170.88,209.56,0.00,0.00,25.38,112.83,733.38,6.87,46.36,146.47,9.28,0.00,0.00,0.48,1.17,1.25,13.42,0.58,0.00,0.48,1.57,109.30,0.33,0.68,0.29,118.97,0.07,0.00
1586794113000,9636.19,0.00,11406.41,311.17,170.88,209.56,0.00,0.00,25.38,112.83,755.54,6.87,46.36,146.47,9.28,0.00,0.00,0.48,1.17,1.25,13.42,0.58,0.00,0.48,1.57,109.30,0.33,0.68,0.29,121.46,0.07,0.00
1586860055000,9596.52,0.00,11485.42,319.00,161.75,209.56,0.00,0.00,25.38,112.83,748.46,6.87,46.36,146.47,9.28,0.00,0.00,0.48,1.17,1.25,13.42,0.58,0.00,0.48,1.57,109.30,0.33,0.68,0.29,121.60,0.07,0.00
1586926685000,9596.52,0.00,11479.34,319.00,161.75,209.56,0.00,0.00,25.38,112.83,744.14,6.87,46.36,146.47,9.28,0.00,0.00,0.48,1.17,1.25,13.42,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.46,0.07,0.00
1586993289000,9596.52,0.00,11474.98,319.00,161.75,209.56,0.00,0.00,25.38,112.83,714.11,49.83,46.36,145.74,9.28,0.00,0.00,0.48,1.17,1.25,13.28,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,121.40,0.07,0.00
1587060295000,9712.34,0.00,11662.95,319.00,161.75,209.56,0.00,0.00,25.38,112.83,714.64,49.83,46.36,145.74,9.28,0.00,0.00,0.48,1.17,1.25,13.28,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,121.40,0.07,0.00
1587127928000,9712.34,0.00,11679.23,319.00,161.75,209.56,0.00,0.00,25.38,112.83,711.28,49.83,46.36,144.41,9.28,0.00,0.00,0.48,1.17,1.25,13.28,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.48,0.07,0.00
1587193459000,9820.86,0.00,11391.68,327.22,161.75,209.56,0.00,0.00,25.38,112.83,715.37,49.83,46.36,145.23,9.28,0.00,0.00,0.48,1.17,1.25,13.28,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.48,0.07,0.00
1587261633000,10173.06,0.00,11659.02,327.22,161.75,209.56,0.00,0.00,25.38,112.83,716.31,49.83,46.36,147.64,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.49,0.07,0.00
1587328233000,10382.03,0.00,11666.03,332.47,161.75,209.56,0.00,0.00,25.38,112.83,717.98,49.83,46.36,145.97,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.49,0.07,0.00
1587395247000,10382.03,0.00,11670.19,332.47,161.75,209.56,0.00,0.00,25.38,112.83,715.12,49.83,46.36,144.73,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.49,0.07,0.00
1587461100000,10144.17,0.00,11772.81,332.47,161.75,208.69,0.00,0.00,25.38,112.83,724.50,49.83,46.36,144.73,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,123.03,0.07,0.00
1587528273000,10144.17,0.00,11765.61,332.47,161.75,208.69,0.00,0.00,25.38,112.83,722.52,54.46,46.36,144.74,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,123.03,0.07,0.00
1587595166000,10059.12,0.00,12081.93,332.47,161.75,208.69,0.00,0.00,25.38,112.83,706.92,54.46,51.18,144.92,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,119.10,0.07,0.00
1587661694000,10183.23,0.00,12308.25,332.47,161.75,308.69,0.00,0.00,25.38,112.83,703.72,54.46,51.18,143.49,9.28,0.00,0.00,0.48,1.17,1.25,8.79,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.49,0.07,0.00
1587728239000,10337.49,0.00,12516.49,332.47,161.75,208.69,0.00,0.00,25.38,112.83,718.96,54.46,51.18,145.73,9.28,0.00,0.00,0.48,1.17,1.25,9.59,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,121.56,0.07,0.00
1587795751000,10148.61,0.00,13117.42,332.47,161.75,208.69,0.00,0.00,25.38,112.83,708.86,54.46,51.18,145.73,9.28,0.00,0.00,0.48,1.17,1.25,9.59,0.58,0.00,0.48,1.57,109.30,0.33,0.33,0.29,120.40,0.07,0.00
1587862819000,10148.61,0.00,13061.76,332.47,161.75,208.69,0.00,0.00,25.38,112.83,696.96,60.64,51.18,141.97,9.28,0.00,7.51,0.48,1.17,1.25,9.59,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,118.85,0.07,0.00
1587929252000,10299.40,0.00,12969.30,350.39,161.75,208.69,0.00,0.00,25.38,112.83,708.18,60.64,51.18,141.97,9.28,0.00,7.51,0.48,1.17,1.25,9.00,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,119.91,0.07,0.00
1587996928000,10259.80,0.00,12903.18,350.39,161.75,218.81,0.00,0.00,25.38,112.83,712.43,60.64,51.18,142.01,9.28,0.00,7.51,0.48,1.17,1.25,9.05,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,119.91,0.07,0.00
1588064059000,10259.80,0.00,13066.48,350.39,161.75,228.68,0.00,0.00,25.38,112.83,708.93,60.64,51.18,142.30,9.28,0.00,7.51,0.48,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,120.25,0.07,0.00
1588130892000,10165.26,0.00,13269.32,350.39,161.75,228.68,0.00,0.00,25.38,112.83,708.93,60.64,51.18,141.93,9.28,0.00,7.51,0.48,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,118.01,0.07,0.00
1588196815000,10338.27,0.00,13351.32,350.39,161.75,223.82,0.00,0.00,25.38,112.83,680.92,60.64,51.18,141.93,9.28,0.00,7.51,0.48,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,118.01,0.07,0.00
1588263775000,10438.44,0.00,13309.23,350.39,161.75,223.82,0.00,0.00,25.38,112.83,499.70,60.64,51.18,141.93,9.28,0.00,7.51,0.48,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,119.10,0.07,0.00
1588331537000,10505.18,0.00,13483.67,350.39,161.75,223.82,0.00,0.00,25.38,112.83,502.97,70.64,51.18,142.83,9.28,0.00,7.51,17.63,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,116.47,0.07,0.00
1588398724000,10505.18,0.00,13512.70,350.39,161.75,223.82,0.00,0.00,25.38,112.83,492.95,70.64,51.18,139.04,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,116.47,0.07,0.00
1588465200000,10405.88,0.00,13802.10,350.39,153.92,223.82,0.00,0.00,25.38,112.83,492.70,70.64,51.18,139.04,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,115.58,0.07,0.00
1588533007000,10405.88,0.00,13775.46,350.39,153.92,223.82,0.00,0.00,25.38,112.83,488.77,70.64,51.18,139.04,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,115.58,0.07,0.00
1588598533000,10405.88,0.00,13778.18,350.39,153.92,223.82,0.00,0.00,25.38,112.83,499.28,70.64,51.18,143.62,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,119.40,0.07,0.00
1588665570000,10405.88,0.00,13778.18,350.39,153.92,223.82,0.00,0.00,25.38,112.83,495.80,70.64,51.18,141.56,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,118.10,0.07,0.00
1588732063000,10405.88,0.00,13778.18,342.14,153.92,223.82,0.00,0.00,25.38,112.83,496.59,70.64,51.18,140.06,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,116.33,0.07,0.00
1588799197000,10710.13,0.00,13976.72,342.14,153.92,223.82,0.00,0.00,25.38,112.83,521.91,77.99,51.18,140.06,9.28,0.00,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,121.21,0.07,0.00
1588866419000,10851.07,0.00,14017.86,342.14,153.92,246.30,0.00,0.00,25.38,112.83,517.77,77.99,51.18,140.06,9.28,21.01,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,107.02,0.33,0.33,0.29,119.86,0.07,0.00
1588933460000,10851.07,0.00,14286.24,342.14,153.92,269.38,0.00,0.00,25.38,112.83,509.04,77.99,51.18,140.06,9.28,21.01,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,10.17,0.33,0.33,0.29,119.86,0.07,0.00
1588999718000,10851.07,0.00,14583.06,342.14,153.92,318.73,0.00,0.00,25.38,112.83,507.14,77.99,51.18,145.45,9.28,21.01,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,10.17,0.33,0.33,0.29,122.73,0.07,0.00
1589067455000,10796.29,0.00,14626.61,342.14,153.92,336.65,0.00,0.00,25.38,112.83,42.77,77.99,51.18,145.45,9.28,21.01,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,10.17,0.33,0.33,0.29,122.73,0.07,0.00
1589134469000,10434.28,0.00,14284.05,342.14,153.92,336.65,0.00,0.00,25.38,112.83,43.76,77.99,51.18,145.45,9.28,21.01,7.51,3.98,1.17,1.25,9.23,0.58,0.00,0.48,1.57,10.17,0.33,0.33,0.29,126.17,0.07,0.00
1589201108000,10236.07,0.00,13699.45,342.14,153.92,317.39,0.00,0.00,25.38,112.83,43.43,77.99,51.18,147.90,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.92,0.00,0.48,1.57,10.17,0.33,0.33,0.29,125.91,0.07,0.00
1589268104000,10125.99,0.00,13820.72,342.14,153.92,304.46,0.00,0.00,25.38,112.83,43.62,77.99,51.18,147.90,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,125.72,0.07,0.00
1589335889000,10125.99,0.00,13743.15,342.14,153.92,304.46,0.00,0.00,25.38,112.83,42.70,77.99,51.18,147.90,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,125.72,0.07,0.00
1589401845000,10125.99,0.00,13734.66,355.17,153.92,304.46,0.00,0.00,25.38,112.83,43.47,77.99,51.18,149.60,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,124.01,0.07,0.00
1589468952000,10125.99,0.00,13102.73,355.17,153.92,292.56,0.00,0.00,25.38,112.83,42.48,77.99,51.18,149.60,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,124.01,0.07,0.00
1589535765000,10377.97,0.00,13206.16,355.17,153.92,292.56,0.00,0.00,25.38,112.83,42.99,77.99,51.18,149.60,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,124.01,0.07,0.00
1589603682000,10377.97,0.00,13302.67,355.17,153.92,320.82,0.00,0.00,25.38,112.83,43.18,77.99,51.18,140.94,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,123.57,0.07,0.00
1589671059000,10497.28,0.00,13102.94,355.17,153.92,320.82,0.00,0.00,25.38,112.83,45.83,85.39,51.18,140.94,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,123.57,0.07,0.00
1589737053000,10497.28,0.00,13020.52,355.17,153.92,320.82,0.00,0.00,25.38,112.83,46.01,85.39,51.18,140.94,9.28,21.01,7.51,3.98,1.17,1.25,9.23,1.21,0.00,0.48,1.57,10.17,0.33,0.33,0.29,123.57,0.07,0.00
