provider,eth
​0xc9eEB9Aee357DA3cd7ae35B58367D398725339a2,5.88
​0xA7f3dFed2BCF7b35A8824e11Ae8f723650EDFb58,1.71
​0x5668EAd1eDB8E2a4d724C8fb9cB5fFEabEB422dc,0.60
​0x37c6503732e8C8B9AF50Bd3755c3530f6B032Dfd,0.28
​0xD1Ce6DCA191446F3f99B951Ad24853074923B101,0.14
Other,0.01
