provider,eth
​0xFE73B5a595405baC396C329C674571a7a3DB528c,102.45
​0x395d48020EF5e29168706e16258db6c6c4D7d317,5.47
​0x5668EAd1eDB8E2a4d724C8fb9cB5fFEabEB422dc,5.39
​0xAc75b73394C329376c214663D92156AfA864a77f,1.44
​0x1492004547FF0eFd778CC2c14E794B26B4701105,1.37
Other,1.49
