timestamp,sETH,HEX,DAI,USDC,MKR,WETH,SNX,WBTC,BAT,LINK,CBIX7,KNC,sUSD,PNK,SAI,ANT,DZAR,RPL,LRC,XCHF,TKN,imBTC,REP,ZRX,SPANK,DGD,FOAM,REN,GNO,MET,RLC,RCN,cDAI,NMR,TUSD,RKFL,Other
1563698150000,0.00,0.00,0.00,322.15,11325.36,6081.39,0.00,2360.22,931.27,260.86,0.00,52.44,0.00,103.23,5281.72,304.09,0.00,68.73,38.96,575.91,1205.65,0.00,388.02,298.77,1041.09,55.25,35.66,3.34,299.46,0.07,94.58,43.30,0.00,92.82,0.00,0.00,5452.15
1563765551000,0.00,0.00,0.00,322.28,11438.64,6069.61,0.00,2362.41,928.05,260.37,0.00,52.48,0.00,102.19,5308.43,303.33,0.00,69.71,38.98,582.96,1205.64,0.00,389.42,300.02,1046.78,53.79,35.79,3.44,300.90,0.07,94.07,43.30,0.00,91.06,0.00,0.00,5479.30
1563832155000,0.00,0.00,0.00,329.25,11582.92,6083.70,0.00,2377.09,935.23,256.86,0.00,52.57,0.00,101.23,5376.63,315.13,0.00,69.21,39.55,587.96,1208.91,0.00,388.45,300.84,1033.69,53.79,35.40,6.06,306.14,0.07,94.57,44.66,0.00,91.88,0.00,0.00,5555.25
1563899459000,0.00,0.00,0.00,332.97,11384.45,6084.06,0.00,2375.77,929.81,254.58,0.00,53.17,0.00,100.43,5582.60,319.62,0.00,66.20,39.57,591.96,1207.63,0.00,388.06,298.75,1037.22,53.79,36.41,6.36,305.06,0.07,94.76,44.37,0.00,93.38,0.00,0.00,5723.94
1563966329000,0.00,0.00,0.00,336.28,11326.56,6084.00,0.00,2363.94,927.48,260.10,0.00,52.65,0.00,99.41,5630.10,329.31,0.00,66.72,39.38,601.96,1210.02,0.00,387.53,298.33,1045.72,53.79,36.41,6.51,304.97,0.07,93.70,45.41,0.00,96.13,0.00,0.00,6267.93
1564033316000,0.00,0.00,0.00,326.03,11160.90,6082.49,0.00,2322.49,918.83,258.07,0.00,52.35,0.00,99.41,5484.83,319.35,0.00,66.71,38.87,584.51,1209.08,0.00,383.04,295.39,1039.47,54.92,36.05,6.33,298.01,0.07,95.96,43.86,0.00,90.64,0.00,0.00,6235.83
1564101403000,0.00,0.00,0.00,330.29,11308.39,6138.16,0.00,2287.69,914.28,254.03,0.00,53.02,0.00,99.42,5596.81,320.83,0.00,66.71,40.65,584.51,1253.14,0.00,377.50,298.41,1037.48,54.41,37.21,6.43,299.11,0.07,98.05,44.36,0.00,90.64,0.00,0.00,6352.32
1564168317000,0.00,0.00,0.00,327.15,11748.10,6129.62,0.00,2280.73,947.02,255.70,0.00,53.76,0.00,100.90,5726.08,326.04,0.00,67.70,42.64,584.51,1549.24,0.00,378.97,298.27,1038.37,54.37,36.78,13.25,298.50,0.07,98.51,45.67,0.00,91.13,0.00,0.00,6227.99
1564235604000,0.00,0.00,0.00,336.92,11752.51,6008.76,0.00,2305.75,985.19,256.11,0.00,63.66,0.00,100.90,5884.18,325.93,0.00,67.70,42.63,601.86,1556.78,0.00,380.52,299.31,1028.81,55.46,36.75,12.97,300.47,0.07,97.80,48.20,0.00,89.63,0.00,0.00,6308.23
1564302116000,0.00,0.00,0.00,335.10,11617.58,6006.62,0.00,2297.41,1004.57,252.89,0.00,63.85,0.00,100.90,5875.84,323.66,0.00,67.70,41.62,601.86,1558.72,0.00,380.86,302.62,1023.12,55.06,36.86,12.63,299.37,0.07,97.65,46.90,0.00,91.32,0.00,0.00,6359.96
1564369151000,0.00,0.00,0.00,331.54,11719.31,5959.82,0.00,2294.83,978.70,250.03,0.00,65.72,0.00,100.90,5836.69,324.98,0.00,68.20,41.41,595.40,1561.02,0.00,379.94,299.86,1022.18,56.14,36.86,12.87,297.66,0.07,98.14,45.70,0.00,93.38,0.00,0.00,6328.34
1564436686000,0.00,0.00,0.00,334.88,11531.26,5949.84,0.00,2267.80,953.38,255.08,0.00,60.01,0.00,99.81,5889.16,321.19,0.00,68.20,42.41,595.40,1562.97,0.00,380.24,296.87,1024.13,55.53,36.50,12.80,298.67,0.07,100.92,45.47,0.00,92.24,0.00,0.00,6373.08
1564503925000,0.00,0.00,0.00,336.28,11564.85,5948.66,0.00,2276.30,937.04,254.33,0.00,57.93,0.00,98.80,5835.33,323.58,0.00,118.73,43.98,598.40,1565.56,0.00,385.90,297.51,1031.20,55.53,36.50,12.16,296.95,0.07,97.74,45.22,0.00,91.36,0.00,0.00,6559.60
1564570789000,0.00,0.00,0.00,641.90,11551.34,5891.32,0.00,2278.60,1528.91,255.72,0.00,56.92,0.00,98.80,5845.66,326.64,0.00,118.75,43.49,598.40,1569.71,0.00,380.91,296.86,1030.81,55.98,36.52,11.89,297.45,0.07,95.98,44.75,0.00,101.84,0.00,0.00,6776.73
1564637313000,0.00,0.00,0.00,639.66,11630.33,5888.48,0.00,2302.28,1511.84,255.48,0.00,56.06,0.00,98.61,5847.43,328.59,0.00,123.36,44.48,588.35,1574.38,0.00,381.58,295.08,1027.30,54.63,37.16,11.80,296.12,0.07,94.01,44.41,0.00,101.74,0.00,0.00,6752.19
1564705696000,0.00,0.00,0.00,634.14,11534.79,5887.23,0.00,2328.80,1470.40,253.06,0.00,54.99,0.00,98.50,5811.09,342.55,0.00,123.40,42.77,588.35,1575.11,0.00,373.63,291.78,910.20,53.58,37.36,11.77,296.55,0.07,102.37,43.66,0.00,105.95,0.00,0.00,6743.96
1564772699000,0.00,0.00,0.00,636.26,11538.52,5882.18,0.00,2349.26,1470.26,253.57,0.00,54.46,0.00,98.50,5935.08,340.28,0.00,126.83,41.43,588.36,1578.96,0.00,373.33,289.90,929.43,53.58,36.22,12.82,296.15,0.07,100.37,44.18,0.00,104.75,0.00,0.00,6819.65
1564839134000,0.00,0.00,0.00,629.73,11442.40,5882.23,0.00,2344.43,1460.50,278.83,0.00,54.32,0.00,98.50,5940.94,340.28,0.00,121.74,41.16,583.34,1578.96,0.00,367.91,286.01,937.75,54.31,35.58,12.54,299.15,0.07,98.67,43.64,0.00,104.76,0.00,0.00,6851.18
1564905518000,0.00,0.00,0.00,634.04,11388.30,5378.00,0.00,2357.93,1461.92,269.52,0.00,54.29,0.00,99.50,6022.93,337.74,0.00,134.29,41.77,583.34,1578.96,0.00,368.95,286.19,938.86,55.59,35.52,12.24,301.55,0.07,100.04,43.29,0.00,107.97,0.00,0.00,6964.86
1564972688000,0.00,0.00,0.00,668.53,11263.02,5382.32,0.00,2386.19,1455.29,267.94,0.00,54.07,0.00,99.56,5917.81,333.06,0.00,134.29,40.63,583.34,1578.48,0.00,364.77,282.61,946.57,54.64,34.49,13.07,300.39,0.07,97.92,43.16,0.00,110.94,0.00,0.00,7044.27
1565039690000,0.00,0.00,0.00,663.67,11200.62,5385.43,0.00,2404.54,1428.78,269.16,0.00,53.15,0.00,99.56,5861.25,320.26,0.00,129.51,39.27,573.60,1576.76,0.00,378.10,277.83,996.64,55.39,33.86,13.18,298.71,0.07,96.51,43.29,0.00,107.32,0.00,0.00,6960.72
1565106699000,0.00,0.00,0.00,671.83,10798.30,5376.94,0.00,2417.41,1407.55,263.92,0.00,52.07,0.00,99.56,5890.04,321.01,0.00,129.66,38.97,572.59,1577.14,0.00,372.24,275.05,996.63,55.21,33.87,13.22,298.61,0.07,94.94,42.35,0.00,109.65,0.00,0.00,7059.19
1565173880000,0.00,0.00,0.00,773.89,11064.00,5380.10,0.00,2415.03,1416.22,287.28,0.00,53.02,0.00,99.56,5878.07,318.61,0.00,129.84,39.44,578.57,1576.60,0.00,368.69,273.49,1000.63,55.44,35.99,12.92,303.06,0.07,98.79,42.44,0.00,100.87,0.00,0.00,7336.93
1565241308000,0.00,0.00,0.00,775.96,10919.29,5405.59,0.00,2451.44,1400.43,292.43,0.00,51.75,0.00,99.56,5882.06,317.50,0.00,130.66,37.73,583.25,1577.24,0.00,366.71,269.45,1000.19,58.81,33.88,12.67,299.21,0.07,95.71,40.66,0.00,100.94,0.00,0.00,7330.76
1565308246000,0.00,0.00,0.00,782.94,10898.24,5405.85,0.00,2473.05,1387.05,293.31,0.00,52.48,0.00,99.56,5966.50,332.89,0.00,137.40,38.49,586.35,1577.70,0.00,393.24,265.30,1014.85,60.68,34.38,13.15,300.40,0.07,95.46,41.93,0.00,94.09,0.00,0.00,7352.67
1565375748000,0.00,0.00,0.00,806.96,10906.39,5399.94,515.17,2530.82,1386.19,295.47,0.00,52.36,0.00,99.24,6145.18,329.93,0.00,137.17,38.49,599.35,1576.89,0.00,456.72,275.30,1050.13,61.30,34.66,13.36,302.45,0.07,95.34,41.66,0.00,95.74,0.00,0.00,7427.71
1565441736000,0.00,0.00,0.00,770.05,10928.31,5404.39,516.05,2515.30,1403.78,299.08,0.00,43.02,0.00,99.55,6475.61,330.49,0.00,137.17,38.51,606.35,1570.33,0.00,462.17,278.66,1041.70,60.16,36.77,12.72,303.04,0.07,93.88,42.33,0.00,97.63,0.00,0.00,7621.86
1565509207000,0.00,0.00,0.00,758.60,10784.78,5409.07,498.95,2474.21,1411.54,305.48,0.00,43.23,0.00,100.33,6492.80,327.74,0.00,137.17,38.43,606.35,1570.33,0.00,456.76,278.00,1040.89,59.65,36.68,12.99,302.50,0.07,93.91,43.89,0.00,96.55,0.00,0.00,7635.28
1565576260000,0.00,0.00,0.00,755.35,10809.70,5453.21,523.21,2465.97,1401.01,306.95,0.00,73.86,0.00,98.15,6535.66,327.74,0.00,137.17,38.53,599.23,1567.83,0.00,452.13,275.09,1046.25,58.10,35.01,12.84,299.61,0.07,93.36,42.89,0.00,97.25,0.00,0.00,7696.01
1565643196000,0.00,0.00,0.00,753.55,10578.71,5452.91,530.07,2469.08,1389.27,293.80,0.00,74.42,0.00,96.54,6566.27,324.76,0.00,138.37,40.87,599.23,1580.47,0.00,456.30,273.89,1051.43,60.86,34.63,12.58,298.56,0.07,93.65,42.89,0.00,98.28,0.00,0.00,7718.83
1565710691000,0.00,0.00,0.00,764.69,10664.45,5453.27,520.45,2453.18,1403.54,295.33,0.00,73.41,0.00,97.13,6738.02,326.75,0.00,131.12,40.10,606.23,1271.94,0.00,452.40,270.79,1052.43,59.52,34.68,12.65,298.37,0.07,93.09,42.10,0.00,102.48,0.00,0.00,8163.69
1565776959000,0.00,0.00,0.00,764.30,10640.44,5436.64,521.88,2412.21,1370.00,303.71,0.00,73.28,0.00,97.35,6727.29,322.80,0.00,132.44,41.56,606.23,1270.09,0.00,450.24,269.19,1052.28,59.24,32.19,11.99,297.82,0.07,92.61,41.93,0.00,101.56,0.00,0.00,8478.35
1565843533000,0.00,0.00,0.00,920.60,10655.88,5454.28,517.11,2471.86,1369.89,307.15,0.00,74.19,0.00,95.00,7277.80,320.57,0.00,129.21,40.72,633.78,1315.05,0.00,458.51,270.34,1052.09,59.24,43.07,12.33,300.47,0.07,92.26,41.99,0.00,102.26,0.00,0.00,8640.10
1565911450000,0.00,0.00,0.00,908.10,10959.35,5442.17,531.24,2513.19,1417.48,314.49,0.00,74.17,0.00,95.00,7088.75,320.24,0.00,129.27,41.34,638.77,1330.06,0.00,461.76,280.01,1055.24,59.24,43.07,12.93,299.29,0.07,92.40,41.99,0.00,104.11,0.00,0.00,8616.96
1565978340000,0.00,0.00,0.00,965.56,11297.23,5451.55,780.47,2740.25,1417.10,311.42,0.00,75.95,0.00,95.00,7129.54,319.79,0.00,129.61,41.39,640.77,1329.78,0.00,458.85,283.67,1054.44,59.14,41.93,12.79,300.12,0.07,92.02,41.99,0.00,103.65,0.00,0.00,8695.24
1566044959000,0.00,0.00,0.00,964.65,11457.19,5453.06,786.10,2735.16,1411.93,312.26,0.00,75.37,0.00,95.00,7126.27,321.92,0.00,129.66,40.82,640.77,1325.27,0.00,457.88,280.98,1056.48,59.11,41.66,12.73,298.93,0.07,92.09,41.99,0.00,126.51,0.00,0.00,8703.72
1566113085000,0.00,0.00,0.00,914.37,11464.06,5443.13,790.86,2710.67,1445.27,320.19,0.00,75.67,0.00,97.99,7169.34,322.59,0.00,129.72,41.20,640.77,1353.64,0.00,455.28,278.12,1056.48,58.90,41.73,12.60,298.93,0.07,94.92,42.18,0.00,123.68,0.00,0.00,8822.82
1566179461000,0.00,0.00,0.00,907.87,11014.31,5467.29,799.07,2664.15,1439.59,301.20,0.00,75.64,0.00,99.18,6865.34,322.10,0.00,129.75,40.36,627.66,1393.78,0.00,447.89,275.07,1056.48,58.50,41.41,12.07,294.09,0.07,93.12,42.14,0.00,113.14,0.00,0.00,8776.57
1566246801000,0.00,0.00,0.00,899.81,10976.21,5462.98,797.03,2683.29,1422.94,312.68,0.00,74.36,0.00,97.29,6527.93,318.75,0.00,130.56,39.91,619.59,1412.75,0.00,448.32,270.35,1050.72,57.01,39.79,11.92,294.39,0.07,90.37,41.27,0.00,107.28,0.00,0.00,8832.32
1566314677000,0.00,0.00,0.00,937.37,11018.62,5458.48,809.64,2701.12,1413.89,307.89,0.00,73.82,0.00,97.29,6594.23,318.25,0.00,124.36,39.66,618.56,1413.90,0.00,457.20,228.64,1050.61,57.01,39.79,12.18,296.72,0.07,90.72,42.32,0.00,102.78,0.00,0.00,9113.17
1566381517000,0.00,0.00,0.00,960.72,11032.61,5452.70,810.98,2693.53,1419.86,293.66,0.00,78.67,0.00,97.29,6729.77,319.03,0.00,119.16,40.11,630.69,1439.99,0.00,455.51,229.69,1046.98,57.38,39.92,11.78,301.62,0.07,91.01,42.85,0.00,107.28,0.00,0.00,9332.58
1566448943000,0.00,0.00,0.00,979.91,11207.32,5463.25,822.74,2681.45,1462.69,291.97,0.00,80.25,0.00,97.78,6720.43,317.64,0.00,118.45,40.87,638.00,1457.74,0.00,459.93,237.64,1047.59,57.92,39.36,11.54,302.81,0.07,91.24,43.20,0.00,107.13,0.00,0.00,9398.03
1566516026000,0.00,0.00,0.00,958.39,11033.46,5461.87,792.83,2656.97,1497.91,290.09,0.00,80.97,0.00,98.10,6596.51,316.36,0.00,118.45,40.77,631.95,1454.46,0.00,458.44,236.26,1043.88,57.81,37.57,11.73,300.34,0.07,92.53,42.64,0.00,101.75,0.00,0.00,9579.95
1566583035000,0.00,0.00,0.00,1057.97,10956.88,5458.76,795.75,2668.97,1482.57,292.46,0.00,83.21,0.00,98.10,6391.46,314.49,0.00,118.45,40.77,624.32,1454.46,0.00,449.64,241.46,1049.99,57.16,37.57,11.68,300.70,0.07,90.85,43.05,0.00,101.00,0.00,0.00,9484.96
1566649948000,0.00,0.00,0.00,1072.99,11044.54,5467.85,794.45,2664.23,1505.52,289.45,0.00,82.76,0.00,98.10,6657.75,315.09,0.00,118.92,41.63,629.80,1460.71,0.00,453.99,248.51,1049.99,57.32,37.68,11.15,297.66,0.07,95.98,44.61,0.00,101.13,0.00,0.00,9739.87
1566717936000,0.00,0.00,0.00,1406.32,11162.25,5467.07,783.78,2670.38,1523.48,287.42,0.00,82.37,0.00,98.85,6604.08,316.83,0.00,119.25,42.29,628.68,1459.41,0.00,457.06,244.49,1045.67,59.22,37.41,11.59,298.49,0.07,95.41,45.34,0.00,100.98,0.00,0.00,9729.92
1566784085000,0.00,0.00,0.00,1289.23,11209.25,5463.02,813.17,2701.24,1481.44,283.02,0.00,83.28,0.00,98.85,6576.21,316.54,0.00,119.25,41.10,633.48,1457.78,0.00,450.39,235.68,1046.36,56.84,39.51,11.35,300.42,0.07,91.88,44.83,0.00,100.98,0.00,0.00,9699.38
1566851133000,0.00,0.00,0.00,1310.15,11408.46,5460.28,848.55,2710.59,1488.73,283.69,0.00,83.83,0.00,96.57,6651.92,314.08,0.00,119.91,41.75,633.48,1456.26,0.00,455.00,241.05,1049.46,56.52,37.01,10.90,300.42,0.07,94.59,46.57,0.00,103.68,0.00,0.00,9930.57
1566920101000,0.00,0.00,0.00,1310.83,11430.21,5463.06,866.13,2694.61,1454.35,268.08,0.00,82.71,0.00,95.98,6684.02,312.97,0.00,116.04,40.91,633.48,1452.32,0.00,454.19,234.66,1046.49,56.40,36.88,11.00,300.42,0.07,93.88,44.99,0.00,116.64,0.00,0.00,10102.06
1566986635000,0.00,0.00,0.00,1444.49,11376.07,5452.88,907.41,2709.73,1513.62,263.60,0.00,83.11,0.00,97.18,6672.69,312.09,0.00,116.04,41.11,633.48,1440.98,0.00,449.69,236.64,1043.03,55.73,36.74,11.57,302.62,0.07,92.74,44.99,0.00,120.36,0.00,0.00,10796.25
1567054177000,0.00,0.00,0.00,1490.43,11385.60,5330.65,917.86,2756.83,1489.61,261.94,0.00,81.85,0.00,97.18,6926.45,318.42,0.00,116.40,41.47,660.48,1388.97,0.00,435.28,236.80,1042.88,55.26,37.63,11.00,310.50,0.07,93.95,44.55,0.00,119.84,0.00,0.00,10879.60
1567120257000,0.00,0.00,0.00,1501.00,11367.58,4714.42,962.73,2734.14,1497.47,259.56,0.00,81.17,0.00,98.05,6800.56,315.16,0.00,116.40,40.87,667.71,1385.97,0.00,439.61,234.68,1030.18,55.26,37.59,10.70,309.26,0.07,93.06,44.57,0.00,121.41,0.00,0.00,10854.83
1567187642000,0.00,0.00,0.00,1470.11,11491.17,4719.34,964.39,2678.58,1527.73,264.89,0.00,82.18,0.00,98.05,6777.63,315.26,0.00,116.40,41.07,667.71,1381.67,0.00,445.24,238.88,1032.18,55.27,37.53,11.05,308.50,0.07,93.56,45.80,0.00,125.54,0.00,0.00,10943.23
1567255013000,0.00,0.00,0.00,1413.90,11505.22,5397.79,947.88,2685.03,1526.72,259.96,0.00,82.99,0.00,98.39,6789.39,315.60,0.00,116.40,42.07,667.71,1381.67,0.00,441.71,243.57,1031.86,55.49,38.84,11.05,308.70,0.07,93.66,45.04,0.00,124.54,0.00,0.00,10795.99
1567321929000,0.00,0.00,0.00,1394.50,11580.75,5383.43,926.06,2660.79,1515.08,253.97,0.00,82.07,0.00,98.34,6624.79,309.02,0.00,116.40,41.05,664.15,1381.67,0.00,432.85,240.21,1031.88,55.66,38.99,10.85,305.63,0.07,93.07,44.81,0.00,124.54,0.00,0.00,10793.67
1567389294000,0.00,0.00,0.00,1401.51,11679.87,5382.00,717.31,2686.59,1530.53,254.83,0.00,76.17,0.00,98.34,6638.51,307.15,0.00,116.40,40.86,664.15,1381.67,0.00,434.56,239.20,1025.32,55.66,38.09,10.53,303.51,0.07,91.97,44.76,0.00,122.92,0.00,0.00,11121.06
1567457291000,0.00,0.00,0.00,1368.59,11665.95,5389.80,769.03,2698.71,1500.19,254.23,0.00,75.93,0.00,98.34,6465.13,302.11,0.00,116.40,40.47,656.02,1379.19,0.00,432.57,239.29,1025.91,55.66,38.26,10.44,294.99,0.07,89.56,43.28,0.00,123.43,0.00,0.00,11176.49
1567524520000,0.00,0.00,0.00,1368.81,11685.60,5382.28,776.58,2739.88,1490.87,254.62,0.00,74.80,0.00,98.34,6479.93,300.40,0.00,115.64,40.83,650.31,1374.95,0.00,434.19,238.97,1013.11,55.42,38.26,9.90,296.27,0.07,88.14,42.98,0.00,123.72,0.00,0.00,11617.53
1567591445000,0.00,0.00,0.00,1379.98,11644.79,5395.14,796.10,2752.00,1489.93,251.45,0.00,75.77,0.00,100.91,6547.02,298.82,0.00,115.72,40.83,650.31,1374.95,0.00,445.19,240.36,1005.28,55.42,38.32,9.90,296.09,0.07,88.19,43.28,0.00,130.54,0.00,0.00,11969.32
1567658685000,0.00,0.00,0.00,1391.37,11568.97,5403.43,784.98,2770.84,1492.72,257.02,0.00,75.77,0.00,100.91,6604.23,297.18,0.00,115.92,41.28,652.31,1368.22,0.00,445.15,239.80,1003.47,54.99,38.32,9.65,296.53,0.07,88.58,43.53,0.00,127.15,0.00,0.00,11989.39
1567726271000,0.00,0.00,0.00,1391.97,11652.64,5411.47,766.52,2780.24,1483.59,254.91,0.00,81.26,0.00,99.13,6859.73,295.24,0.00,115.92,41.68,658.86,1379.50,0.00,461.09,236.91,1005.64,53.54,39.37,9.66,297.16,0.07,87.39,43.23,0.00,129.86,0.00,0.00,12130.60
1567794373000,0.00,0.00,0.00,1403.98,11185.81,5395.26,736.30,2787.70,1476.49,254.42,0.00,80.40,0.00,99.13,6930.74,312.80,0.00,110.47,40.52,654.83,1379.50,0.00,507.01,235.33,1004.03,53.54,40.62,9.08,295.79,0.07,85.35,41.99,0.00,125.98,0.00,0.00,12141.87
1567860872000,0.00,0.00,0.00,1404.39,11215.86,5397.78,729.61,2722.38,1476.94,255.15,0.00,81.15,0.00,99.13,6877.55,312.80,0.00,111.88,41.37,662.41,1378.09,0.00,515.21,237.04,1044.64,53.26,40.76,9.85,298.57,0.07,85.64,43.24,0.00,136.52,0.00,0.00,12053.28
1567928417000,0.00,0.00,0.00,1360.14,11236.87,5400.91,731.07,2656.07,1457.60,251.66,0.00,79.69,0.00,99.13,6650.80,312.80,0.00,110.74,40.62,644.51,1378.09,0.00,495.90,235.42,1045.43,53.26,39.89,9.30,295.95,0.07,86.71,41.37,0.00,138.17,0.00,0.00,11948.18
1567996252000,0.00,0.00,0.00,1367.36,11307.14,5400.52,728.47,2648.26,1468.88,265.60,0.00,79.45,0.00,97.27,6848.64,313.25,0.00,110.74,40.97,644.69,1379.59,0.00,495.68,233.66,1041.06,51.46,39.89,8.80,297.62,0.07,87.37,41.37,0.00,133.58,0.00,0.00,11885.96
1568063465000,0.00,0.00,0.00,1369.80,11615.29,5412.78,733.22,2632.34,1455.48,262.04,0.00,79.03,0.00,97.27,6836.08,328.23,0.00,110.74,40.56,644.75,1376.67,0.00,488.25,235.13,1033.73,50.70,38.92,8.80,297.59,0.07,86.76,41.61,0.00,132.34,0.00,0.00,11876.27
1568130759000,0.00,0.00,0.00,1390.51,11638.95,5397.24,742.17,2628.93,1467.53,238.33,0.00,79.01,0.00,97.27,6866.39,322.31,0.00,110.93,41.11,644.64,1370.73,0.00,485.59,235.68,1033.64,50.70,38.58,8.80,297.38,0.07,87.69,42.08,0.00,132.35,0.00,0.00,11851.68
1568198340000,0.00,0.00,0.00,1387.86,11732.72,5392.86,743.08,2616.80,1463.91,239.72,0.00,81.53,0.00,98.22,6925.51,481.97,0.00,108.41,41.10,644.64,1369.68,0.00,506.49,234.57,1034.14,50.64,38.58,8.71,296.76,0.07,88.27,41.17,0.00,131.53,0.00,0.00,12030.74
1568266003000,0.00,0.00,0.00,1393.22,11530.56,5395.29,751.26,2623.49,1473.85,235.60,0.00,85.05,0.00,98.32,6875.73,480.72,0.00,109.31,40.25,644.64,1369.93,0.00,510.95,231.74,1033.14,50.20,38.76,8.46,299.30,0.07,90.83,40.36,0.00,131.12,0.00,0.00,11641.32
1568332434000,0.00,0.00,0.00,1387.90,11456.34,5405.90,769.24,2640.54,1457.47,233.01,0.00,83.93,0.00,98.32,6766.67,489.61,0.00,118.19,40.25,644.11,1351.66,0.00,513.70,233.59,1033.42,50.20,38.79,8.29,297.88,0.07,90.59,40.36,0.00,131.12,0.00,0.00,11977.25
1568400865000,0.09,0.00,0.00,1397.10,11374.90,5411.86,757.67,2643.50,1468.32,223.77,0.00,82.50,0.00,95.14,6826.83,557.48,0.00,118.23,40.25,644.11,1402.72,0.00,510.69,234.55,1043.89,52.28,38.33,8.28,297.51,0.07,92.69,40.36,0.00,131.12,0.00,0.00,11884.45
1568467502000,0.09,0.00,0.00,1384.16,11419.63,5418.24,770.30,2625.82,1455.10,224.56,0.00,85.68,0.00,95.85,6838.52,539.28,0.00,118.23,40.25,644.11,1389.70,0.00,509.02,234.53,979.46,50.71,37.94,8.40,297.51,0.07,91.03,40.36,0.00,131.12,0.00,0.00,11871.29
1568535532000,0.09,0.00,0.00,1361.26,11334.46,5413.14,748.14,2586.02,1439.06,220.73,0.00,86.18,0.00,97.81,6730.66,499.18,0.00,120.54,40.25,633.38,1388.65,0.00,505.20,231.31,971.67,50.21,36.94,8.25,297.96,0.07,89.78,40.04,0.00,126.28,0.00,0.00,11787.01
1568603177000,0.09,0.00,0.00,1327.87,11211.69,5416.85,732.49,2549.96,1409.29,220.55,0.00,84.25,0.00,98.31,6532.69,500.90,0.00,117.64,40.30,629.58,1387.40,0.00,496.80,229.63,972.32,50.21,37.37,8.23,298.78,0.07,90.67,40.58,0.00,126.28,0.00,0.00,11746.67
1568669970000,0.09,0.00,0.00,1316.94,11066.99,5409.44,776.57,2514.93,1397.61,213.79,0.00,83.44,0.00,98.40,6454.43,501.60,0.00,115.94,39.49,625.43,1384.72,0.00,493.76,222.83,970.88,49.68,36.29,8.23,300.54,0.07,89.70,42.19,0.00,126.28,0.00,0.00,11700.80
1568737700000,1.00,0.00,0.00,1291.99,10825.07,5409.12,752.70,2461.04,1383.31,211.74,0.00,84.78,0.00,96.67,6293.75,574.70,0.00,114.48,38.58,609.06,1379.88,0.00,488.58,223.28,973.67,49.78,37.28,8.06,298.64,0.07,88.30,41.17,0.00,124.23,0.00,0.00,10402.94
1568803850000,1.00,0.00,0.00,1171.13,11278.04,5394.82,742.18,2477.50,1379.62,215.94,0.00,82.58,0.00,95.25,6135.21,540.00,0.00,114.48,37.93,590.32,1325.08,0.00,482.74,235.26,973.29,47.75,36.08,8.06,304.70,0.07,87.60,40.16,0.00,124.80,117.96,0.00,11769.45
1568871705000,3659.48,0.00,0.00,1412.30,11221.91,5386.50,769.29,2484.35,1390.74,225.75,0.00,83.72,0.00,97.42,6391.14,524.86,0.00,115.80,38.73,600.32,1315.50,0.00,478.81,243.60,975.21,48.36,36.08,7.97,302.13,0.07,90.17,47.25,0.00,125.33,120.91,0.00,5658.33
1568939678000,4163.76,0.00,0.00,1354.28,11057.85,5393.35,758.05,2445.18,1764.64,242.43,0.00,81.26,0.00,98.77,6070.15,528.96,0.00,115.80,38.82,583.35,1311.03,0.00,469.01,251.64,972.06,48.36,36.39,8.55,298.88,0.07,90.26,49.00,0.00,121.55,116.12,0.00,4980.44
1569006694000,6154.70,0.00,0.00,1370.77,11349.84,5402.55,745.00,2445.07,1965.79,238.37,0.00,92.53,0.00,99.37,6123.60,532.17,0.00,122.80,38.21,587.69,1302.43,0.00,472.27,260.96,971.11,48.50,35.30,8.89,300.57,0.07,90.54,50.86,0.00,124.45,116.93,0.00,4343.54
1569074199000,6327.59,0.00,0.00,1368.22,11366.57,5410.99,732.43,2429.37,2000.72,241.20,0.00,93.32,0.00,97.33,6099.97,533.11,0.00,121.86,39.50,587.69,1276.13,0.00,469.34,258.38,972.50,48.50,36.28,10.21,298.73,0.07,89.47,56.33,0.00,124.55,117.51,0.00,4367.89
1569142150000,6789.27,0.00,0.00,1383.45,11571.58,5413.55,752.26,2451.22,1931.51,244.52,0.00,90.68,0.00,99.04,6140.44,532.14,0.00,122.57,39.50,593.49,1308.86,0.00,474.59,270.10,971.79,48.72,36.28,12.82,300.64,0.07,89.22,61.51,0.00,123.01,119.42,0.00,3817.78
1569209597000,6998.20,0.00,0.00,1390.02,11608.97,5415.46,765.47,2462.91,1912.88,243.85,0.00,90.69,0.00,99.04,6192.92,534.86,0.00,123.69,39.90,597.39,1307.35,0.00,473.57,266.31,973.69,48.72,40.22,12.81,300.64,0.07,88.12,58.68,0.00,125.04,119.27,0.00,3772.21
1569276280000,7777.07,0.00,0.00,1414.46,11516.87,5407.68,747.28,2476.12,1931.64,251.57,0.00,91.88,0.00,98.05,6295.35,534.86,0.00,121.92,40.35,603.39,1303.24,0.00,483.32,256.55,993.08,47.70,37.81,12.24,301.39,0.07,86.97,64.68,0.00,121.26,121.79,0.00,3733.38
1569344903000,8856.05,0.00,0.00,1973.14,11561.85,5406.19,767.49,2531.40,2021.03,265.88,0.00,91.47,0.00,98.69,6521.52,531.06,0.00,130.37,41.81,626.47,1322.90,0.00,497.44,263.53,987.30,48.00,37.97,11.83,308.89,0.07,88.01,69.18,0.00,122.49,125.62,0.00,3701.48
