provider,bnt
​0x734C2afF51c4589E6310E0c0ac7D84D244c6Ce1A,27422.76
​0x68d6aC0Aedf140e18058E3d848B199D09D3a6310,8846.05
​0xbDB8a77Bc01B89797D1733D80541fCbC19E6E802,536.91
Other,33.81
