provider,bnt
​0x79E7cCb8E7a61AD4781C98864C40e380bb10dd26,9037.11
​0xff26CCF9058B9Bd8fAcFB6a8876864Fec193285d,4518.56
​0x4E31dc0267bFdF78112068D72098B12AAEB970e6,4518.56
Other,25.48
