timestamp,ROI,Token Price,Trade Volume
1579848954000,1.0009366095858503,532312.1707678234,0.04
1579915579000,1.0,532312.1707678234,0.00
1579982233000,1.0,532312.1707678234,0.00
1580049245000,1.0,532312.1707678234,0.00
1580114658000,1.0,532312.1707678234,0.00
1580180893000,1.0008917528487227,1680044.6347062525,0.10
1580247630000,1.0,1680044.6347062525,0.00
1580313366000,1.0000388165682743,1594346.9620526354,0.04
1580380051000,1.000470176109821,2506738.8919513403,0.52
1580446477000,1.0,2506738.8919513403,0.00
1580512997000,1.0000955087658536,2202764.1506941803,0.09
1580579921000,1.0,2202764.1506941803,0.00
