timestamp,ROI,Token Price,Trade Volume
1599263811000,1.0000673988492697,6.647412912799703e-10,0.72
1599330041000,1.0,6.647412912799703e-10,0.00
1599395453000,1.000007375459813,6.582301135974121e-10,0.08
1599461746000,1.000231918330375,9.204689728666832e-10,2.38
1599528172000,1.0000125324452442,9.05175231662739e-10,0.11
1599594452000,1.0,9.05175231662739e-10,0.00
1599661253000,1.0,9.05175231662739e-10,0.00
1599727959000,1.0,9.05175231662739e-10,0.00
1599793183000,1.0,9.05175231662739e-10,0.00
1599859185000,1.0,9.05175231662739e-10,0.00
1599925296000,1.0,9.05175231662739e-10,0.00
1599991924000,1.0000662457169793,9.906133978978175e-10,0.58
1600057881000,1.0,9.906133978978175e-10,0.00
1600125024000,1.0,9.906133978978175e-10,0.00
1600190832000,1.0000005472315356,9.913355012391623e-10,0.00
1600257235000,1.0000634216278999,1.0806518381701775e-09,0.53
1600323285000,1.0,1.0806518381701775e-09,0.00
1600389220000,1.0,1.0806518381701775e-09,0.00
1600456406000,1.0,1.0806518381701775e-09,0.00
1600522839000,1.0,1.0806518381701775e-09,0.00
1600589122000,1.0,1.0806518381701775e-09,0.00
1600654235000,1.0003661945357343,6.392484796114708e-10,3.62
1600719844000,1.0001946428456756,4.849064965409343e-10,2.32
1600786926000,1.000172532583642,3.7992885615612663e-10,2.34
1600852525000,1.0002394768597156,3.1158876664626363e-10,3.51
