timestamp,ROI,Token Price,Trade Volume
1605849265000,1.0000776141653926,1.2827795732505138e-08,0.49
1605915938000,1.000689378755795,2.1406310159179804e-08,3.75
1605982271000,1.0001931369545636,1.9963222100417175e-08,0.97
1606048118000,1.0000669425639968,2.012402002199037e-08,0.32
1606114478000,1.0,2.012402002199037e-08,0.00
1606181350000,1.0000965429737803,2.2982989416911315e-08,0.47
1606247275000,1.0001542857148076,2.509250673751717e-08,0.68
1606314098000,1.0001598166166465,2.0182249974587842e-08,0.75
1606380252000,1.0001219406203332,1.7117134481840284e-08,0.62
1606446290000,1.0004027543657545,1.7876793828490187e-08,2.13
1606513752000,1.0002210205009443,1.3008918426893891e-08,1.32
1606579323000,1.0003193351395776,1.7823653679325215e-08,1.82
1606644580000,1.0006670109024725,1.4050325649193572e-08,3.44
1606711814000,1.0004260136119119,2.5884545225757356e-08,2.29
1606777403000,1.0004846712609998,2.809573250431973e-08,2.33
1606843839000,1.0001326688444083,2.7118785119035612e-08,0.57
1606911253000,1.000175359026918,2.1366558628668542e-08,0.79
