timestamp,BATBNT,DAIBNT,ENJBNT,BNT-USD,POEBNT,TKNBNT,BNBBNT,EURSBNT,RCNBNT,MKRBNT,POA20BNT,VIBBNT,OMGBNT,GNOBNT,ANTBNT,ELFBNT,ELIBNT,REMBNT,POWRBNT,MDTBNT,LOCBNT,GTOBNT,KNCBNT,REQBNT,MFTBNT,RLCBNT,SANBNT,ELETBNT,MTLBNT,XDCEBNT,RDNBNT,WBTC,AGRIBNT,DGDBNT,MADBNT,PLRBNT,FXCBNT,J8TBNT,RVTBNT,SNTBNT,UPBNT,MRPHBNT,REALBNT,USDBBNT,MNTPBNT,XBPBNT,TAASBNT,HOTBNT,DATABNT,MYBBNT,X8XBNT,FLIXXBNT,DTRCBNT,CEEKBNT,FKXBNT,DRGNBNT,ABXBNT,SIGBNT,SRNBNT,FTXBNT,VEEBNT,CMCTBNT,XNKBNT,LDCBNT,MRGBNT,WINGSBNT,EMCOBNT,BOXXBNT,LOCIBNT,SVDBNT,MFGBNT,AMNBNT,QDAOBNT,ZIPTBNT,RBLXBNT,CANBNT,WANDBNT,HEDGBNT,SPDBNT,SCLBNT,AMPLBNT,TBXBNT,Other
1528639875000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1528717216000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1528792797000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1528868501000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1528943451000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529017882000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529093126000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529166467000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529239718000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529312622000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529385239000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1975.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1529459855000,14583.50,2809.77,0.00,0.00,1500.33,9707.88,2821.43,0.00,663.93,0.00,426.91,771.64,707.59,0.56,0.00,1206.06,0.00,0.00,1308.90,3913.35,0.00,359.08,426.73,2344.01,0.00,470.71,0.00,0.00,0.00,473.05,0.00,0.00,0.00,0.00,22.67,9945.08,0.00,2615.03,1324.31,0.00,0.06,0.00,0.00,0.00,0.00,2508.48,1416.88,309.53,1666.08,0.00,138.48,0.00,3207.59,7180.98,431.83,3796.11,0.00,665.02,3838.26,859.61,788.15,0.00,157.92,1852.23,4025.37,0.15,0.00,1297.94,0.00,0.00,58.59,2930.04,0.00,115.42,0.08,346.65,376.95,0.00,0.00,19.37,0.00,0.00,0.00
1529534480000,50130.35,7910.10,0.00,0.00,3007.11,5546.23,4775.76,0.00,441.97,0.00,3250.87,772.42,2424.44,77.94,0.00,5158.38,171.57,0.00,1251.36,563.08,0.00,2110.72,801.91,1690.33,0.00,521.97,0.00,0.00,0.00,992.85,0.00,0.00,0.00,0.00,444.10,7568.55,0.00,1925.90,1973.96,0.00,887.42,0.00,0.00,0.00,0.00,5753.11,1674.96,2752.85,949.17,0.00,83.68,0.00,7004.94,3040.41,1983.65,6362.97,0.00,4088.88,5103.11,979.56,3133.15,0.00,287.02,1621.81,966.44,435.98,0.00,0.00,0.00,0.00,81.47,1042.74,0.00,4161.37,86.17,75.74,3062.91,0.00,0.00,4.28,0.00,0.00,0.00
1529607759000,34034.73,15865.42,0.00,0.00,2426.75,296.44,6840.15,0.00,434.93,0.00,5152.83,191.55,78.83,310.18,0.00,2807.82,0.00,0.00,1273.48,800.00,0.00,3412.24,1476.05,1214.98,0.00,439.57,0.00,0.00,0.00,2532.08,0.00,0.00,0.00,0.00,1265.43,277.36,0.00,625.73,1992.08,0.00,111.31,0.00,0.00,0.00,0.00,3218.29,326.67,1368.63,27806.47,0.00,426.54,241.24,2272.70,1688.08,2639.51,6214.93,0.00,2155.32,4066.15,112.82,33.86,0.00,43.34,166.17,166.48,0.00,0.00,141.97,0.00,0.00,409.88,336.44,0.00,1459.97,250.19,155.86,9081.80,0.00,0.00,0.00,0.00,0.00,0.00
1529682434000,44463.57,46674.00,0.00,0.00,2036.33,254.00,2726.62,0.00,703.16,0.00,1825.04,1699.79,5159.55,631.00,0.00,10188.41,2548.10,0.00,2672.00,1482.61,0.00,2613.21,1170.14,912.18,0.00,1116.90,0.00,0.00,0.00,2921.57,0.00,0.00,0.00,0.00,200.20,4311.90,0.00,8941.01,1058.79,0.00,695.33,0.00,0.00,0.00,0.00,6059.57,654.00,0.00,3968.75,0.00,437.12,1177.53,1729.51,12114.69,1092.25,3666.51,0.00,191.47,7715.40,550.09,786.81,0.00,7.41,1685.31,378.55,144.21,0.00,0.00,0.00,0.00,2429.62,1357.41,0.00,21207.23,170.55,78.48,0.00,0.00,0.00,349.00,0.00,0.00,0.00
