timestamp,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0xB9D77A2BCB23850540C394df863D23BF17296CE8,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xF506828B166de88cA2EDb2A98D960aBba0D2402A,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xcb9D1c05b5f848B67E80BD91Aee76ec7F81216db,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x5CCb8c39bF68612C7997Cbc498ae55908D32d223,​0x4CB2B6DcB8Da65F8421fEd3d44E0828E07594a60,​0xA694068FDfd382FA60c249e9A2B92a5548aD50EF,​0x048918b89189F68dA6146ddb6eEc63C649671c67,​0x0a6bb2770450F8BB7Cc0b42ee859ac7f9177010D,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0xfEA677f3b408700AE4ba6355C4885851867a29E3,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x71A1dF0d820d29c784C04865904492aC38801A04,​0x4e04245c0Dbbd1d458aC3c2aFC976491983E44De,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDcF42a28b6d7e3377355B1e91a9b91708b83E2d5,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x347dEE698fD3ECcd64E11EF11c9C141E0D957Ba8,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x5daEcc32Fc2e735cB1Ca6d0427F9eC71Bcb4F0eD,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x9424BFC9F19d2c40d79Ca20094A7Da9d4024C44B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x3A32ECf794C2172f47d0186bAEE4BfA74D2ebc9f,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x06E27Dd8706B2a471d43dd6debd78Ef72E388aCc,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x25C40bC17E4BF2f8C23aCc99a7A38568f0890157,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0x8c117a0661568a6189Dc65a53A5E1CC2312a22a3,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x01Da73c4Ec1355f953aD0AAcA3eF20e342Aea92a,​0x533344cFdF2a3E911E2CF4c6f5ED08e791F5355f,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xFb9284715e9B0d08153caA34C35bfAed76edC31F,​0x36E5A96c8d01803d2C48756AA7bde1c01d7D9f8A,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0xbD2c8F386dA16351F5Eb883b78C5978a70CeE198,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x36691C4F426Eb8F42f150ebdE43069A31cB080AD,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x97deC872013f6B5fB443861090ad931542878126,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x591E9F22E2e925A5FEBbBF9DA7e7A632e877FE5c,​0x284620B56318d18Db45E40614556B9cB1d0dd92B,​0x812D2e05aFb6E15a47355AC616fC69098B22C794,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xAfA5AA8648E645277500a388230Cc1985ed8C627,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x6510B33A35AFCF6d1B1C7927139Eb9c08343d665,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x1680eD6A1fE73c673E778705355212235DeC3242,​0x0780366ED1fd05d7e9a6aCD7867DeD8C68730F2c,​0xc35A5FEc6BE6957899E15559Be252Db882220b37,​0x0358629bD27FA559b88D0F41ea3dA28D057c3414,​0xc51a5024280d6AB2596e4aFFe1BDf6bDc2318da2,​0x00dEe1F836998bcc736022f314dF906588d44808,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x03E86D24C462fa6aD88568053361186E4A5aF68e,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x456974dF1042bA7A46FD49512A8778Ac3B840A21,​0x1e30124FDE14533231216D95F7798cD0061e5cf8,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x889aBdD2bC0F3a884e607279bA132501698fbcd5,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0xD1a06725e9fee446b4a49cEE85c9C213cC13F39A,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0x0e115a21c34708fDA175cC9C924Ba42A6D87f95d,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x22A1B26BFb867dfAB91B16F7872bCdF559D5427F,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x22Acb809d08aE7c79F0b84513EfCE0577acFE514,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xA540fb50288cc31639305B1675c70763C334953b,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x6a0c50788E462f322959A2458687096994d66316,​0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,​0xEFe53909AFf7d1Af4936B1B7Dd2A6C3f24A02fd9,Other
1584234522000,,458.04,,18.35,59.55,189.45,238.98,,333.00,,490.70,673.80,,82.17,,,,1.56,,,44.70,,52.91,60.10,18.53,151.09,,,,,137.88,100.00,,,6738.37,,985.77,1652.74,329.88,,0.05,,,,8.30,633.80,,20.00,,,,,,363.95,,108.38,,,,,,,123.92,,,471.85,,44.00,8.02,,,1379.44,249.56,,,,314.41,,225.47,,0.81,17.88,,,,,,30.28,,,249.23,,,159.18,160.00,3.93,,2295.22,,,63.43,,4.19,,,4260.04
1584300469000,,422.80,,,28.67,292.36,104.94,,,,502.25,164.92,,5.61,,,,1.74,,,497.81,,5.54,,,22.96,,,,,48.98,,,,6347.54,,74.91,3010.13,,,,,,,89.50,299.50,,25.00,,,,,,279.98,,162.83,,,,,,,0.11,,,535.18,,57.42,31.68,,,1522.21,619.71,,,,228.23,,118.66,,0.01,4.22,,,,,,,,,584.81,,,30.00,40.00,35.83,,2104.24,,,,,140.19,1800.00,1155.37,6624.26
1584367227000,,439.47,,47.35,55.55,425.08,144.04,,,,1703.06,558.32,785.12,127.86,,,1658.75,231.14,,,66.03,,124.51,181.72,68.23,341.56,,,,,2325.86,100.80,,,10934.49,,2224.41,8571.94,26.89,,,,,2529.11,22.38,92.06,,575.00,,,,1818.99,,1425.00,2.53,468.70,,,,,,403.61,31.79,,,827.14,,45.60,165.16,,,3499.71,435.82,,,,797.77,,743.68,19.33,13.41,11.32,,,511.64,,,71.89,,,2779.60,,,1208.93,760.00,43.31,,3050.20,,,99.85,741.42,269.42,,,8520.55
1584434720000,,532.93,,8.28,87.18,478.21,469.66,,,,1223.13,107.43,,76.65,,,,18.56,,,202.82,,69.46,,34.82,94.40,,,,,144.51,,312.94,,3302.36,,474.59,2378.08,11.22,,,,,,9.69,84.97,,,,,,,,339.47,,138.35,,,,,,58.57,8.15,,,656.01,,75.23,215.79,,,1788.57,198.57,,,,365.07,,172.72,3.60,6.25,44.70,25.50,,13.64,,,,,,859.16,,,70.79,20.00,18.17,,1803.48,,,,,177.38,,131.93,5549.28
1584500082000,,260.74,,8.84,14.26,24.14,15.07,,,12.32,654.99,124.45,,,,,,,,,20.22,,4.68,,1.10,,,,,,55.23,,,,1997.80,,220.86,903.67,14.12,,0.90,,,,0.22,86.61,,,,,,,,362.14,,511.82,,,,,,,1.88,,,53.88,,,192.91,,,878.17,30.30,,,,135.77,,1.51,,0.00,16.81,153.78,,,,,,,,258.67,,,,,2.26,,681.22,,,,,183.94,,,1634.84
1584566455000,,118.39,,31.77,33.51,,40.85,,,26.21,464.24,30.46,,,,,,3.91,,,81.23,,4.00,,39.71,12.72,,,,,65.13,,,,1442.31,,69.55,735.59,,,,,,,4.37,294.22,,,,,,,,95.76,,532.91,,,,,,,9.14,,,103.12,,,106.89,,,671.27,0.28,,,,47.19,,40.43,3.06,1.00,2.74,141.74,,,,,,,,127.46,,,30.16,,6.86,,295.45,,,,,336.84,,,1268.63
1584632903000,,182.90,,15.71,7.19,,117.97,,,60.42,444.52,58.84,,,,6.43,,,,,43.94,,,,8.76,,,,,,35.16,,,,1408.44,,84.22,433.89,10.37,,,,,,1.90,5.71,,,,,,,,61.67,,236.62,,,,,,121.53,0.56,,,653.45,,32.87,110.54,,,411.33,49.67,,,,51.11,,68.96,,0.40,0.41,436.56,,,,,,,,128.77,,,139.28,,7.68,,502.11,,,,,599.22,,,1572.87
1584699859000,,283.76,,22.71,8.26,,19.26,,,21.13,712.41,88.85,,,,,,1.70,,,60.01,,1.33,,,75.25,,,,,,,,,2761.78,,9.16,1092.47,,,,,,,3.59,139.42,1.40,,,,,,,168.45,0.32,56.48,,,,,,144.25,22.58,,,975.27,,56.97,61.38,,,822.30,112.99,,,,18.66,,132.91,6.14,0.07,,83.35,,,,,36.79,,,123.79,,,122.94,,14.70,,473.29,,,,,829.28,,,2136.56
1584766483000,,422.32,,43.17,11.05,,81.94,,,44.71,999.84,2016.10,,77.84,,,,0.54,,,14.36,,79.51,,83.09,80.73,,,,,435.72,,,,3083.23,,553.16,776.86,4.67,,,,,,47.81,50.02,,,,,,,,339.57,,91.05,,,,,,72.00,3.54,,,1588.42,,100.83,139.37,,,1683.62,308.99,,,,113.86,,133.54,7.26,0.05,49.43,296.33,,,,,23.43,,,47.87,,,180.65,,2.19,,775.35,,,,,1300.64,,,2823.62
1584833664000,,231.41,,,4.68,,38.93,,,,596.43,303.86,,,,,,0.10,,,10.85,,0.20,,2.28,11.35,,,,,20.78,,,,823.70,,486.68,247.69,,,,,,,2.97,0.19,,,,,,,,17.57,,10.33,,,,,,15.79,8.83,,,681.43,,,,,,329.73,6.21,,,,8.60,,31.02,1.11,0.30,6.08,30.55,,,,,,,,12.70,,,201.50,,1.42,,201.74,,,,,257.95,,,964.93
1584902413000,,538.97,,1.76,40.96,,96.47,,,8.93,555.49,27.11,,,,,,1.61,,,20.27,,104.30,,5.15,,,,,,,,,,760.54,,145.43,201.60,,,,,,,2.15,43.66,,,,3.40,,,,57.48,,27.23,,,,,,,0.37,,,317.93,,,24.02,,,291.88,18.18,,,,28.27,,1.04,,4.19,4.15,36.17,,,,,,,,77.45,,,162.44,,3.02,,163.57,,,,,30.30,,,1170.48
1584970249000,,408.59,,15.33,18.60,,34.73,,,21.68,475.64,566.95,,75.01,,,,,,,1.00,,1.20,,8.64,33.38,,,,,179.10,,,,1280.65,,59.27,799.06,,,,,,,0.11,2.19,,,,,,,,205.83,0.26,13.33,,,,,,,,,,673.90,,81.47,41.71,,,549.65,118.29,,,,144.87,,41.88,,0.01,2.82,81.16,,,,,20.54,,,169.74,,,3.01,,21.93,,263.71,,,,,507.45,,,1673.09
1585036977000,,625.62,,,22.08,,39.74,,,,537.69,268.37,,,,,,,,,186.84,,,,2.97,,,,,,,,,,779.67,,353.09,355.77,,,,,,,5.74,,,,,,,,,31.13,,8.23,,,,,,,,,,339.55,,173.65,107.42,,,292.95,,,,,138.63,,18.49,,,51.98,,,,,,,,,62.23,,,15.56,,,,158.15,,,,,59.45,,,1142.02
1585105600000,,521.26,,14.19,4.04,,26.16,,,10.41,525.54,87.50,,,,,,0.77,,,3.83,,0.15,30.00,,5.05,,,,,187.00,,,724.48,987.71,,484.17,339.25,,,,,,,1.01,,,,,,,,,120.30,,12.10,,,,,,,11.79,,,436.94,,27.00,147.60,,,334.41,31.24,,,,44.69,,20.60,,0.55,2.70,72.54,,,,,,,,78.91,,,342.00,,2.98,,286.31,,,,,115.66,,,1157.39
1585173391000,,375.52,,1.20,12.64,,5.10,,,,251.33,50.49,,,,25.89,,0.66,,,5.49,,0.01,,,,,,,,12.00,,,,708.52,,706.68,112.58,0.05,,,,,,8.45,,,,,,,,,92.27,,71.31,,,,,,7.57,5.19,,,421.07,,,170.12,,,120.67,19.16,,,,72.30,,24.93,,,,,,,,,,,,145.26,,,14.06,,4.55,,26.93,,,,,499.16,,,686.97
1585239172000,,290.65,,,0.91,,19.51,,,11.10,161.89,32.82,,,,,,0.86,,,18.78,,,,6.86,,,,,,126.15,,,,450.99,,419.27,25.01,,,0.72,,,,,4.34,,,,,,,,84.81,0.03,13.09,,,,,,,5.17,,,32.39,,30.00,30.34,,,82.92,,,,,41.56,,16.49,,,0.14,,,0.02,,,,,,25.11,,,4.00,,64.79,,83.74,,,,,12.65,,,516.79
1585306138000,,110.18,,10.18,,,0.16,,,43.02,222.00,30.92,,71.04,,,,,,,27.27,,238.61,,0.56,,,,,,151.71,,,,240.95,,763.16,142.99,,,,,,,0.02,,,,,,,,,28.24,0.07,21.27,,,,,,,4.51,,6.00,30.76,,,131.87,,,188.81,40.48,,,,6.49,,22.16,1.13,,0.10,,,,,,,,,176.86,,,3.02,,2.22,,52.67,,,,,44.28,,,814.54
1585372283000,,96.26,,0.09,21.46,,69.71,,,92.83,198.94,106.26,,71.09,,,,0.82,,,130.70,,,90.51,,118.68,,,,,157.15,,,788.00,722.62,,1244.70,449.92,,,7.28,,,,3.16,256.77,,,,,,,,76.70,,7.28,,63.74,,,,,68.75,,,196.45,,,45.29,,,189.46,15.48,,,,87.13,,113.72,6.29,1.29,8.62,8.75,,,,,,,,102.07,,,172.92,,5.54,,286.00,,,,,134.39,,,1015.35
1585438491000,,219.27,,4.14,8.72,,39.79,,,,352.10,58.47,,,,8.06,,2.31,,,3.08,,,,3.60,,,,,,,,,,304.01,,333.60,247.00,7.24,,7.88,,,,11.77,,,,,,,,,38.26,,4.86,,5.84,,,,,0.00,,,172.95,,60.65,153.12,,,176.81,30.38,,,,121.84,,11.32,,,7.20,,,,,,,,,38.33,,,92.84,,,,67.53,,,,,,,,1338.14
1585504149000,,151.18,,,1.53,,,,,,196.78,2.33,,,,,,2.38,,,60.20,,,,,,,,,,,,,,91.63,,190.57,77.25,,,,,,,0.17,,0.11,,,,,,,,,2.64,,8.02,,,,,7.40,,,50.03,,,79.52,,,6.05,,,,,0.11,,5.94,4.11,0.14,7.41,,,0.05,,,,,,12.88,,,,,,,40.07,,,,,74.18,,,468.10
1585571105000,,84.68,,5.26,8.71,,21.38,,,135.41,306.90,28.33,,,,,,2.24,,,12.21,,1.64,,0.91,17.09,,,,,,,,,314.02,,251.21,124.85,,,,,,,,9.82,,,,,,,,54.98,,37.59,,57.87,,,,,13.14,,,206.30,,20.11,123.07,,,85.92,,,,,67.18,,43.86,6.02,0.00,46.14,,,,,,,,,177.78,,,230.68,,3.38,,57.38,,,,,46.92,,,1237.47
1585637238000,,115.65,,9.38,1.09,,86.46,,,,224.89,2.49,,,,,,0.84,,,1.79,,,,1.13,27.95,,,,,,,,,478.07,,244.35,48.34,,,,,,,0.43,0.15,,,,,,,,46.37,,32.83,,,,,,,1.54,,,59.88,,60.00,87.03,,,115.17,11.59,,,,72.00,,5.17,,0.60,0.06,,,,,,,,,31.70,,,,,,,15.74,,,,,90.44,,,699.87
1585704243000,,32.30,,3.13,0.01,,86.47,,,44.53,142.69,5.78,,,,,,0.03,,,45.64,,0.46,,,,,,,,,2.97,962.89,685.98,282.66,,658.76,183.02,,,,,,,1.03,27.82,,,,,,,,43.91,,15.66,,58.42,,,,,0.78,,,326.52,,126.07,35.53,,,133.20,62.98,,,,12.94,,4.39,,1.94,0.62,,,,,,,,,11.58,,,66.50,,,,46.31,,,,,256.53,,,785.26
1585770840000,,16.45,,4.60,,,38.09,,,,168.54,3.68,,,,,,0.77,,,0.18,,,,,,,,,,,,,,202.68,,122.05,50.87,,,,,,,10.71,,,,,,,,,73.55,,10.79,,8.00,,,,,,,,33.97,,,15.77,,,,,,,,30.62,,23.05,,1.45,4.77,,,,,,,,,,,,,,8.53,,90.61,,,,,37.93,,,427.53
1585836257000,,105.91,,6.86,2.89,,0.31,,,21.04,169.69,32.12,,,,,,0.58,,,0.49,,0.47,,,6.83,,,,,,,,,252.01,,237.66,42.21,,,,,,,0.01,5.63,,,,,,,,22.72,,1.12,,17.48,,,93.07,14.80,0.99,,,122.80,,,91.55,,,7.12,9.61,,,,22.42,,29.02,,0.02,2.63,,,0.61,,,,,36.99,3.64,,,,,,,63.96,,,,,35.79,,,442.88
1585903293000,,200.32,,0.61,22.17,,18.13,,,41.68,454.61,23.61,,61.42,,,,0.80,,,0.39,,0.53,,0.89,12.73,,,,,,,,,613.42,,555.22,114.17,,,,,,,0.51,,,,,,,,,50.82,,55.90,,42.69,,,68.54,,,,,240.86,,,61.39,,,132.03,,,,,154.56,,5.95,3.76,1.60,0.41,,,,,,,,,,,,,,3.34,,149.78,,,,,111.98,,,896.15
1585969610000,,142.84,,0.61,0.96,,28.76,,,21.79,343.41,33.56,,48.00,,,,0.00,,,0.80,208.92,30.07,,0.96,14.45,,,,,89.43,,,,698.95,,185.66,365.36,,,,,,,0.20,,,,,,,,,40.22,,24.32,,51.19,,,27.10,,10.90,,,210.60,,,181.90,,,63.99,19.09,,,,13.13,,72.43,0.06,0.30,0.43,,,,,,,,,,,,18.02,,,,160.38,,,,,657.57,,,668.48
1586036191000,,117.17,,,14.33,,18.25,,,52.57,252.22,34.84,,92.92,,,,,,,0.07,,58.64,,2.78,,,,,,17.18,,706.37,,258.43,,542.18,231.48,,,,,,,0.01,,,,,,,,,27.72,,95.00,,5.30,,,24.49,,0.20,,,207.36,,,18.67,,,93.45,33.39,,,,0.30,,8.06,0.20,0.30,4.72,,,,,,,,,,,,38.01,,2.09,,58.81,,,,,230.98,,,832.58
1586102872000,,48.42,,,,,9.08,,,,103.42,1.42,,,,7.05,,0.12,,,9.90,,,,7.46,,,,,,,,,,136.44,,222.86,19.81,,,13.77,,,,5.17,,,,,,,,,22.26,,10.17,,57.47,,,26.21,,,,,29.33,,,28.18,,,9.23,,,,,1.26,,0.52,2.53,0.11,12.65,,,,,,,,,6.68,,,,,,,39.99,,,,,3.27,,,389.14
1586169028000,,216.48,,8.95,0.02,,29.97,,,29.76,255.18,40.42,,,,,,0.36,,,408.44,,2.36,,,,,,,,,,,,315.70,,783.22,278.57,,,,,,19.95,1.16,,,,,666.23,,,,36.75,,10.69,,60.69,,,130.07,,0.15,,,132.18,,,54.02,,,63.08,16.89,,,,15.87,,66.77,3.03,0.06,,,,,,,,,35.08,,,,,,,,132.81,,169.31,,,36.45,,,533.24
1586236183000,,196.79,,8.57,21.51,,28.51,,,9.02,588.75,666.75,,198.00,,19.00,,6.55,,,34.71,,71.06,,3.25,4.79,,,,,97.54,,,,1322.10,,1191.14,1041.57,,,,,,,8.39,,0.05,,,6.75,,,,122.31,12.88,40.37,,,,,405.27,35.00,18.74,,,616.38,,63.70,294.87,,,112.98,23.11,,,,87.33,,178.63,2.08,0.01,8.52,,,,,,,,,,,,,,1.42,,210.87,,60.74,,380.80,230.79,,,1387.33
1586301955000,,108.44,,2.80,9.83,,129.74,,,129.30,459.45,193.20,,9.78,,10.00,,0.23,,,18.67,,77.77,,1.63,72.93,,,,,73.45,564.45,,,929.27,,1329.66,537.72,,,,,,,1.64,,,,,614.10,,,,85.18,,12.14,,,,,353.95,,3.24,,,593.73,,,112.72,,,176.01,133.05,,,,102.26,,203.92,9.41,3.21,14.34,,,,,,,,,0.00,,,109.00,,32.93,,181.36,,174.78,,,144.12,,,1172.95
1586368858000,,238.51,,,3.88,,65.12,,,,576.59,62.07,,,,,,7.21,,,86.07,,323.05,,0.26,,,,,,94.71,31.52,,,685.50,,61.06,52.00,,,,,,,44.92,3.32,,,,,,,,20.34,,9.77,,,,,128.81,,15.59,,,307.50,,,97.81,,,166.72,,,,,7.65,,191.28,5.51,1.12,6.09,,,,,,,,,0.18,,,192.56,,,,181.00,,80.04,,,270.93,,,707.44
1586434964000,,108.76,,,17.24,,4.55,,,52.93,184.27,113.63,,,,,,5.02,,,0.83,,,,0.80,50.09,,,,,26.22,,,,527.64,,308.38,98.61,,,,,,,2.06,4.53,,,,,,,,8.13,,0.17,,,20.94,,147.72,,7.30,,,209.62,,,35.98,,,85.21,,,,,0.27,,22.75,2.11,0.06,,,,,,,,,,,,,1.51,,2.24,,129.33,,27.30,,,,,,515.72
1586501245000,,131.28,,2.80,33.23,,35.03,,,,322.80,38.89,,,,16.79,,4.33,57.28,,3.81,,,,0.32,0.38,,,,,,,,,503.40,,394.89,110.50,,,,,,0.02,0.29,,0.02,,,,,,,12.72,,5.27,,,101.94,,21.96,,4.57,,,265.59,,,12.05,,,124.44,,,,,21.42,,48.56,,0.71,4.28,,,,,,,,,17.94,,,,,1.47,,165.63,,42.68,,,,,,965.37
1586568529000,,173.47,,4.24,9.72,,8.59,,,8.80,529.53,127.19,,,,5.02,,,342.42,,1.21,,2.51,,3.52,15.79,,,,156.65,,,,,660.72,,576.88,250.38,1.55,,,,,,8.06,,,,,,,,,57.24,,14.37,,,110.45,,,,0.01,,,323.23,,67.04,64.83,,,152.79,18.02,,,,30.89,,121.66,0.73,0.37,2.93,,,,,,,,,,,,2.52,,3.80,,80.26,,23.60,,,,,,961.82
1586635021000,,115.78,,0.97,13.27,,18.58,,,,262.47,85.62,,,,,,0.30,83.34,,0.01,,,,0.73,,,,,21.33,,,,,273.46,,243.09,6.67,,,,,,,5.89,,,,,,,,,3.19,0.96,1.09,,,,,,,22.71,,,,,,16.20,,,32.14,,,,,11.32,,24.77,1.11,5.84,,,,,,,,,63.92,,,,,,,,9.77,,,,,,,,437.72
1586701369000,,76.75,,6.04,8.40,,7.12,,,9.44,156.91,3.55,,,,3.61,,,124.43,,0.04,,,,0.45,25.66,,,,177.08,,83.21,,,140.02,,311.67,,,,,,,,0.01,,,,,,,,,8.06,,,,,23.50,,,,0.22,,,,,125.03,16.05,,,18.47,,,,,,,5.43,9.39,0.93,,,,,,,,,,,,,,,1.03,,37.09,,5.75,,,,,,289.83
1586767741000,,138.30,,9.47,118.73,,80.24,,,5.00,444.66,144.88,,,,,,,326.53,,3.14,,0.66,,8.38,32.13,,,,395.06,3.91,,,,758.13,,386.66,231.74,,,,,,,1.71,,,,,,,,,28.72,2.60,15.44,,,153.87,,,,3.30,,,,,49.79,125.10,,,87.38,42.28,,,,20.63,,134.15,3.75,6.03,0.96,,,,,,,,,,,,,,7.37,,127.01,,18.31,,,,,,610.78
1586833705000,,219.26,,2.13,4.94,,9.01,,,18.91,376.46,16.46,,,,4.21,,0.01,40.52,,6.34,,1.57,,1.57,80.48,,,,372.24,,,,,278.27,,341.54,9.86,,,,,,,0.05,,,,,,,,,33.60,,6.72,,,18.64,,,13.31,,,,,,36.02,26.38,,,50.99,16.65,,,,1.60,,162.49,,31.52,,,,,,,,,,2.73,,,,,1.18,,85.42,,0.50,,,,,,905.35
1586900049000,,174.61,,2.30,6.12,,,,,,252.96,7.97,,,,,,3.49,61.35,,66.15,,0.92,,1.05,27.82,,,,133.57,,,,,384.32,,269.98,3.42,,,,,,,1.88,,,,,,,,,19.75,,43.94,,21.41,75.13,,,,0.16,,,,,,25.60,,,66.26,,,,,,,51.25,6.42,0.58,,,,,,,,,,0.00,,,,,,,57.30,,1.25,,,,,,489.84
1586966921000,,38.82,,4.82,19.51,,11.23,,,37.08,160.52,5.46,,,,,,2.80,81.03,,13.61,,0.94,,11.50,19.21,,,,284.81,,,,,390.15,,296.26,32.54,,,,,,,0.16,,,,,,,,,3.89,,0.76,,123.13,26.81,,0.20,,63.04,,,,,,25.57,,,17.60,36.11,,,,1.55,,100.23,6.87,6.39,,,,,,,,,,1.42,,,,,1.12,,34.04,,0.25,,,,,,631.44
1587033174000,,202.26,,3.11,26.76,,14.56,,,37.25,271.01,95.72,,,,,,,175.55,,0.95,,0.19,,2.60,184.50,,,,603.13,10.60,,,,506.98,,497.78,71.92,,,,,,,0.00,12.83,,,,,,,,46.01,,12.15,,111.41,222.63,,,,0.04,,,,,,142.71,,,180.06,86.17,,,,24.17,,185.32,3.13,2.62,0.53,,,1.29,,,,,,35.83,,,4.03,,4.37,,93.33,,16.25,,,,,,1023.47
1587099968000,,80.14,,2.55,4.94,,48.48,,,153.36,498.42,46.36,,,,,,1.88,504.47,,0.24,150.97,,,73.11,112.07,,,,879.94,363.92,,,,596.19,,1348.88,172.99,,,,,,,0.40,,,,,46.25,,3000.00,,18.90,,19.37,,528.22,483.24,,,,3.11,,,,,,60.08,,,572.17,107.33,,,,24.35,,99.40,12.21,16.84,,,1500.00,,,,,,,,,,398.10,,,,85.20,,260.66,,,,,299.42,1634.17
1587167698000,,160.14,,,3.10,,5.38,,,,308.37,1.65,,,,,,0.77,63.22,,,,1.63,,,12.96,,,,161.85,,,,,193.96,,305.27,24.29,,,,42.14,,,0.50,,,,,,,,,5.32,0.21,2.18,,71.33,21.54,,,,2.26,,,,,63.09,94.66,,,,21.30,,,,0.25,,38.29,23.34,6.78,,,,,,,,,,,,,,,,,19.35,,28.25,,,,,,668.44
1587234387000,,119.39,,4.09,0.88,,15.90,,,,355.85,81.55,,18.15,,11.88,,1.16,110.02,,7.57,666.87,139.12,,16.80,,,,,267.39,,,,,502.75,,498.20,397.09,,,,128.31,,,8.87,,0.14,,,,,,,10.68,1.13,16.57,,48.02,85.44,,,15.00,0.27,,,,,11.80,170.99,,,205.46,37.20,,,,89.77,,116.56,9.37,20.48,,,,,,,,,,,,,190.00,,19.24,,70.59,,119.93,,,,,,1629.96
1587300847000,,196.60,,0.23,17.18,,1.17,,,,262.07,51.15,,,,10.00,,15.09,100.43,,145.33,,0.33,,0.57,45.71,,,,222.27,,,,,527.07,,578.07,102.73,,,,27.13,,,0.87,17.05,,15.00,,,,,,10.08,,72.98,,8.02,33.97,,,10.00,3.72,,,,,119.59,37.97,,,135.77,47.14,,,,24.10,,169.81,19.65,0.65,,,,,,,,,,,,,77.52,,,,27.07,,7.26,,,,,,840.54
1587368133000,,180.21,,2.56,30.25,,5.67,,,8.19,201.10,45.47,,,,,,1.65,82.18,,5.69,82.02,4.44,,8.23,41.78,,,,179.43,,,,,544.30,,360.58,42.31,,,,18.24,,,16.49,0.06,,,,,,5.82,,17.56,,42.09,,,155.54,,,34.19,1.75,,,,,,79.00,,,113.42,20.83,,,,30.74,,33.53,14.19,47.39,2.67,,,,,,,,,,,,3.00,,0.60,,74.19,,39.87,,,,,,714.35
