timestamp,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0xB9D77A2BCB23850540C394df863D23BF17296CE8,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xF506828B166de88cA2EDb2A98D960aBba0D2402A,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xcb9D1c05b5f848B67E80BD91Aee76ec7F81216db,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x5CCb8c39bF68612C7997Cbc498ae55908D32d223,​0x4CB2B6DcB8Da65F8421fEd3d44E0828E07594a60,​0xA694068FDfd382FA60c249e9A2B92a5548aD50EF,​0x048918b89189F68dA6146ddb6eEc63C649671c67,​0x0a6bb2770450F8BB7Cc0b42ee859ac7f9177010D,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0xfEA677f3b408700AE4ba6355C4885851867a29E3,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x71A1dF0d820d29c784C04865904492aC38801A04,​0x4e04245c0Dbbd1d458aC3c2aFC976491983E44De,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDcF42a28b6d7e3377355B1e91a9b91708b83E2d5,​0x05cDe89cCfa0adA8C88D5A23caaa79Ef129E7883,​0x347dEE698fD3ECcd64E11EF11c9C141E0D957Ba8,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0x5daEcc32Fc2e735cB1Ca6d0427F9eC71Bcb4F0eD,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x9424BFC9F19d2c40d79Ca20094A7Da9d4024C44B,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x3A32ECf794C2172f47d0186bAEE4BfA74D2ebc9f,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x06E27Dd8706B2a471d43dd6debd78Ef72E388aCc,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x25C40bC17E4BF2f8C23aCc99a7A38568f0890157,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0x8c117a0661568a6189Dc65a53A5E1CC2312a22a3,​0x69C4EfE68F4eaBdFAa614a8E682B1391802F4913,​0x01Da73c4Ec1355f953aD0AAcA3eF20e342Aea92a,​0x533344cFdF2a3E911E2CF4c6f5ED08e791F5355f,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xFb9284715e9B0d08153caA34C35bfAed76edC31F,​0x36E5A96c8d01803d2C48756AA7bde1c01d7D9f8A,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0xbD2c8F386dA16351F5Eb883b78C5978a70CeE198,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0x36691C4F426Eb8F42f150ebdE43069A31cB080AD,​0x3Fb2F18065926DdB33E7571475c509541d15dA0e,​0x97deC872013f6B5fB443861090ad931542878126,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x591E9F22E2e925A5FEBbBF9DA7e7A632e877FE5c,​0x284620B56318d18Db45E40614556B9cB1d0dd92B,​0x812D2e05aFb6E15a47355AC616fC69098B22C794,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xAfA5AA8648E645277500a388230Cc1985ed8C627,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x6510B33A35AFCF6d1B1C7927139Eb9c08343d665,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x1680eD6A1fE73c673E778705355212235DeC3242,​0x0780366ED1fd05d7e9a6aCD7867DeD8C68730F2c,​0xc35A5FEc6BE6957899E15559Be252Db882220b37,​0x0358629bD27FA559b88D0F41ea3dA28D057c3414,​0xc51a5024280d6AB2596e4aFFe1BDf6bDc2318da2,​0x00dEe1F836998bcc736022f314dF906588d44808,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x03E86D24C462fa6aD88568053361186E4A5aF68e,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x456974dF1042bA7A46FD49512A8778Ac3B840A21,​0x1e30124FDE14533231216D95F7798cD0061e5cf8,​0xfc96e234d4B31C63051E707105fCC4aba37807Fa,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x889aBdD2bC0F3a884e607279bA132501698fbcd5,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0xD1a06725e9fee446b4a49cEE85c9C213cC13F39A,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0x0e115a21c34708fDA175cC9C924Ba42A6D87f95d,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x22A1B26BFb867dfAB91B16F7872bCdF559D5427F,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x22Acb809d08aE7c79F0b84513EfCE0577acFE514,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0xE33C8e3A0d14a81F0dD7E174830089E82F65FC85,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0xA540fb50288cc31639305B1675c70763C334953b,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x6a0c50788E462f322959A2458687096994d66316,​0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,​0xEFe53909AFf7d1Af4936B1B7Dd2A6C3f24A02fd9,Other
1577057861000,,17.58,7.46,,0.63,62.06,,,,,,,,,,,,,,65.70,,,,,3.21,,,,,,,,,,,,48.81,,,,,,,,,,,,,,,,,,,6.41,,,,,,,23.70,,,79.21,,,1.50,,3.37,,,,,,0.11,,37.33,,0.56,2.74,,,,,,,54.37,,,,,,,,,56.25,,,13.54,,,,,264.67
1577143907000,,15.72,193.69,,0.70,82.98,,,,,,,,,33.23,,,,,31.22,26.91,,,,,,,,,,12.99,,,,,,278.02,,,,,,,,,,,,,,,,,,,10.38,,,,,,,,,,204.75,,,1.91,,2.16,63.02,0.00,,,,6.25,,21.85,,9.18,7.01,,,,,,,582.08,,,,,,,,,40.55,,,19.44,,,,,389.09
1577229621000,,13.02,,,1.01,101.56,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,62.73,,,,,,,,,,,,,,,,,,2.34,9.74,,,,,,,6.47,,,29.91,,,2.33,,1.70,48.80,,,,,,,27.06,,13.69,0.83,,,,,,,12.66,,,,,14.03,,12.91,,24.53,,,,,,,,339.99
1577315631000,,22.99,68.17,,0.46,72.12,,,,,,,,,21.03,,,,,,0.22,,,,,,,,,,,,,,,,86.80,,,,,,,,,,,,,,,,,,,6.86,,,,,,,19.01,,,61.25,,,1.94,,16.49,22.36,,,,,,,234.71,,3.71,,,,,,,,51.04,,,,,5.02,,,,39.01,,,0.24,,,,,399.86
1577402327000,,6.60,,,,31.21,,,,,,,,,,,,,,,7.98,,,,,,,,,,16.69,,,,,,355.18,,,,,,,,,,,,,,,,,,0.51,16.02,,,,,,,16.71,,,42.89,,,,,14.25,8.71,,,,,0.17,,44.66,,29.26,0.07,,,,,,,34.72,,,,,,,3.68,,91.13,,,7.21,,,,,251.21
1577488582000,,13.78,7.08,,1.49,64.51,,,,,,,,,8.86,,,0.00,,,8.26,,,,,,,,,,,,,,,,166.15,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,50.91,,,,,13.47,7.81,,,,,5.60,,49.19,,0.39,,,,,,,,67.30,,,,,,,,,40.29,,,,,,,,184.01
1577573599000,,1.72,8.98,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,127.83,,,,,,,,,,,,,,,,,,,0.31,,,,,,,0.18,,,63.16,,,,,25.45,16.99,,,,,0.47,,3.03,,1.86,,,,,,,,15.74,,,,,,,,,23.01,,,5.68,,,,,161.70
1577659927000,,15.52,,,,,,,,,,,,,,,,0.48,,,40.78,,,,,,,,,,,,,,,,405.24,,,,,,,,,,,184.49,,,,,,,,22.74,,,,,,,17.64,,,100.81,,,3.77,,5.13,54.81,,,,,8.39,,86.96,,15.57,,,,,,,,59.00,,,,,,,2.70,,6.86,,,56.57,,,,,481.43
1577746179000,,21.03,7.78,,,30.08,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,,,,256.76,,,,,,,,,,,37.05,,,,,,,,6.15,,,,,,,4.24,,,89.72,,,5.28,,15.41,,,,,,,,17.72,,4.08,,,,,,,,96.55,,,,,80.15,,3.97,,22.24,,,72.75,,,,,301.07
1577832303000,,12.36,31.73,,26.50,114.98,,,,,,,,,,,,0.97,,,39.83,,,,2.16,,,,,,,,,,,,305.93,,,,,,,,,,,,,100.00,,,,,0.08,0.12,,,,,,,6.63,,,83.11,,,,,5.13,19.11,13.55,,,,,,11.39,,3.83,,,,,,,,3.53,,,,,194.84,,1.97,,24.13,,,45.84,,,,,486.96
1577918935000,,17.76,,,,46.27,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,312.50,,,,,,,,,,,77.24,,400.00,,,,,,,,,,,,,63.33,,,36.19,,,2.27,,7.13,35.95,,,,,0.16,,45.85,,36.49,9.76,,,,,,,,,,,,122.41,,2.76,,50.49,,,4.81,,,,,434.34
1577997589000,,10.73,,,,15.63,,,,,,,,,0.16,,,3.13,,,0.10,,,,7.42,,,,,,,,,,,,187.82,,,,,,,,,,,,,100.00,,,,,0.45,1.93,,,,,,,13.47,,,65.80,,,11.57,,7.90,16.66,,,,,,,41.11,,9.57,5.59,,,,,,,,,,,,1.04,,3.24,,12.34,,,13.44,,,,,533.86
1578063677000,,21.30,,,0.16,62.37,,,,,,,,,26.93,,,2.76,,,449.42,,,,2.62,,,,,,,,,,,,333.25,,,,,,,,,,,,,,,,,,,6.17,,,,,,,54.76,,,227.85,,,3.77,,2.70,159.71,24.35,,,,0.08,,12.20,,1.19,,,,,,,,,,,,,14.06,,5.78,,223.47,,,1.53,,,,,631.68
1578129566000,,17.14,18.10,,0.25,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,111.95,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,43.91,,,2.99,,,51.52,,,,,25.15,,6.00,,0.75,5.33,,,,,,,,,,,,,,2.06,,8.81,,,,,,,,244.86
1578195701000,,10.19,,,0.27,,,,,,,,,,18.51,,,2.26,,,3.87,,0.51,,17.72,,,,,,,,,,,,106.99,,,,,,8.40,,,,,,,,,,,,,4.76,,,,,,,14.72,,,63.06,,,1.49,,11.48,5.01,,,,,0.99,,53.24,,0.40,,,,,,,,,,,,,,,,,9.78,,,,,,,,241.33
1578261907000,,10.07,44.08,,,,,,,,,,,,7.61,,,0.42,,,0.55,,,,,,,,,,9.80,,,,,,126.09,,,,,,19.50,,,,,,,,,,,,,4.34,,,,,,,4.17,,,88.98,,,0.73,,9.83,32.87,,,,,0.31,,40.70,,0.03,1.03,,,,,,,,,,,,29.50,,4.36,,16.88,,,26.85,,,,,524.24
1578327837000,,18.45,61.02,,,128.43,,,,,,,,,31.62,,,0.09,,,19.36,,,,23.52,,,,,,,,,,,,236.34,,,,,,118.85,,,,,,,,,,,,0.00,10.81,,,,,,,207.39,,,177.47,,,8.49,,40.03,45.88,23.85,,,,0.29,,27.84,,0.88,1.74,,,,,,60.60,,,,,,21.19,,3.90,,68.36,,,37.58,,,,,388.50
1578393679000,,14.94,25.77,,6.79,14.06,,,,,,,,,23.05,,,0.86,,,8.38,,,,7.33,,,,,,74.58,,,,,,124.95,,,,,,274.77,,,,,34.86,,,,,,,,94.32,,,,,,,28.17,,,36.18,,,12.47,,40.51,,,,,,4.11,,34.76,,7.73,1.44,,,,,,,,,,,,22.00,,19.12,,133.05,,,140.08,,,,,517.56
1578459841000,,24.94,14.99,,15.09,7.01,,,,,,,,,6.85,,,0.03,,177.48,16.55,,,,3.24,,,,,,26.47,,,,,,284.15,,,,,,601.07,,,,,97.96,,,,,,,,3.66,,,,,,,7.21,,,150.04,,,7.11,,67.23,47.84,12.17,,,,14.87,,100.16,,0.89,57.29,17.82,,,,,,,,,,,,,14.42,,114.26,,,28.41,,,,,561.57
1578526345000,,15.08,22.54,,31.04,,,,,,,,,,,,,3.32,,419.15,29.54,,0.10,,,,,,,,20.23,,,,,,315.50,,,,,,275.21,,,,,,,,,,,,,7.58,,,,,,,38.87,,,100.69,,,12.32,,13.98,46.16,,,,,5.11,,20.32,,5.82,22.65,,,,,,,,,,,,24.04,,7.83,,344.79,,,7.80,,,,,713.96
1578592894000,,8.38,,,0.08,,,,,,,,,,,,,0.21,,193.18,23.99,,,,3.71,,,,,,,,,,,,165.41,,,,,,9.47,,,,,,,,,,,,,8.90,,,,,,,,,,9.16,,,3.57,,66.82,35.20,,,,,4.02,,1.69,,8.90,0.51,,,,,,,,25.10,,,,46.35,,40.48,,26.26,,,6.59,,,,,364.61
1578658814000,,16.83,,,16.20,,,,,,,,,,46.04,,,,,199.13,24.42,,,,,,,,,,,,,,,,90.25,,,,,,14.41,,,,,,,,,,,,,4.70,,,,,,,6.30,,,44.54,,,8.77,,50.77,67.24,,,,,4.84,,14.26,,11.83,1.53,,,,,,,,,,,,,,,,130.10,,,21.81,,,,,199.32
1578724741000,,21.61,15.73,,0.09,,,,,,,,,,,,,,,406.17,27.80,,,,,,,,,,,,,,,,373.56,,,,,,37.11,,,,,,,,,,,,,7.52,,,,,,,10.53,,,56.90,,,9.17,,59.29,47.14,,,,,1.29,,27.38,,2.33,0.15,,,,,,,,,,,,14.06,,16.08,,21.32,,,3.45,,,,,539.37
1578790822000,,9.95,8.92,3.21,4.15,,,,,,,,,,,,,0.42,,199.60,7.73,,,,,,,,,,,,,,,,230.96,,,,,,59.81,,,,,,,,,,,,0.27,6.88,,,,,,,33.63,,,36.68,,,13.63,,19.37,43.86,,,,,3.97,,21.88,,0.16,0.48,,,,,,,,,,,,,,0.78,,2.50,,,5.62,,,,,404.51
1578857025000,,13.13,23.09,,0.69,,,,,,,,,,,,,0.37,,181.85,,,,,,,,,,,,,,,,,117.25,,,,,,10.93,,,,,,,,,,,,,3.96,,,,,,,,,,1.12,,,1.38,,0.41,,,,,,2.64,,0.31,,1.12,0.70,,,,,,,,,,,,,,,,43.05,,,0.38,,,,,205.75
1578923015000,,11.42,12.37,,1.83,,,,,,,,,,20.70,,,0.00,,152.79,0.21,,,,,,,,,,5.72,,,,,,63.14,,,,,,88.24,,,,,,,,,,,,,2.58,,,,,,,13.43,,,13.07,,,,,6.31,20.36,,,,,0.69,,5.90,,0.28,3.68,,,,,,,,,,,,12.04,,0.30,,37.44,,,2.68,,,,,265.58
1578989540000,,4.81,7.46,,1.06,7.00,,,,,,,,,,,,0.03,,208.03,2.91,,,,7.61,,,,,,,,,,,,364.57,,,,,,110.08,,,,,,,,,,,,,14.93,,,,,,,44.03,,,12.03,,,2.08,,31.16,27.57,,,,,0.63,,18.18,,0.14,1.10,,,,,,17.39,,,,,,,,,,77.36,,,15.27,,,,,526.02
1579055596000,,65.47,127.76,,27.62,163.93,,,,,,,,,50.35,,,1.96,,271.51,127.51,,0.05,,47.03,,,,,,44.75,,,,,,1010.16,,,,,,258.19,,0.04,,,,,,,,,,,24.40,,,,,,,22.09,,,222.82,,,5.67,,89.57,372.63,9.43,,,,5.17,,179.53,,18.91,12.23,58.75,,,,,24.82,,,,,,108.34,,0.61,,51.58,,,60.59,,,,,1264.42
1579122050000,,39.57,165.57,,8.26,274.72,,,,,,,1798.11,,21.52,,,5.72,,,16.88,,0.92,,,,,,,,10.89,,,,,,1195.13,,,,5.00,,374.30,,0.02,,,,,,,,,,,12.99,,,,,,,26.27,,,136.54,,,,,114.93,76.26,,,,,21.05,,78.26,,1.63,0.44,237.00,,,,,,,,,,,282.00,,,,119.15,,,12.74,,,,,600.34
1579188604000,,21.15,4.67,,6.68,129.35,,,,,,,,,17.27,,,5.49,,18.39,253.84,,,,,,,,,,0.53,,,,,,645.52,,,,,,267.94,,5.81,,,,,,,,,,,48.87,,,,,,,48.63,,,83.20,,,,,49.21,105.74,,,,,9.33,,41.36,,0.63,15.43,5.02,,,,,,,,,,,,,2.74,,115.47,,,39.84,,,,,674.07
1579254375000,,66.00,49.37,,0.84,127.39,,,,,,,,,,,,5.14,,616.41,268.29,,,,6.69,,,,,,11.89,,,,,,544.70,,,,4.71,,365.10,,0.12,33.13,,,,,,,,,,50.24,,,,,,,5.75,,,99.40,,,5.48,,42.64,78.75,5.11,,,,1.70,,81.55,,7.89,,,,,,,36.38,,,,,,55.00,320.73,1.30,,56.11,,,37.63,48.62,,,,811.71
1579320115000,,25.83,86.77,,0.45,70.95,,,,,,,,,,,,1.81,,562.18,5.35,,0.00,,,,,,,,31.79,,,,,,288.45,,,,0.47,,488.90,,0.57,,,,,,,,,,,20.02,,,,,,,3.28,,,16.62,,,23.48,,61.08,77.14,16.10,,,,3.77,,133.97,,5.49,,9.29,,,,,,,95.66,,,,,,0.35,,58.88,,,27.61,,,,,765.88
1579386588000,,39.17,30.60,,,74.63,,,,,,,,,3.53,,,,,683.08,177.93,,,,,,,,,,26.45,,,,,,366.29,,,,29.09,,498.88,,0.03,0.12,,,,,,,,,,51.99,,,,,,,11.92,,,62.52,,,19.96,,95.85,22.45,,,,,14.37,,64.61,,6.14,3.31,42.86,,,,,,,,,,,30.11,,,,75.35,,,79.48,,,,,521.81
1579453251000,,34.92,72.76,,2.02,68.39,,,,,,,,,122.00,,,1.05,,562.44,21.69,,3.55,,7.09,,,,,,33.85,,,,,,217.25,,,,20.72,,464.49,,,,,,,,,,,,,0.02,,,,,,,5.94,,,111.43,,,3.05,,33.95,65.68,28.88,,,,1.04,,53.20,,0.56,9.33,10.04,,,,,,,,,,,101.99,,,,210.41,,,102.96,,,,,485.17
1579518909000,,22.32,,0.12,14.66,12.06,,,,,,,,,,,,0.07,,156.08,317.06,,2.25,,,,,,,,29.15,,,,,,222.33,,,,0.01,,136.10,,,,,,,,,,,,,13.89,,,,,,,2.37,,,,,15.92,18.15,,2.25,10.39,,,,,0.00,,18.03,,0.47,,67.94,,,,,,,,,,,58.24,,1.93,,161.46,,,9.80,,,,,321.08
1579584998000,,32.81,38.52,,6.21,36.06,,,,,,,,,,,,0.41,,208.50,,,3.64,,3.99,,,,,,,,,,,,159.12,,,,0.79,,261.96,,1.89,,,,,,,,,,0.95,0.87,,,,,,,3.43,,,0.80,,,12.31,,19.13,18.70,,,,,7.23,,22.51,,2.20,1.43,,,,,,,,,,,,,,,,27.02,,,10.56,,,,,420.13
1579650516000,,27.32,24.75,,0.02,65.73,,,,,,,,,,,,0.60,,248.70,2.83,,,,,,,,,,,,,,,,348.01,,,,,,161.27,,,,,,,,,,,,,1.43,,,,,,,8.86,,,40.02,,,2.99,,3.04,53.95,,,,,14.00,,15.04,,4.28,,39.00,,,,,,,,,,,31.53,,,,53.75,,,16.76,,,,,956.56
1579717286000,,21.80,40.15,,,59.33,,,,,,,,,9.90,,,,,107.72,30.08,,,,,,,,,,,,,,,,220.19,,,,,,276.19,,2.06,,,,,,,,,,,13.28,,,,,,,16.32,,,30.58,,,,,8.91,28.55,,,,,,,36.10,,7.65,,29.89,,,,,,,,,,,39.02,,,,13.32,,,17.52,,,,,638.48
1579783170000,,,11.50,,0.17,36.02,,,,,,,,,20.88,,,,,187.47,14.48,,,,13.36,,,,,,,,,,,,146.64,,,,,,,,0.07,,,,,,,,,,,22.45,,,,,,,0.79,,,10.27,,137.21,6.75,,28.82,7.23,,,,,0.70,,69.49,,1.37,,,,,,,,,,,,,10.04,,,,39.61,,,0.45,,,,,368.10
1579848954000,,28.62,29.43,,0.01,37.24,,,,,,,,,,,,6.19,,372.15,5.00,,,,,,,,,,,,,,,,145.06,,,,9.86,,,,1.00,,0.06,,,,,,,,,18.24,,,,,,,25.34,,,0.13,,38.72,16.00,,16.70,27.52,,,,,0.61,,35.30,,6.00,,29.25,,,,,,,,,,,10.00,,1.38,,11.10,,,1.86,,,,,690.72
1579915579000,,29.12,,,0.02,37.34,,,,,,,,,13.52,,,0.32,,440.87,0.53,,,,3.43,,,,,,,,,,,,311.79,,,,20.77,,,,0.04,4.77,,,,,,,,,,7.96,,,,,,,0.38,,,22.40,,,,,17.54,37.25,,,,,1.93,,68.61,,0.00,2.41,,,,,,40.00,,,,,,1.21,,,,79.96,,,7.85,,,,,540.49
1579982233000,,29.39,6.06,,,25.00,,,,,,,,,,,,0.18,,86.10,0.62,,,,,,,,,,,,,,,,147.93,,,,,,,,0.20,,,,,,,,,,0.10,0.75,,,,,,,5.96,,,55.46,,,,,3.38,122.51,5.53,,,,0.33,,45.21,,3.15,9.87,,,,,,,,,,,,24.00,,,,26.00,,,2.11,,,,,451.53
1580049245000,,17.37,,,1.37,,,,,,,,,,,,,0.12,,138.59,,,,,,,,,,,,,,,,,95.62,,,,0.05,,,,,,,,,,,,,,,3.25,,,,,,,10.35,,,15.21,12.22,,,,0.32,15.87,,,,,,,19.45,,0.00,,,,,,,,,,,,,,,6.93,,13.18,,,3.06,,,,,263.16
1580114658000,,23.00,,,4.51,6.11,,,,,,,,,,,,0.13,,96.45,18.17,,,,,,,,,,,,,,,,136.35,,,,1.30,,,,0.26,,,,,,,,,,,21.03,,,,,,,1.33,,,9.52,12.23,,3.05,,13.32,,,,,,,,18.98,,0.93,0.01,,,,,,,,,,,,,,,,22.67,,,6.11,,,,,339.40
1580180893000,,36.95,31.93,0.26,0.50,23.46,4.66,,,,,,,,33.33,,,6.14,,354.39,53.47,,,,,,,,,,92.97,,,,,,403.58,,,,,,,,0.90,,0.01,,,,,,,,,80.49,,,,,,,19.22,,,22.39,,,5.80,,32.64,56.83,,,,,0.50,,32.69,0.38,0.75,0.50,19.80,,,,,33.08,,,,,,12.05,,,,79.53,,,33.94,,,,,903.78
1580247630000,,22.65,,,5.91,5.77,10.92,,,,,,,,,,,1.01,,289.90,7.07,,,,,,,,,,,,,,,,246.42,,,,,,,,,0.08,0.16,,,,,,,,,7.67,,,,,,,7.34,,,,,,,,24.06,5.75,,,,,0.08,,42.38,,0.01,,,,,,,,,,,,,9.54,,1.54,,44.50,,,,,,,,518.43
1580313366000,,14.06,9.59,,0.25,39.87,6.04,,,,,,,,,,,0.19,,204.02,100.49,,,,8.01,,,,,,,,,,,,181.04,,,,,,,,,0.01,0.15,,,,,,,,,1.96,,,,,,,25.09,,,39.50,,,,,16.08,94.64,4.95,,,,,,44.61,,0.66,3.67,,,,,,17.02,,,,,,20.11,,1.39,,69.70,,,,,,,,383.83
1580380051000,,5.69,,,1.81,34.71,13.58,,,,,,,,,,,0.15,,136.79,39.32,,0.90,,,,,,,,,,,,,,182.10,,,,0.04,,,,0.60,,0.03,,,,,,,,0.01,17.74,,,,,,,13.00,,,8.14,,,,,43.18,4.86,,,,,1.80,,45.00,,0.26,5.61,,,,,,,,,,,,,,,,45.56,,,,,,,,345.35
1580446477000,,33.15,24.93,,4.01,17.12,27.31,,,,,,,,,4.20,,0.13,,436.10,157.05,,0.28,,,,,,,,38.46,,,,,,293.54,,,,2.82,,,,0.55,,0.16,,,,,,,,,18.76,,,,,,,20.83,,,78.29,,,2.80,,92.28,71.13,,,,,22.58,,60.11,,3.96,1.15,,,,,,13.63,,,,,,34.00,,18.84,,88.02,,,,,,,,1089.09
1580512997000,,11.30,1.51,,4.34,,14.27,,,,,,6.08,,,4.00,,0.12,,16.67,45.36,,0.52,,,,,,,,,,,,,,185.75,,,,0.17,,,,0.08,,0.37,,,,,,,,,1.97,,,,,,,3.96,,,34.34,,,5.56,,54.17,37.78,,,,,14.17,,74.76,0.08,1.52,0.59,,,,,,,,,,,,,,,,63.45,,,1.00,,,,,453.32
1580579921000,,27.62,41.18,,9.76,,18.62,,,,,,,,,4.00,,2.16,,,23.15,,0.02,,,,,,0.20,,2.60,,,,,,234.79,,,,5.02,,,,,,,,,,,,,,,0.94,,,,,,,4.71,,,87.44,,,,,3.66,74.41,3.03,,,,5.87,,82.32,5.30,0.01,0.17,10.05,,,,,,,,,,,,,,,33.38,,,,,,,,518.23
1580645575000,,36.09,71.18,,2.17,54.14,1.04,,,,,,264.77,,,,,0.32,,,25.27,,0.08,,6.87,26.61,,,,,73.00,,,,,,525.91,,,,7.44,,,,,,,,,,,,,,,26.64,,,,,,,0.83,,,85.47,,15.07,,,24.06,20.64,,,,,22.72,,65.20,,0.02,12.65,,,,,,,,16.00,,,,14.57,,,,20.13,,,,,,,,1026.87
1580711822000,,33.72,181.86,,,21.05,0.78,,,,,,,,,,,2.76,,,186.83,,3.54,,13.80,4.51,,,,,43.24,,,,,,243.34,,,,6.92,,,,0.05,,,,,,,,,,5.24,12.27,,,,,,,22.09,,,117.46,,,,,22.17,97.74,2.88,,,,,,62.37,,1.57,0.28,29.50,,,,,,,,,,,102.77,,,,63.56,,,,,,,,895.44
1580778615000,,42.55,106.41,1.53,0.01,79.82,25.69,,,,,,,,,20.00,,1.95,,,98.58,,4.08,,,8.92,,,,,42.04,,,,230.99,,481.85,,,,10.88,,,,,,0.02,,,,,,,,,38.32,,,,,,,6.18,,,154.02,,,5.30,,11.16,116.75,,,,,0.71,,11.19,,,3.71,,,,,,13.09,,,,,,,,3.03,,73.38,,,,,,,,1536.78
1580844182000,,37.46,79.57,,,10.76,0.06,,,,,,,11.15,,,,1.13,,84.17,182.45,,4.62,,,,,,,,48.49,,,,351.12,,222.81,,,,7.42,,,,0.46,2.68,,,,,,,,,,24.16,,,,,,,4.26,,,16.96,,,4.29,,35.56,,,,,,0.15,,41.22,,0.03,,,,,,,,,,,,,,,,,65.32,,,,,,,,498.19
1580910496000,,36.89,5.50,,,15.58,31.62,,,,,,,0.80,,,,,,256.80,31.74,,9.72,,,20.31,,,,,,,,,512.93,,208.77,,,,2.10,,,,,,,,,,,,,,,25.05,,,,,,,30.33,,,26.91,,,4.26,,22.46,58.00,,,,,2.59,,43.13,,6.91,,,,,,,,,,,,,30.00,,4.10,,21.00,,,,,,,,985.13
1580977343000,,62.83,186.41,,,59.08,3.48,,,,,,,,,17.00,,0.09,,344.95,185.11,,40.41,,2.78,,,,,,65.61,,,,377.60,,442.94,,,,2.98,,,,1.58,,,,,,,,,,,17.73,,,,,,,1.84,,,72.88,,,4.99,,25.47,158.86,,,,,6.90,,67.80,,0.00,0.55,10.05,,,,,13.15,,,,,,,,3.00,,60.19,,,,,,,,1346.31
