timestamp,​0x17559a8138E72C6Ef34512b11685dedC509BaDcf,​0x4C8B66667a52165A371EA5D033E12bdeE38F8b81,​0x175758300C8D0281482cC02613De84EAb9755B25,​0x046f635A394e6A58696Af08E3668C0DD5Ad1Ef9D,​0x3195c3F94154364E897711e501e104f40D8e23fb,Other
1592460543000,0.79,0.64,0.44,1.32,0.16,
