timestamp,​0x6E605C05dB60E12380009F857ADb0C1A88AbeAdD,​0x280A156f28488D38897074110588e3B5493Dfe79,​0x3017f3D68A35a3Bf9FadD6D1066850AAE89931dd,​0x3eE0Ed6b8A321B533D0aB12970943895115D3420,​0xE0AEB3bEC9E7fC818ba6E9d87Fb6A362D2924135,​0x5CCbb4C11F4ECe1e0F45cC19e5a8B534d2d08DB9,​0x20F51adEa3990fC6683dd76ce2d41eeb7fC4cf88,​0x68FCF4D9D06F8D2185292F7B6c5Ce171A70C990E,​0x3b0535C602078a22A9954209B3556549C4E5E987,​0xcbBC5D06BE48B9B1D90A8E787B4d42bc4A3B74a8,​0x0EA83ae45012328d08e5782a9AC5288305A5E514,​0x2135a897998ED441a806456fAb5328375341cAC7,​0x96693870AAf7608D5D41AE41d839becF781e22b0,Other
1591926628000,0.15,0.37,0.20,0.20,0.40,0.22,0.43,0.24,0.10,0.10,0.22,0.44,0.20,
