timestamp,​0x074976a8D5F07dA5DADa1Eb248AD369a764bB373,​0xe471B3ED4969d7E70f33dEc669D381908fD731a9,​0xa11564a83C4e04Bf47828CB4EF271BF8e90316B7,​0x99Ab0a0DFfBF58595E6f430B51C31dE726e994A7,​0x3210a4fB3cbA4F251D932eC841948754F1D5FeF2,​0x7Fdbfd933f95D27EB5c92aB9B0C985F34A552bC9,​0x1C057bAfcF4F4699594c9b4a717d23905225A0F0,​0x133135A3Fff584E650B03b78905CBbC37a2EBb2A,​0xdf5e96B508D482B2a04b5B7b94c94b2589adaE68,​0x5c6ed57aaabbf5A57C2079591497547A47c4F815,​0xC4Dfdb0F48DaC0b943d58796FeE71440a0e503Fa,​0xE4B53A014d9c56d9204dD5b96E9dfFeED0868e80,​0xe6DFb01169dB7F5b2dD1F89439E763C766BBb062,​0xd9f9d4A37677f119394B04b504f38350942BF7d9,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0x989FB3FAE0134B1e2C7B0d8858b2CEBA4fD59fc0,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x63Ab08006de06E8a1d9424E491BC1cd9937f514b,​0x50af627e6b8Fc889B0Ffd8812198E87c78330557,​0x94607a6d8662085dACaf5CA81E860fEeeE372dE7,​0x63Dc2abC7697d736701F6ecC963eC7E242613d7f,​0xef4f5b49069Ac340D4119AD22B1E7BDB6A62c0a6,​0x8AD2a38056f00CB4f7864BC10d05734531d9c5da,​0xAf2e2E197cd858D1A9DAa80CB5Cee289AD9d0cdc,​0x96eC6b49b768E08d6E41a7711D4dCEAd86d7Ad2b,Other
1543976854000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544047777000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544119637000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544191617000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544263439000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544334704000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544405011000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544475718000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544547488000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544618822000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544689901000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544761330000,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1544832405000,,,,,,,,,,,,,,,,,,,,,,,,,,
1544903281000,,,,,,,,,,,,,0.00,,,,,0.24,,,,,,0.04,,0.01
1544974705000,,,,,,,,,,,,,,,,,,,,,,,,,,
1545047794000,,,,,,,,,,,,,,,,2.60,,,,,,,,,,
1545121062000,,,,,,,3.68,,,4.10,,4.52,,,,1.03,,0.58,,,,,,,,0.08
1545194042000,,,0.00,,,,,,,,,,,,,,,0.11,,5.30,,,,42.58,,0.17
1545268401000,,,,,,,,,,,,2.20,,,,2.72,,0.66,,,,,,6.14,,
1545342023000,,,,,6.81,,,,1.10,,,,,,,6.35,,,,2.00,,,,8.54,1.35,
1545415730000,,,,,,,,,,,,,,,,17.05,,0.33,,13.03,,,,2.55,,
1545489450000,,,,,,,,,,,,,,,,,,,,7.52,0.34,,,,,
1545562634000,,,,,,,,,,,,,,,,8.65,,1.62,,2.51,,,,,,
1545636119000,,,,,,,,1.15,,,,,,,,,,1.18,,6.02,,,,,,
1545708423000,,,,,,,,,,,,,5.02,,,6.15,,,,,,,,,,
1545781311000,,,,,5.13,,,,,,,,,8.88,,4.73,,2.35,,12.01,0.44,,,,,
1545853370000,,,,,,,,,,,,,,5.02,,3.10,,,,5.02,,,,,,
1545927395000,,,,,,,,,,,,,,,,8.40,,1.34,,11.01,,,,,,
1546000562000,,,,3.40,,,,,,,1.56,,,,,3.30,,1.45,,,,,,,,
1546073485000,,,,,,,,,,,,,,,,1.63,,,,,,,,,,
1546145827000,,,,,,,,,,,,,,,,8.00,,,,17.05,,,,,,
1546218595000,,,,,,,,,,,,,,,,,,,,,,,0.87,,,
1546292150000,,,,,,,,,,,,,,,,,,32.62,,32.42,,,,,,
1546365675000,,,,,,,,,,,,,,,,7.50,,,,5.00,,,,,,
1546438572000,,,,,,,,,,,,,,,,,,6.54,,,,,,,,
1546513937000,,,5.71,,,,,,,,,,,,,,,,,7.50,,,,,,
1546591053000,,,,,,,,,,,,,,,,4.70,,2.74,,2.00,,,,,,
1546669576000,,,,,,,,,,,1.27,,,,,,,,,,,,,,,
1546745738000,,,,,,,,,,,,,,,,,,,,,,,,,,
1546823093000,,,,,,,,,,,,,,,,,,,,,,,,,,
1546899613000,,,6.84,,,,,,,,,,,,,5.00,2.00,1.30,,,,,,,,
1546978150000,,,,,,,,,,,,,,,,,,,,,,,,,,
1547055036000,,,,,,,,,,,,,,,,,,,,,,,,,,
1547132534000,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
1547210059000,,,,,,,,,1.60,,,,,,,,,,,4.00,,,,,,
1547287230000,,,,,,,,,,,,,,,,,,,,,,,,,,
1547364620000,,,,,,,,,,,,,2.21,,,,0.58,0.54,,1.00,,,,,,
1547441816000,,,,,,,,,,,,,,,,,,,,3.50,,,,5.46,,
1547518339000,,,,,,,,,,,,,,,,,1.60,,,,,,,1.72,,
1547595530000,,,,,,,,,,,,,,,,,2.00,2.01,,,,,,,,
1547673644000,,,,,,,,,,,,,,,,,,,,,,,,,,
1547751054000,,,,,,,,,,,,,,,2.16,,,,,1.50,,,,,,
1547828619000,,,,,,,,,,,,,,,,,,,,0.50,,,,,,
1547904215000,,,,,,,,,,,,,,,,,,,,,,,,,,
1547981162000,,,,,,,,,,,,,,,,,3.50,,,,,,,3.49,,
1548061637000,20.06,,20.17,,,,,,,,,,,,,,,,,,,,,,,
1548146240000,,2.48,,,,,,,,,,,,,,,,0.55,,1.00,,,,,,
1548232784000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548317720000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548402864000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548487485000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548573526000,,,,,,,,,,,,,,,,,,,,1.00,,,,,,
1548660153000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548748418000,,,,,,7.35,,,,,,,,,1.61,,7.18,,,2.00,,,,,,
1548837025000,,,,,,,,,,,,,,,,,,,,,,,,,,
1548924193000,,,,,,,,,,,,,,,,,,,,,,,,,,
1549012454000,,,,,,,,,,,,,,1.07,,,2.19,,,,,,,,,
1549101725000,,,,,,,,,,,,,,,,,,,,,,0.69,,,,
1549189411000,,,,,,,,,,,,,,,,,,,,,,,,,,
1549277128000,,,,,,,,,,,,,,,,,,,,,,,,,,
1549364548000,,,,,,,,,,,,,,,,,,,,,,,,,,
1549452970000,,,,,,,,,,,,,,,,,,,,,,,,,,
1549541642000,,,,,,,,,,,,,,,,,,,0.70,0.67,,,,,,
1549628950000,,,,,,,,,,,,,,,,,,0.33,,,,,,,,
1549717506000,,,,,,,,,,,,,,,,,,0.32,,1.70,,,,,,
1549810793000,,,,,,,,,,,,,,,,,,0.36,,0.60,,,,,,
1549913781000,,,,,,,,,,,,,,,,,,,,,,,,,,
1550015706000,,,,,,,,,,,,,,,,,,0.65,,,,,,,,
1550119035000,,,,,,,,,,,,,,,,,0.58,0.93,,1.00,,,,,,
1550223641000,,,,,,,,,,,,,,,,,,,,,,,,,,
1550326685000,,,,,,,,,,,,,,,,,,,,,,,,,,
1550429585000,,,,,,,,,,,,,,,,,,,,,,,,,,
