provider,eth
​0xfA82E743fE51c0613E1ddff0523604738e8e49dC,259.15
​0x292b7093aDe2b3baDC7E4b799D6E5E41708F9436,10.93
​0x2F760Ac62247d1146ff049659b1166aa0c5Dc9e2,8.50
​0xA7C380432dDF81eE6eb949fAef0147c8A664BCB8,2.90
Other,0.06
