provider,eth
​0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,3.68
​0x8622bd4dC0D000D74F7aa453F6A86BA2eeB64e4b,1.86
​0x18600fE707D883c1FD16f002A09241D630270233,0.55
​0x84CDE162cd6106Af1F7870CB2b7b777FD416096C,0.40
​0x90f07eDaB54C9e1982C60415E230C09C6fF8f054,0.29
​0x8F276AB0dA5d301e91E9DFbBDB33c541964E298E,0.22
​0x862faeA559D4ea1f851Ef31FCe8ecD07BC34B221,0.12
Other,0.06
