provider,eth
​0xcB930d22dB9b009881f6DD897e7872cAe2E64089,4.56
​0xb27409Bc4109c3cC25A035E2f2d61E9F757e7a99,0.25
​0xB823dc506011EEdab6F8feECc88806dBFc55Ea93,0.16
​0x21A6Afad0505e4372B26b47Ac6638b8fb71F5373,0.08
Other,0.00
